,spectra_male,spectra_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.21592623,-0.20050846,"('unsociable', 'sociable')",-0.027002836,-0.08097031,-0.48456597,-0.6404398,-0.2424984,-0.3073062,-0.0648078
1,0.46527818,0.38385087,"('unfriendly', 'friendly')",0.22702682,0.09866135,1.0339345,0.95942855,0.5754131,0.4806469,-0.0947662
2,0.5146466,0.59730893,"('unlikable', 'likable')",1.327862,1.36547,0.88927674,0.9150819,0.9105951,0.959287,0.0486919
3,-0.46611506,-0.2844276,"('repellent', 'pleasant')",-0.5998395,-0.4882688,0.6164866,0.60422385,-0.1498227,-0.0561575,0.0936652
4,-0.8047842,-0.9057283,"('disliked', 'liked')",0.50122756,0.31049377,-6.0063004,-6.2241774,-2.1032856,-2.2731373,-0.1698517
5,-0.2593178,-0.3335247,"('distant', 'outgoing')",-0.535141,-0.58625853,-0.8035193,-0.8028997,-0.5326594,-0.5742277,-0.0415683
6,-0.82601637,-0.8988127,"('distant', 'open')",-1.1215966,-1.2041744,-1.0251758,-1.0278816,-0.9909296,-1.0436229,-0.0526933
7,1.375818,1.489472,"('insensitive', 'sensitive')",0.49154216,0.62027484,0.14401768,0.19634268,0.6704593,0.7686965,0.0982372
8,0.19755454,0.099689946,"('unaffectionate', 'affectionate')",-0.3070596,-0.40546688,0.32053065,0.32196122,0.0703419,0.0053948,-0.0649471
9,1.3912543,1.3285286,"('unaffectionate', 'caring')",0.16404745,0.12184699,0.6750087,0.70311457,0.7434368,0.7178301,-0.0256067
10,0.40386122,0.55349654,"('unsympathetic', 'sympathetic')",-0.7214645,-0.6686371,-1.0390025,-1.0400449,-0.4522019,-0.3850618,0.0671401
11,-0.6121571,-0.5227454,"('unhelpful', 'helpful')",0.20846009,0.34261882,1.6884663,1.7679653,0.4282564,0.5292796,0.1010232
12,1.0086267,1.1131527,"('unsupportive', 'supportive')",0.46753544,0.56798446,-2.1760163,-2.1509335,-0.2332847,-0.1565988,0.0766859
13,-0.5625358,-0.4965241,"('impolite', 'polite')",-0.22261365,-0.08328982,-1.10772,-1.1222252,-0.6309565,-0.5673463,0.0636102
14,0.53034633,0.61582845,"('antisocial', 'social')",1.1491083,1.1984879,0.058029648,-0.06000237,0.5791614,0.5847713,0.0056099
15,0.038613424,-0.11731269,"('boring', 'funny')",-0.13114718,-0.24309365,-0.15676859,-0.14908703,-0.0831008,-0.1698311,-0.0867303
16,-0.6418064,-0.70832044,"('unpopular', 'popular')",-0.18637519,-0.3135304,0.34638205,0.2982871,-0.1605999,-0.2411879,-0.080588
17,0.40221825,0.42042443,"('nasty', 'nice')",-0.65151876,-0.65953994,-0.62132215,-0.5787684,-0.2902075,-0.2726279,0.0175796
18,-0.27908772,-0.28384578,"('disagreeable', 'welcoming')",-0.3505767,-0.33428928,-0.7059513,-0.75276375,-0.4452052,-0.4569663,-0.0117611
19,-0.4931857,-0.48022538,"('inhospitable', 'hospitable')",-1.059415,-1.08242,-0.6837147,-0.5953662,-0.7454384,-0.7193372,0.0261012
20,0.868691,0.925805,"('rough', 'thoughtful')",0.30824375,0.32846648,0.528521,0.4916944,0.5684853,0.5819887,0.0135034
21,0.21778373,0.27882913,"('immoral', 'moral')",1.1634264,1.1726565,-0.47144243,-0.44173363,0.3032559,0.336584,0.0333281
22,-0.17789662,-0.112965204,"('untrustworthy', 'trustworthy')",-0.5269723,-0.5616183,-0.84462327,-0.88977295,-0.5164974,-0.5214522,-0.0049548
23,1.5283649,1.6457323,"('insincere', 'sincere')",-0.25495708,-0.18502527,5.2831993,5.316802,2.1855357,2.2591696,0.0736339
24,0.50617105,0.59564954,"('dishonest', 'honest')",0.5529638,0.5898013,0.41538042,0.41911736,0.4915051,0.534856,0.0433509
25,-0.1860306,-0.30407542,"('egoistic', 'altruistic')",0.7172554,0.62860525,1.1330496,1.1337749,0.5547582,0.4861015,-0.0686567
26,0.9333642,0.7743109,"('hardhearted', 'benevolent')",1.0663387,1.0009637,1.8474476,1.7727884,1.2823835,1.1826876,-0.0996959
27,0.29935998,0.36327013,"('hardhearted', 'softhearted')",0.1747284,0.2576508,0.87247884,0.8443104,0.4488557,0.4884104,0.0395547
28,0.8596117,0.7874786,"('disloyal', 'loyal')",0.49234796,0.32566336,1.1990249,1.1195198,0.8503282,0.7442206,-0.1061076
29,0.17709394,0.11030251,"('unfair', 'fair')",-0.7087919,-0.7939107,-0.21321836,-0.33352417,-0.2483054,-0.3390441,-0.0907387
30,0.9928198,1.0556179,"('intolerant', 'tolerant')",0.8462167,0.8767529,0.62384486,0.56546104,0.8209604,0.8326106,0.0116502
31,-0.8096691,-0.8036543,"('evil', 'good')",-1.3202788,-1.4241098,-1.1741819,-1.2020084,-1.1013766,-1.1432575,-0.0418809
32,0.6136623,0.6723057,"('unkind', 'kind')",0.044768415,0.10924888,0.7588144,0.70078754,0.472415,0.494114,0.021699
33,0.7436559,0.60178745,"('wrong', 'right')",0.8783567,0.74985635,-0.7833499,-0.8150401,0.2795542,0.1788679,-0.1006863
34,-0.27408415,-0.11510732,"('mean', 'honorable')",0.3696889,0.47734177,5.0516653,5.2597713,1.7157567,1.874002,0.1582453
35,-0.4805557,-0.6111331,"('corrupt', 'incorrupt')",-0.45721626,-0.6212618,-0.23728378,-0.25619113,-0.3916852,-0.4961954,-0.1045102
36,-0.5245819,-0.59059507,"('hostile', 'amicable')",-0.6179613,-0.8893245,-0.20812753,-0.29051054,-0.4502236,-0.5901434,-0.1399198
37,1.0741807,1.1456108,"('fake', 'genuine')",0.2498664,0.27676085,-0.1162853,-0.09364095,0.4025873,0.4429102,0.0403229
38,0.062741876,0.09901114,"('untruthful', 'truthful')",-0.17078856,-0.20256189,-0.24624927,-0.18161859,-0.1180987,-0.0950564,0.0230423
39,1.9201779,2.003086,"('exploitative', 'cooperative')",0.29076084,0.47440106,0.1487253,0.19476476,0.7865547,0.8907506,0.1041959
40,0.2254415,0.16444653,"('stingy', 'generous')",0.74227345,0.66383946,-1.7610977,-1.9383109,-0.2644609,-0.3700083,-0.1055474
41,0.0088738,0.013130024,"('unforgiving', 'forgiving')",-0.11491914,-0.19801344,-0.068091005,-0.14695883,-0.0580454,-0.1106141,-0.0525687
42,0.56374913,0.6823342,"('unreliable', 'reliable')",0.124977,0.20952885,-3.046321,-3.0553772,-0.7858649,-0.7211714,0.0646935
43,0.53912354,0.68867624,"('irresponsible', 'responsible')",0.33068067,0.553421,-0.14650269,-0.07845252,0.2411005,0.3878816,0.1467811
44,-1.2769141,-1.2697082,"('prejudiced', 'unprejudiced')",-0.08889668,-0.033136535,-1.1636484,-1.1510209,-0.843153,-0.8179552,0.0251978
45,-0.2443488,-0.1401418,"('incompetent', 'competent')",-0.7001463,-0.719164,-0.2995647,-0.38207203,-0.4146866,-0.4137926,0.000894
46,0.10601713,0.2670711,"('uncompetitive', 'competitive')",0.3751487,0.49861562,-0.7370442,-0.81264746,-0.0852928,-0.0156536,0.0696392
47,-0.31376868,-0.20378798,"('stupid', 'smart')",0.85638,1.0218959,5.014981,5.2075043,1.8525306,2.0085375,0.1560069
48,1.2523366,1.2591565,"('unintelligent', 'intelligent')",1.369373,1.2998673,0.5472057,0.48794842,1.0563051,1.0156574,-0.0406477
49,0.059095584,0.160303,"('unable', 'able')",0.25251633,0.341621,-0.37161216,-0.31546983,-0.0200001,0.0621514,0.0821515
50,0.27588552,0.33728394,"('clumsy', 'skillful')",0.12090989,0.07971233,0.025630243,-0.037762597,0.1408086,0.1264112,-0.0143974
51,-0.07568491,-0.035295174,"('uneducated', 'educated')",0.1901094,0.12564473,0.4389768,0.35301206,0.1844671,0.1477872,-0.0366799
52,-0.102219954,-0.26670313,"('irrational', 'rational')",-0.3900681,-0.59629786,0.23881781,0.19044805,-0.0844901,-0.2241843,-0.1396942
53,-0.05008713,-0.097617686,"('uncreative', 'creative')",0.31823412,0.290438,0.40669695,0.32163274,0.224948,0.1714844,-0.0534636
54,0.3943922,0.39086616,"('incapable', 'capable')",-0.5012998,-0.5082471,0.343192,0.45423836,0.0787615,0.1122858,0.0335243
55,0.3261579,0.41441318,"('incompetent', 'clever')",-0.035112835,-0.032536883,0.13097064,0.049595945,0.1406719,0.1438241,0.0031522
56,0.64598954,0.74973404,"('impractical', 'practical')",0.8659563,0.9675036,-0.71314764,-0.6703303,0.2662661,0.3489691,0.082703
57,-0.48963094,-0.4687126,"('unimaginative', 'imaginative')",0.43857238,0.40266535,-2.949283,-3.0360773,-1.0001138,-1.0340415,-0.0339277
58,1.4017099,1.4444493,"('undiscriminating', 'discriminating')",1.1605691,1.1271851,0.24415295,0.17902896,0.9354773,0.9168878,-0.0185895
59,0.01727657,0.031771816,"('foolish', 'wise')",0.9356191,0.94217134,0.09647636,0.20076947,0.3497907,0.3915709,0.0417802
60,1.3428538,1.5045059,"('inefficient', 'efficient')",1.9595706,2.172089,-0.16913104,-0.098498754,1.0444311,1.1926987,0.1482676
61,0.79215187,0.73483163,"('illogical', 'logical')",0.6123306,0.5287896,0.37669864,0.23018387,0.593727,0.497935,-0.095792
62,1.1217643,1.2542195,"('incompetent', 'brilliant')",0.2943166,0.46098703,0.12483656,0.18022528,0.5136392,0.6318106,0.1181714
63,0.037978884,0.16528288,"('unperceptive', 'insightful')",0.46758524,0.58222634,0.24247012,0.25196758,0.2493447,0.3331589,0.0838142
64,-0.14173219,-0.11226593,"('shy', 'confident')",1.0029118,0.99542636,-5.731658,-5.8820066,-1.6234929,-1.666282,-0.0427891
