,allegion_male,allegion_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.8618306,-1.9584974,"('unsociable', 'sociable')",-0.3087263,-0.4391639,-1.0852785,-1.1988306,-0.1135521
1,-1.865979,-2.1253135,"('unfriendly', 'friendly')",2.1779983,1.918812,0.1560097,-0.1032507,-0.2592604
2,0.17345014,0.24421349,"('unlikable', 'likable')",0.5200707,0.61063796,0.3467604,0.4274257,0.0806653
3,-1.2285081,-1.0794169,"('repellent', 'pleasant')",-0.31796503,-0.25769848,-0.7732366,-0.6685576,0.104679
4,0.4661833,0.38185686,"('disliked', 'liked')",-4.8200154,-5.081653,-2.1769161,-2.3498981,-0.172982
5,0.15152374,0.04195874,"('distant', 'outgoing')",0.40750977,0.34747,0.2795168,0.1947144,-0.0848024
6,0.006764829,-0.1294038,"('distant', 'open')",0.3751009,0.2972356,0.1909329,0.0839159,-0.107017
7,-1.0483259,-0.9550773,"('insensitive', 'sensitive')",0.46224377,0.5151947,-0.2930411,-0.2199413,0.0730998
8,-0.84267753,-0.990766,"('unaffectionate', 'affectionate')",0.73650306,0.51935273,-0.0530872,-0.2357066,-0.1826194
9,-1.3360523,-1.4565812,"('unaffectionate', 'caring')",1.1864146,1.0788403,-0.0748188,-0.1888705,-0.1140517
10,-2.713816,-2.6055942,"('unsympathetic', 'sympathetic')",-0.52300954,-0.48103276,-1.6184127,-1.5433135,0.0750992
11,-1.2999758,-1.2310423,"('unhelpful', 'helpful')",1.2025385,1.2606343,-0.0487186,0.014796,0.0635146
12,-1.4746296,-1.4411668,"('unsupportive', 'supportive')",-1.1899917,-1.1874325,-1.3323107,-1.3142996,0.0180111
13,-1.6474503,-1.6335661,"('impolite', 'polite')",-0.5215304,-0.46485877,-1.0844903,-1.0492125,0.0352778
14,-0.8389229,-0.6904354,"('antisocial', 'social')",0.51386034,0.5212736,-0.1625313,-0.0845809,0.0779504
15,0.7394545,0.5497296,"('boring', 'funny')",0.20763433,0.21947627,0.4735444,0.3846029,-0.0889415
16,-0.37611365,-0.34554657,"('unpopular', 'popular')",-0.10585875,-0.14671332,-0.2409862,-0.2461299,-0.0051437
