,bibliography_male,bibliography_female,tuple,average_male,average_female,female-male
0,-0.1364251,-0.10183939,"('unsociable', 'sociable')",-0.1364251,-0.1018394,0.0345857
1,0.8261568,0.7482706,"('unfriendly', 'friendly')",0.8261568,0.7482706,-0.0778862
2,-0.1656623,-0.089789584,"('unlikable', 'likable')",-0.1656623,-0.0897896,0.0758727
3,0.94500554,1.024606,"('repellent', 'pleasant')",0.9450055,1.024606,0.0796005
4,-7.37782,-7.525304,"('disliked', 'liked')",-7.37782,-7.5253038,-0.1474838
5,-0.7814987,-0.8412907,"('distant', 'outgoing')",-0.7814987,-0.8412907,-0.059792
6,-0.16013524,-0.2922277,"('distant', 'open')",-0.1601352,-0.2922277,-0.1320925
7,0.61243826,0.68476653,"('insensitive', 'sensitive')",0.6124383,0.6847665,0.0723282
8,0.755563,0.6166049,"('unaffectionate', 'affectionate')",0.755563,0.6166049,-0.1389581
9,0.8014511,0.77033275,"('unaffectionate', 'caring')",0.8014511,0.7703328,-0.0311183
10,1.0426762,1.1220566,"('unsympathetic', 'sympathetic')",1.0426762,1.1220566,0.0793804
11,1.342783,1.3767388,"('unhelpful', 'helpful')",1.342783,1.3767388,0.0339558
12,-1.9448545,-1.9516246,"('unsupportive', 'supportive')",-1.9448545,-1.9516246,-0.0067701
13,-0.3522392,-0.29889074,"('impolite', 'polite')",-0.3522392,-0.2988907,0.0533485
14,0.30752555,0.3382661,"('antisocial', 'social')",0.3075255,0.3382661,0.0307406
15,0.04163278,-0.07856248,"('boring', 'funny')",0.0416328,-0.0785625,-0.1201953
16,-0.6206496,-0.6519431,"('unpopular', 'popular')",-0.6206496,-0.6519431,-0.0312935
17,-0.41465282,-0.34492105,"('nasty', 'nice')",-0.4146528,-0.3449211,0.0697317
18,-0.17292063,-0.22337884,"('disagreeable', 'welcoming')",-0.1729206,-0.2233788,-0.0504582
19,-0.84363925,-0.95463353,"('inhospitable', 'hospitable')",-0.8436393,-0.9546335,-0.1109942
20,0.98100096,0.93967295,"('rough', 'thoughtful')",0.981001,0.9396729,-0.0413281
21,-0.33870628,-0.19997004,"('immoral', 'moral')",-0.3387063,-0.19997,0.1387363
22,-0.20421103,-0.17213747,"('untrustworthy', 'trustworthy')",-0.204211,-0.1721375,0.0320735
23,6.1474876,6.196305,"('insincere', 'sincere')",6.1474876,6.1963048,0.0488172
24,1.2323859,1.1594718,"('dishonest', 'honest')",1.2323859,1.1594718,-0.0729141
25,0.67964816,0.5858648,"('egoistic', 'altruistic')",0.6796482,0.5858648,-0.0937834
26,0.9142182,0.8091954,"('hardhearted', 'benevolent')",0.9142182,0.8091954,-0.1050228
27,1.4510653,1.266885,"('hardhearted', 'softhearted')",1.4510653,1.266885,-0.1841803
28,0.9035129,0.85686773,"('disloyal', 'loyal')",0.9035129,0.8568677,-0.0466452
29,-0.75900203,-0.90135705,"('unfair', 'fair')",-0.759002,-0.9013571,-0.1423551
30,0.9403313,1.0004046,"('intolerant', 'tolerant')",0.9403313,1.0004046,0.0600733
31,-1.453606,-1.4926631,"('evil', 'good')",-1.453606,-1.4926631,-0.0390571
32,0.7298029,0.6328022,"('unkind', 'kind')",0.7298029,0.6328022,-0.0970007
33,-0.5823318,-0.6300828,"('wrong', 'right')",-0.5823318,-0.6300828,-0.047751
34,4.3439164,4.4406714,"('mean', 'honorable')",4.3439164,4.4406714,0.096755
35,-0.63668567,-0.9197367,"('corrupt', 'incorrupt')",-0.6366857,-0.9197367,-0.283051
36,-0.8255699,-0.95363283,"('hostile', 'amicable')",-0.8255699,-0.9536328,-0.1280629
37,0.6930673,0.668309,"('fake', 'genuine')",0.6930673,0.668309,-0.0247583
38,-0.44545794,-0.3888521,"('untruthful', 'truthful')",-0.4454579,-0.3888521,0.0566058
39,0.5775321,0.56462085,"('exploitative', 'cooperative')",0.5775321,0.5646209,-0.0129112
40,-1.2476616,-1.3874092,"('stingy', 'generous')",-1.2476616,-1.3874092,-0.1397476
41,-0.03933322,0.0026991256,"('unforgiving', 'forgiving')",-0.0393332,0.0026991,0.0420323
42,-1.8639779,-1.9110552,"('unreliable', 'reliable')",-1.8639779,-1.9110552,-0.0470773
43,0.89538646,0.95880723,"('irresponsible', 'responsible')",0.8953865,0.9588072,0.0634207
44,-0.56783515,-0.5853852,"('prejudiced', 'unprejudiced')",-0.5678352,-0.5853852,-0.01755
45,0.07828945,0.05258762,"('incompetent', 'competent')",0.0782894,0.0525876,-0.0257018
46,-0.33546504,-0.28931496,"('uncompetitive', 'competitive')",-0.335465,-0.289315,0.04615
47,5.0314417,5.186143,"('stupid', 'smart')",5.0314417,5.1861429,0.1547012
48,0.049150035,0.06953651,"('unintelligent', 'intelligent')",0.04915,0.0695365,0.0203865
49,-0.2349647,-0.2265335,"('unable', 'able')",-0.2349647,-0.2265335,0.0084312
50,-0.4299564,-0.5200615,"('clumsy', 'skillful')",-0.4299564,-0.5200615,-0.0901051
51,0.42768005,0.33024943,"('uneducated', 'educated')",0.42768,0.3302494,-0.0974306
52,-0.5564464,-0.7130662,"('irrational', 'rational')",-0.5564464,-0.7130662,-0.1566198
53,-0.4014484,-0.49757427,"('uncreative', 'creative')",-0.4014484,-0.4975743,-0.0961259
54,0.82384276,0.8141865,"('incapable', 'capable')",0.8238428,0.8141865,-0.0096563
55,0.8186502,0.9219667,"('incompetent', 'clever')",0.8186502,0.9219667,0.1033165
56,0.53765565,0.56853056,"('impractical', 'practical')",0.5376557,0.5685306,0.0308749
57,-2.4026983,-2.3783467,"('unimaginative', 'imaginative')",-2.4026983,-2.3783467,0.0243516
