,grain_male,grain_female,tuple,average_male,average_female,female-male
0,0.22144294,0.23587885,"('unsociable', 'sociable')",0.2214429,0.2358789,0.014436
1,1.5287613,1.2711248,"('unfriendly', 'friendly')",1.5287613,1.2711248,-0.2576365
2,0.5238312,0.6744716,"('unlikable', 'likable')",0.5238312,0.6744716,0.1506404
3,0.45516437,0.7833818,"('repellent', 'pleasant')",0.4551644,0.7833818,0.3282174
4,-7.3490295,-7.392881,"('disliked', 'liked')",-7.3490295,-7.3928809,-0.0438514
5,-0.12630539,-0.16817756,"('distant', 'outgoing')",-0.1263054,-0.1681776,-0.0418722
6,0.0630229,-0.0139762275,"('distant', 'open')",0.0630229,-0.0139762,-0.0769991
7,0.59658897,0.75468147,"('insensitive', 'sensitive')",0.596589,0.7546815,0.1580925
8,1.0946426,0.8419305,"('unaffectionate', 'affectionate')",1.0946426,0.8419305,-0.2527121
9,1.8277822,1.7041557,"('unaffectionate', 'caring')",1.8277822,1.7041557,-0.1236265
10,0.7827105,1.1844484,"('unsympathetic', 'sympathetic')",0.7827105,1.1844484,0.4017379
11,1.8236947,2.0197058,"('unhelpful', 'helpful')",1.8236947,2.0197058,0.1960111
12,-1.4873296,-1.4295824,"('unsupportive', 'supportive')",-1.4873296,-1.4295824,0.0577472
13,0.39096928,0.49149963,"('impolite', 'polite')",0.3909693,0.4914996,0.1005303
14,-0.11804351,-0.12136679,"('antisocial', 'social')",-0.1180435,-0.1213668,-0.0033233
15,0.56235826,0.5196894,"('boring', 'funny')",0.5623583,0.5196894,-0.0426689
16,-0.022036381,-0.07973086,"('unpopular', 'popular')",-0.0220364,-0.0797309,-0.0576945
17,-0.058413338,-0.13977696,"('nasty', 'nice')",-0.0584133,-0.139777,-0.0813637
18,-0.87543803,-0.88790137,"('disagreeable', 'welcoming')",-0.875438,-0.8879014,-0.0124634
19,-0.60250384,-0.57369953,"('inhospitable', 'hospitable')",-0.6025038,-0.5736995,0.0288043
20,0.705145,0.6448445,"('rough', 'thoughtful')",0.705145,0.6448445,-0.0603005
21,-0.28683302,0.13697955,"('immoral', 'moral')",-0.286833,0.1369796,0.4238126
22,-0.7515229,-0.4287333,"('untrustworthy', 'trustworthy')",-0.7515229,-0.4287333,0.3227896
23,6.393202,6.507112,"('insincere', 'sincere')",6.3932018,6.507112,0.1139102
24,1.4272615,1.6418763,"('dishonest', 'honest')",1.4272615,1.6418763,0.2146148
25,0.9864784,0.68783295,"('egoistic', 'altruistic')",0.9864784,0.687833,-0.2986454
26,0.91640675,0.45984796,"('hardhearted', 'benevolent')",0.9164068,0.459848,-0.4565588
27,1.2354059,1.1021045,"('hardhearted', 'softhearted')",1.2354059,1.1021045,-0.1333014
28,1.222268,1.0914812,"('disloyal', 'loyal')",1.222268,1.0914812,-0.1307868
29,-0.7753977,-0.7512225,"('unfair', 'fair')",-0.7753977,-0.7512225,0.0241752
30,0.92870265,1.0106802,"('intolerant', 'tolerant')",0.9287027,1.0106802,0.0819775
31,-1.3961676,-1.646262,"('evil', 'good')",-1.3961676,-1.646262,-0.2500944
32,1.1380832,1.1489991,"('unkind', 'kind')",1.1380832,1.1489991,0.0109159
33,0.02207106,-0.25372827,"('wrong', 'right')",0.0220711,-0.2537283,-0.2757994
34,4.8492894,4.9769893,"('mean', 'honorable')",4.8492894,4.9769893,0.1276999
35,-1.0949594,-1.4878967,"('corrupt', 'incorrupt')",-1.0949594,-1.4878967,-0.3929373
36,-0.7088769,-1.1197281,"('hostile', 'amicable')",-0.7088769,-1.1197281,-0.4108512
37,0.48265338,0.551011,"('fake', 'genuine')",0.4826534,0.551011,0.0683576
38,0.11379586,0.026068069,"('untruthful', 'truthful')",0.1137959,0.0260681,-0.0877278
39,0.22906867,0.22311686,"('exploitative', 'cooperative')",0.2290687,0.2231169,-0.0059518
40,-1.8551849,-1.876648,"('stingy', 'generous')",-1.8551849,-1.8766479,-0.021463
41,0.0077667627,-0.07621635,"('unforgiving', 'forgiving')",0.0077668,-0.0762163,-0.0839831
42,-2.503923,-2.1743047,"('unreliable', 'reliable')",-2.5039229,-2.1743047,0.3296182
43,1.1389012,1.4075255,"('irresponsible', 'responsible')",1.1389012,1.4075255,0.2686243
44,-1.3800191,-1.3342727,"('prejudiced', 'unprejudiced')",-1.3800191,-1.3342727,0.0457464
45,0.12027681,0.28176004,"('incompetent', 'competent')",0.1202768,0.28176,0.1614832
46,-0.6796572,-0.32364672,"('uncompetitive', 'competitive')",-0.6796572,-0.3236467,0.3560105
47,5.5449038,5.631706,"('stupid', 'smart')",5.5449038,5.6317062,0.0868024
48,0.8720632,0.8537391,"('unintelligent', 'intelligent')",0.8720632,0.8537391,-0.0183241
49,-0.06347323,0.1796056,"('unable', 'able')",-0.0634732,0.1796056,0.2430788
50,-0.32679015,-0.2893103,"('clumsy', 'skillful')",-0.3267902,-0.2893103,0.0374799
51,-0.09642597,0.14228079,"('uneducated', 'educated')",-0.096426,0.1422808,0.2387068
52,-0.26408827,-0.59595823,"('irrational', 'rational')",-0.2640883,-0.5959582,-0.3318699
53,0.06676872,0.04880583,"('uncreative', 'creative')",0.0667687,0.0488058,-0.0179629
