,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,0.37750506,0.34948984,"('unsociable', 'sociable')",-0.46490598,-0.5044002,-1.2040325,-1.258739,-0.9739801,-1.0138072,-0.5663534,-0.6068641,-0.0405107
1,1.7038019,1.5825323,"('unfriendly', 'friendly')",0.8527618,0.8230985,-0.031505547,-0.091280036,2.7919667,2.6773858,1.3292562,1.2479341,-0.0813221
2,0.22901094,0.2631305,"('unlikable', 'likable')",0.71692055,0.81325406,0.49459258,0.55333245,0.21270753,0.26669455,0.4133079,0.4741029,0.060795
3,-1.7693228,-1.7050041,"('repellent', 'pleasant')",-1.1226493,-1.1120383,-0.34260827,-0.38531935,-0.6001595,-0.5941559,-0.9586849,-0.9491293,0.0095556
4,0.9274528,0.8524799,"('disliked', 'liked')",0.2751787,0.2252348,0.105822995,0.03545942,-5.990146,-6.109363,-1.1704229,-1.2490473,-0.0786244
5,2.4582908,2.3861346,"('distant', 'outgoing')",1.4257342,1.4355179,1.6163123,1.6111189,1.0934349,1.0491359,1.6484431,1.6204767,-0.0279664
6,2.387011,2.313389,"('distant', 'open')",1.5275998,1.5534371,1.2110392,1.1594176,1.6561114,1.577289,1.6954403,1.6508832,-0.0445571
7,0.12369774,0.15802905,"('insensitive', 'sensitive')",-0.89367014,-0.8742079,-1.678598,-1.6570222,0.46226117,0.42982164,-0.4965773,-0.4858449,0.0107324
8,1.788322,1.7052714,"('unaffectionate', 'affectionate')",1.0890208,1.1000185,0.4454068,0.3920059,1.8783458,1.7564497,1.3002739,1.2384363,-0.0618376
9,1.9564803,1.9036739,"('unaffectionate', 'caring')",0.82558775,0.7696846,0.2396383,0.1826669,2.0123649,1.9410316,1.2585177,1.1992642,-0.0592535
10,-1.0201741,-0.95168555,"('unsympathetic', 'sympathetic')",-1.3175101,-1.346061,-2.3799071,-2.4549537,-1.1161873,-1.1223905,-1.4584446,-1.4687726,-0.010328
11,-1.2583733,-1.2310135,"('unhelpful', 'helpful')",-1.9416296,-1.9491383,-2.0824225,-2.0651135,1.1786933,1.2340544,-1.025933,-1.0028027,0.0231303
12,1.7912239,1.82757,"('unsupportive', 'supportive')",0.32892612,0.38116682,-1.0972918,-1.0893923,-1.5298095,-1.5751166,-0.1267378,-0.113943,0.0127948
13,-0.4708449,-0.42852527,"('impolite', 'polite')",-1.2359642,-1.2433596,-1.249098,-1.1902679,-1.2537992,-1.2303656,-1.0524266,-1.0231296,0.029297
14,-0.6575388,-0.64474064,"('antisocial', 'social')",0.04443707,0.058053408,-1.065171,-1.0531877,-1.413634,-1.4157631,-0.7729766,-0.7639095,0.0090671
15,0.10486115,0.07215158,"('boring', 'funny')",0.47304425,0.48304182,0.15113404,0.21828026,0.70173407,0.6985509,0.3576934,0.3680061,0.0103127
16,-0.3826592,-0.4224272,"('unpopular', 'popular')",0.75497115,0.78532004,0.61630625,0.6044656,0.9373721,0.8537171,0.4814976,0.4552689,-0.0262287
17,0.305971,0.34364966,"('nasty', 'nice')",0.35646972,0.3863119,0.2570938,0.33475202,-0.19749472,-0.16647124,0.18051,0.2245606,0.0440506
18,0.5628115,0.55237514,"('disagreeable', 'welcoming')",0.8429725,0.9156778,-0.42388186,-0.47917202,-0.27140552,-0.40903705,0.1776242,0.144961,-0.0326632
19,1.7834688,1.7804035,"('inhospitable', 'hospitable')",0.022904567,0.056384005,0.09788565,0.058526874,0.5196819,0.5085069,0.6059852,0.6009553,-0.0050299
20,-0.34455425,-0.3526156,"('rough', 'thoughtful')",0.53179675,0.5715762,-0.3584522,-0.42177856,0.8730413,0.80618215,0.1754579,0.150841,-0.0246169
21,-0.5578099,-0.5270449,"('immoral', 'moral')",-0.6310106,-0.6821702,-2.0932238,-2.1766484,-1.578413,-1.576572,-1.2151144,-1.2406089,-0.0254945
22,-1.2393243,-1.2734492,"('untrustworthy', 'trustworthy')",-1.2433931,-1.278778,-1.7432591,-1.8010374,-1.7672626,-1.8424509,-1.4983097,-1.5489287,-0.050619
23,-1.2227579,-1.2411947,"('insincere', 'sincere')",-1.3184817,-1.3442752,-2.3659036,-2.4465754,5.256262,5.237705,0.0872796,0.051415,-0.0358646
24,-0.39028645,-0.3941359,"('dishonest', 'honest')",-0.83729947,-0.8277317,-1.7255269,-1.6906123,0.48317975,0.436112,-0.6174833,-0.619092,-0.0016087
25,1.9161917,1.836487,"('egoistic', 'altruistic')",1.7192237,1.7083035,2.0223799,2.0375562,2.1738715,2.078724,1.9579167,1.9152677,-0.042649
26,1.1826705,1.0853484,"('hardhearted', 'benevolent')",3.0067098,3.0102737,1.5531735,1.5364108,1.9033195,1.8647583,1.9114683,1.8741977,-0.0372706
27,0.15416864,0.10635255,"('hardhearted', 'softhearted')",-0.450695,-0.40660527,-0.9551079,-0.92808825,1.6279851,1.4472446,0.0940877,0.0547259,-0.0393618
28,1.0001553,0.90529877,"('disloyal', 'loyal')",-0.025971072,-0.11548845,-0.72696114,-0.8230711,1.1641423,1.0788757,0.3528413,0.2614037,-0.0914376
29,-0.28560022,-0.2963089,"('unfair', 'fair')",-0.17463048,-0.1712952,-0.72605133,-0.71345055,-0.453018,-0.5581387,-0.409825,-0.4347983,-0.0249733
30,-1.7892879,-1.7392844,"('intolerant', 'tolerant')",-0.97385263,-1.0262746,-1.5882423,-1.5948282,0.24525976,0.21277264,-1.0265309,-1.0369036,-0.0103727
31,1.0774375,1.0447484,"('evil', 'good')",1.1595972,1.2356106,1.8713154,1.922913,0.09527938,-0.008977458,1.0509074,1.0485736,-0.0023338
32,-0.2125537,-0.23560126,"('unkind', 'kind')",-0.31412354,-0.35145414,-1.6962909,-1.6722865,0.14994141,0.056928784,-0.5182567,-0.5506033,-0.0323466
33,1.379341,1.3026869,"('wrong', 'right')",1.2672626,1.2214981,0.9464948,0.8784215,0.41897714,0.37553602,1.0030189,0.9445357,-0.0584832
34,-0.11066037,-0.088411555,"('mean', 'honorable')",-0.23510143,-0.1910975,-0.2911138,-0.28065935,5.954238,5.984348,1.3293406,1.3560449,0.0267043
35,1.5099651,1.4385437,"('corrupt', 'incorrupt')",1.3175623,1.2961602,2.2598255,2.2406764,1.3275194,1.1967022,1.603718,1.5430207,-0.0606973
36,1.3469554,1.2332153,"('hostile', 'amicable')",0.6803849,0.64656717,1.4495207,1.3734691,1.467617,1.3123242,1.2361195,1.1413939,-0.0947256
37,0.5803763,0.5927808,"('fake', 'genuine')",0.23461401,0.28201228,-0.08308885,-0.11880855,0.5112404,0.48341995,0.3107855,0.3098511,-0.0009344
38,0.73935354,0.7282263,"('untruthful', 'truthful')",-0.76961446,-0.7810223,-0.5457622,-0.57470924,0.336621,0.36602944,-0.0598505,-0.065369,-0.0055185
39,0.8815424,0.9459514,"('exploitative', 'cooperative')",-0.39434984,-0.33109352,0.20094572,0.31616554,-0.36154228,-0.32807615,0.081649,0.1507368,0.0690878
