,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,female-male
0,0.10820629,-0.089397654,"('unsociable', 'sociable')",0.9744267,0.898975,-1.5203089,-1.5891184,-0.80634594,-0.896612,-0.3110054,-0.4190382,-0.1080328
1,0.37053385,0.22806667,"('unfriendly', 'friendly')",-0.5958669,-0.7907966,-1.2201312,-1.3615568,2.3821356,2.145002,0.2341678,0.0551788,-0.178989
2,0.5207437,0.6470979,"('unlikable', 'likable')",0.52209264,0.61569315,0.5925406,0.6696807,0.29363215,0.34068188,0.4822523,0.5682884,0.0860361
3,-0.2873789,-0.20694235,"('repellent', 'pleasant')",-0.27236038,-0.23375013,-0.3499365,-0.38147205,-0.27335882,-0.24412003,-0.2957587,-0.2665711,0.0291876
4,-1.076781,-1.2076721,"('disliked', 'liked')",-1.5987067,-1.747278,0.08577746,0.050028585,-5.15998,-5.0505424,-1.9374225,-1.988866,-0.0514435
5,-0.092109844,-0.0038172305,"('distant', 'outgoing')",-1.7597903,-1.7774681,-0.052754007,-0.05253279,0.81099117,0.7223939,-0.2734157,-0.2778561,-0.0044404
6,-0.23428378,-0.13655789,"('distant', 'open')",-2.1411963,-2.147607,0.061371006,0.01637419,1.0946447,0.9414724,-0.304866,-0.3315796,-0.0267136
7,0.2450586,0.22626871,"('insensitive', 'sensitive')",1.3288507,1.3759819,-0.58560777,-0.5554115,0.2747594,0.3008827,0.3157652,0.3369304,0.0211652
8,-0.17721976,-0.17336324,"('unaffectionate', 'affectionate')",-0.7531837,-0.87323844,-1.2805277,-1.3885807,1.2766339,1.0586345,-0.2335744,-0.344137,-0.1105626
9,0.03802777,-0.008098714,"('unaffectionate', 'caring')",-0.00296152,-0.14910975,-1.7975928,-1.8668356,1.5211782,1.3660643,-0.0603371,-0.1644949,-0.1041578
10,-0.053486668,-0.17226477,"('unsympathetic', 'sympathetic')",1.283122,1.2543211,-2.05854,-2.04424,-0.9605154,-0.8879246,-0.4473551,-0.4625271,-0.015172
11,0.5361726,0.52889776,"('unhelpful', 'helpful')",1.1364999,1.1565365,-1.4193641,-1.3922668,0.66210747,0.69989365,0.228854,0.2482653,0.0194113
12,0.8328069,0.8526542,"('unsupportive', 'supportive')",1.1754858,1.2059746,-1.8565046,-1.8060097,-1.6052363,-1.5599686,-0.363362,-0.3268374,0.0365246
13,0.10295049,0.114199966,"('impolite', 'polite')",1.3640825,1.4374843,-0.5597368,-0.4728996,-1.1023192,-1.0514517,-0.0487558,0.0068333,0.0555891
14,0.11147548,0.034336485,"('antisocial', 'social')",2.0419726,2.0157042,-0.29333556,-0.31050515,-0.15488565,-0.07986385,0.4263067,0.4149179,-0.0113888
15,-0.22489916,-0.2720436,"('boring', 'funny')",-0.3634096,-0.40546563,0.84648514,0.8340651,-0.037378438,-0.07427604,0.0551995,0.02057,-0.0346295
16,-1.325557,-1.3381187,"('unpopular', 'popular')",-1.5954996,-1.6097003,0.25958127,0.19796325,0.2958164,0.20125654,-0.5914147,-0.6371498,-0.0457351
17,-0.18000025,-0.10808548,"('nasty', 'nice')",-1.7272894,-1.6902893,-0.8276036,-0.7687393,-0.9302708,-0.9906526,-0.916291,-0.8894417,0.0268493
18,-0.68586224,-0.6109606,"('disagreeable', 'welcoming')",-1.6672865,-1.603646,-0.73748714,-0.7429967,-0.89379025,-1.0416862,-0.9961065,-0.9998224,-0.0037159
