,space_male,space_female,tuple,average_male,average_female,female-male
0,-0.32663742,-0.4390021,"('unsociable', 'sociable')",-0.3266374,-0.4390021,-0.1123647
1,1.5788177,1.4575316,"('unfriendly', 'friendly')",1.5788177,1.4575316,-0.1212861
2,0.4152707,0.56665295,"('unlikable', 'likable')",0.4152707,0.566653,0.1513823
3,0.48370823,0.60657203,"('repellent', 'pleasant')",0.4837082,0.606572,0.1228638
4,-7.48359,-7.4493895,"('disliked', 'liked')",-7.4835901,-7.4493895,0.0342006
5,-0.3383999,-0.25979853,"('distant', 'outgoing')",-0.3383999,-0.2597985,0.0786014
6,0.17783478,0.2559238,"('distant', 'open')",0.1778348,0.2559238,0.078089
7,0.39383537,0.53450304,"('insensitive', 'sensitive')",0.3938354,0.534503,0.1406676
8,1.5128425,1.4319984,"('unaffectionate', 'affectionate')",1.5128425,1.4319984,-0.0808441
9,1.9854077,2.01462,"('unaffectionate', 'caring')",1.9854077,2.0146201,0.0292124
10,0.54927355,0.6924587,"('unsympathetic', 'sympathetic')",0.5492736,0.6924587,0.1431851
11,2.082534,2.165,"('unhelpful', 'helpful')",2.0825341,2.165,0.0824659
12,-1.706482,-1.6804781,"('unsupportive', 'supportive')",-1.7064821,-1.6804781,0.026004
13,-0.24961801,-0.26328754,"('impolite', 'polite')",-0.249618,-0.2632875,-0.0136695
14,-0.5302487,-0.60064536,"('antisocial', 'social')",-0.5302487,-0.6006454,-0.0703967
15,-0.08884472,-0.08801249,"('boring', 'funny')",-0.0888447,-0.0880125,0.0008322
16,0.08408068,0.07849857,"('unpopular', 'popular')",0.0840807,0.0784986,-0.0055821
17,0.09018728,0.08747245,"('nasty', 'nice')",0.0901873,0.0874725,-0.0027148
18,-0.65013057,-0.7377859,"('disagreeable', 'welcoming')",-0.6501306,-0.7377859,-0.0876553
19,-0.50664884,-0.3941315,"('inhospitable', 'hospitable')",-0.5066488,-0.3941315,0.1125173
20,0.73024887,0.5397776,"('rough', 'thoughtful')",0.7302489,0.5397776,-0.1904713
