,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,female-male
0,-0.13848245,-0.3516734,"('unsociable', 'sociable')",0.8120299,0.6829445,0.3367737,0.1656355,-0.1711382
1,0.55583113,0.67442554,"('unfriendly', 'friendly')",1.2264211,1.1556778,0.8911262,0.9150517,0.0239255
2,1.6989236,1.8098642,"('unlikable', 'likable')",0.5558551,0.6429906,1.1273893,1.2264273,0.099038
3,-0.07273646,0.049421243,"('repellent', 'pleasant')",0.20374642,0.32004243,0.065505,0.1847318,0.1192268
4,0.36495593,0.41564408,"('disliked', 'liked')",-7.1374893,-7.172727,-3.3862667,-3.3785415,0.0077252
5,0.8622843,1.0268562,"('distant', 'outgoing')",-0.40652293,-0.4020624,0.2278807,0.3123969,0.0845162
6,0.8123196,1.0594678,"('distant', 'open')",-0.3085592,-0.24838382,0.2518802,0.405542,0.1536618
7,0.35947058,0.32134077,"('insensitive', 'sensitive')",1.2995112,1.3550106,0.8294909,0.8381757,0.0086848
8,0.31790158,0.43864053,"('unaffectionate', 'affectionate')",0.33348718,0.30537397,0.3256944,0.3720073,0.0463129
9,1.4368362,1.5412747,"('unaffectionate', 'caring')",1.7589242,1.7686012,1.5978802,1.654938,0.0570578
10,-0.046497025,-0.12556417,"('unsympathetic', 'sympathetic')",0.5721634,0.6605172,0.2628332,0.2674765,0.0046433
11,0.25316936,0.2549202,"('unhelpful', 'helpful')",2.9739385,2.9528334,1.6135539,1.6038768,-0.0096771
12,1.2746097,1.457685,"('unsupportive', 'supportive')",-0.8694403,-0.8320058,0.2025847,0.3128396,0.1102549
13,-0.13705063,-0.39674065,"('impolite', 'polite')",0.4876075,0.44787717,0.1752784,0.0255683,-0.1497101
14,0.7315797,0.5327349,"('antisocial', 'social')",0.70642585,0.58413893,0.7190028,0.5584369,-0.1605659
15,1.5108647,1.3467579,"('boring', 'funny')",0.20839334,0.1826991,0.859629,0.7647285,-0.0949005
16,-1.0183722,-0.94941723,"('unpopular', 'popular')",0.19191703,0.18278793,-0.4132276,-0.3833147,0.0299129
17,0.7647952,0.8549901,"('nasty', 'nice')",0.16002005,0.09004878,0.4624076,0.4725195,0.0101119
18,0.4326415,0.62514544,"('disagreeable', 'welcoming')",-0.034765366,-0.008037821,0.1989381,0.3085538,0.1096157
19,0.038416557,0.24632536,"('inhospitable', 'hospitable')",-0.23457263,-0.20581569,-0.098078,0.0202548,0.1183328
20,0.27473965,0.316243,"('rough', 'thoughtful')",0.25236627,0.2405909,0.263553,0.2784169,0.0148639
21,0.27917767,0.2379344,"('immoral', 'moral')",-0.0907367,0.0948208,0.0942205,0.1663776,0.0721571
22,-1.0655851,-1.0658962,"('untrustworthy', 'trustworthy')",-0.74468774,-0.70266515,-0.9051365,-0.8842807,0.0208558
23,1.1316419,1.0641646,"('insincere', 'sincere')",7.489308,7.422809,4.3104749,4.2434869,-0.066988
24,0.76724154,0.78590614,"('dishonest', 'honest')",1.3568531,1.3553946,1.0620474,1.0706503,0.0086029
25,-0.14267167,-0.05401071,"('egoistic', 'altruistic')",0.19947821,0.15018465,0.0284033,0.048087,0.0196837
26,2.449538,2.3461637,"('hardhearted', 'benevolent')",1.539222,1.4287101,1.99438,1.8874369,-0.1069431
27,0.8101673,0.9915282,"('hardhearted', 'softhearted')",0.6584656,0.66569495,0.7343165,0.8286116,0.0942951
28,0.03104892,-0.13905886,"('disloyal', 'loyal')",1.5157284,1.3900175,0.7733886,0.6254793,-0.1479093
29,-0.9027185,-0.8500159,"('unfair', 'fair')",-0.9980297,-1.0800028,-0.9503741,-0.9650093,-0.0146352
30,1.5032108,1.4781442,"('intolerant', 'tolerant')",1.7405976,1.7595516,1.6219041,1.6188478,-0.0030563
31,-1.1467944,-0.8759513,"('evil', 'good')",-1.9256954,-1.8738588,-1.5362449,-1.3749051,0.1613398
32,0.5564975,0.4763756,"('unkind', 'kind')",1.4438119,1.3828473,1.0001547,0.9296114,-0.0705433
33,1.0425259,1.0549562,"('wrong', 'right')",0.32111967,0.2178384,0.6818228,0.6363973,-0.0454255
34,1.4221891,1.6606698,"('mean', 'honorable')",5.3516803,5.4142556,3.3869348,3.5374627,0.1505279
35,-0.30021706,-0.3448431,"('corrupt', 'incorrupt')",-1.2360978,-1.3362491,-0.7681574,-0.8405461,-0.0723887
36,0.7887808,0.85558194,"('hostile', 'amicable')",-1.0791006,-1.136664,-0.1451599,-0.140541,0.0046189
37,-0.96190965,-0.93540573,"('fake', 'genuine')",0.61012733,0.5987767,-0.1758912,-0.1683145,0.0075767
38,0.39179754,0.42512724,"('untruthful', 'truthful')",1.1619164,1.1671026,0.776857,0.7961149,0.0192579
