,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2847059,-1.7163956,"('unsociable', 'sociable')",1.1060754,0.6107737,0.010899944,-0.17406999,-0.0559102,-0.426564,-0.3706538
1,-1.713965,-1.855288,"('unfriendly', 'friendly')",-0.59189016,-0.8423132,1.4660366,1.2216271,-0.2799396,-0.4919914,-0.2120518
2,-0.17603578,-0.21173076,"('unlikable', 'likable')",1.0195504,0.9391012,0.28730014,0.30902383,0.3769383,0.3454647,-0.0314736
3,-1.0187452,-0.90036935,"('repellent', 'pleasant')",-0.08256855,0.1257732,0.08071759,0.12404705,-0.3401987,-0.2168497,0.123349
4,1.2118378,0.8378752,"('disliked', 'liked')",-0.9336803,-0.9093266,-6.14458,-6.0609193,-1.9554742,-2.0441236,-0.0886494
5,0.16420402,0.09985772,"('distant', 'outgoing')",-1.0167582,-0.8559442,-0.20743704,-0.28767827,-0.3533304,-0.3479216,0.0054088
6,0.12072159,0.16788305,"('distant', 'open')",-1.0881697,-0.8719365,0.17808066,0.03813369,-0.2631225,-0.2219733,0.0411492
7,-0.49026993,-0.48634654,"('insensitive', 'sensitive')",1.2927011,1.1337253,1.2756132,1.2300235,0.6926815,0.6258008,-0.0668807
8,-1.0117127,-0.9874601,"('unaffectionate', 'affectionate')",-0.50455874,-0.5013366,0.9172253,0.7533454,-0.199682,-0.2451504,-0.0454684
9,-1.0701108,-1.114626,"('unaffectionate', 'caring')",0.6434996,0.5676616,1.3908048,1.2563282,0.3213979,0.2364546,-0.0849433
10,-1.2793278,-1.4721935,"('unsympathetic', 'sympathetic')",1.2739931,0.9040835,0.810859,0.6672453,0.2685081,0.0330451,-0.235463
11,-1.1656196,-1.1889919,"('unhelpful', 'helpful')",0.66943055,0.80907285,2.3786957,2.3275476,0.6275022,0.6492095,0.0217073
12,-0.46796495,-0.4543964,"('unsupportive', 'supportive')",1.397181,1.3715353,-1.3189905,-1.1138537,-0.1299248,-0.0655716,0.0643532
13,-1.0770473,-0.9654148,"('impolite', 'polite')",0.37677068,0.09852114,-0.09141913,-0.038694758,-0.2638986,-0.3018628,-0.0379642
14,-0.36043304,-0.6009837,"('antisocial', 'social')",1.1417983,0.72933584,-0.20254654,-0.23731053,0.1929396,-0.0363195,-0.2292591
15,-0.031962957,-0.046109453,"('boring', 'funny')",-0.1856449,-0.4757935,0.24279349,0.13452455,0.0083952,-0.1291261,-0.1375213
16,-0.33639327,-0.36318958,"('unpopular', 'popular')",-1.1824118,-1.0567139,-0.040058356,0.12438894,-0.5196211,-0.4318382,0.0877829
17,-0.115735404,-0.21705404,"('nasty', 'nice')",0.45788234,0.43348414,-0.4193165,-0.4818778,-0.0257232,-0.0884826,-0.0627594
18,-0.9996285,-0.62763816,"('disagreeable', 'welcoming')",-1.048231,-0.7364898,-1.1310167,-1.0174788,-1.0596254,-0.7938689,0.2657565
19,0.70263517,0.75714076,"('inhospitable', 'hospitable')",-0.8475691,-0.56354064,-0.20047814,-0.20428607,-0.1151374,-0.003562,0.1115754
20,-0.22648126,-0.27767563,"('rough', 'thoughtful')",0.77255964,0.69585013,1.2289919,1.2425743,0.5916901,0.5535829,-0.0381072
21,-0.8082428,-0.64492595,"('immoral', 'moral')",0.10767863,-0.04705033,-0.9318631,-0.67082715,-0.5441424,-0.4542678,0.0898746
22,0.12264067,-0.077469915,"('untrustworthy', 'trustworthy')",-0.23878466,-0.2074503,-0.6671985,-0.7412338,-0.2611142,-0.3420513,-0.0809371
23,-1.8163964,-1.8540921,"('insincere', 'sincere')",1.3469894,1.24109,5.695246,5.497926,1.7419464,1.628308,-0.1136384
24,-0.24344945,-0.23386267,"('dishonest', 'honest')",0.74731344,0.7804082,0.9844608,0.8503662,0.4961083,0.4656372,-0.0304711
25,-0.24436314,-0.21473774,"('egoistic', 'altruistic')",0.0440496,0.058267273,0.81883144,0.87857085,0.2061726,0.2407001,0.0345275
26,-0.3317159,-0.4825332,"('hardhearted', 'benevolent')",0.64138067,0.25404847,1.8276836,1.5543721,0.7124495,0.4419624,-0.2704871
27,-1.2181015,-0.9274653,"('hardhearted', 'softhearted')",-0.32792705,-0.060214106,1.2681689,1.2409499,-0.0926199,0.0844235,0.1770434
28,-0.81307846,-1.125776,"('disloyal', 'loyal')",0.89321584,0.71904737,1.1347014,0.804445,0.4049462,0.1325721,-0.2723741
29,0.21782413,0.2218633,"('unfair', 'fair')",-0.27412486,-0.3319644,-0.64261454,-0.79672647,-0.2329717,-0.3022759,-0.0693042
30,-0.22669965,-0.26436177,"('intolerant', 'tolerant')",0.5728672,0.4849518,1.2729954,1.3127041,0.539721,0.511098,-0.028623
31,0.13438423,0.064047545,"('evil', 'good')",-1.132346,-1.0939159,-1.2859087,-1.3974935,-0.7612902,-0.8091207,-0.0478305
32,-1.1883788,-1.2160673,"('unkind', 'kind')",0.4555374,0.2086877,0.8956194,0.7905308,0.0542593,-0.072283,-0.1265423
33,0.46167123,0.492832,"('wrong', 'right')",0.13432431,0.12568381,-0.60560524,-0.56954753,-0.0032032,0.0163228,0.019526
34,-0.970641,-0.9522835,"('mean', 'honorable')",0.19401576,0.260486,5.5830655,5.6036987,1.6021468,1.6373005,0.0351537
35,1.3068457,1.0976652,"('corrupt', 'incorrupt')",-0.40583572,-0.41260418,-0.5209082,-0.8659572,0.1267006,-0.0602987,-0.1869993
36,0.4758352,0.07446126,"('hostile', 'amicable')",-0.67271847,-1.063182,-0.18319416,-0.5828386,-0.1266925,-0.5238531,-0.3971606
37,-0.23528798,-0.1568945,"('fake', 'genuine')",-0.042462423,-0.026627194,0.6052622,0.6620727,0.1091706,0.159517,0.0503464
38,-0.6301895,-0.7881029,"('untruthful', 'truthful')",0.67518073,0.6618801,0.17930739,0.17462328,0.0747662,0.0161335,-0.0586327
39,-0.12957554,0.0043144347,"('exploitative', 'cooperative')",0.44414812,0.58245254,-0.06467517,0.046371486,0.0832991,0.2110461,0.127747
40,-0.38446712,-0.4638909,"('stingy', 'generous')",0.3610858,0.30929196,-1.4991413,-1.3608284,-0.5075076,-0.5051425,0.0023651
41,-0.56850487,-0.9740827,"('unforgiving', 'forgiving')",0.91917014,0.6234284,0.096361116,-0.08741371,0.1490088,-0.1460227,-0.2950315
42,1.0027593,1.0233413,"('unreliable', 'reliable')",0.57762647,0.49305236,-2.2566445,-2.0423229,-0.2254196,-0.1753097,0.0501099
43,-0.87584424,-0.893022,"('irresponsible', 'responsible')",1.5057241,1.3758984,1.2082014,1.1513131,0.6126937,0.5447298,-0.0679639
44,0.45628875,0.49185684,"('prejudiced', 'unprejudiced')",-1.1131793,-0.9020436,-1.9370071,-1.8488255,-0.8646325,-0.7530041,0.1116284
45,0.4413812,-0.16532856,"('incompetent', 'competent')",1.5620883,1.1014321,0.6606374,0.38958973,0.8880356,0.4418977,-0.4461379
46,-0.4635846,-0.6872389,"('uncompetitive', 'competitive')",-0.016159292,-0.024373155,-0.011214167,0.04660947,-0.1636527,-0.2216675,-0.0580148
47,-0.15834127,-0.13108125,"('stupid', 'smart')",0.85028803,0.64533436,5.214771,5.053535,1.9689058,1.8559294,-0.1129764
48,-2.1727371,-2.1457472,"('unintelligent', 'intelligent')",0.16605067,0.13157417,0.35461622,0.42327303,-0.5506901,-0.5303,0.0203901
49,-1.1445205,-1.102449,"('unable', 'able')",-0.9991248,-0.8951912,-0.54056203,-0.39638245,-0.8947358,-0.7980076,0.0967282
50,0.577725,0.6806252,"('clumsy', 'skillful')",0.49137914,0.46818975,0.3861103,0.38378483,0.4850715,0.5108666,0.0257951
51,-0.16751355,-0.1976589,"('uneducated', 'educated')",0.22250511,0.28704932,0.265665,0.40613213,0.1068855,0.1651742,0.0582887
52,-0.908566,-0.867542,"('irrational', 'rational')",-0.9145234,-0.805777,-0.38419563,-0.40192273,-0.7357616,-0.6917473,0.0440143
53,-1.0306005,-1.09122,"('uncreative', 'creative')",0.1594385,0.0345705,0.9239016,0.8040896,0.0175799,-0.0841867,-0.1017666
54,-1.0669744,-1.0365745,"('incapable', 'capable')",0.001918992,0.08410864,0.7941078,0.8756099,-0.0903159,-0.0256187,0.0646972
55,-0.4183154,-0.4621272,"('incompetent', 'clever')",1.2511789,1.0260025,0.0036239438,0.095987916,0.2788291,0.2199544,-0.0588747
56,0.1730743,0.04651794,"('impractical', 'practical')",2.1836147,1.8369939,0.4421118,0.46589512,0.9329336,0.7831357,-0.1497979
57,-0.6842388,-1.2560368,"('unimaginative', 'imaginative')",0.46689382,-0.09337733,-1.7334014,-1.9434026,-0.6502488,-1.0976055,-0.4473567
58,0.4524481,0.09759859,"('undiscriminating', 'discriminating')",0.9978434,0.5998276,0.57643825,0.4441604,0.6755766,0.3805288,-0.2950478
59,0.79628384,0.90834194,"('foolish', 'wise')",0.18501653,0.35534132,0.21369272,0.21413867,0.398331,0.4926073,0.0942763
60,-1.4843355,-1.3225504,"('inefficient', 'efficient')",1.5450917,1.2461634,0.2051884,0.46757782,0.0886482,0.1303969,0.0417487
61,-0.6599039,-0.91673094,"('illogical', 'logical')",0.54658926,0.379468,0.30030975,0.14446843,0.0623317,-0.1309315,-0.1932632
62,-0.8786064,-0.82535785,"('incompetent', 'brilliant')",0.2394791,0.4997157,0.5241105,0.83246076,-0.0383389,0.1689395,0.2072784
63,-0.5362846,-0.5662079,"('unperceptive', 'insightful')",0.59372294,0.6394491,1.3625492,1.5919874,0.4733291,0.5550762,0.0817471
64,-0.071111575,-0.1376447,"('shy', 'confident')",-0.5102382,-0.72022676,-6.2164216,-5.985117,-2.2659238,-2.2809962,-0.0150724
65,-0.53401214,-0.68653643,"('insecure', 'secure')",1.2971424,0.8118157,-0.113822855,-0.22692877,0.2164358,-0.0338832,-0.250319
66,0.4558771,0.34019879,"('inactive', 'active')",-0.46061158,-0.515493,0.9706314,0.8941317,0.3219657,0.2396125,-0.0823532
67,0.39320138,0.4982122,"('doubtful', 'determined')",0.9705628,0.9320278,-0.14155453,-0.14904433,0.4074032,0.4270652,0.019662
68,-0.4482561,-0.3343439,"('dependent', 'independent')",-0.46958372,-0.3885355,-0.9489185,-0.7541443,-0.6222528,-0.4923412,0.1299116
69,0.25674063,0.24788772,"('lazy', 'industrious')",0.60492647,0.47593585,-0.5737615,-0.55968714,0.0959685,0.0547121,-0.0412564
70,0.14884596,0.100763224,"('lethargic', 'energetic')",1.0871941,1.0891675,1.3559914,1.4016627,0.8640105,0.8638644,-0.0001461
71,0.18422031,0.1439342,"('diffident', 'self-confident')",1.3839897,1.2999723,0.48528424,0.5767667,0.6844981,0.6735578,-0.0109403
72,-1.3025,-1.3537191,"('unambitious', 'ambitious')",0.28539148,0.11798277,-0.5713512,-0.58582735,-0.5294866,-0.6071879,-0.0777013
73,1.8586367,1.8664732,"('helpless', 'self-reliant')",0.18707648,0.4623235,-2.8934774,-2.5887008,-0.2825881,-0.0866347,0.1959534
74,0.22603726,0.1263593,"('undedicated', 'dedicated')",1.49223,1.4123642,0.32594478,0.17850971,0.681404,0.5724111,-0.1089929
75,1.1740282,1.0241365,"('meek', 'impulsive')",-1.2023866,-0.98655015,-0.28467637,-0.3746256,-0.1043449,-0.1123464,-0.0080015
76,-0.042433064,0.015724298,"('anxious', 'daring')",1.3952029,1.466601,0.2835009,0.5716228,0.5454236,0.6846494,0.1392258
77,-1.3255554,-1.2685978,"('unmotivated', 'motivated')",0.23661478,0.25104588,-0.58818376,-0.3820184,-0.5590415,-0.4665234,0.0925181
78,-0.94810826,-0.95664865,"('nonresilient', 'resilient')",-0.0007401183,-0.11238144,0.8206047,1.0499253,-0.0427479,-0.0063682,0.0363797
