,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8065953,-0.8967817,"('unsociable', 'sociable')",0.11858326,-0.05696365,-0.344006,-0.4768727,-0.1328667
1,-0.7433674,-0.81342757,"('unfriendly', 'friendly')",1.1603229,1.0710616,0.2084778,0.128817,-0.0796608
2,0.5730593,0.62763995,"('unlikable', 'likable')",0.8495694,0.8169848,0.7113143,0.7223123,0.010998
3,-0.8149846,-0.69857955,"('repellent', 'pleasant')",0.823644,0.78048646,0.0043297,0.0409535,0.0366238
4,-0.07478683,-0.05772388,"('disliked', 'liked')",-6.4110374,-6.4889846,-3.2429121,-3.2733543,-0.0304422
5,-0.38426352,-0.34359592,"('distant', 'outgoing')",-0.7259455,-0.70939744,-0.5551045,-0.5264966,0.0286079
6,-0.77135456,-0.68968564,"('distant', 'open')",-0.6590787,-0.65686417,-0.7152166,-0.6732749,0.0419417
7,-0.52378595,-0.4165705,"('insensitive', 'sensitive')",0.2533424,0.2776834,-0.1352218,-0.0694436,0.0657782
8,-1.0343672,-1.0892267,"('unaffectionate', 'affectionate')",0.7332521,0.7288389,-0.1505575,-0.1801939,-0.0296364
9,-1.0103558,-1.0300683,"('unaffectionate', 'caring')",0.9947,0.99698,-0.0078279,-0.0165441,-0.0087162
10,-1.0720255,-1.0528249,"('unsympathetic', 'sympathetic')",-0.2956726,-0.36229014,-0.6838491,-0.7075575,-0.0237084
11,-0.64478296,-0.6148992,"('unhelpful', 'helpful')",1.4526874,1.5452219,0.4039522,0.4651614,0.0612092
12,-0.4950114,-0.35346216,"('unsupportive', 'supportive')",-1.9116794,-1.9006648,-1.2033454,-1.1270635,0.0762819
13,-0.77542484,-0.78609407,"('impolite', 'polite')",-0.9322254,-0.9279014,-0.8538251,-0.8569977,-0.0031726
14,-0.18751773,-0.2526532,"('antisocial', 'social')",0.26034173,0.06890306,0.036412,-0.0918751,-0.1282871
15,-0.06987596,-0.19394267,"('boring', 'funny')",-0.21119393,-0.25550613,-0.140535,-0.2247244,-0.0841894
16,-0.25583914,-0.26836228,"('unpopular', 'popular')",0.5725109,0.48519817,0.1583359,0.1084179,-0.049918
17,-0.4118078,-0.31559762,"('nasty', 'nice')",-0.8064581,-0.71176285,-0.6091329,-0.5136802,0.0954527
18,-1.1569763,-1.0379195,"('disagreeable', 'welcoming')",-0.60303736,-0.65065736,-0.8800068,-0.8442885,0.0357183
19,-1.555198,-1.4636862,"('inhospitable', 'hospitable')",-0.81451875,-0.6681108,-1.1848583,-1.0658985,0.1189598
20,0.2176792,0.23216687,"('rough', 'thoughtful')",0.98762125,0.9252585,0.6026502,0.5787127,-0.0239375
21,-0.33226764,-0.31724685,"('immoral', 'moral')",-0.10376437,-0.14660273,-0.218016,-0.2319248,-0.0139088
22,-0.6873037,-0.65579396,"('untrustworthy', 'trustworthy')",-0.87822837,-0.9850962,-0.782766,-0.8204451,-0.0376791
23,-0.72821724,-0.7279912,"('insincere', 'sincere')",5.3320074,5.301312,2.3018951,2.2866604,-0.0152347
24,-0.98663557,-0.96990985,"('dishonest', 'honest')",0.76534784,0.7617592,-0.1106439,-0.1040753,0.0065686
25,-0.0019935127,0.021010732,"('egoistic', 'altruistic')",1.0868541,1.1476656,0.5424303,0.5843382,0.0419079
26,0.1615541,0.065319076,"('hardhearted', 'benevolent')",1.8086303,1.7321932,0.9850922,0.8987561,-0.0863361
27,0.5143006,0.5791722,"('hardhearted', 'softhearted')",1.0813841,1.0639054,0.7978423,0.8215388,0.0236965
28,-0.8781723,-0.97069883,"('disloyal', 'loyal')",1.2616224,1.1731793,0.1917251,0.1012402,-0.0904849
29,-0.4517129,-0.5478962,"('unfair', 'fair')",-0.32885826,-0.45938185,-0.3902856,-0.503639,-0.1133534
30,-0.34739512,-0.3596051,"('intolerant', 'tolerant')",0.8147194,0.73113716,0.2336621,0.185766,-0.0478961
31,-0.61449015,-0.47199053,"('evil', 'good')",-0.9578431,-0.95487475,-0.7861667,-0.7134327,0.072734
32,-0.49940783,-0.53176314,"('unkind', 'kind')",0.912048,0.75641096,0.2063201,0.1123239,-0.0939962
33,0.5806845,0.49662605,"('wrong', 'right')",-0.74721336,-0.7566775,-0.0832644,-0.1300257,-0.0467613
34,-0.3353105,-0.15627998,"('mean', 'honorable')",5.0346756,5.295487,2.3496826,2.5696034,0.2199208
35,0.45270845,0.38918266,"('corrupt', 'incorrupt')",-0.5792366,-0.59521765,-0.0632641,-0.1030175,-0.0397534
36,-0.7293907,-0.7765207,"('hostile', 'amicable')",-0.46753025,-0.58630663,-0.5984604,-0.6814137,-0.0829533
37,-0.048517473,0.01848507,"('fake', 'genuine')",0.22871701,0.26708195,0.0900998,0.1427835,0.0526837
38,-0.9556832,-0.9450826,"('untruthful', 'truthful')",-0.28457195,-0.18657923,-0.6201276,-0.5658309,0.0542967
39,0.6411995,0.72203207,"('exploitative', 'cooperative')",0.2661508,0.31783402,0.4536752,0.519933,0.0662578
40,-0.45488837,-0.40079808,"('stingy', 'generous')",-1.7010562,-1.7922766,-1.0779723,-1.0965374,-0.0185651
41,-0.22971255,-0.17307572,"('unforgiving', 'forgiving')",0.12320404,-0.008548884,-0.0532543,-0.0908123,-0.037558
42,-0.019121043,0.111656636,"('unreliable', 'reliable')",-2.8930764,-2.9251053,-1.4560987,-1.4067243,0.0493744
43,-0.9031186,-0.79465336,"('irresponsible', 'responsible')",0.48787633,0.47608346,-0.2076211,-0.1592849,0.0483362
44,0.10378547,0.1440378,"('prejudiced', 'unprejudiced')",-1.3041875,-1.3045164,-0.600201,-0.5802393,0.0199617
45,-1.2110553,-1.1265395,"('incompetent', 'competent')",0.43681931,0.3430958,-0.387118,-0.3917218,-0.0046038
