,las_male,las_female,tuple,vegas_male,vegas_female,sands_male,sands_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.5083407,-0.4685904,"('unsociable', 'sociable')",0.7579701,0.6907002,1.5692112,1.5944139,-0.071632355,-0.13642028,0.4368021,0.4200259,-0.0167762
1,-1.4711695,-1.5223559,"('unfriendly', 'friendly')",0.6346943,0.59462726,1.698109,1.722479,1.1187556,0.9604284,0.4950973,0.4387947,-0.0563026
2,1.3304361,1.3099726,"('unlikable', 'likable')",1.804398,1.851289,1.7703195,1.8077832,0.85663414,0.90933573,1.4404469,1.4695951,0.0291482
3,0.55258334,0.741261,"('repellent', 'pleasant')",-0.29577768,-0.16272336,-0.26579216,-0.15883525,0.76861525,0.80691147,0.1899072,0.3066535,0.1167463
4,0.5552553,0.37439975,"('disliked', 'liked')",0.2230472,0.17606547,0.14252856,0.11908743,-6.8096285,-6.980589,-1.4721993,-1.577759,-0.1055597
5,-0.94832975,-0.89769095,"('distant', 'outgoing')",0.41072306,0.37948462,-0.046259403,-0.008357044,-1.1719793,-1.208377,-0.4389614,-0.4337351,0.0052263
6,-1.1678952,-1.1141725,"('distant', 'open')",0.7040667,0.6568143,0.20420146,0.20860143,-1.0839379,-1.1943684,-0.3358912,-0.3607813,-0.0248901
7,-0.5724528,-0.5143585,"('insensitive', 'sensitive')",-0.14615141,-0.12330523,0.8810837,0.9666814,0.6180449,0.67603564,0.1951311,0.2512633,0.0561322
8,-1.5102036,-1.6036903,"('unaffectionate', 'affectionate')",0.33397025,0.23284458,0.20580027,0.073790476,-0.06871007,-0.14273149,-0.2597858,-0.3599467,-0.1001609
9,-0.75514734,-0.7365438,"('unaffectionate', 'caring')",0.92301583,0.8611441,1.2673109,1.2320886,0.9045632,0.91351545,0.5849357,0.5675511,-0.0173846
10,-1.620085,-1.4484221,"('unsympathetic', 'sympathetic')",-1.2185254,-1.1725496,-0.06899572,0.018516667,-0.5338023,-0.5406486,-0.8603521,-0.7857759,0.0745762
11,-1.0356476,-1.0859363,"('unhelpful', 'helpful')",-1.0224717,-1.0426917,-0.8029418,-0.7705999,1.9541609,1.9780682,-0.226725,-0.2302899,-0.0035649
12,-0.496846,-0.4446258,"('unsupportive', 'supportive')",0.7160026,0.77723926,1.3978873,1.4826249,-1.806045,-1.7321495,-0.0472503,0.0207722,0.0680225
13,-0.19642088,-0.22945741,"('impolite', 'polite')",-0.122722134,-0.21532382,0.37442783,0.44426757,-0.50140727,-0.45300135,-0.1115306,-0.1133788,-0.0018482
14,0.3260802,0.5315763,"('antisocial', 'social')",0.57364935,0.6207939,1.3661362,1.4618274,-0.050675787,0.0025871107,0.5537975,0.6541962,0.1003987
15,-0.7629596,-1.1011865,"('boring', 'funny')",0.06982698,-0.03553957,0.34281662,0.23120388,-0.29374403,-0.26996905,-0.161015,-0.2938728,-0.1328578
16,1.1622869,1.0278116,"('unpopular', 'popular')",1.0665057,1.1218575,1.1245644,1.1627133,0.41992348,0.37384984,0.9433202,0.9215581,-0.0217621
17,-0.57468826,-0.54412574,"('nasty', 'nice')",-0.47606176,-0.4224205,-0.29669678,-0.2688806,-0.6656434,-0.6103912,-0.5032725,-0.4614545,0.041818
18,0.50728494,0.5479944,"('disagreeable', 'welcoming')",1.4312993,1.3856053,1.0225412,1.1029747,-0.7726599,-0.83565545,0.5471164,0.5502297,0.0031133
