,welltower_male,welltower_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.14704758,0.02478833,"('unsociable', 'sociable')",-0.47369888,-0.62003964,-0.1633257,-0.2976257,-0.1343
1,-1.1395912,-1.2048311,"('unfriendly', 'friendly')",1.9786904,1.8277587,0.4195496,0.3114638,-0.1080858
2,-0.22281522,-0.13813606,"('unlikable', 'likable')",0.5118101,0.630797,0.1444975,0.2463305,0.101833
3,-0.5437154,-0.4197312,"('repellent', 'pleasant')",0.056127723,0.132872,-0.2437938,-0.1434296,0.1003642
4,-0.6228793,-0.6217569,"('disliked', 'liked')",-6.415397,-6.5746937,-3.5191383,-3.5982254,-0.0790871
5,-1.1668198,-1.1143951,"('distant', 'outgoing')",0.10285342,0.088917404,-0.5319832,-0.5127389,0.0192443
6,-1.4867476,-1.4208858,"('distant', 'open')",0.57382363,0.53219855,-0.456462,-0.4443436,0.0121184
7,0.6057395,0.68994516,"('insensitive', 'sensitive')",0.6497342,0.70454276,0.6277368,0.6972439,0.0695071
8,-1.3079809,-1.3032067,"('unaffectionate', 'affectionate')",1.073013,0.98892397,-0.117484,-0.1571414,-0.0396574
9,-0.6005388,-0.52228105,"('unaffectionate', 'caring')",1.3223913,1.3200094,0.3609262,0.3988642,0.037938
10,-0.054932248,0.03404463,"('unsympathetic', 'sympathetic')",-0.5097563,-0.51478636,-0.2823443,-0.2403709,0.0419734
11,0.25333753,0.37397403,"('unhelpful', 'helpful')",1.4865041,1.6640617,0.8699208,1.0190178,0.149097
12,0.4555164,0.6357472,"('unsupportive', 'supportive')",-1.5994015,-1.595979,-0.5719426,-0.4801159,0.0918267
13,0.6445701,0.57837325,"('impolite', 'polite')",-0.70476186,-0.6614447,-0.0300959,-0.0415357,-0.0114398
14,0.94367015,0.81318086,"('antisocial', 'social')",-0.6789212,-0.7075407,0.1323745,0.0528201,-0.0795544
15,-0.3133653,-0.38606077,"('boring', 'funny')",0.4132648,0.38135633,0.0499498,-0.0023522,-0.052302
16,-0.98226166,-0.9969533,"('unpopular', 'popular')",0.43832555,0.381057,-0.2719681,-0.3079482,-0.0359801
17,-0.5983914,-0.49058837,"('nasty', 'nice')",-0.5773579,-0.49581623,-0.5878747,-0.4932023,0.0946724
18,-0.7451251,-0.7311997,"('disagreeable', 'welcoming')",-0.22582838,-0.21746829,-0.4854767,-0.474334,0.0111427
19,-1.5164874,-1.3956187,"('inhospitable', 'hospitable')",-0.017794006,0.083421916,-0.7671407,-0.6560984,0.1110423
20,0.33704108,0.37072018,"('rough', 'thoughtful')",1.3520589,1.2852443,0.84455,0.8279822,-0.0165678
21,0.6592332,0.62744355,"('immoral', 'moral')",-0.70791626,-0.6156654,-0.0243415,0.0058891,0.0302306
22,0.3409377,0.28243697,"('untrustworthy', 'trustworthy')",-0.9293344,-0.975133,-0.2941983,-0.346348,-0.0521497
23,0.96441257,1.0469445,"('insincere', 'sincere')",5.4860816,5.5425167,3.2252471,3.2947307,0.0694836
24,0.07225461,0.05321083,"('dishonest', 'honest')",0.6344016,0.6698764,0.3533281,0.3615436,0.0082155
25,-0.47731298,-0.50902015,"('egoistic', 'altruistic')",1.5091186,1.3976839,0.5159028,0.4443319,-0.0715709
26,0.20490623,0.08576384,"('hardhearted', 'benevolent')",1.8181078,1.7075038,1.011507,0.8966338,-0.1148732
27,-0.10676546,-0.08860493,"('hardhearted', 'softhearted')",1.6231284,1.529129,0.7581815,0.7202621,-0.0379194
28,0.59902686,0.5553022,"('disloyal', 'loyal')",0.9295692,0.8594669,0.764298,0.7073846,-0.0569134
29,-0.15074636,-0.20369305,"('unfair', 'fair')",-0.1656017,-0.33448777,-0.158174,-0.2690904,-0.1109164
30,1.383667,1.3971992,"('intolerant', 'tolerant')",1.2709442,1.2917668,1.3273056,1.3444829,0.0171773
31,-1.5500597,-1.5223413,"('evil', 'good')",-0.739282,-0.90846145,-1.1446708,-1.2154014,-0.0707306
32,0.035923854,0.057594806,"('unkind', 'kind')",0.73791546,0.6131539,0.3869196,0.3353744,-0.0515452
33,0.24942711,0.20296854,"('wrong', 'right')",-0.19115141,-0.24325877,0.0291378,-0.0201451,-0.0492829
34,0.2380135,0.38159877,"('mean', 'honorable')",5.7837415,6.0108337,3.0108776,3.1962163,0.1853387
35,-0.8440902,-0.88210124,"('corrupt', 'incorrupt')",-0.031399064,-0.15050843,-0.4377446,-0.5163049,-0.0785603
