,scimitar_male,scimitar_female,tuple,average_male,average_female,female-male
0,-1.0040325,-1.2114403,"('unsociable', 'sociable')",-1.0040325,-1.2114403,-0.2074078
1,-0.79577184,-0.9892189,"('unfriendly', 'friendly')",-0.7957718,-0.9892189,-0.1934471
2,0.5434148,0.3860151,"('unlikable', 'likable')",0.5434148,0.3860151,-0.1573997
3,-0.33179587,-0.2492197,"('repellent', 'pleasant')",-0.3317959,-0.2492197,0.0825762
4,-1.9234195,-1.9969457,"('disliked', 'liked')",-1.9234195,-1.9969457,-0.0735262
5,-0.84919363,-0.79688025,"('distant', 'outgoing')",-0.8491936,-0.7968802,0.0523134
6,-0.9857211,-0.94349754,"('distant', 'open')",-0.9857211,-0.9434975,0.0422236
7,-1.0157695,-0.86381924,"('insensitive', 'sensitive')",-1.0157695,-0.8638192,0.1519503
8,-0.2997233,-0.41309237,"('unaffectionate', 'affectionate')",-0.2997233,-0.4130924,-0.1133691
9,-1.0451635,-1.0995811,"('unaffectionate', 'caring')",-1.0451635,-1.0995811,-0.0544176
10,-1.8081394,-1.811733,"('unsympathetic', 'sympathetic')",-1.8081394,-1.811733,-0.0035936
11,-0.5835556,-0.588033,"('unhelpful', 'helpful')",-0.5835556,-0.588033,-0.0044774
12,-1.9013544,-1.8527296,"('unsupportive', 'supportive')",-1.9013544,-1.8527296,0.0486248
13,-1.4424782,-1.6466056,"('impolite', 'polite')",-1.4424782,-1.6466056,-0.2041274
14,0.10900733,0.05765243,"('antisocial', 'social')",0.1090073,0.0576524,-0.0513549
15,-0.12755977,-0.2648331,"('boring', 'funny')",-0.1275598,-0.2648331,-0.1372733
16,-0.07344497,-0.1220584,"('unpopular', 'popular')",-0.073445,-0.1220584,-0.0486134
17,-0.12915318,-0.103082046,"('nasty', 'nice')",-0.1291532,-0.103082,0.0260712
18,-0.30150503,-0.30106628,"('disagreeable', 'welcoming')",-0.301505,-0.3010663,0.0004387
19,-1.5875789,-1.5799993,"('inhospitable', 'hospitable')",-1.5875789,-1.5799993,0.0075796
20,0.69363654,0.6687329,"('rough', 'thoughtful')",0.6936365,0.6687329,-0.0249036
21,-0.44582343,-0.51010686,"('immoral', 'moral')",-0.4458234,-0.5101069,-0.0642835
22,-0.3931909,-0.49686506,"('untrustworthy', 'trustworthy')",-0.3931909,-0.4968651,-0.1036742
23,1.1419457,1.1195436,"('insincere', 'sincere')",1.1419457,1.1195436,-0.0224021
24,-1.0421286,-1.1309836,"('dishonest', 'honest')",-1.0421286,-1.1309836,-0.088855
25,0.89308774,0.84102494,"('egoistic', 'altruistic')",0.8930877,0.8410249,-0.0520628
26,0.44875076,0.13454661,"('hardhearted', 'benevolent')",0.4487508,0.1345466,-0.3142042
27,-0.32224965,-0.3520794,"('hardhearted', 'softhearted')",-0.3222497,-0.3520794,-0.0298297
28,0.32139334,0.2994923,"('disloyal', 'loyal')",0.3213933,0.2994923,-0.021901
29,-0.31236544,-0.32938325,"('unfair', 'fair')",-0.3123654,-0.3293833,-0.0170179
30,-0.33254296,-0.4275437,"('intolerant', 'tolerant')",-0.332543,-0.4275437,-0.0950007
31,-0.79028505,-0.7437513,"('evil', 'good')",-0.7902851,-0.7437513,0.0465338
