,spruce_male,spruce_female,tuple,average_male,average_female,female-male
0,0.37162507,0.17328455,"('unsociable', 'sociable')",0.3716251,0.1732845,-0.1983406
1,1.0135462,1.0375835,"('unfriendly', 'friendly')",1.0135462,1.0375835,0.0240373
2,0.40490597,0.65346795,"('unlikable', 'likable')",0.404906,0.653468,0.248562
3,0.98393124,1.0218009,"('repellent', 'pleasant')",0.9839312,1.0218009,0.0378697
4,-6.9445906,-6.979188,"('disliked', 'liked')",-6.9445906,-6.979188,-0.0345974
5,-0.43548712,-0.16924697,"('distant', 'outgoing')",-0.4354871,-0.169247,0.2662401
6,-0.18222052,0.033360615,"('distant', 'open')",-0.1822205,0.0333606,0.2155811
7,0.96187127,0.90651053,"('insensitive', 'sensitive')",0.9618713,0.9065105,-0.0553608
8,0.4826599,0.552154,"('unaffectionate', 'affectionate')",0.4826599,0.552154,0.0694941
9,1.2575221,1.3998502,"('unaffectionate', 'caring')",1.2575221,1.3998502,0.1423281
10,1.3389052,1.3496021,"('unsympathetic', 'sympathetic')",1.3389052,1.3496021,0.0106969
11,1.9669794,1.9802479,"('unhelpful', 'helpful')",1.9669794,1.9802479,0.0132685
12,-1.4697057,-1.4144986,"('unsupportive', 'supportive')",-1.4697057,-1.4144986,0.0552071
13,0.61562955,0.54185903,"('impolite', 'polite')",0.6156296,0.541859,-0.0737706
14,0.10219261,-0.16964793,"('antisocial', 'social')",0.1021926,-0.1696479,-0.2718405
15,0.6742606,0.57922214,"('boring', 'funny')",0.6742606,0.5792221,-0.0950385
16,-0.08440975,-0.040168624,"('unpopular', 'popular')",-0.0844098,-0.0401686,0.0442412
17,-0.10199724,-0.01977403,"('nasty', 'nice')",-0.1019972,-0.019774,0.0822232
18,-0.49330303,-0.5410125,"('disagreeable', 'welcoming')",-0.493303,-0.5410125,-0.0477095
19,-0.76292634,-0.5190081,"('inhospitable', 'hospitable')",-0.7629263,-0.5190081,0.2439182
20,0.862975,0.6433293,"('rough', 'thoughtful')",0.862975,0.6433293,-0.2196457
21,0.22229835,0.27406773,"('immoral', 'moral')",0.2222984,0.2740677,0.0517693
22,-0.09673382,-0.12660486,"('untrustworthy', 'trustworthy')",-0.0967338,-0.1266049,-0.0298711
23,6.1106377,6.1383457,"('insincere', 'sincere')",6.1106377,6.1383457,0.027708
24,1.6891586,1.7076923,"('dishonest', 'honest')",1.6891586,1.7076923,0.0185337
25,0.5193937,0.4843111,"('egoistic', 'altruistic')",0.5193937,0.4843111,-0.0350826
26,0.4191994,0.15794322,"('hardhearted', 'benevolent')",0.4191994,0.1579432,-0.2612562
27,1.3287897,1.2333776,"('hardhearted', 'softhearted')",1.3287897,1.2333776,-0.0954121
28,0.9097966,0.8346552,"('disloyal', 'loyal')",0.9097966,0.8346552,-0.0751414
29,-0.8730449,-0.8643362,"('unfair', 'fair')",-0.8730449,-0.8643362,0.0087087
30,0.97221357,0.86743057,"('intolerant', 'tolerant')",0.9722136,0.8674306,-0.104783
31,-1.6268706,-1.5075486,"('evil', 'good')",-1.6268706,-1.5075486,0.119322
32,1.2436271,1.2390841,"('unkind', 'kind')",1.2436271,1.2390841,-0.004543
33,-0.43402642,-0.34168586,"('wrong', 'right')",-0.4340264,-0.3416859,0.0923405
34,4.3854485,4.5490646,"('mean', 'honorable')",4.3854485,4.5490646,0.1636161
35,-1.2260277,-1.3015952,"('corrupt', 'incorrupt')",-1.2260277,-1.3015952,-0.0755675
36,-1.1049784,-1.0789516,"('hostile', 'amicable')",-1.1049784,-1.0789516,0.0260268
37,0.5033453,0.5355399,"('fake', 'genuine')",0.5033453,0.5355399,0.0321946
38,-0.2817286,-0.20976903,"('untruthful', 'truthful')",-0.2817286,-0.209769,0.0719596
39,0.408089,0.25990924,"('exploitative', 'cooperative')",0.408089,0.2599092,-0.1481798
40,-1.2441989,-1.3547208,"('stingy', 'generous')",-1.2441989,-1.3547208,-0.1105219
41,-0.12547551,-0.18474495,"('unforgiving', 'forgiving')",-0.1254755,-0.184745,-0.0592695
42,-1.5528504,-1.5776792,"('unreliable', 'reliable')",-1.5528504,-1.5776792,-0.0248288
43,1.3500363,1.3422816,"('irresponsible', 'responsible')",1.3500363,1.3422816,-0.0077547
44,-0.9855836,-1.0644523,"('prejudiced', 'unprejudiced')",-0.9855836,-1.0644523,-0.0788687
45,0.42950365,0.40409076,"('incompetent', 'competent')",0.4295036,0.4040908,-0.0254128
