,fratricide_male,fratricide_female,tuple,average_male,average_female,female-male
0,-0.345288,-0.42548186,"('unsociable', 'sociable')",-0.345288,-0.4254819,-0.0801939
1,-0.71081316,-1.0012182,"('unfriendly', 'friendly')",-0.7108132,-1.0012182,-0.290405
2,0.36615595,0.35213625,"('unlikable', 'likable')",0.366156,0.3521363,-0.0140197
3,-0.87448996,-0.5516264,"('repellent', 'pleasant')",-0.87449,-0.5516264,0.3228636
4,-1.9827082,-2.2189317,"('disliked', 'liked')",-1.9827082,-2.2189317,-0.2362235
5,-0.60736567,-0.6746395,"('distant', 'outgoing')",-0.6073657,-0.6746395,-0.0672738
6,-0.79713476,-0.8742829,"('distant', 'open')",-0.7971348,-0.8742829,-0.0771481
7,-0.59269357,-0.5896727,"('insensitive', 'sensitive')",-0.5926936,-0.5896727,0.0030209
8,-0.45149612,-0.5909086,"('unaffectionate', 'affectionate')",-0.4514961,-0.5909086,-0.1394125
9,-0.6567975,-0.7543864,"('unaffectionate', 'caring')",-0.6567975,-0.7543864,-0.0975889
10,-1.0841976,-0.97433084,"('unsympathetic', 'sympathetic')",-1.0841976,-0.9743308,0.1098668
11,0.18572593,0.34376717,"('unhelpful', 'helpful')",0.1857259,0.3437672,0.1580413
12,-1.1693214,-1.1843746,"('unsupportive', 'supportive')",-1.1693214,-1.1843746,-0.0150532
13,-0.324306,-0.43774733,"('impolite', 'polite')",-0.324306,-0.4377473,-0.1134413
14,-0.020623015,-0.12560311,"('antisocial', 'social')",-0.020623,-0.1256031,-0.1049801
15,0.22634868,-0.09224049,"('boring', 'funny')",0.2263487,-0.0922405,-0.3185892
16,-0.19806258,-0.11803203,"('unpopular', 'popular')",-0.1980626,-0.118032,0.0800306
17,-0.75946116,-0.6446231,"('nasty', 'nice')",-0.7594612,-0.6446231,0.1148381
18,-0.84476393,-0.81864536,"('disagreeable', 'welcoming')",-0.8447639,-0.8186454,0.0261185
19,-1.2104752,-1.1629907,"('inhospitable', 'hospitable')",-1.2104752,-1.1629907,0.0474845
20,0.36103615,0.3623554,"('rough', 'thoughtful')",0.3610362,0.3623554,0.0013192
21,-0.51036435,-0.3539388,"('immoral', 'moral')",-0.5103644,-0.3539388,0.1564256
22,-0.15312766,-0.31504714,"('untrustworthy', 'trustworthy')",-0.1531277,-0.3150471,-0.1619194
23,0.95214,1.0836197,"('insincere', 'sincere')",0.95214,1.0836197,0.1314797
24,-0.33339533,-0.48758897,"('dishonest', 'honest')",-0.3333953,-0.487589,-0.1541937
25,-0.37522227,-0.5445515,"('egoistic', 'altruistic')",-0.3752223,-0.5445515,-0.1693292
26,0.9790369,0.44236243,"('hardhearted', 'benevolent')",0.9790369,0.4423624,-0.5366745
27,0.42438224,0.31151724,"('hardhearted', 'softhearted')",0.4243822,0.3115172,-0.112865
28,-0.44824034,-0.6528817,"('disloyal', 'loyal')",-0.4482403,-0.6528817,-0.2046414
29,0.051762916,-0.083978325,"('unfair', 'fair')",0.0517629,-0.0839783,-0.1357412
30,0.33413813,0.37895963,"('intolerant', 'tolerant')",0.3341381,0.3789596,0.0448215
31,-1.316603,-1.4074312,"('evil', 'good')",-1.3166029,-1.4074312,-0.0908283
32,0.16845065,-0.027166352,"('unkind', 'kind')",0.1684507,-0.0271664,-0.1956171
33,-0.17702377,-0.32721475,"('wrong', 'right')",-0.1770238,-0.3272147,-0.1501909
34,1.693938,1.9575338,"('mean', 'honorable')",1.693938,1.9575338,0.2635958
35,0.17734814,-0.08645561,"('corrupt', 'incorrupt')",0.1773481,-0.0864556,-0.2638037
36,-0.4624076,-0.57689893,"('hostile', 'amicable')",-0.4624076,-0.5768989,-0.1144913
37,0.58001363,0.47934902,"('fake', 'genuine')",0.5800136,0.479349,-0.1006646
38,-0.02876946,-0.03643412,"('untruthful', 'truthful')",-0.0287695,-0.0364341,-0.0076646
39,0.419515,0.51318026,"('exploitative', 'cooperative')",0.419515,0.5131803,0.0936653
40,-1.0055093,-1.162042,"('stingy', 'generous')",-1.0055093,-1.162042,-0.1565327
41,-0.25101194,-0.20341781,"('unforgiving', 'forgiving')",-0.2510119,-0.2034178,0.0475941
42,-0.22373143,-0.22755183,"('unreliable', 'reliable')",-0.2237314,-0.2275518,-0.0038204
43,0.23412412,0.24862732,"('irresponsible', 'responsible')",0.2341241,0.2486273,0.0145032
44,0.0055919103,0.1093006,"('prejudiced', 'unprejudiced')",0.0055919,0.1093006,0.1037087
45,-0.4422569,-0.434765,"('incompetent', 'competent')",-0.4422569,-0.434765,0.0074919
46,-0.66592276,-0.5671393,"('uncompetitive', 'competitive')",-0.6659228,-0.5671393,0.0987835
47,1.0805722,1.2025234,"('stupid', 'smart')",1.0805722,1.2025234,0.1219512
48,-0.3750376,-0.21892121,"('unintelligent', 'intelligent')",-0.3750376,-0.2189212,0.1561164
49,-0.311667,-0.05681409,"('unable', 'able')",-0.311667,-0.0568141,0.2548529
50,0.058624983,0.043850236,"('clumsy', 'skillful')",0.058625,0.0438502,-0.0147748
51,-0.650589,-0.5973554,"('uneducated', 'educated')",-0.650589,-0.5973554,0.0532336
52,-1.0725212,-1.1673193,"('irrational', 'rational')",-1.0725212,-1.1673193,-0.0947981
53,-1.794806,-1.869855,"('uncreative', 'creative')",-1.794806,-1.869855,-0.075049
54,-0.6796926,-0.6958917,"('incapable', 'capable')",-0.6796926,-0.6958917,-0.0161991
55,-0.62606317,-0.46649826,"('incompetent', 'clever')",-0.6260632,-0.4664983,0.1595649
