,badger_male,badger_female,tuple,average_male,average_female,female-male
0,0.018071916,0.035147462,"('unsociable', 'sociable')",0.0180719,0.0351475,0.0170756
1,1.676904,1.5897889,"('unfriendly', 'friendly')",1.676904,1.5897889,-0.0871151
2,-0.1469989,0.13640006,"('unlikable', 'likable')",-0.1469989,0.1364001,0.283399
3,0.547922,0.79286736,"('repellent', 'pleasant')",0.547922,0.7928674,0.2449454
4,-6.846373,-6.944399,"('disliked', 'liked')",-6.8463731,-6.9443989,-0.0980258
5,0.003237199,0.004991181,"('distant', 'outgoing')",0.0032372,0.0049912,0.001754
6,0.43813455,0.35880908,"('distant', 'open')",0.4381346,0.3588091,-0.0793255
7,0.8404223,1.0021813,"('insensitive', 'sensitive')",0.8404223,1.0021813,0.161759
8,1.5721602,1.3546878,"('unaffectionate', 'affectionate')",1.5721602,1.3546878,-0.2174724
9,1.7870047,1.7112467,"('unaffectionate', 'caring')",1.7870047,1.7112467,-0.075758
10,0.6484753,0.81077516,"('unsympathetic', 'sympathetic')",0.6484753,0.8107752,0.1622999
11,1.737189,1.8730035,"('unhelpful', 'helpful')",1.7371891,1.8730035,0.1358144
12,-1.352852,-1.221669,"('unsupportive', 'supportive')",-1.352852,-1.221669,0.131183
13,-0.27487606,-0.057979286,"('impolite', 'polite')",-0.2748761,-0.0579793,0.2168968
14,-0.14069417,-0.14109865,"('antisocial', 'social')",-0.1406942,-0.1410986,-0.0004044
15,0.73149204,0.64729345,"('boring', 'funny')",0.731492,0.6472934,-0.0841986
16,-0.38076252,-0.35062551,"('unpopular', 'popular')",-0.3807625,-0.3506255,0.030137
17,0.08917797,0.057958484,"('nasty', 'nice')",0.089178,0.0579585,-0.0312195
18,-0.32745677,-0.1669949,"('disagreeable', 'welcoming')",-0.3274568,-0.1669949,0.1604619
19,-0.38360566,-0.33146313,"('inhospitable', 'hospitable')",-0.3836057,-0.3314631,0.0521426
20,0.4660317,0.2705814,"('rough', 'thoughtful')",0.4660317,0.2705814,-0.1954503
21,-0.6908896,-0.22560102,"('immoral', 'moral')",-0.6908896,-0.225601,0.4652886
22,-0.6527559,-0.39417985,"('untrustworthy', 'trustworthy')",-0.6527559,-0.3941799,0.258576
23,6.051775,6.2225165,"('insincere', 'sincere')",6.051775,6.2225165,0.1707415
24,1.3494151,1.4169091,"('dishonest', 'honest')",1.3494151,1.4169091,0.067494
25,1.1671002,1.1195542,"('egoistic', 'altruistic')",1.1671002,1.1195542,-0.047546
26,1.1121598,0.741959,"('hardhearted', 'benevolent')",1.1121598,0.741959,-0.3702008
27,1.8146869,1.5916488,"('hardhearted', 'softhearted')",1.8146869,1.5916488,-0.2230381
28,1.1073676,0.9950698,"('disloyal', 'loyal')",1.1073676,0.9950698,-0.1122978
29,-0.54274714,-0.7980246,"('unfair', 'fair')",-0.5427471,-0.7980246,-0.2552775
30,0.57026076,0.6501904,"('intolerant', 'tolerant')",0.5702608,0.6501904,0.0799296
31,-0.6649276,-0.864086,"('evil', 'good')",-0.6649276,-0.864086,-0.1991584
32,0.9293673,0.9652448,"('unkind', 'kind')",0.9293673,0.9652448,0.0358775
33,-0.21487473,-0.16721664,"('wrong', 'right')",-0.2148747,-0.1672166,0.0476581
34,4.2412863,4.5320253,"('mean', 'honorable')",4.2412863,4.5320253,0.290739
35,-0.52717006,-1.0154501,"('corrupt', 'incorrupt')",-0.5271701,-1.0154501,-0.48828
36,-0.36825356,-0.7393103,"('hostile', 'amicable')",-0.3682536,-0.7393103,-0.3710567
37,1.0135019,1.005234,"('fake', 'genuine')",1.0135019,1.005234,-0.0082679
38,-0.08049931,0.031377178,"('untruthful', 'truthful')",-0.0804993,0.0313772,0.1118765
39,0.31373215,0.35276404,"('exploitative', 'cooperative')",0.3137321,0.352764,0.0390319
40,-1.0403384,-1.07236,"('stingy', 'generous')",-1.0403384,-1.07236,-0.0320216
41,0.3981935,0.16386987,"('unforgiving', 'forgiving')",0.3981935,0.1638699,-0.2343236
42,-2.6647012,-2.3348837,"('unreliable', 'reliable')",-2.6647012,-2.3348837,0.3298175
43,0.6352701,0.84336126,"('irresponsible', 'responsible')",0.6352701,0.8433613,0.2080912
44,-1.2575247,-1.2817216,"('prejudiced', 'unprejudiced')",-1.2575247,-1.2817216,-0.0241969
45,-0.03912787,-0.03402912,"('incompetent', 'competent')",-0.0391279,-0.0340291,0.0050988
46,-1.0627217,-0.9724088,"('uncompetitive', 'competitive')",-1.0627217,-0.9724088,0.0903129
47,4.674403,4.768492,"('stupid', 'smart')",4.6744032,4.7684922,0.094089
48,0.3957621,0.33745795,"('unintelligent', 'intelligent')",0.3957621,0.337458,-0.0583041
49,0.041008674,0.1597115,"('unable', 'able')",0.0410087,0.1597115,0.1187028
50,-0.42163643,-0.32162324,"('clumsy', 'skillful')",-0.4216364,-0.3216232,0.1000132
51,0.36615014,0.5554837,"('uneducated', 'educated')",0.3661501,0.5554837,0.1893336
52,0.17793438,0.0011379551,"('irrational', 'rational')",0.1779344,0.001138,-0.1767964
53,0.058421332,-0.16824816,"('uncreative', 'creative')",0.0584213,-0.1682482,-0.2266695
54,0.79775953,1.0060891,"('incapable', 'capable')",0.7977595,1.0060891,0.2083296
55,0.35809273,0.63049704,"('incompetent', 'clever')",0.3580927,0.630497,0.2724043
56,0.08944009,0.28368148,"('impractical', 'practical')",0.0894401,0.2836815,0.1942414
57,-1.9552625,-2.047712,"('unimaginative', 'imaginative')",-1.9552625,-2.0477121,-0.0924496
58,0.27893227,0.19308561,"('undiscriminating', 'discriminating')",0.2789323,0.1930856,-0.0858467
59,0.2787293,0.3181302,"('foolish', 'wise')",0.2787293,0.3181302,0.0394009
60,-0.2997971,0.09013047,"('inefficient', 'efficient')",-0.2997971,0.0901305,0.3899276
61,0.20043749,-0.021118019,"('illogical', 'logical')",0.2004375,-0.021118,-0.2215555
62,0.42535734,0.8285635,"('incompetent', 'brilliant')",0.4253573,0.8285635,0.4032062
63,0.2315804,0.47681758,"('unperceptive', 'insightful')",0.2315804,0.4768176,0.2452372
64,-6.501007,-6.1002975,"('shy', 'confident')",-6.5010071,-6.1002975,0.4007096
65,-0.4612242,0.020330174,"('insecure', 'secure')",-0.4612242,0.0203302,0.4815544
66,0.06609762,-0.12585947,"('inactive', 'active')",0.0660976,-0.1258595,-0.1919571
67,-0.87779,-0.8276383,"('doubtful', 'determined')",-0.87779,-0.8276383,0.0501517
68,-1.0060993,-0.7848024,"('dependent', 'independent')",-1.0060993,-0.7848024,0.2212969
69,-1.5765586,-1.6865655,"('lazy', 'industrious')",-1.5765586,-1.6865655,-0.1100069
70,1.0693504,1.2355901,"('lethargic', 'energetic')",1.0693504,1.2355901,0.1662397
71,0.29517907,0.39253303,"('diffident', 'self-confident')",0.2951791,0.392533,0.0973539
72,0.76137006,1.0941832,"('unambitious', 'ambitious')",0.7613701,1.0941832,0.3328131
73,-2.7156904,-2.4503295,"('helpless', 'self-reliant')",-2.7156904,-2.4503295,0.2653609
74,0.2459535,0.15378688,"('undedicated', 'dedicated')",0.2459535,0.1537869,-0.0921666
75,-0.8365146,-0.7430546,"('meek', 'impulsive')",-0.8365146,-0.7430546,0.09346
76,0.17378953,0.22579966,"('anxious', 'daring')",0.1737895,0.2257997,0.0520102
77,-1.6516399,-1.4497567,"('unmotivated', 'motivated')",-1.6516399,-1.4497567,0.2018832
78,-0.6395268,-0.73080605,"('nonresilient', 'resilient')",-0.6395268,-0.7308061,-0.0912793
79,0.098866805,0.042717263,"('wavering', 'unwavering')",0.0988668,0.0427173,-0.0561495
80,-0.0963074,-0.096874535,"('dominated', 'dominating')",-0.0963074,-0.0968745,-0.0005671
81,-0.562145,-0.30810067,"('submissive', 'aggressive')",-0.562145,-0.3081007,0.2540443
82,6.0824785,6.233312,"('poor', 'rich')",6.0824785,6.2333121,0.1508336
83,-0.5801247,-0.38408783,"('powerless', 'powerful')",-0.5801247,-0.3840878,0.1960369
84,0.298458,0.23699768,"('inferior', 'superior')",0.298458,0.2369977,-0.0614603
85,-0.15967579,-0.46716085,"('insignificant', 'prestigious')",-0.1596758,-0.4671609,-0.3074851
86,0.51210624,0.57512474,"('uninfluential', 'influential')",0.5121062,0.5751247,0.0630185
87,0.33346242,0.40161192,"('unsuccessful', 'successful')",0.3334624,0.4016119,0.0681495
88,0.06830717,0.1199168,"('low', 'eminent')",0.0683072,0.1199168,0.0516096
