,walmart_male,walmart_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.23535517,0.1829935,"('unsociable', 'sociable')",-0.17259279,-0.35197458,0.0313812,-0.0844905,-0.1158717
1,0.6462621,0.5338741,"('unfriendly', 'friendly')",2.3267891,2.1831474,1.4865257,1.3585107,-0.128015
2,0.27856877,0.26977795,"('unlikable', 'likable')",0.521362,0.5809628,0.3999654,0.4253704,0.025405
3,-1.2000238,-0.99151266,"('repellent', 'pleasant')",0.22698729,0.28049403,-0.4865182,-0.3555093,0.1310089
4,0.10439963,0.14037216,"('disliked', 'liked')",-6.6922097,-6.7547045,-3.293905,-3.3071661,-0.0132611
5,0.9269529,0.88527167,"('distant', 'outgoing')",0.06697367,0.06324512,0.4969633,0.4742584,-0.0227049
6,0.59995395,0.569198,"('distant', 'open')",0.59497386,0.56200004,0.5974639,0.565599,-0.0318649
7,-0.27447256,-0.17537396,"('insensitive', 'sensitive')",1.0836781,1.061037,0.4046028,0.4428315,0.0382287
8,0.4141962,0.3369697,"('unaffectionate', 'affectionate')",1.3480601,1.2217474,0.8811282,0.7793586,-0.1017696
9,0.72742504,0.6647428,"('unaffectionate', 'caring')",1.5199864,1.4451267,1.1237057,1.0549347,-0.068771
10,-1.323095,-1.2600532,"('unsympathetic', 'sympathetic')",-0.24739227,-0.2721199,-0.7852436,-0.7660865,0.0191571
11,-0.6586298,-0.6123161,"('unhelpful', 'helpful')",1.7782476,1.9154074,0.5598089,0.6515456,0.0917367
12,0.205583,0.23852973,"('unsupportive', 'supportive')",-1.3828859,-1.4476802,-0.5886515,-0.6045753,-0.0159238
13,-0.44719857,-0.4716422,"('impolite', 'polite')",-0.3255657,-0.3041091,-0.3863821,-0.3878756,-0.0014935
14,-0.96274346,-0.8893384,"('antisocial', 'social')",-0.5384238,-0.54433674,-0.7505836,-0.7168375,0.0337461
15,0.49188802,0.38013393,"('boring', 'funny')",0.64252114,0.6245197,0.5672046,0.5023268,-0.0648778
16,0.0054896213,0.10736004,"('unpopular', 'popular')",0.27546963,0.35535222,0.1404796,0.2313561,0.0908765
17,-0.4514152,-0.36332065,"('nasty', 'nice')",-0.7575088,-0.6695529,-0.604462,-0.5164368,0.0880252
18,-0.17972067,-0.17710045,"('disagreeable', 'welcoming')",-0.32634106,-0.35666966,-0.2530309,-0.266885,-0.0138541
19,0.41271928,0.37056813,"('inhospitable', 'hospitable')",0.44697204,0.45208976,0.4298457,0.4113289,-0.0185168
20,0.0556416,0.14798954,"('rough', 'thoughtful')",1.0846527,1.0412542,0.5701472,0.5946218,0.0244746
21,-0.5219753,-0.51934814,"('immoral', 'moral')",-0.6213685,-0.57573354,-0.5716719,-0.5475408,0.0241311
22,-0.8860202,-0.896087,"('untrustworthy', 'trustworthy')",-0.9867115,-1.0225176,-0.9363658,-0.9593023,-0.0229365
23,0.2568614,0.3032334,"('insincere', 'sincere')",6.2611995,6.2656803,3.2590303,3.284457,0.0254267
24,0.053048253,0.0051756687,"('dishonest', 'honest')",1.1171446,1.0714861,0.5850964,0.5383309,-0.0467655
25,0.6500044,0.57826453,"('egoistic', 'altruistic')",1.6561363,1.6200006,1.1530703,1.0991325,-0.0539378
26,0.71717644,0.59399956,"('hardhearted', 'benevolent')",1.7279426,1.6121119,1.2225595,1.1030557,-0.1195038
27,0.624196,0.5915281,"('hardhearted', 'softhearted')",1.9097536,1.7642376,1.2669748,1.1778829,-0.0890919
28,-0.1546453,-0.26597837,"('disloyal', 'loyal')",0.9247922,0.83536565,0.3850734,0.2846937,-0.1003797
29,0.036703404,0.0288597,"('unfair', 'fair')",-0.044979494,-0.18758704,-0.004138,-0.0793637,-0.0752257
30,-0.28494126,-0.2034852,"('intolerant', 'tolerant')",0.93658787,0.94886345,0.3258233,0.3726891,0.0468658
31,-0.26954684,-0.24870026,"('evil', 'good')",-0.53736764,-0.6657449,-0.4034572,-0.4572226,-0.0537654
32,0.80495274,0.6716385,"('unkind', 'kind')",1.280801,1.1308955,1.042877,0.901267,-0.14161
33,0.87137264,0.7276853,"('wrong', 'right')",-0.31967822,-0.4370485,0.2758472,0.1453184,-0.1305288
34,0.47699744,0.63223124,"('mean', 'honorable')",6.070193,6.2696314,3.2735951,3.4509313,0.1773362
35,0.3894447,0.24654147,"('corrupt', 'incorrupt')",-0.07428983,-0.2092036,0.1575774,0.0186689,-0.1389085
36,0.069103345,-0.0073638186,"('hostile', 'amicable')",0.13543122,-0.046453603,0.1022673,-0.0269087,-0.129176
37,0.0766445,0.06797966,"('fake', 'genuine')",0.65145135,0.6771593,0.3640479,0.3725695,0.0085216
38,0.0054307207,0.051918417,"('untruthful', 'truthful')",0.20767912,0.31199178,0.1065549,0.1819551,0.0754002
39,0.8912165,0.86445445,"('exploitative', 'cooperative')",0.15564543,0.14260972,0.5234309,0.5035321,-0.0198988
40,0.312084,0.3074078,"('stingy', 'generous')",-1.3754847,-1.5013356,-0.5317004,-0.5969639,-0.0652635
41,0.26498672,0.2570387,"('unforgiving', 'forgiving')",0.23546311,0.09026347,0.2502249,0.1736511,-0.0765738
42,0.12241948,0.20703742,"('unreliable', 'reliable')",-3.3594074,-3.2441447,-1.618494,-1.5185536,0.0999404
43,-0.19808838,-0.11535804,"('irresponsible', 'responsible')",0.890919,0.90094,0.3464153,0.392791,0.0463757
44,-0.52310973,-0.48127636,"('prejudiced', 'unprejudiced')",-2.0139592,-1.917403,-1.2685344,-1.1993396,0.0691948
45,-1.0959822,-0.9093369,"('incompetent', 'competent')",-0.017468974,-0.04226028,-0.5567256,-0.4757986,0.080927
46,-0.34437594,-0.26725024,"('uncompetitive', 'competitive')",-0.7427464,-0.79868937,-0.5435612,-0.5329698,0.0105914
47,0.20926777,0.26174805,"('stupid', 'smart')",5.5138583,5.6348767,2.861563,2.9483123,0.0867493
48,0.26574713,0.24152566,"('unintelligent', 'intelligent')",0.5165826,0.52865386,0.3911649,0.3850898,-0.0060751
49,0.010176722,0.13747413,"('unable', 'able')",-0.38893643,-0.21471241,-0.1893799,-0.0386191,0.1507608
50,0.18042848,0.15438116,"('clumsy', 'skillful')",0.18920387,0.17726697,0.1848162,0.1658241,-0.0189921
51,-0.5747749,-0.6589569,"('uneducated', 'educated')",1.1364961,1.0668228,0.2808606,0.2039329,-0.0769277
52,-0.096337184,-0.35245085,"('irrational', 'rational')",0.09712898,-0.042851467,0.0003959,-0.1976512,-0.1980471
53,-0.26105738,-0.25564837,"('uncreative', 'creative')",0.98089254,0.94689316,0.3599176,0.3456224,-0.0142952
54,0.415154,0.30002868,"('incapable', 'capable')",1.3208995,1.3500876,0.8680267,0.8250582,-0.0429685
55,-0.7022374,-0.5301425,"('incompetent', 'clever')",0.15005302,0.18516472,-0.2760922,-0.1724889,0.1036033
56,0.20104587,0.26940006,"('impractical', 'practical')",-0.48980165,-0.3676165,-0.1443779,-0.0491082,0.0952697
57,-1.4612606,-1.4906006,"('unimaginative', 'imaginative')",-2.74655,-2.8142674,-2.1039052,-2.1524339,-0.0485287
58,0.2923947,0.3449614,"('undiscriminating', 'discriminating')",0.54778504,0.463707,0.4200899,0.4043342,-0.0157557
59,0.46590444,0.36751246,"('foolish', 'wise')",0.31877178,0.31399968,0.3923381,0.3407561,-0.051582
60,0.21951708,0.37752354,"('inefficient', 'efficient')",0.0064428216,0.17072222,0.1129799,0.2741229,0.161143
61,0.014147546,-0.11507251,"('illogical', 'logical')",0.61376584,0.43643054,0.3139567,0.160679,-0.1532777
62,-0.49118224,-0.30487618,"('incompetent', 'brilliant')",0.13057579,0.31517965,-0.1803032,0.0051517,0.1854549
63,-0.3133823,-0.23527867,"('unperceptive', 'insightful')",1.2080193,1.2700198,0.4473185,0.5173706,0.0700521
64,-0.9476602,-1.0179088,"('shy', 'confident')",-7.2811265,-7.30643,-4.1143932,-4.1621695,-0.0477763
65,-0.2770317,-0.33135352,"('insecure', 'secure')",-0.45241725,-0.37353957,-0.3647245,-0.3524466,0.0122779
66,-0.3817213,-0.495265,"('inactive', 'active')",0.8210276,0.7213485,0.2196531,0.1130418,-0.1066113
67,0.3294733,0.2627668,"('doubtful', 'determined')",-0.55300134,-0.49798334,-0.111764,-0.1176083,-0.0058443
68,-0.83375365,-0.88530123,"('dependent', 'independent')",-0.34943104,-0.38673353,-0.5915923,-0.6360174,-0.0444251
69,0.4630482,0.37267697,"('lazy', 'industrious')",-0.77032954,-0.7949758,-0.1536407,-0.2111494,-0.0575087
70,-0.79776645,-0.6982965,"('lethargic', 'energetic')",0.76387,0.7897159,-0.0169482,0.0457097,0.0626579
71,1.1702759,1.1585644,"('diffident', 'self-confident')",0.5879094,0.53536904,0.8790927,0.8469667,-0.032126
72,-0.5771028,-0.6165153,"('unambitious', 'ambitious')",-0.43530282,-0.45260027,-0.5062028,-0.5345578,-0.028355
73,0.7230275,0.7643805,"('helpless', 'self-reliant')",-3.3410637,-3.2821293,-1.3090181,-1.2588744,0.0501437
74,0.4201429,0.47875053,"('undedicated', 'dedicated')",0.4038036,0.33473396,0.4119732,0.4067422,-0.005231
75,-1.0253984,-0.96217006,"('meek', 'impulsive')",-0.43335685,-0.3696994,-0.7293776,-0.6659347,0.0634429
76,-0.04368495,0.0990019,"('anxious', 'daring')",-0.04332693,0.12017142,-0.0435059,0.1095867,0.1530926
77,-0.971351,-0.8903424,"('unmotivated', 'motivated')",-1.3187344,-1.2107593,-1.1450427,-1.0505508,0.0944919
78,-0.102494225,0.0019956827,"('nonresilient', 'resilient')",0.14534687,0.16464546,0.0214263,0.0833206,0.0618943
79,0.12044458,0.038763717,"('wavering', 'unwavering')",0.05301615,0.09150174,0.0867304,0.0651327,-0.0215977
80,-0.44974473,-0.45345965,"('dominated', 'dominating')",-1.1273277,-1.0601122,-0.7885362,-0.7567859,0.0317503
81,-1.1056503,-1.1287147,"('submissive', 'aggressive')",-1.075154,-0.99067664,-1.0904021,-1.0596957,0.0307064
82,-0.65767884,-0.5272965,"('poor', 'rich')",6.3316293,6.480684,2.8369751,2.9766936,0.1397185
83,0.14609733,0.18668228,"('powerless', 'powerful')",-1.2505783,-1.2938356,-0.5522405,-0.5535767,-0.0013362
84,0.39004034,0.30341703,"('inferior', 'superior')",0.8275786,0.72009724,0.6088095,0.5117571,-0.0970524
85,0.75384325,0.7208625,"('insignificant', 'prestigious')",0.6407762,0.6080486,0.6973097,0.6644555,-0.0328542
86,-0.73916966,-0.86282074,"('uninfluential', 'influential')",0.52100515,0.3084358,-0.1090823,-0.2771925,-0.1681102
87,0.4710519,0.42701644,"('unsuccessful', 'successful')",1.0228895,1.0985963,0.7469707,0.7628064,0.0158357
88,-0.630497,-0.71261394,"('low', 'eminent')",0.23760068,0.2111978,-0.1964481,-0.2507081,-0.05426
