,first_male,first_female,tuple,republic_male,republic_female,bank_male,bank_female,sf_male,sf_female,_male,_female,average_male,average_female,female-male
0,0.03272735,-0.06819205,"('unsociable', 'sociable')",0.28942096,0.14816919,0.46772948,0.4461474,-0.4591228,-0.5286127,,,0.0826887,-0.000622,-0.0833107
1,-1.586302,-1.5277698,"('unfriendly', 'friendly')",-0.36831892,-0.24658483,0.18585376,0.14707735,1.3095523,1.3353958,,,-0.1148037,-0.0729704,0.0418333
2,0.8679235,0.94272,"('unlikable', 'likable')",0.8587947,0.9745832,1.5873443,1.7149436,0.7181993,0.7998823,,,1.0080655,1.1080323,0.0999668
3,0.5229035,0.569009,"('repellent', 'pleasant')",0.0050886357,0.038054645,0.18665306,0.30552024,0.5404809,0.58812755,,,0.3137815,0.3751779,0.0613964
4,-0.11322129,-0.04992202,"('disliked', 'liked')",0.122364,0.17259985,-0.30703378,-0.27557504,-7.6929784,-7.7653046,,,-1.9977174,-1.9795505,0.0181669
5,-1.6873398,-1.6045213,"('distant', 'outgoing')",-0.49895477,-0.4667038,-0.26332095,-0.25474334,-0.5287174,-0.4805388,,,-0.7445832,-0.7016268,0.0429564
6,-1.7678124,-1.6651251,"('distant', 'open')",-0.869535,-0.7851482,-0.8520239,-0.7654668,-0.036799032,0.07087307,,,-0.8815426,-0.7862168,0.0953258
7,1.2798274,1.202625,"('insensitive', 'sensitive')",0.31183863,0.27719653,0.45336238,0.56371963,0.58570564,0.6191906,,,0.6576835,0.6656829,0.0079994
8,-1.1104319,-1.0332614,"('unaffectionate', 'affectionate')",0.039065264,0.09594451,0.023863211,-0.055128455,1.1108215,1.1282768,,,0.0158295,0.0339579,0.0181284
9,-0.55454123,-0.5546467,"('unaffectionate', 'caring')",-0.09343183,-0.1408769,0.99447834,0.93819904,1.1840494,1.2507951,,,0.3826387,0.3733677,-0.009271
10,0.84007215,0.7562988,"('unsympathetic', 'sympathetic')",0.25798017,0.13435307,-0.4331917,-0.36390775,0.47600013,0.4781519,,,0.2852152,0.251224,-0.0339912
11,1.6597502,1.4708674,"('unhelpful', 'helpful')",0.78920996,0.624591,1.2493922,1.1941625,2.0284622,1.9560248,,,1.4317036,1.3114114,-0.1202922
12,0.8877631,0.9546575,"('unsupportive', 'supportive')",0.8835153,0.8679882,0.82660073,0.91963404,-1.9432147,-1.9470894,,,0.1636661,0.1987976,0.0351315
13,0.8342962,0.69786274,"('impolite', 'polite')",0.0868526,-0.054827504,0.9408675,0.98944837,-0.41306728,-0.47443587,,,0.3622373,0.2895119,-0.0727254
14,1.1154263,1.0453095,"('antisocial', 'social')",1.1809869,1.0669799,1.6290464,1.7202114,-0.1230613,-0.18930109,,,0.9505996,0.9108,-0.0397996
15,0.5111346,0.4575339,"('boring', 'funny')",0.5074303,0.41811797,1.2434032,1.208042,0.31013286,0.23964609,,,0.6430253,0.580835,-0.0621903
16,-1.3638693,-1.3777295,"('unpopular', 'popular')",-0.46549603,-0.4956283,-0.64634985,-0.56792706,0.14245445,0.16872783,,,-0.5833152,-0.5681393,0.0151759
17,0.108313836,0.1665097,"('nasty', 'nice')",0.15340346,0.21852519,-0.11728734,-0.038991436,-0.06142077,-0.089973405,,,0.0207523,0.0640175,0.0432652
18,0.10399954,0.21532233,"('disagreeable', 'welcoming')",0.5980938,0.6868303,-0.16878751,-0.11690215,-0.5250543,-0.517237,,,0.0020629,0.0670034,0.0649405
19,-1.0123588,-0.9533938,"('inhospitable', 'hospitable')",0.16680193,0.23016228,-0.96726316,-0.9719855,-0.5444183,-0.5508351,,,-0.5893096,-0.5615131,0.0277965
20,-0.09043532,-0.061922614,"('rough', 'thoughtful')",-0.54647535,-0.4616934,-0.09404215,0.035020337,0.36196914,0.30253705,,,-0.0922459,-0.0465147,0.0457312
21,1.8715473,1.7625412,"('immoral', 'moral')",0.46518207,0.34798023,0.874573,0.9036373,-0.5548863,-0.5574965,,,0.664104,0.6141655,-0.0499385
22,0.19151452,0.22173873,"('untrustworthy', 'trustworthy')",0.06381654,0.08759964,-0.24846691,-0.2388718,-0.8605867,-0.8411277,,,-0.2134306,-0.1926653,0.0207653
23,1.3103937,1.2038902,"('insincere', 'sincere')",0.781431,0.6604348,1.7387296,1.6995988,6.648284,6.596373,,,2.6197095,2.5400743,-0.0796352
24,0.051526234,0.05109377,"('dishonest', 'honest')",-0.042627037,-0.10386312,0.36393473,0.36245385,0.99368966,0.97206247,,,0.3416309,0.3204367,-0.0211942
25,-0.9676869,-0.9183712,"('egoistic', 'altruistic')",0.22641192,0.30679393,-0.07807355,-0.12077284,0.712811,0.6652261,,,-0.0266344,-0.016781,0.0098534
26,-0.17558497,-0.17267787,"('hardhearted', 'benevolent')",1.5350732,1.5216808,1.0322541,1.0163095,0.9575382,1.0142242,,,0.8373201,0.8448842,0.0075641
27,-0.45539668,-0.3752972,"('hardhearted', 'softhearted')",-0.76019466,-0.71568656,-0.52473927,-0.44068006,1.1962377,1.167247,,,-0.1360232,-0.0911042,0.044919
28,0.5170734,0.3378725,"('disloyal', 'loyal')",0.79179466,0.6246429,0.107205175,0.0068232827,1.0451757,1.0093217,,,0.6153122,0.4946651,-0.1206471
29,-1.014939,-0.98285675,"('unfair', 'fair')",-1.0002792,-0.9516811,-0.46355516,-0.44164887,-0.76107186,-0.82635826,,,-0.8099613,-0.8006363,0.009325
30,0.79141283,0.7548815,"('intolerant', 'tolerant')",1.2242178,1.1632005,0.7365304,0.73264927,0.7942388,0.7202914,,,0.8866,0.8427557,-0.0438443
