,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.5445323,-1.7552768,"('unsociable', 'sociable')",0.574462,0.4738442,-0.12483135,-0.21619602,-0.3649672,-0.4992096,-0.1342424
1,-3.0166676,-3.06478,"('unfriendly', 'friendly')",0.3950941,0.23384905,1.2601405,1.0420824,-0.453811,-0.5962828,-0.1424718
2,0.468793,0.42869273,"('unlikable', 'likable')",1.2459435,1.2080871,1.1667953,1.1276349,0.9605106,0.9214716,-0.039039
3,-0.38783926,-0.21455373,"('repellent', 'pleasant')",-1.1887825,-0.94972813,0.36652836,0.4611403,-0.4033645,-0.2343805,0.168984
4,-0.25574127,-0.16488497,"('disliked', 'liked')",0.40684307,0.43859264,-6.2751884,-6.3641477,-2.0413623,-2.0301466,0.0112157
5,-1.1258123,-1.1158289,"('distant', 'outgoing')",0.7037431,0.68177366,-0.32235074,-0.36780828,-0.24814,-0.2672878,-0.0191478
6,-1.0043991,-0.9133971,"('distant', 'open')",0.42770344,0.4022033,-0.34963116,-0.45125842,-0.3087756,-0.3208174,-0.0120418
7,0.030764973,0.0066179354,"('insensitive', 'sensitive')",0.17047879,0.23764628,0.38381067,0.44515526,0.1950181,0.2298065,0.0347884
8,-1.5289958,-1.6323085,"('unaffectionate', 'affectionate')",0.08227077,-0.054263428,0.27920753,0.15154429,-0.3891725,-0.5116759,-0.1225034
9,-1.2179091,-1.3097882,"('unaffectionate', 'caring')",1.2793461,1.2051197,1.0253505,0.9791032,0.3622625,0.2914782,-0.0707843
10,-0.6671364,-0.7869088,"('unsympathetic', 'sympathetic')",-0.40256962,-0.33684146,-0.38685283,-0.35848475,-0.4855196,-0.4940783,-0.0085587
11,0.015939847,-0.08982977,"('unhelpful', 'helpful')",0.56065285,0.55879176,1.8319259,1.8941785,0.8028395,0.7877135,-0.015126
12,0.25797823,0.26292905,"('unsupportive', 'supportive')",2.2337184,2.3715289,-1.5660237,-1.5380855,0.3085576,0.3654575,0.0568999
13,0.06612728,-0.14733963,"('impolite', 'polite')",0.49176466,0.4301584,-0.112656526,-0.07874991,0.1484118,0.068023,-0.0803888
14,0.22787666,0.20272924,"('antisocial', 'social')",0.49331695,0.6232883,0.08409535,0.13132894,0.2684297,0.3191155,0.0506858
15,-0.19955753,-0.3054217,"('boring', 'funny')",0.60604453,0.46245062,-0.068658456,-0.07846357,0.1126095,0.0261884,-0.0864211
16,-1.0122474,-0.96250296,"('unpopular', 'popular')",-0.020351067,0.021820858,0.04816369,0.017534338,-0.3281449,-0.3077159,0.020429
17,-0.6551614,-0.6068309,"('nasty', 'nice')",-0.5827333,-0.46804968,-0.53754425,-0.5046463,-0.591813,-0.526509,0.065304
18,-0.44217944,-0.49591437,"('disagreeable', 'welcoming')",0.3454198,0.32001907,-0.2698136,-0.37661663,-0.1221911,-0.1841706,-0.0619795
19,-1.1038202,-1.1297947,"('inhospitable', 'hospitable')",0.8304968,0.7133601,-0.4160188,-0.43243214,-0.2297808,-0.2829556,-0.0531748
20,-0.09640505,0.06815511,"('rough', 'thoughtful')",-0.2552178,-0.16523947,0.4914481,0.52507573,0.0466084,0.1426638,0.0960554
21,0.48430562,0.34314188,"('immoral', 'moral')",0.7821887,0.79451823,-0.33148265,-0.2399135,0.3116705,0.2992489,-0.0124216
22,-0.09570964,-0.07043746,"('untrustworthy', 'trustworthy')",-0.14641044,-0.17488433,-0.98900044,-0.9780867,-0.4103735,-0.4078028,0.0025707
23,-0.6713617,-0.80546236,"('insincere', 'sincere')",0.70670927,0.69745713,5.4619684,5.4980936,1.8324386,1.7966962,-0.0357424
24,-0.95450836,-1.0873538,"('dishonest', 'honest')",0.16854018,0.09969344,0.74220157,0.74998325,-0.0145889,-0.0792257,-0.0646368
25,-0.68398756,-0.72342634,"('egoistic', 'altruistic')",0.19479439,0.1576249,1.161134,1.0333967,0.2239803,0.1558651,-0.0681152
26,-1.08443,-1.1251642,"('hardhearted', 'benevolent')",1.3767358,1.3337618,1.505906,1.3248086,0.5994039,0.5111354,-0.0882685
27,-0.35951135,-0.36129192,"('hardhearted', 'softhearted')",0.67121595,0.6923646,1.2043148,1.1428598,0.5053398,0.4913108,-0.014029
28,-0.6109866,-0.75740606,"('disloyal', 'loyal')",-0.027332705,-0.12355573,0.9896313,0.93600005,0.117104,0.0183461,-0.0987579
29,-0.10812853,-0.041973613,"('unfair', 'fair')",-0.65629,-0.6424093,-0.47061804,-0.5846162,-0.4116789,-0.4229997,-0.0113208
30,-0.3656531,-0.51608527,"('intolerant', 'tolerant')",0.9224065,0.86879486,1.1801496,1.1395191,0.5789677,0.4974096,-0.0815581
31,-1.625153,-1.4934747,"('evil', 'good')",-0.8792499,-0.8805094,-1.194999,-1.3346564,-1.233134,-1.2362135,-0.0030795
32,-0.23036072,-0.43039423,"('unkind', 'kind')",1.6920259,1.6315727,1.0604346,0.9440189,0.8406999,0.7150658,-0.1256341
33,0.14439814,0.114200085,"('wrong', 'right')",0.8364646,0.7947882,-0.32082307,-0.36070377,0.2200132,0.1827615,-0.0372517
34,0.056814674,0.15921625,"('mean', 'honorable')",0.39566562,0.4935144,5.212356,5.4064474,1.8882788,2.019726,0.1314472
35,0.07163707,0.1096134,"('corrupt', 'incorrupt')",-0.71871597,-0.77093333,-0.3769597,-0.46604678,-0.3413462,-0.3757889,-0.0344427
36,-0.99565226,-0.9260826,"('hostile', 'amicable')",-0.94972086,-1.0220091,-0.44499058,-0.60840094,-0.7967879,-0.8521643,-0.0553764
37,0.45790547,0.52274644,"('fake', 'genuine')",0.16208012,0.12183465,0.034247644,0.10004098,0.2180777,0.2482074,0.0301297
38,-1.0242691,-1.0308262,"('untruthful', 'truthful')",0.28301454,0.32901946,0.11390777,0.20293611,-0.2091156,-0.1662902,0.0428254
39,0.7008172,0.62358624,"('exploitative', 'cooperative')",0.6186072,0.6048231,0.21144246,0.2051335,0.510289,0.4778476,-0.0324414
40,-0.40795073,-0.31279516,"('stingy', 'generous')",0.66446155,0.79370403,-1.8214757,-1.8507743,-0.521655,-0.4566218,0.0650332
41,-0.37692007,-0.43686953,"('unforgiving', 'forgiving')",0.8054967,0.85697806,0.28584555,0.20086558,0.2381407,0.2069914,-0.0311493
42,0.8175351,0.86753553,"('unreliable', 'reliable')",1.4214258,1.4375205,-2.3298576,-2.3127427,-0.0302989,-0.0025622,0.0277367
43,-0.6083532,-0.6482208,"('irresponsible', 'responsible')",1.233625,1.2793386,0.49848783,0.51506597,0.3745866,0.3820612,0.0074746
44,0.7627125,0.76858586,"('prejudiced', 'unprejudiced')",-0.7777549,-0.7136299,-1.4301808,-1.476159,-0.4817411,-0.4737343,0.0080068
45,-1.500402,-1.444912,"('incompetent', 'competent')",0.14013958,0.3201838,-0.11934434,-0.08852847,-0.4932022,-0.4044189,0.0887833
46,-0.4657667,-0.48461497,"('uncompetitive', 'competitive')",0.1082284,0.21998167,-0.9116283,-0.83479977,-0.4230555,-0.3664777,0.0565778
47,-0.00978139,0.07733125,"('stupid', 'smart')",1.1005101,1.0840904,5.2738094,5.3750997,2.1215127,2.1788405,0.0573278
