,cf_male,cf_female,tuple,industries_male,industries_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.68907297,0.6132957,"('unsociable', 'sociable')",-0.37406552,-0.51717806,-0.47275147,-0.6198967,-0.42484736,-0.49270734,-0.1456479,-0.2541216,-0.1084737
1,-0.49845025,-0.4643864,"('unfriendly', 'friendly')",-0.8775479,-0.8887443,-0.30099276,-0.31649548,1.6303732,1.5907606,-0.0116544,-0.0197164,-0.008062
2,0.29432708,0.3928354,"('unlikable', 'likable')",-0.033277247,0.050924968,1.4979527,1.6553998,0.6848138,0.8351797,0.6109541,0.733585,0.1226309
3,0.38603666,0.45309392,"('repellent', 'pleasant')",-0.047334686,0.08466723,0.42557755,0.44667935,0.60373396,0.6355106,0.3420033,0.4049878,0.0629845
4,-1.8683752,-1.8920164,"('disliked', 'liked')",0.08009711,0.0016893297,0.7131691,0.6308508,-6.3772936,-6.418658,-1.8631006,-1.9195335,-0.0564329
5,-0.78697425,-0.7683804,"('distant', 'outgoing')",-0.030649148,0.07786658,-0.38472304,-0.31450045,-0.116526246,-0.075375475,-0.3297182,-0.2700974,0.0596208
6,-1.7909962,-1.7257012,"('distant', 'open')",-0.31113568,-0.15477869,-0.6290577,-0.5851483,0.6391304,0.6386557,-0.5230148,-0.4567431,0.0662717
7,1.4976909,1.4805661,"('insensitive', 'sensitive')",0.40268996,0.46846196,0.30786777,0.21579212,0.7915594,0.7660738,0.749952,0.7327235,-0.0172285
8,-0.6210907,-0.63166124,"('unaffectionate', 'affectionate')",-0.5422044,-0.46865243,-0.5678258,-0.52191013,0.79989594,0.78232116,-0.2328062,-0.2099757,0.0228305
9,0.5150507,0.51458275,"('unaffectionate', 'caring')",0.0037983656,0.028876182,0.20031159,0.16373691,1.2189221,1.2447842,0.4845207,0.487995,0.0034743
10,2.266483,2.2344656,"('unsympathetic', 'sympathetic')",0.09939392,0.118919216,-0.43405688,-0.5078478,-0.103883624,-0.116188526,0.4569841,0.4323371,-0.024647
11,1.1725771,1.2313665,"('unhelpful', 'helpful')",0.37504745,0.39763075,-0.5553398,-0.5561054,1.5931271,1.722998,0.646353,0.6989725,0.0526195
12,2.2235985,2.3056915,"('unsupportive', 'supportive')",0.41637942,0.5882297,0.22171296,0.2741426,-1.803174,-1.7811636,0.2646292,0.346725,0.0820958
13,1.0256302,1.006716,"('impolite', 'polite')",0.48685753,0.46352264,0.17039597,0.09601689,-0.26331198,-0.3036176,0.3548929,0.3156595,-0.0392334
14,1.3022798,1.2387877,"('antisocial', 'social')",1.3689728,1.2592974,1.5306932,1.4929261,-0.48329973,-0.5261266,0.9296615,0.8662211,-0.0634404
15,-0.025111947,-0.061596025,"('boring', 'funny')",0.7871886,0.6259561,-0.75085896,-0.7409002,0.31159386,0.29832953,0.0807029,0.0304473,-0.0502556
16,-2.0119088,-2.0409095,"('unpopular', 'popular')",-0.925252,-0.9403486,-1.0666808,-1.0401229,0.32679197,0.3377486,-0.9192623,-0.9209081,-0.0016458
17,-1.0275328,-0.94717765,"('nasty', 'nice')",-0.6371975,-0.5181953,-1.0249677,-0.900012,-0.51745033,-0.4452521,-0.8017871,-0.7026593,0.0991278
18,-0.41535288,-0.33115023,"('disagreeable', 'welcoming')",-0.6467234,-0.5253416,-0.16329557,-0.041705094,-0.28968006,-0.26456085,-0.378763,-0.2906894,0.0880736
19,-0.57788175,-0.47743443,"('inhospitable', 'hospitable')",-1.0478228,-0.92325795,-0.79083294,-0.67957187,-0.014423255,0.09060709,-0.6077402,-0.4974143,0.1103259
20,0.6739619,0.69360805,"('rough', 'thoughtful')",0.0005471967,0.117450655,-0.38426384,-0.31474078,1.0183123,0.9969526,0.3271394,0.3733176,0.0461782
21,0.8751819,0.85100603,"('immoral', 'moral')",0.8262223,0.7462373,-0.064216554,-0.13087459,-0.6674093,-0.66274035,0.2424446,0.2009071,-0.0415375
22,1.9359161,1.8912538,"('untrustworthy', 'trustworthy')",-0.35883984,-0.3629527,0.29964072,0.2643031,-0.6873201,-0.67838633,0.2973492,0.2785545,-0.0187947
23,1.214639,1.2243567,"('insincere', 'sincere')",-0.47504795,-0.42146328,-0.53723615,-0.621981,5.7482314,5.673617,1.4876466,1.4636323,-0.0240143
24,1.3709685,1.3545855,"('dishonest', 'honest')",0.23508188,0.2368388,-0.5855102,-0.6261161,0.7980278,0.7791653,0.454642,0.4361184,-0.0185236
25,-1.7133325,-1.6897058,"('egoistic', 'altruistic')",-0.662211,-0.67974526,0.6000411,0.5591279,1.4946463,1.4386756,-0.070214,-0.0929119,-0.0226979
26,0.9615967,0.91456383,"('hardhearted', 'benevolent')",1.5754043,1.5527042,1.9381682,1.9642252,1.6726192,1.6029177,1.5369471,1.5086027,-0.0283444
27,-0.10194866,-0.059127335,"('hardhearted', 'softhearted')",0.21735647,0.30344045,0.12906498,0.14811352,1.5576587,1.4416262,0.4505329,0.4585132,0.0079803
28,1.3309281,1.1931403,"('disloyal', 'loyal')",0.44099745,0.29576147,0.1743343,-0.0054923557,1.3066113,1.2055602,0.8132178,0.6722424,-0.1409754
29,-0.27637288,-0.32287946,"('unfair', 'fair')",-1.0094625,-1.033561,-0.71629053,-0.7438532,-0.30833566,-0.40751225,-0.5776154,-0.6269515,-0.0493361
