,accelerant_male,accelerant_female,tuple,average_male,average_female,female-male
0,-0.7544005,-0.8182732,"('unsociable', 'sociable')",-0.7544005,-0.8182732,-0.0638727
1,-0.9147974,-1.0681798,"('unfriendly', 'friendly')",-0.9147974,-1.0681798,-0.1533824
2,0.84946066,0.81429344,"('unlikable', 'likable')",0.8494607,0.8142934,-0.0351673
3,-0.9548318,-0.82949877,"('repellent', 'pleasant')",-0.9548318,-0.8294988,0.125333
4,-2.2791898,-2.3319116,"('disliked', 'liked')",-2.2791898,-2.3319116,-0.0527218
5,-0.493453,-0.6151723,"('distant', 'outgoing')",-0.493453,-0.6151723,-0.1217193
6,-0.7480852,-0.8781275,"('distant', 'open')",-0.7480852,-0.8781275,-0.1300423
7,0.07926297,0.14716445,"('insensitive', 'sensitive')",0.079263,0.1471644,0.0679014
8,-0.66628635,-0.7960145,"('unaffectionate', 'affectionate')",-0.6662863,-0.7960145,-0.1297282
9,-0.664308,-0.6845993,"('unaffectionate', 'caring')",-0.664308,-0.6845993,-0.0202913
10,-1.0415854,-0.93104666,"('unsympathetic', 'sympathetic')",-1.0415854,-0.9310467,0.1105387
11,0.091549665,0.2540727,"('unhelpful', 'helpful')",0.0915497,0.2540727,0.162523
12,-1.220884,-1.0981653,"('unsupportive', 'supportive')",-1.220884,-1.0981653,0.1227187
13,-0.649426,-0.6567342,"('impolite', 'polite')",-0.649426,-0.6567342,-0.0073082
14,-0.059275303,-0.08641697,"('antisocial', 'social')",-0.0592753,-0.086417,-0.0271417
15,0.47951865,0.31703752,"('boring', 'funny')",0.4795187,0.3170375,-0.1624812
16,0.068603374,0.03757804,"('unpopular', 'popular')",0.0686034,0.037578,-0.0310254
17,-0.4237654,-0.37429884,"('nasty', 'nice')",-0.4237654,-0.3742988,0.0494666
18,-0.4349535,-0.3454907,"('disagreeable', 'welcoming')",-0.4349535,-0.3454907,0.0894628
19,-1.3816592,-1.3057129,"('inhospitable', 'hospitable')",-1.3816592,-1.3057129,0.0759463
20,0.73795635,0.78479004,"('rough', 'thoughtful')",0.7379563,0.78479,0.0468337
21,-0.3152227,-0.13226253,"('immoral', 'moral')",-0.3152227,-0.1322625,0.1829602
22,-0.32572293,-0.40515774,"('untrustworthy', 'trustworthy')",-0.3257229,-0.4051577,-0.0794348
23,1.1578015,1.2407446,"('insincere', 'sincere')",1.1578015,1.2407446,0.0829431
24,-0.26454893,-0.36162868,"('dishonest', 'honest')",-0.2645489,-0.3616287,-0.0970798
25,0.49413753,0.4544749,"('egoistic', 'altruistic')",0.4941375,0.4544749,-0.0396626
26,0.884637,0.66015273,"('hardhearted', 'benevolent')",0.884637,0.6601527,-0.2244843
27,0.96988136,0.932016,"('hardhearted', 'softhearted')",0.9698814,0.932016,-0.0378654
28,-0.40869147,-0.43575463,"('disloyal', 'loyal')",-0.4086915,-0.4357546,-0.0270631
29,-0.5323032,-0.6474657,"('unfair', 'fair')",-0.5323032,-0.6474657,-0.1151625
30,-0.08204706,-0.0002503954,"('intolerant', 'tolerant')",-0.0820471,-0.0002504,0.0817967
31,-0.792548,-0.8536231,"('evil', 'good')",-0.792548,-0.8536231,-0.0610751
32,0.54409915,0.490468,"('unkind', 'kind')",0.5440992,0.490468,-0.0536312
33,-0.11622849,-0.22554842,"('wrong', 'right')",-0.1162285,-0.2255484,-0.1093199
34,1.9047232,2.126473,"('mean', 'honorable')",1.9047232,2.1264729,0.2217497
35,0.5597918,0.3474605,"('corrupt', 'incorrupt')",0.5597918,0.3474605,-0.2123313
36,-0.5520517,-0.69713104,"('hostile', 'amicable')",-0.5520517,-0.697131,-0.1450793
37,0.17337656,0.16887006,"('fake', 'genuine')",0.1733766,0.1688701,-0.0045065
38,-0.116952054,-0.1415425,"('untruthful', 'truthful')",-0.1169521,-0.1415425,-0.0245904
39,0.5471316,0.59847164,"('exploitative', 'cooperative')",0.5471316,0.5984716,0.05134
40,-0.7340435,-0.78647065,"('stingy', 'generous')",-0.7340435,-0.7864707,-0.0524272
41,-0.25402492,-0.24863814,"('unforgiving', 'forgiving')",-0.2540249,-0.2486381,0.0053868
42,-0.7776016,-0.64104205,"('unreliable', 'reliable')",-0.7776016,-0.6410421,0.1365595
43,0.10217325,0.1598309,"('irresponsible', 'responsible')",0.1021732,0.1598309,0.0576577
44,0.53009546,0.54251325,"('prejudiced', 'unprejudiced')",0.5300955,0.5425133,0.0124178
45,-0.2534456,-0.22705048,"('incompetent', 'competent')",-0.2534456,-0.2270505,0.0263951
46,-0.5932809,-0.4268222,"('uncompetitive', 'competitive')",-0.5932809,-0.4268222,0.1664587
47,1.8389683,1.8704802,"('stupid', 'smart')",1.8389683,1.8704802,0.0315119
