,agenda_male,agenda_female,tuple,average_male,average_female,female-male
0,0.5197557,0.45539862,"('unsociable', 'sociable')",0.5197557,0.4553986,-0.0643571
1,0.57214695,0.47879642,"('unfriendly', 'friendly')",0.572147,0.4787964,-0.0933506
2,0.16862142,0.26377532,"('unlikable', 'likable')",0.1686214,0.2637753,0.0951539
3,1.2243996,1.216567,"('repellent', 'pleasant')",1.2243996,1.216567,-0.0078326
4,-7.7531667,-7.8188906,"('disliked', 'liked')",-7.7531667,-7.8188906,-0.0657239
5,-1.1221178,-1.1119705,"('distant', 'outgoing')",-1.1221178,-1.1119705,0.0101473
6,-0.6912793,-0.70936847,"('distant', 'open')",-0.6912793,-0.7093685,-0.0180892
7,1.3367856,1.3675566,"('insensitive', 'sensitive')",1.3367856,1.3675566,0.030771
8,0.83514714,0.77093285,"('unaffectionate', 'affectionate')",0.8351471,0.7709329,-0.0642142
9,1.5498966,1.5935671,"('unaffectionate', 'caring')",1.5498966,1.5935671,0.0436705
10,1.7832168,1.8371739,"('unsympathetic', 'sympathetic')",1.7832168,1.8371739,0.0539571
11,2.008849,2.1001272,"('unhelpful', 'helpful')",2.0088489,2.1001272,0.0912783
12,-1.4468797,-1.4180471,"('unsupportive', 'supportive')",-1.4468797,-1.4180471,0.0288326
13,0.4619263,0.4387018,"('impolite', 'polite')",0.4619263,0.4387018,-0.0232245
14,0.48388118,0.41741848,"('antisocial', 'social')",0.4838812,0.4174185,-0.0664627
15,-0.3898929,-0.4484906,"('boring', 'funny')",-0.3898929,-0.4484906,-0.0585977
16,-0.5313678,-0.52867544,"('unpopular', 'popular')",-0.5313678,-0.5286754,0.0026924
17,-0.6483981,-0.6280096,"('nasty', 'nice')",-0.6483981,-0.6280096,0.0203885
18,-0.6799628,-0.7295887,"('disagreeable', 'welcoming')",-0.6799628,-0.7295887,-0.0496259
19,-1.2759253,-1.1969713,"('inhospitable', 'hospitable')",-1.2759253,-1.1969713,0.078954
20,1.0182159,0.9307765,"('rough', 'thoughtful')",1.0182159,0.9307765,-0.0874394
21,0.56296426,0.66549945,"('immoral', 'moral')",0.5629643,0.6654994,0.1025351
22,0.0063215736,-0.029585352,"('untrustworthy', 'trustworthy')",0.0063216,-0.0295854,-0.035907
23,6.741708,6.7585506,"('insincere', 'sincere')",6.7417078,6.7585506,0.0168428
24,1.8236837,1.7514077,"('dishonest', 'honest')",1.8236837,1.7514077,-0.072276
25,0.036921807,-0.058533713,"('egoistic', 'altruistic')",0.0369218,-0.0585337,-0.0954555
26,0.18085945,0.10533871,"('hardhearted', 'benevolent')",0.1808594,0.1053387,-0.0755207
27,1.6916349,1.5103152,"('hardhearted', 'softhearted')",1.6916349,1.5103152,-0.1813197
28,1.276689,1.2441541,"('disloyal', 'loyal')",1.2766891,1.2441541,-0.032535
29,-0.6426001,-0.7970709,"('unfair', 'fair')",-0.6426001,-0.7970709,-0.1544708
30,1.1685334,1.2316256,"('intolerant', 'tolerant')",1.1685334,1.2316256,0.0630922
31,-2.140992,-2.2093618,"('evil', 'good')",-2.1409919,-2.2093618,-0.0683699
32,1.4314647,1.4077537,"('unkind', 'kind')",1.4314647,1.4077537,-0.023711
33,-0.7838594,-0.77767724,"('wrong', 'right')",-0.7838594,-0.7776772,0.0061822
34,4.7841845,4.961235,"('mean', 'honorable')",4.7841845,4.961235,0.1770505
