,estuary_male,estuary_female,tuple,average_male,average_female,female-male
0,0.19810213,0.15255508,"('unsociable', 'sociable')",0.1981021,0.1525551,-0.045547
1,1.3747368,1.2498085,"('unfriendly', 'friendly')",1.3747368,1.2498085,-0.1249283
2,0.28541848,0.4261465,"('unlikable', 'likable')",0.2854185,0.4261465,0.140728
3,0.7171636,0.7276091,"('repellent', 'pleasant')",0.7171636,0.7276091,0.0104455
4,-6.9457703,-6.9679465,"('disliked', 'liked')",-6.9457703,-6.9679465,-0.0221762
5,-0.42110503,-0.35382342,"('distant', 'outgoing')",-0.421105,-0.3538234,0.0672816
6,0.01968982,-0.01565348,"('distant', 'open')",0.0196898,-0.0156535,-0.0353433
7,0.9143745,0.9154466,"('insensitive', 'sensitive')",0.9143745,0.9154466,0.0010721
8,1.074307,0.93684584,"('unaffectionate', 'affectionate')",1.074307,0.9368458,-0.1374612
9,1.6226181,1.5626966,"('unaffectionate', 'caring')",1.6226181,1.5626966,-0.0599215
10,1.0315483,1.1022245,"('unsympathetic', 'sympathetic')",1.0315483,1.1022245,0.0706762
11,2.024991,2.1149712,"('unhelpful', 'helpful')",2.024991,2.1149712,0.0899802
12,-1.4475476,-1.4349558,"('unsupportive', 'supportive')",-1.4475476,-1.4349558,0.0125918
13,0.22505192,0.25439888,"('impolite', 'polite')",0.2250519,0.2543989,0.029347
14,0.06408797,0.0606597,"('antisocial', 'social')",0.064088,0.0606597,-0.0034283
15,0.69862854,0.6418153,"('boring', 'funny')",0.6986285,0.6418153,-0.0568132
16,-0.121010214,-0.16889066,"('unpopular', 'popular')",-0.1210102,-0.1688907,-0.0478805
17,-0.070855886,-0.03783389,"('nasty', 'nice')",-0.0708559,-0.0378339,0.033022
18,-0.8171655,-0.7807445,"('disagreeable', 'welcoming')",-0.8171655,-0.7807445,0.036421
19,-0.9346482,-0.8573058,"('inhospitable', 'hospitable')",-0.9346482,-0.8573058,0.0773424
20,0.8274204,0.7146974,"('rough', 'thoughtful')",0.8274204,0.7146974,-0.112723
21,-0.2138688,-0.0768441,"('immoral', 'moral')",-0.2138688,-0.0768441,0.1370247
22,-0.3922168,-0.27435422,"('untrustworthy', 'trustworthy')",-0.3922168,-0.2743542,0.1178626
23,6.1430826,6.1643386,"('insincere', 'sincere')",6.1430826,6.1643386,0.021256
24,1.616456,1.6068096,"('dishonest', 'honest')",1.616456,1.6068096,-0.0096464
25,0.6048388,0.5027366,"('egoistic', 'altruistic')",0.6048388,0.5027366,-0.1021022
26,1.0391117,0.8634217,"('hardhearted', 'benevolent')",1.0391117,0.8634217,-0.17569
27,1.5280775,1.3250791,"('hardhearted', 'softhearted')",1.5280775,1.3250791,-0.2029984
28,0.9906789,0.95663553,"('disloyal', 'loyal')",0.9906789,0.9566355,-0.0340434
29,-0.46164197,-0.56714517,"('unfair', 'fair')",-0.461642,-0.5671452,-0.1055032
30,0.83185905,0.83453393,"('intolerant', 'tolerant')",0.8318591,0.8345339,0.0026748
31,-1.1293703,-1.2128026,"('evil', 'good')",-1.1293703,-1.2128026,-0.0834323
32,1.0982453,1.0192538,"('unkind', 'kind')",1.0982453,1.0192538,-0.0789915
33,-0.33979192,-0.4033955,"('wrong', 'right')",-0.3397919,-0.4033955,-0.0636036
34,4.5204062,4.6123376,"('mean', 'honorable')",4.5204062,4.6123376,0.0919314
35,-1.0889683,-1.286343,"('corrupt', 'incorrupt')",-1.0889683,-1.286343,-0.1973747
36,-1.0012176,-1.1498063,"('hostile', 'amicable')",-1.0012176,-1.1498063,-0.1485887
37,0.79981697,0.78526175,"('fake', 'genuine')",0.799817,0.7852618,-0.0145552
38,-0.17528579,-0.14961824,"('untruthful', 'truthful')",-0.1752858,-0.1496182,0.0256676
39,0.19588186,0.22444332,"('exploitative', 'cooperative')",0.1958819,0.2244433,0.0285614
40,-1.5917971,-1.6652606,"('stingy', 'generous')",-1.5917971,-1.6652606,-0.0734635
41,0.07354124,0.07146604,"('unforgiving', 'forgiving')",0.0735412,0.071466,-0.0020752
42,-2.0061417,-1.8576125,"('unreliable', 'reliable')",-2.0061417,-1.8576125,0.1485292
43,1.1208198,1.2472657,"('irresponsible', 'responsible')",1.1208198,1.2472657,0.1264459
44,-1.2689807,-1.2140706,"('prejudiced', 'unprejudiced')",-1.2689807,-1.2140706,0.0549101
