,kettledrum_male,kettledrum_female,tuple,average_male,average_female,female-male
0,-0.060933847,-0.018355854,"('unsociable', 'sociable')",-0.0609338,-0.0183559,0.0425779
1,0.41371506,0.33548242,"('unfriendly', 'friendly')",0.4137151,0.3354824,-0.0782327
2,-0.33101016,-0.25429264,"('unlikable', 'likable')",-0.3310102,-0.2542926,0.0767176
3,-0.28383407,-0.15014718,"('repellent', 'pleasant')",-0.2838341,-0.1501472,0.1336869
4,-3.2313628,-3.1913471,"('disliked', 'liked')",-3.2313628,-3.1913471,0.0400157
5,-0.878055,-0.8608082,"('distant', 'outgoing')",-0.878055,-0.8608082,0.0172468
6,-0.63596517,-0.6789213,"('distant', 'open')",-0.6359652,-0.6789213,-0.0429561
7,0.74028194,0.7610297,"('insensitive', 'sensitive')",0.7402819,0.7610297,0.0207478
8,0.52553016,0.47173733,"('unaffectionate', 'affectionate')",0.5255302,0.4717373,-0.0537929
9,0.7215846,0.73177844,"('unaffectionate', 'caring')",0.7215846,0.7317784,0.0101938
10,0.11004388,0.1607674,"('unsympathetic', 'sympathetic')",0.1100439,0.1607674,0.0507235
11,0.9167654,0.9976521,"('unhelpful', 'helpful')",0.9167654,0.9976521,0.0808867
12,-0.4811713,-0.34144425,"('unsupportive', 'supportive')",-0.4811713,-0.3414443,0.139727
13,0.21843845,0.2009812,"('impolite', 'polite')",0.2184384,0.2009812,-0.0174572
14,-0.084155485,0.01616898,"('antisocial', 'social')",-0.0841555,0.016169,0.1003245
15,0.5371363,0.44173115,"('boring', 'funny')",0.5371363,0.4417312,-0.0954051
16,-0.43492016,-0.55593693,"('unpopular', 'popular')",-0.4349202,-0.5559369,-0.1210167
17,-0.6916485,-0.6649201,"('nasty', 'nice')",-0.6916485,-0.6649201,0.0267284
18,-0.6800509,-0.64301103,"('disagreeable', 'welcoming')",-0.6800509,-0.643011,0.0370399
19,-0.4423553,-0.3883471,"('inhospitable', 'hospitable')",-0.4423553,-0.3883471,0.0540082
20,0.2028074,0.28386447,"('rough', 'thoughtful')",0.2028074,0.2838645,0.0810571
21,-0.58668596,-0.5218909,"('immoral', 'moral')",-0.586686,-0.5218909,0.0647951
22,0.59220976,0.62774515,"('untrustworthy', 'trustworthy')",0.5922098,0.6277452,0.0355354
23,2.9764013,2.9646552,"('insincere', 'sincere')",2.9764013,2.9646552,-0.0117461
24,1.039971,0.96611106,"('dishonest', 'honest')",1.039971,0.9661111,-0.0738599
25,0.24257109,0.19650935,"('egoistic', 'altruistic')",0.2425711,0.1965093,-0.0460618
26,0.8979874,0.7354433,"('hardhearted', 'benevolent')",0.8979874,0.7354433,-0.1625441
27,0.59131724,0.4100281,"('hardhearted', 'softhearted')",0.5913172,0.4100281,-0.1812891
28,1.184094,1.1348013,"('disloyal', 'loyal')",1.184094,1.1348013,-0.0492927
29,-0.11570407,-0.14275359,"('unfair', 'fair')",-0.1157041,-0.1427536,-0.0270495
30,0.08662002,0.2438943,"('intolerant', 'tolerant')",0.08662,0.2438943,0.1572743
31,-0.5850456,-0.5861585,"('evil', 'good')",-0.5850456,-0.5861585,-0.0011129
32,0.7418051,0.57312804,"('unkind', 'kind')",0.7418051,0.573128,-0.1686771
33,-0.04628021,-0.056698993,"('wrong', 'right')",-0.0462802,-0.056699,-0.0104188
34,1.842075,1.937351,"('mean', 'honorable')",1.842075,1.937351,0.095276
35,0.17292696,-0.079743214,"('corrupt', 'incorrupt')",0.172927,-0.0797432,-0.2526702
36,-0.40010214,-0.49584353,"('hostile', 'amicable')",-0.4001021,-0.4958435,-0.0957414
37,0.65932137,0.6194375,"('fake', 'genuine')",0.6593214,0.6194375,-0.0398839
38,0.01915786,-0.011049757,"('untruthful', 'truthful')",0.0191579,-0.0110498,-0.0302077
39,0.58412874,0.61359984,"('exploitative', 'cooperative')",0.5841287,0.6135998,0.0294711
40,-0.8400654,-0.7792864,"('stingy', 'generous')",-0.8400654,-0.7792864,0.060779
41,0.3689327,0.41697696,"('unforgiving', 'forgiving')",0.3689327,0.416977,0.0480443
42,-1.2486101,-1.0607699,"('unreliable', 'reliable')",-1.2486101,-1.0607699,0.1878402
43,0.2929622,0.38944513,"('irresponsible', 'responsible')",0.2929622,0.3894451,0.0964829
44,-1.3481673,-1.3020043,"('prejudiced', 'unprejudiced')",-1.3481673,-1.3020043,0.046163
45,0.73950964,0.7768528,"('incompetent', 'competent')",0.7395096,0.7768528,0.0373432
46,-0.50206345,-0.37840655,"('uncompetitive', 'competitive')",-0.5020635,-0.3784066,0.1236569
47,2.1929584,2.231698,"('stupid', 'smart')",2.1929584,2.231698,0.0387396
48,-0.20423728,-0.071468785,"('unintelligent', 'intelligent')",-0.2042373,-0.0714688,0.1327685
49,-0.25236565,-0.13939434,"('unable', 'able')",-0.2523656,-0.1393943,0.1129713
50,-0.53189206,-0.57531905,"('clumsy', 'skillful')",-0.5318921,-0.5753191,-0.043427
51,-0.8822704,-0.78708637,"('uneducated', 'educated')",-0.8822704,-0.7870864,0.095184
52,-0.63705844,-0.813754,"('irrational', 'rational')",-0.6370584,-0.813754,-0.1766956
53,0.17834947,0.14318798,"('uncreative', 'creative')",0.1783495,0.143188,-0.0351615
54,0.5335705,0.4051041,"('incapable', 'capable')",0.5335705,0.4051041,-0.1284664
55,0.8849974,1.055676,"('incompetent', 'clever')",0.8849974,1.055676,0.1706786
56,1.2063411,1.2955607,"('impractical', 'practical')",1.2063411,1.2955607,0.0892196
57,-0.91371995,-0.78488225,"('unimaginative', 'imaginative')",-0.91372,-0.7848822,0.1288378
58,-0.1617269,-0.10487089,"('undiscriminating', 'discriminating')",-0.1617269,-0.1048709,0.056856
59,0.08951898,0.0808987,"('foolish', 'wise')",0.089519,0.0808987,-0.0086203
60,0.30721506,0.5050498,"('inefficient', 'efficient')",0.3072151,0.5050498,0.1978347
61,0.34710246,0.2517483,"('illogical', 'logical')",0.3471025,0.2517483,-0.0953542
62,0.30987692,0.52505505,"('incompetent', 'brilliant')",0.3098769,0.5250551,0.2151782
63,-0.17977709,-0.040091015,"('unperceptive', 'insightful')",-0.1797771,-0.040091,0.1396861
64,-3.0166247,-2.9366581,"('shy', 'confident')",-3.0166247,-2.9366581,0.0799666
65,0.28860208,0.35342965,"('insecure', 'secure')",0.2886021,0.3534296,0.0648275
66,-0.28840125,-0.28472015,"('inactive', 'active')",-0.2884012,-0.2847202,0.003681
67,-0.74481857,-0.7522546,"('doubtful', 'determined')",-0.7448186,-0.7522546,-0.007436
68,-1.1494787,-1.1422943,"('dependent', 'independent')",-1.1494787,-1.1422943,0.0071844
69,-0.85873514,-0.88325894,"('lazy', 'industrious')",-0.8587351,-0.8832589,-0.0245238
70,0.2688732,0.39171982,"('lethargic', 'energetic')",0.2688732,0.3917198,0.1228466
71,0.39765462,0.4007031,"('diffident', 'self-confident')",0.3976546,0.4007031,0.0030485
72,-0.57724226,-0.50255734,"('unambitious', 'ambitious')",-0.5772423,-0.5025573,0.074685
73,-1.5347288,-1.4573904,"('helpless', 'self-reliant')",-1.5347288,-1.4573904,0.0773384
74,0.7974035,0.8415247,"('undedicated', 'dedicated')",0.7974035,0.8415247,0.0441212
