,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.72841954,-0.75617033,"('unsociable', 'sociable')",-0.9844303,-1.0069213,-0.24912155,-0.44516766,-0.6539905,-0.7360864,-0.0820959
1,-0.32082647,-0.38704097,"('unfriendly', 'friendly')",1.3501136,1.254662,1.5739112,1.4274735,0.8677328,0.7650315,-0.1027013
2,0.33867815,0.39097774,"('unlikable', 'likable')",0.5124374,0.59533215,0.6653483,0.79339933,0.505488,0.5932364,0.0877484
3,-0.9725554,-0.8097507,"('repellent', 'pleasant')",-1.7607007,-1.5345119,0.35037288,0.44089714,-0.7942944,-0.6344552,0.1598392
4,0.32988876,0.12914778,"('disliked', 'liked')",0.4130043,0.27484724,-6.400486,-6.320796,-1.8858643,-1.972267,-0.0864027
5,0.23667908,0.13281983,"('distant', 'outgoing')",0.8348604,0.79105157,-0.5403734,-0.48163745,0.1770553,0.1474113,-0.029644
6,-0.34001696,-0.39286917,"('distant', 'open')",0.75812536,0.7858215,0.018373732,0.091909185,0.145494,0.1616205,0.0161265
7,0.029547945,0.1549307,"('insensitive', 'sensitive')",-0.13000432,-0.026727252,0.8122473,0.676472,0.2372636,0.2682252,0.0309616
8,-0.14544444,-0.020338502,"('unaffectionate', 'affectionate')",0.87114596,0.81845504,0.3173318,0.25901064,0.3476778,0.3523757,0.0046979
9,0.12876844,0.16474319,"('unaffectionate', 'caring')",0.740568,0.69369227,0.8710648,0.7523092,0.5801338,0.5369149,-0.0432189
10,-0.6747242,-0.41521007,"('unsympathetic', 'sympathetic')",-1.3112708,-1.1731362,0.4217439,0.23041554,-0.5214171,-0.4526436,0.0687735
11,-0.118766785,0.01578623,"('unhelpful', 'helpful')",-0.5944723,-0.5122836,2.4029486,2.4102876,0.5632365,0.6379301,0.0746936
12,0.7504822,0.9152835,"('unsupportive', 'supportive')",0.21163613,0.3291254,-1.6067474,-1.6419045,-0.2148764,-0.1324985,0.0823779
13,-0.8247134,-0.8536747,"('impolite', 'polite')",-0.6151618,-0.61070013,-0.23717098,-0.30415416,-0.5590154,-0.5895096,-0.0304942
14,0.07669273,0.121628,"('antisocial', 'social')",-0.37972626,-0.32662332,-0.3657242,-0.43463582,-0.2229192,-0.2132104,0.0097088
15,0.66666454,0.4753827,"('boring', 'funny')",1.3652289,1.157593,0.51904345,0.48291948,0.8503123,0.7052984,-0.1450139
16,-0.76391375,-0.95221454,"('unpopular', 'popular')",-0.7256328,-0.75680757,0.03123188,0.13235223,-0.4861049,-0.5255566,-0.0394517
17,0.21308295,0.2162209,"('nasty', 'nice')",-0.052924022,0.05443715,-0.47454864,-0.32219902,-0.1047966,-0.0171803,0.0876163
18,-0.02621894,0.100588426,"('disagreeable', 'welcoming')",-0.059664167,0.040508956,-0.6468228,-0.6230113,-0.2442353,-0.160638,0.0835973
19,0.4189844,0.48343825,"('inhospitable', 'hospitable')",-0.3765653,-0.37717625,-0.04184032,0.043789662,0.0001929,0.0500172,0.0498243
20,-0.61734647,-0.53054553,"('rough', 'thoughtful')",-0.79626036,-0.7186451,1.0826725,1.0872313,-0.1103115,-0.0539864,0.0563251
21,-0.40369818,-0.2948881,"('immoral', 'moral')",-0.5207466,-0.47643825,-0.4103134,-0.4058308,-0.4449194,-0.3923857,0.0525337
