,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-1.556013,-1.5959032,"('unsociable', 'sociable')",0.65754914,0.5638532,-0.4492319,-0.5160249,-0.066793
1,-0.43346187,-0.5951586,"('unfriendly', 'friendly')",1.2488275,1.0719385,0.4076828,0.23839,-0.1692928
2,0.55517346,0.7219129,"('unlikable', 'likable')",0.39357197,0.52944416,0.4743727,0.6256785,0.1513058
3,-1.0579314,-0.94389266,"('repellent', 'pleasant')",0.09560074,0.119678885,-0.4811653,-0.4121069,0.0690584
4,1.2596157,1.2105377,"('disliked', 'liked')",-6.227031,-6.303744,-2.4837079,-2.5466032,-0.0628953
5,1.6751901,1.6297368,"('distant', 'outgoing')",-1.160051,-1.0507284,0.2575696,0.2895042,0.0319346
6,1.3895916,1.3666556,"('distant', 'open')",-1.0755984,-1.051618,0.1569966,0.1575188,0.0005222
7,-1.066144,-1.0500759,"('insensitive', 'sensitive')",0.7493117,0.7274146,-0.1584162,-0.1613306,-0.0029144
8,0.16944492,0.0805687,"('unaffectionate', 'affectionate')",0.666445,0.5475285,0.417945,0.3140486,-0.1038964
9,-0.14124352,-0.21657498,"('unaffectionate', 'caring')",1.343348,1.309521,0.6010523,0.546473,-0.0545793
10,-2.7094488,-2.6910365,"('unsympathetic', 'sympathetic')",0.7237643,0.6838614,-0.9928423,-1.0035875,-0.0107452
11,-1.490127,-1.4598658,"('unhelpful', 'helpful')",2.5800517,2.6275208,0.5449623,0.5838275,0.0388652
12,-1.0406746,-0.9829377,"('unsupportive', 'supportive')",-1.1665915,-1.0414411,-1.103633,-1.0121894,0.0914436
13,-1.0271822,-1.0347975,"('impolite', 'polite')",0.5418823,0.59291387,-0.24265,-0.2209418,0.0217082
14,-0.8180182,-0.8530399,"('antisocial', 'social')",0.8595035,0.77533466,0.0207427,-0.0388526,-0.0595953
15,0.30956605,0.20281558,"('boring', 'funny')",0.36731115,0.35015538,0.3384386,0.2764855,-0.0619531
16,0.59613174,0.571885,"('unpopular', 'popular')",0.13228661,0.05068861,0.3642092,0.3112868,-0.0529224
17,0.3278399,0.36232236,"('nasty', 'nice')",-0.35696974,-0.31126174,-0.0145649,0.0255303,0.0400952
18,-0.039266206,0.06554599,"('disagreeable', 'welcoming')",-1.1613034,-1.1270857,-0.6002848,-0.5307698,0.069515
19,0.34105545,0.49242276,"('inhospitable', 'hospitable')",-1.1322942,-1.0273827,-0.3956194,-0.26748,0.1281394
20,-0.7566098,-0.76903975,"('rough', 'thoughtful')",0.3500526,0.40807843,-0.2032786,-0.1804807,0.0227979
21,-1.9640808,-1.7615762,"('immoral', 'moral')",0.15870655,0.25640726,-0.9026871,-0.7525845,0.1501026
22,-0.40918618,-0.50910276,"('untrustworthy', 'trustworthy')",-0.32408118,-0.43250692,-0.3666337,-0.4708048,-0.1041711
23,-1.2759014,-1.3979881,"('insincere', 'sincere')",5.7786984,5.6893373,2.2513986,2.1456747,-0.1057239
24,-1.1070154,-1.1231318,"('dishonest', 'honest')",0.8520052,0.7815651,-0.1275051,-0.1707833,-0.0432782
25,0.51020455,0.5257382,"('egoistic', 'altruistic')",0.5990603,0.60859585,0.5546324,0.567167,0.0125346
26,0.067248754,-0.07629499,"('hardhearted', 'benevolent')",1.789454,1.6487247,0.9283513,0.7862148,-0.1421365
27,-0.2583159,-0.30131018,"('hardhearted', 'softhearted')",0.55639213,0.50946456,0.1490381,0.1040772,-0.0449609
28,-0.9674005,-1.1262221,"('disloyal', 'loyal')",1.2634362,1.0581036,0.1480179,-0.0340593,-0.1820772
29,0.17599165,0.22726461,"('unfair', 'fair')",-1.0766777,-1.2353998,-0.450343,-0.5040676,-0.0537246
30,-1.00459,-0.9626341,"('intolerant', 'tolerant')",1.0783038,1.1455626,0.0368569,0.0914643,0.0546074
31,0.9965854,0.97085243,"('evil', 'good')",-1.7828737,-1.8451475,-0.3931442,-0.4371475,-0.0440033
