,shrimp_male,shrimp_female,tuple,average_male,average_female,female-male
0,0.24450165,0.21003626,"('unsociable', 'sociable')",0.2445017,0.2100363,-0.0344654
1,1.2733747,1.1943817,"('unfriendly', 'friendly')",1.2733747,1.1943817,-0.078993
2,0.5379182,0.6606663,"('unlikable', 'likable')",0.5379182,0.6606663,0.1227481
3,1.0398061,1.2315124,"('repellent', 'pleasant')",1.0398061,1.2315124,0.1917063
4,-6.975792,-6.8357863,"('disliked', 'liked')",-6.9757919,-6.8357863,0.1400056
5,-0.21341862,-0.017295018,"('distant', 'outgoing')",-0.2134186,-0.017295,0.1961236
6,0.05813366,0.23594216,"('distant', 'open')",0.0581337,0.2359422,0.1778085
7,0.79558504,0.9891287,"('insensitive', 'sensitive')",0.795585,0.9891287,0.1935437
8,0.93910164,0.85809636,"('unaffectionate', 'affectionate')",0.9391016,0.8580964,-0.0810052
9,1.4521732,1.5675977,"('unaffectionate', 'caring')",1.4521732,1.5675977,0.1154245
10,1.4409734,1.6091964,"('unsympathetic', 'sympathetic')",1.4409734,1.6091964,0.168223
11,2.045214,2.2020245,"('unhelpful', 'helpful')",2.0452139,2.2020245,0.1568106
12,-1.3356779,-1.2325021,"('unsupportive', 'supportive')",-1.3356779,-1.2325021,0.1031758
13,0.47476092,0.39027432,"('impolite', 'polite')",0.4747609,0.3902743,-0.0844866
14,-0.031298365,-0.09374192,"('antisocial', 'social')",-0.0312984,-0.0937419,-0.0624435
15,0.51886827,0.4612153,"('boring', 'funny')",0.5188683,0.4612153,-0.057653
16,-0.3058402,-0.22383443,"('unpopular', 'popular')",-0.3058402,-0.2238344,0.0820058
17,-0.15969887,-0.08753793,"('nasty', 'nice')",-0.1596989,-0.0875379,0.072161
18,-0.5519495,-0.6697643,"('disagreeable', 'welcoming')",-0.5519495,-0.6697643,-0.1178148
19,-0.5589721,-0.35048917,"('inhospitable', 'hospitable')",-0.5589721,-0.3504892,0.2084829
20,0.68756527,0.60727155,"('rough', 'thoughtful')",0.6875653,0.6072716,-0.0802937
21,0.26410633,0.51202714,"('immoral', 'moral')",0.2641063,0.5120271,0.2479208
22,-0.2910837,-0.23665115,"('untrustworthy', 'trustworthy')",-0.2910837,-0.2366512,0.0544325
23,6.235264,6.321554,"('insincere', 'sincere')",6.2352638,6.3215542,0.0862904
24,1.7671527,1.9260243,"('dishonest', 'honest')",1.7671527,1.9260243,0.1588716
25,0.37724045,0.18980956,"('egoistic', 'altruistic')",0.3772404,0.1898096,-0.1874308
26,0.059383124,-0.16291699,"('hardhearted', 'benevolent')",0.0593831,-0.162917,-0.2223001
27,1.6199543,1.4725318,"('hardhearted', 'softhearted')",1.6199543,1.4725318,-0.1474225
28,1.1256454,1.2316661,"('disloyal', 'loyal')",1.1256454,1.2316661,0.1060207
29,-0.6591065,-0.688525,"('unfair', 'fair')",-0.6591065,-0.688525,-0.0294185
30,0.7814811,0.8215983,"('intolerant', 'tolerant')",0.7814811,0.8215983,0.0401172
31,-1.5225738,-1.513768,"('evil', 'good')",-1.5225738,-1.513768,0.0088058
32,1.2607737,1.2829826,"('unkind', 'kind')",1.2607737,1.2829826,0.0222089
33,-0.55378604,-0.501101,"('wrong', 'right')",-0.553786,-0.501101,0.052685
34,4.292863,4.4978557,"('mean', 'honorable')",4.2928629,4.4978557,0.2049928
35,-1.2596849,-1.3632236,"('corrupt', 'incorrupt')",-1.2596849,-1.3632236,-0.1035387
36,-1.1480916,-1.2787275,"('hostile', 'amicable')",-1.1480916,-1.2787275,-0.1306359
37,1.0232085,1.1032242,"('fake', 'genuine')",1.0232085,1.1032242,0.0800157
38,-0.115390114,0.009329796,"('untruthful', 'truthful')",-0.1153901,0.0093298,0.1247199
39,0.043024737,0.005927209,"('exploitative', 'cooperative')",0.0430247,0.0059272,-0.0370975
40,-1.3748456,-1.4081751,"('stingy', 'generous')",-1.3748456,-1.4081751,-0.0333295
41,-0.0860564,-0.052153736,"('unforgiving', 'forgiving')",-0.0860564,-0.0521537,0.0339027
42,-1.7579801,-1.6121868,"('unreliable', 'reliable')",-1.7579801,-1.6121868,0.1457933
43,1.0805502,1.1613095,"('irresponsible', 'responsible')",1.0805502,1.1613095,0.0807593
44,-1.2084687,-1.384497,"('prejudiced', 'unprejudiced')",-1.2084687,-1.384497,-0.1760283
45,0.42051807,0.64062035,"('incompetent', 'competent')",0.4205181,0.6406204,0.2201023
46,-0.1923303,-0.11651801,"('uncompetitive', 'competitive')",-0.1923303,-0.116518,0.0758123
47,4.9605126,5.1408014,"('stupid', 'smart')",4.9605126,5.1408014,0.1802888
48,0.72155523,0.72708464,"('unintelligent', 'intelligent')",0.7215552,0.7270846,0.0055294
49,0.2334666,0.48171008,"('unable', 'able')",0.2334666,0.4817101,0.2482435
50,0.0028733192,0.11953902,"('clumsy', 'skillful')",0.0028733,0.119539,0.1166657
51,0.68140656,0.8485588,"('uneducated', 'educated')",0.6814066,0.8485588,0.1671522
52,-0.53335685,-0.4960767,"('irrational', 'rational')",-0.5333568,-0.4960767,0.0372801
53,0.1291506,0.13590004,"('uncreative', 'creative')",0.1291506,0.1359,0.0067494
54,1.1004801,1.3511623,"('incapable', 'capable')",1.1004801,1.3511623,0.2506822
55,1.0442349,1.1399,"('incompetent', 'clever')",1.0442349,1.1399,0.0956651
56,0.89032966,1.0791891,"('impractical', 'practical')",0.8903297,1.0791891,0.1888594
57,-2.2938778,-2.1327667,"('unimaginative', 'imaginative')",-2.2938778,-2.1327667,0.1611111
58,-0.22854188,-0.22363001,"('undiscriminating', 'discriminating')",-0.2285419,-0.22363,0.0049119
59,-0.15686952,-0.0291517,"('foolish', 'wise')",-0.1568695,-0.0291517,0.1277178
60,1.0071347,1.0879631,"('inefficient', 'efficient')",1.0071347,1.0879631,0.0808284
61,0.2341016,0.18059357,"('illogical', 'logical')",0.2341016,0.1805936,-0.053508
62,1.4018745,1.6819888,"('incompetent', 'brilliant')",1.4018745,1.6819888,0.2801143
63,0.7489568,0.98323417,"('unperceptive', 'insightful')",0.7489568,0.9832342,0.2342774
64,-5.4949803,-5.2283998,"('shy', 'confident')",-5.4949803,-5.2283998,0.2665805
65,0.84077984,0.84918946,"('insecure', 'secure')",0.8407798,0.8491895,0.0084097
66,-0.08979033,-0.08105649,"('inactive', 'active')",-0.0897903,-0.0810565,0.0087338
67,-0.49939764,-0.44052035,"('doubtful', 'determined')",-0.4993976,-0.4405203,0.0588773
68,-0.29253262,-0.14308266,"('dependent', 'independent')",-0.2925326,-0.1430827,0.1494499
69,-1.9573798,-1.8727833,"('lazy', 'industrious')",-1.9573798,-1.8727833,0.0845965
70,1.5144546,1.7357334,"('lethargic', 'energetic')",1.5144546,1.7357334,0.2212788
71,0.5105975,0.5972139,"('diffident', 'self-confident')",0.5105975,0.5972139,0.0866164
72,0.91431564,1.0292131,"('unambitious', 'ambitious')",0.9143156,1.0292131,0.1148975
73,-2.6536055,-2.5546553,"('helpless', 'self-reliant')",-2.6536055,-2.5546553,0.0989502
74,0.18612383,0.19864592,"('undedicated', 'dedicated')",0.1861238,0.1986459,0.0125221
75,-0.8405655,-0.7036083,"('meek', 'impulsive')",-0.8405655,-0.7036083,0.1369572
76,0.7587395,0.69857556,"('anxious', 'daring')",0.7587395,0.6985756,-0.0601639
77,-1.0946708,-0.9102725,"('unmotivated', 'motivated')",-1.0946708,-0.9102725,0.1843983
78,-0.55538577,-0.56058776,"('nonresilient', 'resilient')",-0.5553858,-0.5605878,-0.005202
79,-0.45627087,-0.28185228,"('wavering', 'unwavering')",-0.4562709,-0.2818523,0.1744186
80,0.03272112,0.08945785,"('dominated', 'dominating')",0.0327211,0.0894578,0.0567367
81,0.52715933,0.63433486,"('submissive', 'aggressive')",0.5271593,0.6343349,0.1071756
82,6.570539,6.767985,"('poor', 'rich')",6.570539,6.7679849,0.1974459
83,-0.5152722,-0.39549565,"('powerless', 'powerful')",-0.5152722,-0.3954957,0.1197765
84,0.12826368,0.20168659,"('inferior', 'superior')",0.1282637,0.2016866,0.0734229
85,-1.5855094,-1.6890159,"('insignificant', 'prestigious')",-1.5855094,-1.6890159,-0.1035065
86,0.57458127,0.8004708,"('uninfluential', 'influential')",0.5745813,0.8004708,0.2258895
87,0.25692898,0.55436254,"('unsuccessful', 'successful')",0.256929,0.5543625,0.2974335
88,-0.028582077,0.14254144,"('low', 'eminent')",-0.0285821,0.1425414,0.1711235
