,corteva_male,corteva_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0988362,-1.058563,"('unsociable', 'sociable')",-0.28950152,-0.34355426,-0.6941689,-0.7010586,-0.0068897
1,-1.8537447,-1.9108932,"('unfriendly', 'friendly')",1.6059687,1.4560695,-0.123888,-0.2274119,-0.1035239
2,1.0300212,1.080925,"('unlikable', 'likable')",0.50170684,0.62987405,0.765864,0.8553995,0.0895355
3,0.110915594,0.35731333,"('repellent', 'pleasant')",0.1552952,0.25760728,0.1331054,0.3074603,0.1743549
4,-0.07460838,-0.14874636,"('disliked', 'liked')",-6.2156787,-6.2850657,-3.1451435,-3.2169061,-0.0717626
5,-1.2863774,-1.4475242,"('distant', 'outgoing')",-0.19838142,-0.31443134,-0.7423794,-0.8809777,-0.1385983
6,-1.8444839,-1.9489261,"('distant', 'open')",0.16676593,0.023129642,-0.838859,-0.9628983,-0.1240393
7,-0.56490856,-0.3989811,"('insensitive', 'sensitive')",0.21839626,0.3388592,-0.1732562,-0.0300609,0.1431953
8,-1.0580895,-1.1780384,"('unaffectionate', 'affectionate')",0.75613165,0.6201723,-0.1509789,-0.278933,-0.1279541
9,-1.2968388,-1.3618191,"('unaffectionate', 'caring')",0.8105216,0.7455155,-0.2431586,-0.3081518,-0.0649932
10,-0.7469669,-0.5387948,"('unsympathetic', 'sympathetic')",-0.6203771,-0.5527634,-0.683672,-0.5457791,0.1378929
11,-0.5298749,-0.46918833,"('unhelpful', 'helpful')",1.3058742,1.4177895,0.3879997,0.4743006,0.0863009
12,-0.6454436,-0.50902,"('unsupportive', 'supportive')",-1.8273159,-1.7376955,-1.2363797,-1.1233578,0.1130219
13,-0.08133898,-0.08829631,"('impolite', 'polite')",-0.8559063,-0.77851003,-0.4686227,-0.4334032,0.0352195
14,0.571832,0.71165144,"('antisocial', 'social')",-0.21915796,-0.15485556,0.176337,0.2783979,0.1020609
15,0.19210553,-0.05757438,"('boring', 'funny')",0.6617765,0.59654766,0.426941,0.2694866,-0.1574544
16,-0.60377306,-0.59280455,"('unpopular', 'popular')",0.4597053,0.4777003,-0.0720339,-0.0575521,0.0144818
17,-0.18834871,-0.17248072,"('nasty', 'nice')",-0.25388664,-0.23457476,-0.2211177,-0.2035277,0.01759
18,-0.16369298,-0.06945668,"('disagreeable', 'welcoming')",-0.40082723,-0.44949353,-0.2822601,-0.2594751,0.022785
19,-1.1994619,-1.2246008,"('inhospitable', 'hospitable')",-0.2108542,-0.19439597,-0.7051581,-0.7094984,-0.0043403
20,0.38628808,0.42183843,"('rough', 'thoughtful')",1.4757047,1.3950948,0.9309964,0.9084666,-0.0225298
21,0.55331194,0.67166686,"('immoral', 'moral')",-0.39726847,-0.27627128,0.0780217,0.1976978,0.1196761
22,0.6022131,0.71434677,"('untrustworthy', 'trustworthy')",-0.8986311,-0.9033498,-0.148209,-0.0945015,0.0537075
23,-0.95099497,-0.82747763,"('insincere', 'sincere')",5.0533314,5.0089602,2.0511682,2.0907414,0.0395732
24,-0.6259157,-0.6152178,"('dishonest', 'honest')",0.6025186,0.55192655,-0.0116985,-0.0316456,-0.0199471
25,0.18782589,0.019751955,"('egoistic', 'altruistic')",1.7258954,1.5880239,0.9568607,0.8038879,-0.1529728
26,-0.37290317,-0.38537073,"('hardhearted', 'benevolent')",1.870699,1.804775,0.7488979,0.7097021,-0.0391958
27,-0.14704777,-0.19108242,"('hardhearted', 'softhearted')",1.3923409,1.258037,0.6226466,0.5334773,-0.0891693
28,-0.7186804,-0.81485,"('disloyal', 'loyal')",0.8356176,0.70744586,0.0584686,-0.0537021,-0.1121707
29,-0.4755347,-0.60331994,"('unfair', 'fair')",-0.34869444,-0.52401376,-0.4121146,-0.5636668,-0.1515522
30,0.7224972,0.8227883,"('intolerant', 'tolerant')",1.5911105,1.6159021,1.1568038,1.2193452,0.0625414
31,-1.3379502,-1.2456847,"('evil', 'good')",-0.7771121,-0.8953902,-1.0575311,-1.0705374,-0.0130063
32,0.069665596,-0.009804229,"('unkind', 'kind')",0.5220385,0.41312456,0.2958521,0.2016602,-0.0941919
33,0.084358126,-0.004638098,"('wrong', 'right')",-0.27977753,-0.35459867,-0.0977097,-0.1796184,-0.0819087
34,-0.5863655,-0.45664325,"('mean', 'honorable')",5.6350527,5.697057,2.5243435,2.6202068,0.0958633
35,0.29059154,-0.04034597,"('corrupt', 'incorrupt')",0.13849084,-0.12529074,0.2145412,-0.0828184,-0.2973596
36,-0.6869358,-0.8104621,"('hostile', 'amicable')",0.38531712,0.12456217,-0.1508093,-0.34295,-0.1921407
37,-0.101738274,-0.06624016,"('fake', 'genuine')",0.1549888,0.1770391,0.0266253,0.0553995,0.0287742
38,-0.99301624,-0.9845097,"('untruthful', 'truthful')",-0.26937407,-0.2539987,-0.6311952,-0.6192542,0.011941
39,0.5962057,0.6347947,"('exploitative', 'cooperative')",0.38981244,0.42850724,0.4930091,0.531651,0.0386419
40,0.3965948,0.4726512,"('stingy', 'generous')",-1.4821216,-1.6093755,-0.5427634,-0.5683621,-0.0255987
41,-0.13793957,0.025319545,"('unforgiving', 'forgiving')",-0.04504118,-0.08287877,-0.0914904,-0.0287796,0.0627108
42,0.7411778,0.8974763,"('unreliable', 'reliable')",-3.2667391,-3.1260128,-1.2627807,-1.1142683,0.1485124
43,-0.48300847,-0.33002955,"('irresponsible', 'responsible')",0.6607286,0.74227965,0.08886,0.2061251,0.1172651
44,0.8222782,0.70909107,"('prejudiced', 'unprejudiced')",-1.2234472,-1.263385,-0.2005845,-0.277147,-0.0765625
45,-0.8050484,-0.50631714,"('incompetent', 'competent')",-0.28226846,-0.20576684,-0.5436584,-0.356042,0.1876164
46,-0.18474287,0.051448807,"('uncompetitive', 'competitive')",-0.6387589,-0.5033614,-0.4117509,-0.2259563,0.1857946
47,0.0042377803,0.103427514,"('stupid', 'smart')",5.139636,5.2215247,2.5719368,2.6624761,0.0905393
