,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5863716,-0.6445199,"('unsociable', 'sociable')",-0.29534844,-0.40444764,-0.44086,-0.5244838,-0.0836238
1,1.0583844,1.1110319,"('unfriendly', 'friendly')",2.2649057,2.1118321,1.6616451,1.6114321,-0.050213
2,0.06941289,0.043113925,"('unlikable', 'likable')",0.5883734,0.61097735,0.3288932,0.3270456,-0.0018476
3,-1.415346,-1.2759712,"('repellent', 'pleasant')",0.14704312,0.18161601,-0.6341515,-0.5471776,0.0869739
4,0.05825174,0.0676568,"('disliked', 'liked')",-6.793009,-6.8877707,-3.3673785,-3.4100568,-0.0426783
5,1.4016349,1.4155444,"('distant', 'outgoing')",0.025129274,0.0046668984,0.7133821,0.7101057,-0.0032764
6,1.5972594,1.6693048,"('distant', 'open')",0.5408178,0.51776165,1.0690386,1.0935333,0.0244947
7,-0.4916466,-0.39665818,"('insensitive', 'sensitive')",0.8308408,0.8521088,0.1695971,0.2277253,0.0581282
8,0.7797427,0.7815905,"('unaffectionate', 'affectionate')",0.8992639,0.80375975,0.8395033,0.7926751,-0.0468282
9,0.9683052,0.95126295,"('unaffectionate', 'caring')",1.2864696,1.2639136,1.1273874,1.1075883,-0.0197991
10,-2.2753618,-2.243538,"('unsympathetic', 'sympathetic')",-0.49832368,-0.47113442,-1.3868427,-1.3573362,0.0295065
11,-0.60281366,-0.6248871,"('unhelpful', 'helpful')",1.9538176,2.0813034,0.6755019,0.7282081,0.0527062
12,-0.06633884,-0.013368078,"('unsupportive', 'supportive')",-1.4913477,-1.502836,-0.7788433,-0.7581021,0.0207412
13,-0.57845587,-0.72266483,"('impolite', 'polite')",-0.4196931,-0.41108918,-0.4990745,-0.566877,-0.0678025
14,-1.2949018,-1.2909298,"('antisocial', 'social')",-0.8055123,-0.8415154,-1.0502071,-1.0662227,-0.0160156
15,1.0305154,0.94627625,"('boring', 'funny')",0.33572754,0.3470117,0.6831215,0.646644,-0.0364775
16,0.3475539,0.45884132,"('unpopular', 'popular')",0.5603964,0.6104772,0.4539751,0.5346593,0.0806842
17,0.09999916,0.1567021,"('nasty', 'nice')",-0.4654614,-0.3863497,-0.1827311,-0.1148238,0.0679073
18,-1.050216,-0.9913519,"('disagreeable', 'welcoming')",-0.30639148,-0.34611598,-0.6783037,-0.668734,0.0095697
19,-0.41022462,-0.4089004,"('inhospitable', 'hospitable')",0.17592172,0.21666415,-0.1171514,-0.0961181,0.0210333
20,-0.23527116,-0.15798764,"('rough', 'thoughtful')",1.1359212,1.0823278,0.450325,0.4621701,0.0118451
21,-1.7375373,-1.7710077,"('immoral', 'moral')",-0.65030104,-0.60923606,-1.1939192,-1.1901219,0.0037973
22,-1.413929,-1.4133005,"('untrustworthy', 'trustworthy')",-0.857361,-0.9138098,-1.135645,-1.1635551,-0.0279101
23,-0.7797384,-0.82204014,"('insincere', 'sincere')",6.528736,6.524615,2.8744988,2.8512874,-0.0232114
24,-0.23582955,-0.26295602,"('dishonest', 'honest')",0.94732666,0.8554992,0.3557486,0.2962716,-0.059477
25,1.0239596,1.0782772,"('egoistic', 'altruistic')",1.7031645,1.6663915,1.3635621,1.3723344,0.0087723
26,0.8204928,0.75261146,"('hardhearted', 'benevolent')",1.5390048,1.3442309,1.1797488,1.0484211,-0.1313277
27,0.55479926,0.6167919,"('hardhearted', 'softhearted')",1.381667,1.3220563,0.9682331,0.9694241,0.001191
28,-1.2366352,-1.3239347,"('disloyal', 'loyal')",0.80975395,0.73974204,-0.2134406,-0.2920963,-0.0786557
29,-0.32680756,-0.3069182,"('unfair', 'fair')",-0.20161816,-0.3258221,-0.2642128,-0.3163701,-0.0521573
30,-0.69853777,-0.7286894,"('intolerant', 'tolerant')",0.80812156,0.753498,0.0547919,0.0124043,-0.0423876
31,0.36299947,0.45324713,"('evil', 'good')",-0.8337173,-0.925129,-0.2353589,-0.2359409,-0.000582
32,-0.20687917,-0.30894038,"('unkind', 'kind')",1.2858323,1.0941166,0.5394766,0.3925881,-0.1468885
33,1.2636133,1.1708453,"('wrong', 'right')",-0.39142895,-0.46263877,0.4360922,0.3541033,-0.0819889
34,0.5623736,0.6924333,"('mean', 'honorable')",6.5836287,6.7274485,3.5730011,3.7099409,0.1369398
35,1.0031586,0.94018865,"('corrupt', 'incorrupt')",-0.3322561,-0.45657182,0.3354512,0.2418084,-0.0936428
36,1.6738534,1.6002052,"('hostile', 'amicable')",0.09569829,-0.10295041,0.8847758,0.7486274,-0.1361484
37,-1.0203642,-1.0275596,"('fake', 'genuine')",0.34574237,0.35167986,-0.3373109,-0.3379399,-0.000629
38,-0.20500264,-0.18058985,"('untruthful', 'truthful')",0.1794389,0.24360518,-0.0127819,0.0315077,0.0442896
39,0.5868403,0.5348555,"('exploitative', 'cooperative')",0.21534827,0.17096634,0.4010943,0.3529109,-0.0481834
40,0.16921592,0.24632476,"('stingy', 'generous')",-1.4191328,-1.5278268,-0.6249585,-0.640751,-0.0157925
41,-0.52374023,-0.46036187,"('unforgiving', 'forgiving')",-0.121115014,-0.23446906,-0.3224276,-0.3474154,-0.0249878
42,-0.66054374,-0.6520005,"('unreliable', 'reliable')",-3.4358728,-3.3365824,-2.0482082,-1.9942914,0.0539168
43,-0.96774495,-0.9020884,"('irresponsible', 'responsible')",0.68806136,0.6942291,-0.1398418,-0.1039296,0.0359122
44,-0.35484448,-0.33456784,"('prejudiced', 'unprejudiced')",-1.7227389,-1.6693922,-1.0387917,-1.0019801,0.0368116
