,enphase_male,enphase_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.984283,-2.0881019,"('unsociable', 'sociable')",0.38067228,0.25146696,-0.51798743,-0.64391047,-0.7071994,-0.8268484,-0.119649
1,-2.2616172,-2.3813953,"('unfriendly', 'friendly')",0.38561922,0.20077905,1.7371203,1.6374377,-0.0462926,-0.1810596,-0.134767
2,0.49840623,0.5164865,"('unlikable', 'likable')",1.381393,1.3456793,0.86677283,0.95125765,0.915524,0.9378078,0.0222838
3,-0.66978586,-0.6469982,"('repellent', 'pleasant')",-0.16910231,-0.12096742,-0.029601868,-0.049018748,-0.2894967,-0.2723281,0.0171686
4,-0.016146587,-0.09389934,"('disliked', 'liked')",0.27727354,0.16225702,-5.262982,-5.4119396,-1.667285,-1.7811941,-0.1139091
5,-0.5852099,-0.59942055,"('distant', 'outgoing')",-0.23844536,-0.2821412,-0.14485863,-0.16844201,-0.3228379,-0.3500013,-0.0271634
6,-0.6496654,-0.6941237,"('distant', 'open')",-0.82394844,-0.9273287,0.15956241,0.09539298,-0.4380171,-0.5086865,-0.0706694
7,-0.9341862,-0.96745574,"('insensitive', 'sensitive')",0.6992324,0.70509136,0.57242084,0.5700092,0.112489,0.1025483,-0.0099407
8,-1.7294416,-1.7811761,"('unaffectionate', 'affectionate')",-0.67334545,-0.8070786,0.56801313,0.4967833,-0.6115913,-0.6971571,-0.0855658
9,-2.1070595,-2.2035694,"('unaffectionate', 'caring')",0.35187635,0.24368608,0.85762477,0.8292992,-0.2991861,-0.3768614,-0.0776753
10,-1.9446466,-2.03238,"('unsympathetic', 'sympathetic')",-0.40965873,-0.45711076,-0.6550014,-0.7110902,-1.0031022,-1.0668604,-0.0637582
11,-1.1209497,-1.1160029,"('unhelpful', 'helpful')",0.62188804,0.64985687,1.4428717,1.5165353,0.3146033,0.3501298,0.0355265
12,-1.1285329,-1.1793432,"('unsupportive', 'supportive')",0.7730324,0.7905511,-1.5087992,-1.5225323,-0.6214332,-0.6371082,-0.015675
13,-1.2702007,-1.2820631,"('impolite', 'polite')",0.16069414,0.23976573,-0.5921811,-0.6033761,-0.5672292,-0.5485578,0.0186714
14,-0.98231167,-0.96296275,"('antisocial', 'social')",0.9835377,1.015902,-0.6658047,-0.68905234,-0.2215262,-0.2120377,0.0094885
15,0.19608688,0.14835349,"('boring', 'funny')",0.00857041,-0.06915253,0.57323664,0.55089223,0.259298,0.2100311,-0.0492669
16,-0.20703861,-0.21578857,"('unpopular', 'popular')",-0.42896557,-0.5388496,0.46033207,0.42875814,-0.0585574,-0.1086267,-0.0500693
17,-0.115854084,-0.07388377,"('nasty', 'nice')",-0.78145343,-0.7221708,-0.37909842,-0.3123523,-0.4254686,-0.369469,0.0559996
18,-0.8756359,-0.9387588,"('disagreeable', 'welcoming')",-0.7720487,-0.83117294,-0.432197,-0.51500154,-0.6932939,-0.7616444,-0.0683505
19,-1.4141966,-1.4275095,"('inhospitable', 'hospitable')",-1.1769953,-1.2330508,-0.08751267,-0.030734878,-0.8929015,-0.8970984,-0.0041969
20,-0.29904842,-0.33480978,"('rough', 'thoughtful')",0.106637314,0.10529038,0.80199265,0.7314214,0.2031938,0.1673007,-0.0358931
21,-0.40181732,-0.4939798,"('immoral', 'moral')",1.287907,1.2760334,-0.54498094,-0.49308702,0.1137029,0.0963222,-0.0173807
22,-0.8554458,-0.90706533,"('untrustworthy', 'trustworthy')",-0.62651163,-0.7313333,-0.80625254,-0.8816256,-0.7627366,-0.8400081,-0.0772715
23,-1.6862867,-1.7760878,"('insincere', 'sincere')",0.2928786,0.24033964,4.8447347,4.855798,1.1504422,1.1066833,-0.0437589
24,-0.9467731,-0.9970839,"('dishonest', 'honest')",0.7251141,0.66321945,0.5798803,0.53954214,0.1194071,0.0685592,-0.0508479
25,-0.66507,-0.671623,"('egoistic', 'altruistic')",0.730909,0.66601336,1.6298838,1.5919771,0.5652409,0.5287892,-0.0364517
26,-0.862363,-0.92859554,"('hardhearted', 'benevolent')",0.62583476,0.57020944,1.6301504,1.6072897,0.4645407,0.4163012,-0.0482395
27,-0.51701325,-0.56552,"('hardhearted', 'softhearted')",0.21345142,0.18507197,1.4658271,1.3286095,0.3874218,0.3160538,-0.071368
28,-1.3284638,-1.4417994,"('disloyal', 'loyal')",0.2812171,0.10169955,0.8004704,0.7292391,-0.0822588,-0.2036202,-0.1213614
29,-0.7477816,-0.79269993,"('unfair', 'fair')",-0.73316944,-0.7808342,-0.5108929,-0.61066866,-0.663948,-0.7280676,-0.0641196
30,-0.7898178,-0.8466041,"('intolerant', 'tolerant')",1.215235,1.1667461,1.2456686,1.1540346,0.5570286,0.4913922,-0.0656364
31,-0.49303573,-0.43276638,"('evil', 'good')",-1.3247311,-1.3493531,-0.78766406,-0.84276295,-0.868477,-0.8749608,-0.0064838
32,-0.25029778,-0.33986342,"('unkind', 'kind')",0.47388119,0.4046094,0.7428144,0.68270445,0.3221326,0.2491502,-0.0729824
33,0.046205565,0.0040045064,"('wrong', 'right')",0.91650724,0.8308181,-0.3145496,-0.3769205,0.2160544,0.152634,-0.0634204
34,-0.33936042,-0.26361343,"('mean', 'honorable')",0.3975337,0.44607705,5.3227863,5.4615645,1.7936532,1.8813427,0.0876895
35,1.1779264,1.1627734,"('corrupt', 'incorrupt')",-0.9088174,-1.0108914,0.11273829,-0.038406737,0.1272824,0.0378251,-0.0894573
36,0.060450494,-0.014995844,"('hostile', 'amicable')",-1.0556462,-1.2783141,0.32588422,0.093938604,-0.2231038,-0.3997904,-0.1766866
37,0.28731206,0.27074423,"('fake', 'genuine')",0.1746344,0.13654535,0.097711205,0.08099205,0.1865526,0.1627605,-0.0237921
38,-1.4628346,-1.4815013,"('untruthful', 'truthful')",0.18527254,0.14941621,-0.13909447,-0.10868127,-0.4722188,-0.4802555,-0.0080367
39,0.24401638,0.28889927,"('exploitative', 'cooperative')",0.3639007,0.4743436,0.13671136,0.15479408,0.2482095,0.3060123,0.0578028
40,-0.061742105,-0.13641182,"('stingy', 'generous')",0.31309086,0.22107823,-1.1684083,-1.3741819,-0.3056865,-0.4298385,-0.124152
41,-1.0745227,-1.1394222,"('unforgiving', 'forgiving')",-0.26227075,-0.400788,0.12935095,-0.0021160804,-0.4024808,-0.5141088,-0.111628
42,0.09907944,0.0894558,"('unreliable', 'reliable')",0.043260206,0.03696868,-2.9118056,-2.9449635,-0.9231553,-0.939513,-0.0163577
43,-1.3444296,-1.3889217,"('irresponsible', 'responsible')",1.1504688,1.1887664,0.23132469,0.25769132,0.0124546,0.0191786,0.006724
44,0.9484041,0.9755462,"('prejudiced', 'unprejudiced')",-0.2254529,-0.14298996,-1.315631,-1.3152006,-0.19756,-0.1608814,0.0366786
45,-1.6201262,-1.6756533,"('incompetent', 'competent')",-0.21094567,-0.305637,-0.37209883,-0.41881904,-0.7343903,-0.8000364,-0.0656461
46,-1.3509338,-1.3896456,"('uncompetitive', 'competitive')",0.46402746,0.49833712,-0.577788,-0.6393083,-0.4882314,-0.5102056,-0.0219742
47,-0.36642885,-0.297227,"('stupid', 'smart')",1.2220172,1.2944652,5.0851107,5.2332497,1.980233,2.0768293,0.0965963
48,-0.59092706,-0.6583591,"('unintelligent', 'intelligent')",1.3395932,1.2832401,0.6746267,0.66009986,0.474431,0.4283269,-0.0461041
49,0.07784286,0.09642694,"('unable', 'able')",0.25235376,0.31851512,-0.123411134,-0.00841666,0.0689285,0.1355085,0.06658
50,0.7652321,0.74937266,"('clumsy', 'skillful')",-0.10280801,-0.18655245,0.21255797,0.12414002,0.2916607,0.2289867,-0.062674
51,-1.0439721,-1.0932415,"('uneducated', 'educated')",0.2769562,0.19407235,0.5018294,0.47232744,-0.0883955,-0.1422805,-0.053885
52,0.17145242,0.06754799,"('irrational', 'rational')",-0.28492257,-0.44624114,0.47329685,0.35294145,0.1199422,-0.0085839,-0.1285261
53,-1.9266796,-1.991788,"('uncreative', 'creative')",0.692894,0.5717588,0.7360221,0.6460771,-0.1659212,-0.257984,-0.0920628
54,-0.72911114,-0.7008155,"('incapable', 'capable')",-0.26982442,-0.27007404,0.8531857,0.9536234,-0.0485833,-0.0057554,0.0428279
55,-1.2258934,-1.2560555,"('incompetent', 'clever')",0.21001571,0.17595488,-0.0036627352,-0.008987602,-0.3398468,-0.3630294,-0.0231826
56,-0.69108874,-0.73683786,"('impractical', 'practical')",1.0871457,1.1481041,-0.37378293,-0.3072321,0.0074247,0.034678,0.0272533
57,-1.446976,-1.5060201,"('unimaginative', 'imaginative')",0.721467,0.6548053,-2.0883079,-2.1642845,-0.9379389,-1.0051664,-0.0672275
58,-0.90106153,-0.9579793,"('undiscriminating', 'discriminating')",0.77672577,0.7179017,0.07874414,0.01340612,-0.0151972,-0.0755572,-0.06036
59,0.41236,0.41148874,"('foolish', 'wise')",0.84382355,0.7998729,0.6441545,0.6377241,0.6334461,0.6163619,-0.0170842
60,-0.6014424,-0.623806,"('inefficient', 'efficient')",2.3290336,2.4324737,-0.27203047,-0.18298805,0.4851869,0.5418932,0.0567063
61,-0.44994035,-0.5336829,"('illogical', 'logical')",1.1633866,1.0537056,0.22685747,0.10875587,0.3134346,0.2095929,-0.1038417
62,-0.7028222,-0.68761045,"('incompetent', 'brilliant')",0.68232733,0.7911478,-0.02863435,0.117990226,-0.0163764,0.0738425,0.0902189
63,-1.2950835,-1.3086956,"('unperceptive', 'insightful')",0.7500989,0.7373058,0.711937,0.74780333,0.0556508,0.0588045,0.0031537
64,0.3890626,0.37507373,"('shy', 'confident')",0.9800564,0.96739864,-5.817452,-5.8822427,-1.4827776,-1.5132567,-0.0304791
65,-0.4653715,-0.46562064,"('insecure', 'secure')",0.79550934,0.7718957,-0.54011214,-0.53433955,-0.0699914,-0.0760215,-0.0060301
66,-0.018964335,0.022498764,"('inactive', 'active')",-1.0191562,-1.0141348,0.90049917,0.88204676,-0.0458738,-0.0365297,0.0093441
67,0.10749306,0.15634461,"('doubtful', 'determined')",-0.27374363,-0.20347428,-0.70103955,-0.63269323,-0.2890967,-0.2266076,0.0624891
68,0.029597476,0.039728068,"('dependent', 'independent')",-0.00422698,-0.005022736,-0.47095117,-0.5108759,-0.1485269,-0.1587235,-0.0101966
69,1.652254,1.7006855,"('lazy', 'industrious')",0.5513545,0.51181877,-0.28851983,-0.30674827,0.6383629,0.635252,-0.0031109
70,-0.76953,-0.80096275,"('lethargic', 'energetic')",0.3560424,0.41341957,0.31409344,0.358197,-0.0331314,-0.0097821,0.0233493
71,-0.63492537,-0.6141154,"('diffident', 'self-confident')",1.4222959,1.4805613,0.6500916,0.6842575,0.479154,0.5169011,0.0377471
