,adient_male,adient_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.6558345,-0.6494492,"('unsociable', 'sociable')",-0.31657675,-0.3884904,-0.4862056,-0.5189698,-0.0327642
1,-2.279469,-2.355703,"('unfriendly', 'friendly')",2.2957318,2.1395497,0.0081314,-0.1080767,-0.1162081
2,0.35506928,0.3822371,"('unlikable', 'likable')",0.20952839,0.17740051,0.2822988,0.2798188,-0.00248
3,-0.3284817,-0.24740145,"('repellent', 'pleasant')",-0.29609185,-0.28736526,-0.3122868,-0.2673833,0.0449035
4,-0.89565855,-0.8671722,"('disliked', 'liked')",-4.7480536,-4.6246853,-2.821856,-2.7459288,0.0759272
5,-1.379118,-1.4269319,"('distant', 'outgoing')",0.26973534,0.17209718,-0.5546913,-0.6274173,-0.072726
6,-1.8503867,-1.9097786,"('distant', 'open')",0.361992,0.23349518,-0.7441974,-0.8381417,-0.0939443
7,0.39058512,0.42267352,"('insensitive', 'sensitive')",0.66674215,0.6531854,0.5286636,0.5379295,0.0092659
8,-1.4234453,-1.4704916,"('unaffectionate', 'affectionate')",1.1388067,0.9280199,-0.1423193,-0.2712359,-0.1289166
9,-1.4276552,-1.4310005,"('unaffectionate', 'caring')",1.2757002,1.1213522,-0.0759775,-0.1548241,-0.0788466
10,0.08400768,0.14268854,"('unsympathetic', 'sympathetic')",-0.4713238,-0.46395805,-0.1936581,-0.1606348,0.0330233
11,-0.34684467,-0.31527418,"('unhelpful', 'helpful')",0.9477808,0.92280275,0.3004681,0.3037643,0.0032962
12,-0.5410293,-0.46788728,"('unsupportive', 'supportive')",-1.0410384,-1.0257909,-0.7910339,-0.7468391,0.0441948
13,-0.14013195,-0.13233879,"('impolite', 'polite')",-0.7638905,-0.72661567,-0.4520112,-0.4294772,0.022534
14,1.2879515,1.2897143,"('antisocial', 'social')",0.5508223,0.5868638,0.9193869,0.938289,0.0189021
15,-0.057535656,-0.13515916,"('boring', 'funny')",-0.07636912,-0.12392078,-0.0669524,-0.12954,-0.0625876
