,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.360166,0.2420003,"('unsociable', 'sociable')",-0.7058897,-0.8577773,-0.9227074,-1.1268823,-1.6903185,-1.7388928,-0.68845844,-0.88594794,-0.7294416,-0.8735001,-0.1440585
1,0.5586905,0.32159126,"('unfriendly', 'friendly')",-0.8579724,-0.95101804,0.22345057,-0.018370014,1.2437739,1.1972555,1.9609988,1.6979715,0.6257883,0.449486,-0.1763023
2,0.60981625,0.6922772,"('unlikable', 'likable')",-0.2150304,-0.14156461,1.3205081,1.4236472,0.66347754,0.709675,0.5491472,0.68936104,0.5855837,0.6746792,0.0890955
3,-1.0504253,-0.940967,"('repellent', 'pleasant')",0.111444846,0.090822235,-0.50815684,-0.52388316,-1.655168,-1.640149,-0.21807683,-0.1961975,-0.6640764,-0.6420749,0.0220015
4,0.21730855,0.05249544,"('disliked', 'liked')",-0.6692197,-0.7654427,0.85188836,0.736168,1.0052259,1.0170267,-4.9904814,-4.9837875,-0.7170557,-0.788708,-0.0716523
5,0.07395841,-0.004936613,"('distant', 'outgoing')",-0.43763465,-0.3998756,0.87405896,0.9341515,2.9155889,2.9943402,0.3032124,0.3387422,0.7458368,0.7724844,0.0266476
6,-0.36789483,-0.46283776,"('distant', 'open')",0.45504475,0.53794926,0.83201,0.92757064,2.2615595,2.3717709,0.7042325,0.7273982,0.7769904,0.8203703,0.0433799
7,-0.0694649,-0.1820164,"('insensitive', 'sensitive')",0.42416918,0.45074597,-1.6353028,-1.6266792,-1.110129,-1.0872219,0.45943862,0.32604328,-0.3862578,-0.4238256,-0.0375678
8,0.88243836,0.8163393,"('unaffectionate', 'affectionate')",-0.9527718,-0.9433373,0.35619473,0.27819094,1.5870135,1.5695469,1.0809685,0.89648944,0.5907686,0.5234458,-0.0673228
9,1.425415,1.3115294,"('unaffectionate', 'caring')",0.2079827,0.24690531,0.040424094,-0.13633212,0.60167176,0.55189985,1.2218558,1.0012593,0.6994699,0.5950523,-0.1044176
10,0.5214293,0.36928576,"('unsympathetic', 'sympathetic')",-0.48576796,-0.5690217,-2.2342222,-2.459616,-3.6001828,-3.6623392,-0.45227116,-0.62939847,-1.2502028,-1.3902179,-0.1400151
11,-0.1761253,-0.20589562,"('unhelpful', 'helpful')",-1.150762,-1.119222,-2.1330314,-2.2028637,-2.0830112,-2.1444566,1.5987478,1.5502323,-0.7888364,-0.8244411,-0.0356047
