,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-1.6746354,-1.930401,"('unsociable', 'sociable')",-1.6746354,-1.930401,-0.2557656
1,-0.24960276,-0.4657081,"('unfriendly', 'friendly')",-0.2496028,-0.4657081,-0.2161053
2,0.40392628,0.5209884,"('unlikable', 'likable')",0.4039263,0.5209884,0.1170621
3,-1.0578811,-0.91539973,"('repellent', 'pleasant')",-1.0578811,-0.9153997,0.1424814
4,-0.92454624,-1.0517161,"('disliked', 'liked')",-0.9245462,-1.0517161,-0.1271699
5,0.6609116,0.77812576,"('distant', 'outgoing')",0.6609116,0.7781258,0.1172142
6,0.64052594,0.6903771,"('distant', 'open')",0.6405259,0.6903771,0.0498512
7,-0.90885824,-0.9513606,"('insensitive', 'sensitive')",-0.9088582,-0.9513606,-0.0425024
8,-0.072812505,-0.11658642,"('unaffectionate', 'affectionate')",-0.0728125,-0.1165864,-0.0437739
9,0.0027408358,-0.07494786,"('unaffectionate', 'caring')",0.0027408,-0.0749479,-0.0776887
10,-2.3727648,-2.5312984,"('unsympathetic', 'sympathetic')",-2.3727648,-2.5312984,-0.1585336
11,-0.6373845,-0.5939854,"('unhelpful', 'helpful')",-0.6373845,-0.5939854,0.0433991
12,-1.1211168,-1.1302496,"('unsupportive', 'supportive')",-1.1211168,-1.1302496,-0.0091328
13,-1.6099699,-1.6744214,"('impolite', 'polite')",-1.6099699,-1.6744214,-0.0644515
14,-1.7074611,-1.8543601,"('antisocial', 'social')",-1.7074611,-1.8543601,-0.146899
15,1.3082656,1.0877101,"('boring', 'funny')",1.3082656,1.0877101,-0.2205555
16,-0.31620046,-0.26821852,"('unpopular', 'popular')",-0.3162005,-0.2682185,0.047982
17,0.20227304,0.18505266,"('nasty', 'nice')",0.202273,0.1850527,-0.0172203
18,-0.4705452,-0.30134937,"('disagreeable', 'welcoming')",-0.4705452,-0.3013494,0.1691958
19,0.19562957,0.31235763,"('inhospitable', 'hospitable')",0.1956296,0.3123576,0.116728
20,-0.054563116,-0.08325403,"('rough', 'thoughtful')",-0.0545631,-0.083254,-0.0286909
21,-1.2734424,-1.1590652,"('immoral', 'moral')",-1.2734424,-1.1590652,0.1143772
22,-0.37112057,-0.51718265,"('untrustworthy', 'trustworthy')",-0.3711206,-0.5171826,-0.146062
23,0.42007643,0.39415094,"('insincere', 'sincere')",0.4200764,0.3941509,-0.0259255
24,-0.79981464,-0.8327519,"('dishonest', 'honest')",-0.7998146,-0.8327519,-0.0329373
25,0.71705365,0.7673701,"('egoistic', 'altruistic')",0.7170537,0.7673701,0.0503164
26,1.0366403,0.60972863,"('hardhearted', 'benevolent')",1.0366403,0.6097286,-0.4269117
27,0.2203729,0.107136555,"('hardhearted', 'softhearted')",0.2203729,0.1071366,-0.1132363
28,-1.0581195,-1.2508678,"('disloyal', 'loyal')",-1.0581195,-1.2508678,-0.1927483
29,-0.3580209,-0.35718828,"('unfair', 'fair')",-0.3580209,-0.3571883,0.0008326
30,-0.9380626,-0.8891236,"('intolerant', 'tolerant')",-0.9380626,-0.8891236,0.048939
31,0.19462831,0.26957312,"('evil', 'good')",0.1946283,0.2695731,0.0749448
32,-0.12994365,-0.23467255,"('unkind', 'kind')",-0.1299437,-0.2346725,-0.1047288
33,1.0224364,0.93650895,"('wrong', 'right')",1.0224364,0.936509,-0.0859274
34,1.192261,1.5043961,"('mean', 'honorable')",1.192261,1.5043961,0.3121351
35,1.7418764,1.6648337,"('corrupt', 'incorrupt')",1.7418764,1.6648337,-0.0770427
36,1.1531775,1.1192793,"('hostile', 'amicable')",1.1531775,1.1192793,-0.0338982
37,0.25983608,0.3012599,"('fake', 'genuine')",0.2598361,0.3012599,0.0414238
38,-0.21114357,-0.26091173,"('untruthful', 'truthful')",-0.2111436,-0.2609117,-0.0497681
39,-0.2138244,-0.16784927,"('exploitative', 'cooperative')",-0.2138244,-0.1678493,0.0459751
40,-0.9169761,-0.9914471,"('stingy', 'generous')",-0.9169761,-0.9914471,-0.074471
41,-0.63239914,-0.7955156,"('unforgiving', 'forgiving')",-0.6323991,-0.7955156,-0.1631165
42,-0.84464157,-0.70944995,"('unreliable', 'reliable')",-0.8446416,-0.7094499,0.1351917
43,-1.3987365,-1.3158118,"('irresponsible', 'responsible')",-1.3987365,-1.3158118,0.0829247
44,0.7841151,0.90286016,"('prejudiced', 'unprejudiced')",0.7841151,0.9028602,0.1187451
45,-0.52825606,-0.80001104,"('incompetent', 'competent')",-0.5282561,-0.800011,-0.2717549
46,-1.9631414,-2.0721698,"('uncompetitive', 'competitive')",-1.9631414,-2.0721698,-0.1090284
47,1.1177385,1.1713563,"('stupid', 'smart')",1.1177385,1.1713563,0.0536178
48,-1.3738033,-1.3465021,"('unintelligent', 'intelligent')",-1.3738033,-1.3465021,0.0273012
49,-0.16788672,0.13778163,"('unable', 'able')",-0.1678867,0.1377816,0.3056683
