,acid_male,acid_female,tuple,average_male,average_female,female-male
0,0.2169168,0.17522407,"('unsociable', 'sociable')",0.2169168,0.1752241,-0.0416927
1,1.055662,0.9433644,"('unfriendly', 'friendly')",1.055662,0.9433644,-0.1122976
2,0.070898205,0.20911396,"('unlikable', 'likable')",0.0708982,0.209114,0.1382158
3,0.8755745,0.9579721,"('repellent', 'pleasant')",0.8755745,0.9579721,0.0823976
4,-7.2594166,-7.487115,"('disliked', 'liked')",-7.2594166,-7.4871149,-0.2276983
5,-0.78526133,-0.82917225,"('distant', 'outgoing')",-0.7852613,-0.8291723,-0.043911
6,-0.27420473,-0.41212028,"('distant', 'open')",-0.2742047,-0.4121203,-0.1379156
7,1.2683337,1.2750206,"('insensitive', 'sensitive')",1.2683337,1.2750206,0.0066869
8,0.976437,0.8399624,"('unaffectionate', 'affectionate')",0.976437,0.8399624,-0.1364746
9,1.4263998,1.421444,"('unaffectionate', 'caring')",1.4263998,1.4214441,-0.0049557
10,1.4106548,1.4640197,"('unsympathetic', 'sympathetic')",1.4106548,1.4640197,0.0533649
11,1.8149165,1.8867898,"('unhelpful', 'helpful')",1.8149165,1.8867898,0.0718733
12,-1.4742563,-1.5086023,"('unsupportive', 'supportive')",-1.4742563,-1.5086023,-0.034346
13,0.14859182,0.25548065,"('impolite', 'polite')",0.1485918,0.2554806,0.1068888
14,0.31949925,0.31694448,"('antisocial', 'social')",0.3194993,0.3169445,-0.0025548
15,0.21837707,0.12074107,"('boring', 'funny')",0.2183771,0.1207411,-0.097636
16,-0.40584454,-0.44851393,"('unpopular', 'popular')",-0.4058445,-0.4485139,-0.0426694
17,-0.1477056,-0.15557443,"('nasty', 'nice')",-0.1477056,-0.1555744,-0.0078688
18,-0.5398464,-0.5062412,"('disagreeable', 'welcoming')",-0.5398464,-0.5062412,0.0336052
19,-1.0266193,-1.0686927,"('inhospitable', 'hospitable')",-1.0266193,-1.0686927,-0.0420734
20,0.97560745,0.9279854,"('rough', 'thoughtful')",0.9756075,0.9279854,-0.0476221
21,0.12554307,0.31009066,"('immoral', 'moral')",0.1255431,0.3100907,0.1845476
22,-0.12636189,-0.10522673,"('untrustworthy', 'trustworthy')",-0.1263619,-0.1052267,0.0211352
23,6.0125284,6.167537,"('insincere', 'sincere')",6.0125284,6.1675372,0.1550088
24,1.6085082,1.5727137,"('dishonest', 'honest')",1.6085082,1.5727137,-0.0357945
25,0.25440696,0.23729734,"('egoistic', 'altruistic')",0.254407,0.2372973,-0.0171097
26,0.85428643,0.60150105,"('hardhearted', 'benevolent')",0.8542864,0.601501,-0.2527854
27,1.6313286,1.4213552,"('hardhearted', 'softhearted')",1.6313286,1.4213552,-0.2099734
28,1.1958568,1.1381425,"('disloyal', 'loyal')",1.1958568,1.1381425,-0.0577143
29,-0.5632787,-0.70804197,"('unfair', 'fair')",-0.5632787,-0.708042,-0.1447633
30,0.8064539,0.9001547,"('intolerant', 'tolerant')",0.8064539,0.9001547,0.0937008
31,-1.5910956,-1.7572602,"('evil', 'good')",-1.5910956,-1.7572602,-0.1661646
32,1.2376997,1.1494163,"('unkind', 'kind')",1.2376997,1.1494163,-0.0882834
33,-0.6593837,-0.7256412,"('wrong', 'right')",-0.6593837,-0.7256412,-0.0662575
34,4.2727304,4.481808,"('mean', 'honorable')",4.2727304,4.4818082,0.2090778
35,-1.2739908,-1.6234041,"('corrupt', 'incorrupt')",-1.2739908,-1.6234041,-0.3494133
36,-1.0324434,-1.2001995,"('hostile', 'amicable')",-1.0324434,-1.2001995,-0.1677561
37,0.92188,0.9278466,"('fake', 'genuine')",0.92188,0.9278466,0.0059666
38,-0.64383906,-0.54527533,"('untruthful', 'truthful')",-0.6438391,-0.5452753,0.0985638
39,0.34372798,0.4177086,"('exploitative', 'cooperative')",0.343728,0.4177086,0.0739806
40,-1.1991031,-1.3759892,"('stingy', 'generous')",-1.1991031,-1.3759892,-0.1768861
41,0.280194,0.25067464,"('unforgiving', 'forgiving')",0.280194,0.2506746,-0.0295194
42,-1.7283157,-1.7529548,"('unreliable', 'reliable')",-1.7283157,-1.7529548,-0.0246391
43,1.2346649,1.4120606,"('irresponsible', 'responsible')",1.2346649,1.4120606,0.1773957
44,-1.0959855,-1.0414939,"('prejudiced', 'unprejudiced')",-1.0959855,-1.0414939,0.0544916
