,swine_male,swine_female,tuple,average_male,average_female,female-male
0,-0.4372797,-0.46720338,"('unsociable', 'sociable')",-0.4372797,-0.4672034,-0.0299237
1,-0.5259263,-0.74729,"('unfriendly', 'friendly')",-0.5259263,-0.74729,-0.2213637
2,0.25336,0.18041943,"('unlikable', 'likable')",0.25336,0.1804194,-0.0729406
3,-0.5769797,-0.45349845,"('repellent', 'pleasant')",-0.5769797,-0.4534985,0.1234812
4,-4.0496125,-3.979987,"('disliked', 'liked')",-4.0496125,-3.9799869,0.0696256
5,-0.86536866,-0.8895683,"('distant', 'outgoing')",-0.8653687,-0.8895683,-0.0241996
6,-0.5380465,-0.6100578,"('distant', 'open')",-0.5380465,-0.6100578,-0.0720113
7,0.06138337,0.0786401,"('insensitive', 'sensitive')",0.0613834,0.0786401,0.0172567
8,-0.32512835,-0.50646114,"('unaffectionate', 'affectionate')",-0.3251283,-0.5064611,-0.1813328
9,-0.15702772,-0.36215922,"('unaffectionate', 'caring')",-0.1570277,-0.3621592,-0.2051315
10,-0.22509566,-0.19938453,"('unsympathetic', 'sympathetic')",-0.2250957,-0.1993845,0.0257112
11,0.096505076,0.06324464,"('unhelpful', 'helpful')",0.0965051,0.0632446,-0.0332605
12,-1.2345637,-1.1717315,"('unsupportive', 'supportive')",-1.2345637,-1.1717315,0.0628322
13,-0.41996622,-0.42488816,"('impolite', 'polite')",-0.4199662,-0.4248882,-0.004922
14,-0.22315541,-0.27368975,"('antisocial', 'social')",-0.2231554,-0.2736897,-0.0505343
15,0.6564157,0.5710476,"('boring', 'funny')",0.6564157,0.5710476,-0.0853681
16,-0.93816483,-1.0028441,"('unpopular', 'popular')",-0.9381648,-1.0028441,-0.0646793
17,-0.69099075,-0.64456683,"('nasty', 'nice')",-0.6909907,-0.6445668,0.0464239
18,-1.0651728,-1.1385994,"('disagreeable', 'welcoming')",-1.0651728,-1.1385994,-0.0734266
19,-0.6223506,-0.58438903,"('inhospitable', 'hospitable')",-0.6223506,-0.584389,0.0379616
20,0.34739268,0.34883973,"('rough', 'thoughtful')",0.3473927,0.3488397,0.001447
21,-0.15090486,-0.09269691,"('immoral', 'moral')",-0.1509049,-0.0926969,0.058208
22,-0.73505616,-0.7323814,"('untrustworthy', 'trustworthy')",-0.7350562,-0.7323814,0.0026748
23,3.1338344,3.004318,"('insincere', 'sincere')",3.1338344,3.004318,-0.1295164
24,0.1439704,-0.023337375,"('dishonest', 'honest')",0.1439704,-0.0233374,-0.1673078
25,0.0037874393,-0.108765915,"('egoistic', 'altruistic')",0.0037874,-0.1087659,-0.1125533
26,0.6486099,0.5208827,"('hardhearted', 'benevolent')",0.6486099,0.5208827,-0.1277272
27,1.0529367,0.8556394,"('hardhearted', 'softhearted')",1.0529367,0.8556394,-0.1972973
28,0.30781615,0.089670934,"('disloyal', 'loyal')",0.3078161,0.0896709,-0.2181452
29,-0.69700253,-0.7539487,"('unfair', 'fair')",-0.6970025,-0.7539487,-0.0569462
30,0.04559561,-0.07929779,"('intolerant', 'tolerant')",0.0455956,-0.0792978,-0.1248934
31,-1.6068059,-1.5890007,"('evil', 'good')",-1.6068059,-1.5890007,0.0178052
32,0.89814985,0.7337323,"('unkind', 'kind')",0.8981498,0.7337323,-0.1644175
33,-0.08575526,-0.15249833,"('wrong', 'right')",-0.0857553,-0.1524983,-0.066743
34,2.3796136,2.424919,"('mean', 'honorable')",2.3796136,2.4249189,0.0453053
35,-0.6420617,-0.7772555,"('corrupt', 'incorrupt')",-0.6420617,-0.7772555,-0.1351938
36,-1.3221917,-1.4130092,"('hostile', 'amicable')",-1.3221917,-1.4130092,-0.0908175
37,0.4399808,0.417702,"('fake', 'genuine')",0.4399808,0.417702,-0.0222788
38,-0.290823,-0.31999612,"('untruthful', 'truthful')",-0.290823,-0.3199961,-0.0291731
39,0.60378015,0.5049844,"('exploitative', 'cooperative')",0.6037802,0.5049844,-0.0987958
40,-1.4495331,-1.5440104,"('stingy', 'generous')",-1.4495331,-1.5440104,-0.0944773
41,0.089402534,-0.0055669993,"('unforgiving', 'forgiving')",0.0894025,-0.005567,-0.0949695
42,-1.2262927,-1.1368607,"('unreliable', 'reliable')",-1.2262927,-1.1368607,0.089432
43,-0.02612747,-0.04714607,"('irresponsible', 'responsible')",-0.0261275,-0.0471461,-0.0210186
44,-0.57652396,-0.5626741,"('prejudiced', 'unprejudiced')",-0.576524,-0.5626741,0.0138499
45,-0.48340273,-0.4411459,"('incompetent', 'competent')",-0.4834027,-0.4411459,0.0422568
46,-0.5928443,-0.49151665,"('uncompetitive', 'competitive')",-0.5928443,-0.4915166,0.1013277
47,2.5232224,2.4612665,"('stupid', 'smart')",2.5232224,2.4612665,-0.0619559
48,0.13591395,0.101091154,"('unintelligent', 'intelligent')",0.135914,0.1010912,-0.0348228
49,-0.24332394,-0.18066853,"('unable', 'able')",-0.2433239,-0.1806685,0.0626554
50,-0.083720855,-0.15424831,"('clumsy', 'skillful')",-0.0837209,-0.1542483,-0.0705274
51,-0.6640644,-0.764254,"('uneducated', 'educated')",-0.6640644,-0.764254,-0.1001896
52,-0.7180176,-0.9500501,"('irrational', 'rational')",-0.7180176,-0.9500501,-0.2320325
53,-1.3524191,-1.5204225,"('uncreative', 'creative')",-1.3524191,-1.5204225,-0.1680034
54,-0.05879004,-0.15111333,"('incapable', 'capable')",-0.05879,-0.1511133,-0.0923233
55,-0.2866181,-0.27695692,"('incompetent', 'clever')",-0.2866181,-0.2769569,0.0096612
56,0.85532594,0.97890705,"('impractical', 'practical')",0.8553259,0.978907,0.1235811
57,-2.020566,-1.9513329,"('unimaginative', 'imaginative')",-2.020566,-1.9513329,0.0692331
58,-0.66024315,-0.6545447,"('undiscriminating', 'discriminating')",-0.6602432,-0.6545447,0.0056985
59,-0.5171526,-0.65863,"('foolish', 'wise')",-0.5171526,-0.65863,-0.1414774
