,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.9733586,1.9157534,"('unsociable', 'sociable')",0.14216897,0.051593162,1.0577638,0.9836733,-0.0740905
1,-0.71941733,-0.61893725,"('unfriendly', 'friendly')",1.1955686,1.1935638,0.2380756,0.2873133,0.0492377
2,0.27228147,0.366897,"('unlikable', 'likable')",0.14405426,0.06919787,0.2081679,0.2180474,0.0098795
3,0.88965696,1.024773,"('repellent', 'pleasant')",0.6037132,0.6642409,0.7466851,0.844507,0.0978219
4,-1.601898,-1.6346971,"('disliked', 'liked')",-7.6283436,-7.9532323,-4.6151209,-4.7939649,-0.178844
5,-1.5310483,-1.5106702,"('distant', 'outgoing')",-0.4691767,-0.4461989,-1.0001125,-0.9784346,0.0216779
6,-1.7019174,-1.5549661,"('distant', 'open')",-0.30563873,-0.21521461,-1.0037781,-0.8850904,0.1186877
7,1.494508,1.5120598,"('insensitive', 'sensitive')",0.25063917,0.3870505,0.8725736,0.9495552,0.0769816
8,-0.4497261,-0.39588362,"('unaffectionate', 'affectionate')",0.9546255,0.9923853,0.2524497,0.2982509,0.0458012
9,0.44769695,0.56194365,"('unaffectionate', 'caring')",1.2219474,1.3219975,0.8348222,0.9419706,0.1071484
10,1.3919381,1.4842993,"('unsympathetic', 'sympathetic')",-0.3931089,-0.20979755,0.4994146,0.6372509,0.1378363
11,0.46139744,0.47173542,"('unhelpful', 'helpful')",1.7082765,1.839057,1.084837,1.1553962,0.0705592
12,0.55691934,0.6680656,"('unsupportive', 'supportive')",-2.2277365,-2.165118,-0.8354086,-0.7485262,0.0868824
13,1.373022,1.313081,"('impolite', 'polite')",-1.1554618,-1.0787472,0.1087801,0.1171669,0.0083868
14,3.192391,3.1265123,"('antisocial', 'social')",-0.007893768,-0.14475384,1.5922486,1.4908792,-0.1013694
15,-0.12526688,-0.2115938,"('boring', 'funny')",-0.32306847,-0.40192112,-0.2241677,-0.3067575,-0.0825898
16,-1.3707762,-1.3334169,"('unpopular', 'popular')",0.15142018,0.038493246,-0.609678,-0.6474618,-0.0377838
17,-0.89637035,-0.82453686,"('nasty', 'nice')",-0.5325506,-0.40903512,-0.7144605,-0.616786,0.0976745
18,-0.45457643,-0.334355,"('disagreeable', 'welcoming')",-0.3768072,-0.34821147,-0.4156918,-0.3412832,0.0744086
19,-1.2059023,-1.124939,"('inhospitable', 'hospitable')",-0.6366903,-0.59534556,-0.9212964,-0.8601422,0.0611542
20,-0.0075698346,0.07725872,"('rough', 'thoughtful')",0.7412757,0.6970742,0.3668529,0.3871664,0.0203135
21,1.6526816,1.7044548,"('immoral', 'moral')",-0.5139722,-0.52427197,0.5693547,0.5900914,0.0207367
22,-0.00781263,-0.06270816,"('untrustworthy', 'trustworthy')",-0.8880524,-0.93370724,-0.4479325,-0.4982077,-0.0502752
23,0.94955206,0.94469637,"('insincere', 'sincere')",6.1943707,6.4228153,3.5719614,3.6837559,0.1117945
24,0.22114225,0.20720907,"('dishonest', 'honest')",0.5210307,0.63968,0.3710865,0.4234445,0.052358
