,repository_male,repository_female,tuple,average_male,average_female,female-male
0,0.37088034,0.24771686,"('unsociable', 'sociable')",0.3708803,0.2477169,-0.1231634
1,1.6173695,1.5744109,"('unfriendly', 'friendly')",1.6173695,1.5744109,-0.0429586
2,-0.089331046,-0.066319644,"('unlikable', 'likable')",-0.089331,-0.0663196,0.0230114
3,0.23700051,0.28771865,"('repellent', 'pleasant')",0.2370005,0.2877187,0.0507182
4,-7.937433,-8.05919,"('disliked', 'liked')",-7.9374328,-8.0591898,-0.121757
5,-0.6229492,-0.6545696,"('distant', 'outgoing')",-0.6229492,-0.6545696,-0.0316204
6,0.1363313,0.064659685,"('distant', 'open')",0.1363313,0.0646597,-0.0716716
7,1.6202389,1.5948707,"('insensitive', 'sensitive')",1.6202389,1.5948707,-0.0253682
8,1.2405695,1.1333008,"('unaffectionate', 'affectionate')",1.2405695,1.1333008,-0.1072687
9,1.8725182,1.8786436,"('unaffectionate', 'caring')",1.8725182,1.8786436,0.0061254
10,0.8573713,0.82973826,"('unsympathetic', 'sympathetic')",0.8573713,0.8297383,-0.027633
11,1.6460681,1.7801609,"('unhelpful', 'helpful')",1.6460681,1.7801609,0.1340928
12,-1.4356109,-1.468082,"('unsupportive', 'supportive')",-1.4356109,-1.468082,-0.0324711
13,-0.40357932,-0.39153904,"('impolite', 'polite')",-0.4035793,-0.391539,0.0120403
14,0.095526695,-0.02569072,"('antisocial', 'social')",0.0955267,-0.0256907,-0.1212174
15,0.120475866,0.03946466,"('boring', 'funny')",0.1204759,0.0394647,-0.0810112
16,-0.9054612,-0.8848776,"('unpopular', 'popular')",-0.9054612,-0.8848776,0.0205836
17,-0.23285085,-0.21753672,"('nasty', 'nice')",-0.2328508,-0.2175367,0.0153141
18,-0.3579455,-0.38705975,"('disagreeable', 'welcoming')",-0.3579455,-0.3870597,-0.0291142
19,-0.58786654,-0.62393415,"('inhospitable', 'hospitable')",-0.5878665,-0.6239341,-0.0360676
20,1.1893542,1.1007566,"('rough', 'thoughtful')",1.1893542,1.1007566,-0.0885976
21,-0.50896114,-0.45076734,"('immoral', 'moral')",-0.5089611,-0.4507673,0.0581938
22,-0.28471902,-0.34421536,"('untrustworthy', 'trustworthy')",-0.284719,-0.3442154,-0.0594964
23,7.058291,7.1290407,"('insincere', 'sincere')",7.058291,7.1290407,0.0707497
24,1.6510032,1.5517141,"('dishonest', 'honest')",1.6510032,1.5517141,-0.0992891
25,0.72601265,0.64192986,"('egoistic', 'altruistic')",0.7260126,0.6419299,-0.0840827
26,1.5256957,1.3614427,"('hardhearted', 'benevolent')",1.5256957,1.3614427,-0.164253
27,2.1388664,1.9069693,"('hardhearted', 'softhearted')",2.1388664,1.9069693,-0.2318971
28,1.2732484,1.2003527,"('disloyal', 'loyal')",1.2732484,1.2003527,-0.0728957
29,-0.31188166,-0.4791209,"('unfair', 'fair')",-0.3118817,-0.4791209,-0.1672392
30,1.4694645,1.4596807,"('intolerant', 'tolerant')",1.4694645,1.4596807,-0.0097838
31,-0.84313035,-0.87474376,"('evil', 'good')",-0.8431304,-0.8747438,-0.0316134
32,1.1433972,1.0714762,"('unkind', 'kind')",1.1433972,1.0714762,-0.071921
33,-0.46309817,-0.5208354,"('wrong', 'right')",-0.4630982,-0.5208354,-0.0577372
34,5.2699275,5.423849,"('mean', 'honorable')",5.2699275,5.4238491,0.1539216
35,-0.6015919,-0.772439,"('corrupt', 'incorrupt')",-0.6015919,-0.772439,-0.1708471
36,-0.5321545,-0.619899,"('hostile', 'amicable')",-0.5321545,-0.619899,-0.0877445
37,0.9640885,0.9527788,"('fake', 'genuine')",0.9640885,0.9527788,-0.0113097
38,0.20872976,0.27443582,"('untruthful', 'truthful')",0.2087298,0.2744358,0.065706
39,0.7033923,0.7300932,"('exploitative', 'cooperative')",0.7033923,0.7300932,0.0267009
