,sidestream_male,sidestream_female,tuple,average_male,average_female,female-male
0,0.7371358,0.5431161,"('unsociable', 'sociable')",0.7371358,0.5431161,-0.1940197
1,-0.43987024,-0.4165299,"('unfriendly', 'friendly')",-0.4398702,-0.4165299,0.0233403
2,0.17039649,0.3515206,"('unlikable', 'likable')",0.1703965,0.3515206,0.1811241
3,0.034773007,0.18273331,"('repellent', 'pleasant')",0.034773,0.1827333,0.1479603
4,-4.4441037,-4.512557,"('disliked', 'liked')",-4.4441037,-4.512557,-0.0684533
5,-1.6529056,-1.5686481,"('distant', 'outgoing')",-1.6529056,-1.5686481,0.0842575
6,-1.1814957,-1.1231277,"('distant', 'open')",-1.1814957,-1.1231277,0.058368
7,1.3154659,1.3815668,"('insensitive', 'sensitive')",1.3154659,1.3815668,0.0661009
8,-0.24266918,-0.23471057,"('unaffectionate', 'affectionate')",-0.2426692,-0.2347106,0.0079586
9,0.24170448,0.394643,"('unaffectionate', 'caring')",0.2417045,0.394643,0.1529385
10,1.0397978,1.025938,"('unsympathetic', 'sympathetic')",1.0397978,1.025938,-0.0138598
11,1.5406832,1.833208,"('unhelpful', 'helpful')",1.5406832,1.833208,0.2925248
12,-0.7855413,-0.54281384,"('unsupportive', 'supportive')",-0.7855413,-0.5428138,0.2427275
13,0.5667322,0.59905124,"('impolite', 'polite')",0.5667322,0.5990512,0.032319
14,1.2525629,1.2005811,"('antisocial', 'social')",1.2525629,1.2005811,-0.0519818
15,0.6413205,0.5593489,"('boring', 'funny')",0.6413205,0.5593489,-0.0819716
16,-1.2203773,-1.162382,"('unpopular', 'popular')",-1.2203773,-1.162382,0.0579953
17,-0.06562978,-0.04399009,"('nasty', 'nice')",-0.0656298,-0.0439901,0.0216397
18,-0.9745259,-0.876263,"('disagreeable', 'welcoming')",-0.9745259,-0.876263,0.0982629
19,-1.17953,-1.114696,"('inhospitable', 'hospitable')",-1.17953,-1.114696,0.064834
20,0.48889136,0.49232098,"('rough', 'thoughtful')",0.4888914,0.492321,0.0034296
21,0.43685952,0.59005535,"('immoral', 'moral')",0.4368595,0.5900553,0.1531958
22,1.2476912,1.2215956,"('untrustworthy', 'trustworthy')",1.2476912,1.2215956,-0.0260956
23,3.6193128,3.8525393,"('insincere', 'sincere')",3.6193128,3.8525393,0.2332265
24,1.3029014,1.3205932,"('dishonest', 'honest')",1.3029014,1.3205932,0.0176918
25,-0.30127954,-0.2663088,"('egoistic', 'altruistic')",-0.3012795,-0.2663088,0.0349707
26,0.16500098,-0.10433319,"('hardhearted', 'benevolent')",0.165001,-0.1043332,-0.2693342
27,0.7823926,0.74866223,"('hardhearted', 'softhearted')",0.7823926,0.7486622,-0.0337304
28,0.46101612,0.43305147,"('disloyal', 'loyal')",0.4610161,0.4330515,-0.0279646
29,0.08364136,-0.048658542,"('unfair', 'fair')",0.0836414,-0.0486585,-0.1322999
30,1.4343908,1.4950025,"('intolerant', 'tolerant')",1.4343908,1.4950025,0.0606117
31,-1.5705198,-1.6339991,"('evil', 'good')",-1.5705198,-1.6339991,-0.0634793
32,1.0270061,0.9783053,"('unkind', 'kind')",1.0270061,0.9783053,-0.0487008
33,-0.6193695,-0.57193094,"('wrong', 'right')",-0.6193695,-0.5719309,0.0474386
34,2.5483844,2.7979307,"('mean', 'honorable')",2.5483844,2.7979307,0.2495463
35,-1.16569,-1.41437,"('corrupt', 'incorrupt')",-1.1656899,-1.4143699,-0.24868
36,-1.1496308,-1.2878759,"('hostile', 'amicable')",-1.1496308,-1.2878759,-0.1382451
37,0.7181284,0.7569397,"('fake', 'genuine')",0.7181284,0.7569397,0.0388113
38,-0.022959225,0.126699,"('untruthful', 'truthful')",-0.0229592,0.126699,0.1496582
39,0.77830476,0.9002276,"('exploitative', 'cooperative')",0.7783048,0.9002276,0.1219228
40,-1.1535976,-1.1803199,"('stingy', 'generous')",-1.1535976,-1.1803199,-0.0267223
41,0.69690394,0.5851502,"('unforgiving', 'forgiving')",0.6969039,0.5851502,-0.1117537
42,-0.3736958,-0.24587187,"('unreliable', 'reliable')",-0.3736958,-0.2458719,0.1278239
43,1.0009347,1.1533774,"('irresponsible', 'responsible')",1.0009347,1.1533774,0.1524427
44,-0.6892585,-0.669149,"('prejudiced', 'unprejudiced')",-0.6892585,-0.669149,0.0201095
45,0.9473853,0.894728,"('incompetent', 'competent')",0.9473853,0.894728,-0.0526573
46,0.4496436,0.4720314,"('uncompetitive', 'competitive')",0.4496436,0.4720314,0.0223878
47,3.6699824,3.7234068,"('stupid', 'smart')",3.6699824,3.7234068,0.0534244
