,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.16243605,-0.29228467,"('unsociable', 'sociable')",0.39263803,0.24224916,-0.72354543,-0.9337306,-0.1644478,-0.327922,-0.1634742
1,2.602266,2.5265195,"('unfriendly', 'friendly')",1.265879,1.227319,1.9273605,1.8963422,1.9318352,1.8833936,-0.0484416
2,1.2156521,1.2561163,"('unlikable', 'likable')",0.992925,1.052793,0.7033141,0.7857171,0.9706304,1.0315421,0.0609117
3,-1.9270259,-1.8738357,"('repellent', 'pleasant')",-0.7389852,-0.5430463,-0.15092154,-0.13300654,-0.9389776,-0.8499629,0.0890147
4,0.13752297,0.07413477,"('disliked', 'liked')",-0.37690884,-0.32519752,-6.070939,-6.0741663,-2.1034417,-2.1084097,-0.004968
5,1.519817,1.555205,"('distant', 'outgoing')",0.38711214,0.5010366,0.123970255,0.26456273,0.6769664,0.7736014,0.096635
6,0.82943916,0.88159424,"('distant', 'open')",0.063063234,0.15686803,0.6098609,0.74502337,0.5007878,0.5944952,0.0937074
7,0.18217684,0.089240044,"('insensitive', 'sensitive')",0.23999214,0.324669,0.5150204,0.47204176,0.3123964,0.2953169,-0.0170795
8,1.2752419,1.2408588,"('unaffectionate', 'affectionate')",0.31946453,0.3487143,0.8567216,0.81492025,0.8171426,0.8014978,-0.0156448
9,1.5271336,1.4992748,"('unaffectionate', 'caring')",1.1578746,1.1799773,1.08803,1.0602696,1.2576793,1.2465072,-0.0111721
10,-0.35798627,-0.47028965,"('unsympathetic', 'sympathetic')",0.16309501,0.18080531,-0.30451158,-0.50982296,-0.1664676,-0.2664358,-0.0999682
11,0.09670499,0.05779569,"('unhelpful', 'helpful')",0.54605603,0.6197568,1.9363239,1.9074862,0.859695,0.8616796,0.0019846
12,2.202837,2.269314,"('unsupportive', 'supportive')",0.85695946,1.063512,-1.4055306,-1.4037565,0.5514219,0.6430232,0.0916013
13,-0.5649899,-0.6607338,"('impolite', 'polite')",0.14049548,0.08199661,-0.5403696,-0.67306376,-0.3216213,-0.417267,-0.0956457
14,0.0671878,-0.011565801,"('antisocial', 'social')",-0.03815742,-0.0481875,-0.9588907,-1.1186613,-0.3099534,-0.3928049,-0.0828515
15,0.24896142,0.15092343,"('boring', 'funny')",-0.13112316,-0.19515243,0.50830716,0.49966908,0.2087151,0.1518134,-0.0569017
16,-0.50338084,-0.5023767,"('unpopular', 'popular')",-0.39660782,-0.33417022,0.47012728,0.58218026,-0.1432871,-0.0847889,0.0584982
17,-0.31803635,-0.27006388,"('nasty', 'nice')",-0.13264444,0.00808445,-0.37934482,-0.21976101,-0.2766752,-0.1605801,0.1160951
18,0.9028895,0.8356569,"('disagreeable', 'welcoming')",-0.048628256,0.060490385,-0.23982194,-0.23571926,0.2048131,0.2201427,0.0153296
19,1.4900942,1.5164924,"('inhospitable', 'hospitable')",0.22679088,0.23128504,0.610964,0.7597778,0.7759497,0.8358517,0.059902
20,0.5129542,0.46507215,"('rough', 'thoughtful')",0.62101156,0.704352,1.0749463,1.0426711,0.736304,0.7373651,0.0010611
