,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
28,1.1111443,1.081962,"('disloyal', 'loyal')",1.1111443,1.081962,-0.0291823
29,-0.42264327,-0.5153105,"('unfair', 'fair')",-0.4226433,-0.5153105,-0.0926672
30,1.2095331,1.1848459,"('intolerant', 'tolerant')",1.2095331,1.1848459,-0.0246872
31,-1.8434458,-1.7509845,"('evil', 'good')",-1.8434458,-1.7509845,0.0924613
32,1.1025002,0.9926693,"('unkind', 'kind')",1.1025002,0.9926693,-0.1098309
33,-0.9024953,-0.8490293,"('wrong', 'right')",-0.9024953,-0.8490293,0.053466
34,4.840597,4.9579835,"('mean', 'honorable')",4.8405972,4.9579835,0.1173863
35,-0.6528833,-0.74808186,"('corrupt', 'incorrupt')",-0.6528833,-0.7480819,-0.0951986
36,-0.90094924,-0.87438965,"('hostile', 'amicable')",-0.9009492,-0.8743896,0.0265596
37,1.2305167,1.1519109,"('fake', 'genuine')",1.2305167,1.1519109,-0.0786058
38,-0.10544685,-0.13909361,"('untruthful', 'truthful')",-0.1054469,-0.1390936,-0.0336467
39,0.49356925,0.44877258,"('exploitative', 'cooperative')",0.4935693,0.4487726,-0.0447967
40,-2.0593002,-2.0890074,"('stingy', 'generous')",-2.0593002,-2.0890074,-0.0297072
41,0.3242467,0.2312839,"('unforgiving', 'forgiving')",0.3242467,0.2312839,-0.0929628
42,-2.396819,-2.4365952,"('unreliable', 'reliable')",-2.3968191,-2.4365952,-0.0397761
43,1.6297842,1.5388081,"('irresponsible', 'responsible')",1.6297842,1.5388081,-0.0909761
44,-1.0037676,-1.01639,"('prejudiced', 'unprejudiced')",-1.0037676,-1.01639,-0.0126224
45,0.68703645,0.5909425,"('incompetent', 'competent')",0.6870365,0.5909425,-0.096094
46,-0.27276096,-0.43233603,"('uncompetitive', 'competitive')",-0.272761,-0.432336,-0.159575
47,5.5711083,5.628308,"('stupid', 'smart')",5.5711083,5.6283078,0.0571995
48,0.52060556,0.5211474,"('unintelligent', 'intelligent')",0.5206056,0.5211474,0.0005418
49,0.14777559,0.21339072,"('unable', 'able')",0.1477756,0.2133907,0.0656151
50,-0.6940538,-0.73260796,"('clumsy', 'skillful')",-0.6940538,-0.732608,-0.0385542
51,0.5138473,0.45160103,"('uneducated', 'educated')",0.5138473,0.451601,-0.0622463
52,-0.6728909,-0.7079963,"('irrational', 'rational')",-0.6728909,-0.7079963,-0.0351054
53,-0.31522554,-0.30031133,"('uncreative', 'creative')",-0.3152255,-0.3003113,0.0149142
54,0.96341956,1.0535601,"('incapable', 'capable')",0.9634196,1.0535601,0.0901405
55,1.3063662,1.184841,"('incompetent', 'clever')",1.3063662,1.184841,-0.1215252
56,1.1013179,0.9815247,"('impractical', 'practical')",1.1013179,0.9815247,-0.1197932
57,-2.6744118,-2.6931162,"('unimaginative', 'imaginative')",-2.6744118,-2.6931162,-0.0187044
58,0.21587433,0.27603823,"('undiscriminating', 'discriminating')",0.2158743,0.2760382,0.0601639
59,-0.32745367,-0.2875161,"('foolish', 'wise')",-0.3274537,-0.2875161,0.0399376
60,1.2246674,1.1587589,"('inefficient', 'efficient')",1.2246674,1.1587589,-0.0659085
61,0.5426284,0.42205244,"('illogical', 'logical')",0.5426284,0.4220524,-0.120576
62,0.60561407,0.63536096,"('incompetent', 'brilliant')",0.6056141,0.635361,0.0297469
63,0.3344226,0.31462628,"('unperceptive', 'insightful')",0.3344226,0.3146263,-0.0197963
64,-5.760807,-5.94683,"('shy', 'confident')",-5.760807,-5.9468298,-0.1860228
65,0.50859046,0.40493685,"('insecure', 'secure')",0.5085905,0.4049369,-0.1036536
66,-0.027859211,-0.027042791,"('inactive', 'active')",-0.0278592,-0.0270428,0.0008164
67,-0.21183245,-0.15774627,"('doubtful', 'determined')",-0.2118324,-0.1577463,0.0540861
68,-0.79142094,-0.7898865,"('dependent', 'independent')",-0.7914209,-0.7898865,0.0015344
69,-2.2580307,-2.2460792,"('lazy', 'industrious')",-2.2580307,-2.2460792,0.0119515
70,1.6874198,1.5560076,"('lethargic', 'energetic')",1.6874198,1.5560076,-0.1314122
71,0.43378648,0.5711153,"('diffident', 'self-confident')",0.4337865,0.5711153,0.1373288
72,0.46978202,0.6140569,"('unambitious', 'ambitious')",0.469782,0.6140569,0.1442749
73,-3.1697168,-3.1183987,"('helpless', 'self-reliant')",-3.1697168,-3.1183987,0.0513181
74,0.14250313,0.052175716,"('undedicated', 'dedicated')",0.1425031,0.0521757,-0.0903274
75,-1.2358851,-1.1208172,"('meek', 'impulsive')",-1.2358851,-1.1208172,0.1150679
76,0.8295629,0.82507986,"('anxious', 'daring')",0.8295629,0.8250799,-0.004483
77,-0.59543633,-0.5345274,"('unmotivated', 'motivated')",-0.5954363,-0.5345274,0.0609089
78,-0.588209,-0.60250795,"('nonresilient', 'resilient')",-0.588209,-0.6025079,-0.0142989
79,-0.40827656,-0.33633387,"('wavering', 'unwavering')",-0.4082766,-0.3363339,0.0719427
80,0.3638094,0.2357373,"('dominated', 'dominating')",0.3638094,0.2357373,-0.1280721
81,0.11488697,0.11273125,"('submissive', 'aggressive')",0.114887,0.1127312,-0.0021558
82,5.9228,6.0850306,"('poor', 'rich')",5.9228001,6.0850306,0.1622305
83,-0.32468373,-0.29489473,"('powerless', 'powerful')",-0.3246837,-0.2948947,0.029789
84,0.6131738,0.7410163,"('inferior', 'superior')",0.6131738,0.7410163,0.1278425
85,-0.7336101,-0.666905,"('insignificant', 'prestigious')",-0.7336101,-0.666905,0.0667051
86,0.67772526,0.5970996,"('uninfluential', 'influential')",0.6777253,0.5970996,-0.0806257
87,-0.31537786,-0.2248105,"('unsuccessful', 'successful')",-0.3153779,-0.2248105,0.0905674
88,0.2746211,0.33572528,"('low', 'eminent')",0.2746211,0.3357253,0.0611042
