,bioverativ_male,bioverativ_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.54361266,-0.5907342,"('unsociable', 'sociable')",-0.37634924,-0.5627361,-0.459981,-0.5767351,-0.1167541
1,-0.9390772,-0.91319835,"('unfriendly', 'friendly')",1.5796317,1.48459,0.3202772,0.2856959,-0.0345813
2,0.4086874,0.4501288,"('unlikable', 'likable')",0.9281053,1.003162,0.6683964,0.7266454,0.058249
3,-0.9128124,-0.80165124,"('repellent', 'pleasant')",0.09477039,0.06518576,-0.409021,-0.3682327,0.0407883
4,-0.5404929,-0.56799823,"('disliked', 'liked')",-5.7326207,-5.799682,-3.1365569,-3.1838403,-0.0472834
5,-0.63749063,-0.49694714,"('distant', 'outgoing')",0.046726096,0.10857567,-0.2953823,-0.1941857,0.1011966
6,-0.9541404,-0.83073175,"('distant', 'open')",0.294696,0.34060112,-0.3297222,-0.2450653,0.0846569
7,-0.29404342,-0.22418347,"('insensitive', 'sensitive')",-0.0740547,0.022568446,-0.1840491,-0.1008075,0.0832416
8,-1.3859527,-1.409919,"('unaffectionate', 'affectionate')",0.45648363,0.42904222,-0.4647346,-0.4904384,-0.0257038
9,-1.1048505,-1.0805993,"('unaffectionate', 'caring')",0.84290445,0.8809938,-0.130973,-0.0998028,0.0311702
10,-0.70270187,-0.697767,"('unsympathetic', 'sympathetic')",-0.97792697,-0.9944848,-0.8403144,-0.8461259,-0.0058115
11,-0.24603944,-0.24921519,"('unhelpful', 'helpful')",1.4164243,1.5381217,0.5851924,0.6444533,0.0592609
12,-0.090058304,0.047736544,"('unsupportive', 'supportive')",-1.994962,-1.9134705,-1.0425102,-0.932867,0.1096432
13,0.37216055,0.34315866,"('impolite', 'polite')",-0.7289437,-0.7001135,-0.1783916,-0.1784774,-8.58e-05
14,-0.051466033,-0.079554915,"('antisocial', 'social')",-0.5360878,-0.6211761,-0.2937769,-0.3503655,-0.0565886
15,0.51782715,0.42858994,"('boring', 'funny')",0.8004051,0.75732267,0.6591161,0.5929563,-0.0661598
16,-0.70930094,-0.7307247,"('unpopular', 'popular')",0.807465,0.74644244,0.049082,0.0078589,-0.0412231
17,0.030360589,0.06337111,"('nasty', 'nice')",-0.37123135,-0.3438972,-0.1704354,-0.1402631,0.0301723
18,-0.018867893,0.032848068,"('disagreeable', 'welcoming')",-0.25345775,-0.28697518,-0.1361628,-0.1270636,0.0090992
19,-1.4504566,-1.3869121,"('inhospitable', 'hospitable')",-0.14708088,-0.005521275,-0.7987688,-0.6962167,0.1025521
20,0.7104684,0.7433013,"('rough', 'thoughtful')",1.2048507,1.1387789,0.9576595,0.9410401,-0.0166194
21,0.36441892,0.35078806,"('immoral', 'moral')",-0.430404,-0.50325185,-0.0329925,-0.0762319,-0.0432394
22,0.021299252,0.03973465,"('untrustworthy', 'trustworthy')",-0.77776146,-0.88314843,-0.3782311,-0.4217069,-0.0434758
23,-0.24741045,-0.23418024,"('insincere', 'sincere')",4.9335685,4.9187403,2.3430791,2.3422799,-0.0007992
24,-0.3721563,-0.35179475,"('dishonest', 'honest')",0.34402987,0.3430109,-0.0140632,-0.0043919,0.0096713
25,-0.3657512,-0.36142623,"('egoistic', 'altruistic')",1.6494772,1.5603873,0.641863,0.5994805,-0.0423825
26,0.4027372,0.3216289,"('hardhearted', 'benevolent')",1.7899351,1.7086726,1.0963361,1.0151508,-0.0811853
27,0.11923739,0.20078573,"('hardhearted', 'softhearted')",1.1700249,1.1663568,0.6446311,0.6835713,0.0389402
28,-0.304188,-0.39896277,"('disloyal', 'loyal')",0.61436015,0.49945208,0.1550861,0.0502447,-0.1048414
29,-0.35163912,-0.35989368,"('unfair', 'fair')",-0.43671224,-0.5860037,-0.3941757,-0.4729487,-0.078773
30,0.26593563,0.27215376,"('intolerant', 'tolerant')",1.2591883,1.2030659,0.762562,0.7376098,-0.0249522
31,-1.0907097,-0.9563265,"('evil', 'good')",-0.6896312,-0.7659248,-0.8901705,-0.8611256,0.0290449
32,0.69940984,0.63936245,"('unkind', 'kind')",0.8280908,0.71120834,0.7637503,0.6752854,-0.0884649
33,0.049192138,0.025551215,"('wrong', 'right')",-0.41542184,-0.45289788,-0.1831149,-0.2136733,-0.0305584
34,0.19128507,0.34702554,"('mean', 'honorable')",5.72597,5.881993,2.9586275,3.1145091,0.1558816
35,-0.37871885,-0.43834347,"('corrupt', 'incorrupt')",0.10908535,0.0047076326,-0.1348168,-0.2168179,-0.0820011
36,-1.1778339,-1.204749,"('hostile', 'amicable')",0.5795955,0.3329093,-0.2991192,-0.4359199,-0.1368007
37,0.01984739,-0.0053945165,"('fake', 'genuine')",0.06742693,0.08495532,0.0436372,0.0397804,-0.0038568
38,-0.57532746,-0.53072125,"('untruthful', 'truthful')",-0.17909202,-0.073719695,-0.3772097,-0.3022205,0.0749892
39,0.60647345,0.59825826,"('exploitative', 'cooperative')",0.050333172,0.055045143,0.3284033,0.3266517,-0.0017516
40,-0.026264513,-0.009506481,"('stingy', 'generous')",-1.6751397,-1.8171644,-0.8507021,-0.9133354,-0.0626333
41,0.11705599,0.17078216,"('unforgiving', 'forgiving')",0.14660254,0.017153818,0.1318293,0.093968,-0.0378613
42,0.34973305,0.39559683,"('unreliable', 'reliable')",-3.1191351,-3.00994,-1.384701,-1.3071716,0.0775294
