,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
0,0.76150346,0.6831099,"('unsociable', 'sociable')",0.7615035,0.6831099,-0.0783936
1,0.38523507,0.26746607,"('unfriendly', 'friendly')",0.3852351,0.2674661,-0.117769
2,0.32480517,0.48348272,"('unlikable', 'likable')",0.3248052,0.4834827,0.1586775
3,1.2340744,1.2772346,"('repellent', 'pleasant')",1.2340744,1.2772346,0.0431602
4,-7.4315653,-7.3725834,"('disliked', 'liked')",-7.4315653,-7.3725834,0.0589819
5,-0.9503756,-0.94638824,"('distant', 'outgoing')",-0.9503756,-0.9463882,0.0039874
6,-0.8686992,-0.85824054,"('distant', 'open')",-0.8686992,-0.8582405,0.0104587
7,1.2260264,1.2222482,"('insensitive', 'sensitive')",1.2260264,1.2222482,-0.0037782
8,0.17999312,0.11043161,"('unaffectionate', 'affectionate')",0.1799931,0.1104316,-0.0695615
9,1.0136476,1.0014797,"('unaffectionate', 'caring')",1.0136476,1.0014797,-0.0121679
10,2.0113041,2.0417197,"('unsympathetic', 'sympathetic')",2.0113041,2.0417197,0.0304156
11,2.2146149,2.202621,"('unhelpful', 'helpful')",2.2146149,2.202621,-0.0119939
12,-1.3293281,-1.3230027,"('unsupportive', 'supportive')",-1.3293281,-1.3230027,0.0063254
13,1.0297832,0.9934268,"('impolite', 'polite')",1.0297832,0.9934268,-0.0363564
14,0.6763376,0.60586536,"('antisocial', 'social')",0.6763376,0.6058654,-0.0704722
15,0.28281924,0.20778003,"('boring', 'funny')",0.2828192,0.20778,-0.0750392
16,-0.45321697,-0.3810644,"('unpopular', 'popular')",-0.453217,-0.3810644,0.0721526
17,-0.5395552,-0.45867786,"('nasty', 'nice')",-0.5395552,-0.4586779,0.0808773
18,-0.7571365,-0.78466105,"('disagreeable', 'welcoming')",-0.7571365,-0.7846611,-0.0275246
19,-1.2913411,-1.233703,"('inhospitable', 'hospitable')",-1.2913411,-1.233703,0.0576381
20,1.1684841,1.0727775,"('rough', 'thoughtful')",1.1684841,1.0727775,-0.0957066
21,0.9107422,0.96311927,"('immoral', 'moral')",0.9107422,0.9631193,0.0523771
22,0.22364499,0.2808404,"('untrustworthy', 'trustworthy')",0.223645,0.2808404,0.0571954
