,height_male,height_female,tuple,average_male,average_female,female-male
0,0.43915588,0.3072081,"('unsociable', 'sociable')",0.4391559,0.3072081,-0.1319478
1,0.6488138,0.55957747,"('unfriendly', 'friendly')",0.6488138,0.5595775,-0.0892363
2,-0.14255404,-0.1289374,"('unlikable', 'likable')",-0.142554,-0.1289374,0.0136166
3,0.86849874,0.93958414,"('repellent', 'pleasant')",0.8684987,0.9395841,0.0710854
4,-7.2060604,-7.3144193,"('disliked', 'liked')",-7.2060604,-7.3144193,-0.1083589
5,-1.5849614,-1.596913,"('distant', 'outgoing')",-1.5849614,-1.596913,-0.0119516
6,-0.9180422,-0.9581305,"('distant', 'open')",-0.9180422,-0.9581305,-0.0400883
7,1.3986192,1.4098758,"('insensitive', 'sensitive')",1.3986192,1.4098758,0.0112566
8,0.79753673,0.7336458,"('unaffectionate', 'affectionate')",0.7975367,0.7336458,-0.0638909
9,1.4350725,1.4015609,"('unaffectionate', 'caring')",1.4350725,1.4015609,-0.0335116
10,1.8251479,1.7773417,"('unsympathetic', 'sympathetic')",1.8251479,1.7773417,-0.0478062
11,1.5438715,1.5738182,"('unhelpful', 'helpful')",1.5438715,1.5738182,0.0299467
12,-1.1103013,-1.1843327,"('unsupportive', 'supportive')",-1.1103013,-1.1843327,-0.0740314
13,-0.034333587,-0.13680157,"('impolite', 'polite')",-0.0343336,-0.1368016,-0.102468
14,0.4686028,0.44507074,"('antisocial', 'social')",0.4686028,0.4450707,-0.0235321
15,-0.011438504,-0.09762357,"('boring', 'funny')",-0.0114385,-0.0976236,-0.0861851
16,-0.52934855,-0.51354396,"('unpopular', 'popular')",-0.5293486,-0.513544,0.0158046
17,-0.5272613,-0.5256342,"('nasty', 'nice')",-0.5272613,-0.5256342,0.0016271
18,-0.81563747,-0.9136438,"('disagreeable', 'welcoming')",-0.8156375,-0.9136438,-0.0980063
19,-0.9041233,-0.9291939,"('inhospitable', 'hospitable')",-0.9041233,-0.9291939,-0.0250706
20,1.536565,1.4738572,"('rough', 'thoughtful')",1.5365649,1.4738572,-0.0627077
21,0.50095576,0.49540624,"('immoral', 'moral')",0.5009558,0.4954062,-0.0055496
22,-0.6200956,-0.67614675,"('untrustworthy', 'trustworthy')",-0.6200956,-0.6761467,-0.0560511
23,6.259326,6.254946,"('insincere', 'sincere')",6.259326,6.2549462,-0.0043798
24,1.6079838,1.4483607,"('dishonest', 'honest')",1.6079838,1.4483607,-0.1596231
25,0.58256423,0.5179486,"('egoistic', 'altruistic')",0.5825642,0.5179486,-0.0646156
26,0.7510199,0.679043,"('hardhearted', 'benevolent')",0.7510199,0.679043,-0.0719769
27,1.6354784,1.4600552,"('hardhearted', 'softhearted')",1.6354784,1.4600552,-0.1754232
28,0.7746838,0.7527971,"('disloyal', 'loyal')",0.7746838,0.7527971,-0.0218867
29,-1.217558,-1.233187,"('unfair', 'fair')",-1.217558,-1.233187,-0.015629
30,1.5090252,1.4138514,"('intolerant', 'tolerant')",1.5090252,1.4138514,-0.0951738
31,-2.0376244,-1.9324265,"('evil', 'good')",-2.0376244,-1.9324265,0.1051979
32,1.2523297,1.1095836,"('unkind', 'kind')",1.2523297,1.1095836,-0.1427461
33,-0.5394798,-0.63062334,"('wrong', 'right')",-0.5394798,-0.6306233,-0.0911435
34,4.6622543,4.740164,"('mean', 'honorable')",4.6622543,4.7401638,0.0779095
35,-0.8766942,-1.0515934,"('corrupt', 'incorrupt')",-0.8766942,-1.0515934,-0.1748992
36,-0.637265,-0.7556803,"('hostile', 'amicable')",-0.637265,-0.7556803,-0.1184153
37,1.1614519,1.0680326,"('fake', 'genuine')",1.1614519,1.0680326,-0.0934193
38,-0.41950104,-0.48732793,"('untruthful', 'truthful')",-0.419501,-0.4873279,-0.0678269
39,0.6749873,0.6661186,"('exploitative', 'cooperative')",0.6749873,0.6661186,-0.0088687
40,-1.4754297,-1.6281983,"('stingy', 'generous')",-1.4754297,-1.6281983,-0.1527686
41,0.42525256,0.24232799,"('unforgiving', 'forgiving')",0.4252526,0.242328,-0.1829246
42,-2.2008672,-2.2191389,"('unreliable', 'reliable')",-2.2008672,-2.2191389,-0.0182717
43,1.0664278,0.9902742,"('irresponsible', 'responsible')",1.0664278,0.9902742,-0.0761536
44,-1.266777,-1.1953624,"('prejudiced', 'unprejudiced')",-1.266777,-1.1953624,0.0714146
45,0.33517718,0.29548767,"('incompetent', 'competent')",0.3351772,0.2954877,-0.0396895
46,-0.38513303,-0.43668574,"('uncompetitive', 'competitive')",-0.385133,-0.4366857,-0.0515527
