,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1835865,-1.230766,"('unsociable', 'sociable')",-0.12623318,-0.24033251,-0.6549098,-0.7355493,-0.0806395
1,-2.262184,-2.3527682,"('unfriendly', 'friendly')",1.7732794,1.6199265,-0.2444522,-0.3664209,-0.1219687
2,0.7798437,0.78685766,"('unlikable', 'likable')",0.55646133,0.6222048,0.6681525,0.7045312,0.0363787
3,-0.37674928,-0.22621134,"('repellent', 'pleasant')",0.02999706,0.096992224,-0.1733761,-0.0646096,0.1087665
4,0.2297027,0.20516415,"('disliked', 'liked')",-5.585074,-5.726706,-2.6776857,-2.760771,-0.0830853
5,-1.2272204,-1.2191083,"('distant', 'outgoing')",-0.3760289,-0.4589176,-0.8016247,-0.839013,-0.0373883
6,-1.4479823,-1.4156324,"('distant', 'open')",0.08996777,-0.02703887,-0.6790073,-0.7213356,-0.0423283
7,-0.49455592,-0.40690458,"('insensitive', 'sensitive')",0.47397706,0.54556113,-0.0102894,0.0693283,0.0796177
8,-1.9587983,-1.9991273,"('unaffectionate', 'affectionate')",0.8042678,0.66011906,-0.5772653,-0.6695041,-0.0922388
9,-2.3342843,-2.35373,"('unaffectionate', 'caring')",0.74928147,0.67233133,-0.7925014,-0.8406993,-0.0481979
10,-1.0793742,-0.978238,"('unsympathetic', 'sympathetic')",-0.46138677,-0.4262347,-0.7703805,-0.7022364,0.0681441
11,-0.67313105,-0.60484123,"('unhelpful', 'helpful')",1.2289937,1.3369584,0.2779313,0.3660586,0.0881273
12,-1.1747053,-1.0405315,"('unsupportive', 'supportive')",-1.7045219,-1.6676623,-1.4396136,-1.3540969,0.0855167
13,-0.06859166,-0.06796464,"('impolite', 'polite')",-0.7721652,-0.6801075,-0.4203784,-0.3740361,0.0463423
14,0.32497293,0.39576423,"('antisocial', 'social')",-0.20298354,-0.18990384,0.0609947,0.1029302,0.0419355
15,0.0819259,-0.0014883392,"('boring', 'funny')",0.70005006,0.65131545,0.390988,0.3249136,-0.0660744
16,-0.2984097,-0.27817684,"('unpopular', 'popular')",0.5783491,0.52912676,0.1399697,0.125475,-0.0144947
17,-0.17766285,-0.10976951,"('nasty', 'nice')",-0.20904939,-0.15032998,-0.1933561,-0.1300497,0.0633064
18,-0.5445629,-0.48128045,"('disagreeable', 'welcoming')",-0.32433861,-0.39623696,-0.4344507,-0.4387587,-0.004308
19,-1.3029938,-1.2509457,"('inhospitable', 'hospitable')",-0.24192737,-0.20516972,-0.7724606,-0.7280577,0.0444029
20,0.6804028,0.6759413,"('rough', 'thoughtful')",1.2636993,1.2012823,0.972051,0.9386117,-0.0334393
21,0.2596249,0.3275405,"('immoral', 'moral')",-0.5447809,-0.43517295,-0.142578,-0.0538162,0.0887618
22,0.04752983,0.1322692,"('untrustworthy', 'trustworthy')",-0.8595823,-0.8783698,-0.4060262,-0.3730503,0.0329759
23,-1.3072684,-1.2845191,"('insincere', 'sincere')",4.795017,4.7651887,1.7438742,1.7403347,-0.0035395
24,-0.4048762,-0.41799873,"('dishonest', 'honest')",0.43376607,0.42857456,0.0144449,0.0052879,-0.009157
25,-0.29693425,-0.33739173,"('egoistic', 'altruistic')",1.7487501,1.6734922,0.7259079,0.6680502,-0.0578577
26,-0.47488418,-0.47299734,"('hardhearted', 'benevolent')",2.0808299,2.036285,0.8029729,0.7816438,-0.0213291
27,-0.48191258,-0.41918117,"('hardhearted', 'softhearted')",1.3422579,1.2384115,0.4301726,0.4096152,-0.0205574
