,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,female-male
0,1.4784801,1.405607,"('unsociable', 'sociable')",-0.4104843,-0.5509754,-0.17327301,-0.31294122,0.2982409,0.1805634,-0.1176775
1,-0.46104333,-0.4242568,"('unfriendly', 'friendly')",-1.1883767,-1.2020994,1.4172597,1.3168792,-0.0773868,-0.103159,-0.0257722
2,0.7709504,0.8383566,"('unlikable', 'likable')",0.62484014,0.6378021,0.42822403,0.469791,0.6080049,0.6486499,0.040645
3,-0.0655423,0.030781688,"('repellent', 'pleasant')",-0.7452119,-0.71840924,0.5278258,0.56477267,-0.0943095,-0.0409516,0.0533579
4,-0.8266251,-0.93968457,"('disliked', 'liked')",0.16347508,0.06543134,-6.647499,-6.7334943,-2.436883,-2.5359159,-0.0990329
5,-0.4394257,-0.43706858,"('distant', 'outgoing')",-0.19899787,-0.12719482,-0.53117377,-0.5195302,-0.3898658,-0.3612645,0.0286013
6,-0.581875,-0.52503735,"('distant', 'open')",-0.48538586,-0.3622157,-0.536495,-0.5525918,-0.5345853,-0.4799483,0.054637
7,0.7132524,0.8139708,"('insensitive', 'sensitive')",-0.4164975,-0.41634908,0.19438946,0.2006566,0.1637148,0.1994261,0.0357113
8,-0.44257304,-0.43038586,"('unaffectionate', 'affectionate')",-0.582063,-0.5978945,0.83906883,0.78436923,-0.0618557,-0.0813037,-0.019448
9,0.7026075,0.6834406,"('unaffectionate', 'caring')",-0.8913364,-0.92389333,1.29499,1.2653719,0.3687537,0.3416398,-0.0271139
10,1.0885813,1.0958478,"('unsympathetic', 'sympathetic')",-0.9356398,-1.0316848,-0.39442754,-0.4755348,-0.0804953,-0.1371239,-0.0566286
11,0.18080899,0.20690282,"('unhelpful', 'helpful')",-0.7937051,-0.82981443,1.553952,1.5706319,0.3136853,0.3159067,0.0022214
12,1.2810364,1.3763344,"('unsupportive', 'supportive')",0.3129735,0.33780143,-2.0228057,-2.0062785,-0.1429319,-0.0973809,0.045551
13,1.475218,1.4760882,"('impolite', 'polite')",-0.15905799,-0.21884692,-0.9609618,-1.0018641,0.1183994,0.0851257,-0.0332737
14,1.9899846,1.9458147,"('antisocial', 'social')",0.72317505,0.61950684,-0.05585617,-0.12939945,0.8857678,0.811974,-0.0737938
15,0.3284428,0.22986448,"('boring', 'funny')",-0.048805647,-0.08646324,-0.11641811,-0.095487416,0.0544063,0.0159713,-0.038435
16,-2.2924786,-2.2417972,"('unpopular', 'popular')",-1.0733664,-1.0377682,0.3278255,0.29057193,-1.0126731,-0.9963311,0.016342
17,0.15887824,0.15978017,"('nasty', 'nice')",-0.3168004,-0.29431516,-0.28549096,-0.2523874,-0.1478044,-0.1289741,0.0188303
18,-0.22909755,-0.09686725,"('disagreeable', 'welcoming')",-0.27656138,-0.17167962,-0.55586165,-0.6027547,-0.3538402,-0.2904339,0.0634063
19,-0.28451848,-0.2049231,"('inhospitable', 'hospitable')",-0.32914966,-0.25373584,-0.57705146,-0.5314929,-0.3969065,-0.3300506,0.0668559
20,-0.0771461,-0.020871058,"('rough', 'thoughtful')",-0.24954788,-0.18590778,0.89158076,0.92692465,0.1882956,0.2400486,0.051753
