,stericycle_male,stericycle_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0677462,-1.1421571,"('unsociable', 'sociable')",-0.09336284,-0.19191419,-0.5805545,-0.6670356,-0.0864811
1,-1.1817486,-1.3484801,"('unfriendly', 'friendly')",1.7906036,1.5448034,0.3044275,0.0981616,-0.2062659
2,0.74870515,0.7260242,"('unlikable', 'likable')",0.8142279,0.8063884,0.7814665,0.7662063,-0.0152602
3,-0.9168533,-0.75520694,"('repellent', 'pleasant')",0.013971681,0.13160811,-0.4514408,-0.3117994,0.1396414
4,-0.033421323,-0.052800916,"('disliked', 'liked')",-5.78325,-5.771977,-2.9083357,-2.912389,-0.0040533
5,-0.36681286,-0.40214056,"('distant', 'outgoing')",-0.14826363,-0.2088727,-0.2575383,-0.3055066,-0.0479683
6,-0.5226138,-0.5863173,"('distant', 'open')",0.16054359,0.055316716,-0.1810351,-0.2655003,-0.0844652
7,-0.92109406,-0.8127937,"('insensitive', 'sensitive')",0.4674469,0.5055101,-0.2268236,-0.1536418,0.0731818
8,-1.0104737,-1.1465527,"('unaffectionate', 'affectionate')",0.8939662,0.69230354,-0.0582538,-0.2271246,-0.1688708
9,-1.3304065,-1.4367818,"('unaffectionate', 'caring')",1.1971468,1.0944755,-0.0666299,-0.1711531,-0.1045232
10,-1.630664,-1.5390836,"('unsympathetic', 'sympathetic')",-0.23548195,-0.28229645,-0.933073,-0.91069,0.022383
11,-0.5101352,-0.49820906,"('unhelpful', 'helpful')",1.8842727,1.8848276,0.6870688,0.6933093,0.0062405
12,-0.7572744,-0.6810483,"('unsupportive', 'supportive')",-1.4961483,-1.4437939,-1.1267114,-1.0624211,0.0642903
13,-0.7761928,-0.774416,"('impolite', 'polite')",-0.56551534,-0.5519291,-0.6708541,-0.6631726,0.0076815
14,-0.15386088,-0.094735146,"('antisocial', 'social')",-0.13878556,-0.16644254,-0.1463232,-0.1305888,0.0157344
15,0.79705197,0.6528072,"('boring', 'funny')",0.82954943,0.74915355,0.8133007,0.7009804,-0.1123203
16,-0.021422284,-0.014860367,"('unpopular', 'popular')",0.48906308,0.5500142,0.2338204,0.2675769,0.0337565
17,0.2901039,0.33207917,"('nasty', 'nice')",-0.32099944,-0.29598773,-0.0154478,0.0180457,0.0334935
18,-0.2840936,-0.23733506,"('disagreeable', 'welcoming')",-0.34346503,-0.3956852,-0.3137793,-0.3165101,-0.0027308
19,-0.9834555,-1.0248344,"('inhospitable', 'hospitable')",-0.18767598,-0.20258503,-0.5855657,-0.6137097,-0.028144
20,0.027677618,0.090485856,"('rough', 'thoughtful')",1.1867365,1.2159107,0.6072071,0.6531982,0.0459911
21,0.06299911,0.12121604,"('immoral', 'moral')",-0.33419794,-0.25022855,-0.1355994,-0.0645063,0.0710931
22,-0.4124363,-0.33106682,"('untrustworthy', 'trustworthy')",-0.8570431,-0.86914814,-0.6347397,-0.6001075,0.0346322
23,-1.3229318,-1.3035144,"('insincere', 'sincere')",5.407456,5.381257,2.0422621,2.0388713,-0.0033908
