,regeneron_male,regeneron_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.99512327,-1.0763156,"('unsociable', 'sociable')",0.08142999,-0.023440681,-0.8026818,-0.9419097,-0.572125,-0.6805553,-0.1084303
1,-1.4443167,-1.5141718,"('unfriendly', 'friendly')",0.80340064,0.6038109,1.9205081,1.7362225,0.4265307,0.2752872,-0.1512435
2,0.55674946,0.57891273,"('unlikable', 'likable')",0.61333805,0.60021174,0.9793222,1.1275027,0.7164699,0.7688758,0.0524059
3,-1.6914175,-1.629655,"('repellent', 'pleasant')",-1.3180687,-1.18331,-0.13147704,-0.07141575,-1.0469878,-0.9614602,0.0855276
4,0.2262923,0.22126752,"('disliked', 'liked')",0.34241742,0.3304067,-6.0622787,-6.0187607,-1.8311896,-1.8223621,0.0088275
5,0.18495221,0.17604531,"('distant', 'outgoing')",0.41766495,0.4040212,0.36845773,0.4310573,0.3236916,0.3370413,0.0133497
6,-0.03085886,-0.037463665,"('distant', 'open')",0.264847,0.2124559,1.0267962,1.0531483,0.4202615,0.4093802,-0.0108813
7,-1.4793288,-1.4281169,"('insensitive', 'sensitive')",-1.1220522,-1.0250151,0.19489416,0.19155696,-0.8021622,-0.7538584,0.0483038
8,0.18161353,0.12788828,"('unaffectionate', 'affectionate')",0.52627105,0.43809745,0.9160979,0.8510658,0.5413275,0.4723505,-0.068977
9,-0.6797894,-0.74987304,"('unaffectionate', 'caring')",0.4280839,0.3672415,1.2060874,1.2239043,0.3181273,0.2804242,-0.0377031
10,-2.0988088,-2.1055908,"('unsympathetic', 'sympathetic')",-0.9923505,-0.96361244,-0.8349742,-0.8415932,-1.3087112,-1.3035989,0.0051123
11,-0.89427125,-0.87660706,"('unhelpful', 'helpful')",-0.06469308,-0.043259658,1.3751311,1.5247086,0.1387223,0.201614,0.0628917
12,-0.34851474,-0.268277,"('unsupportive', 'supportive')",0.68742734,0.7828319,-1.982478,-1.926886,-0.5478551,-0.470777,0.0770781
