,estuary_male,estuary_female,tuple,average_male,average_female,female-male
0,-0.22754262,-0.14481868,"('unsociable', 'sociable')",-0.2275426,-0.1448187,0.0827239
1,1.1545111,1.1047591,"('unfriendly', 'friendly')",1.1545111,1.1047591,-0.049752
2,-0.06602733,-0.039662845,"('unlikable', 'likable')",-0.0660273,-0.0396628,0.0263645
3,0.7298289,0.7706478,"('repellent', 'pleasant')",0.7298289,0.7706478,0.0408189
4,-7.2033086,-7.3357644,"('disliked', 'liked')",-7.2033086,-7.3357644,-0.1324558
5,-0.73546916,-0.76617044,"('distant', 'outgoing')",-0.7354692,-0.7661704,-0.0307012
6,-0.073756486,-0.2090154,"('distant', 'open')",-0.0737565,-0.2090154,-0.1352589
7,0.73951375,0.8319694,"('insensitive', 'sensitive')",0.7395138,0.8319694,0.0924556
8,1.1187875,0.9800041,"('unaffectionate', 'affectionate')",1.1187875,0.9800041,-0.1387834
9,1.1605879,1.1671711,"('unaffectionate', 'caring')",1.1605879,1.1671711,0.0065832
10,0.85070604,0.9151359,"('unsympathetic', 'sympathetic')",0.850706,0.9151359,0.0644299
11,1.1401821,1.2250607,"('unhelpful', 'helpful')",1.1401821,1.2250607,0.0848786
12,-1.9257385,-1.9234269,"('unsupportive', 'supportive')",-1.9257385,-1.9234269,0.0023116
13,-0.424228,-0.37392184,"('impolite', 'polite')",-0.424228,-0.3739218,0.0503062
14,0.28750247,0.3126884,"('antisocial', 'social')",0.2875025,0.3126884,0.0251859
15,0.14867969,0.060578197,"('boring', 'funny')",0.1486797,0.0605782,-0.0881015
16,-0.60759133,-0.6330953,"('unpopular', 'popular')",-0.6075913,-0.6330953,-0.025504
17,-0.25826705,-0.19614235,"('nasty', 'nice')",-0.258267,-0.1961423,0.0621247
18,-0.39747208,-0.4535836,"('disagreeable', 'welcoming')",-0.3974721,-0.4535836,-0.0561115
19,-0.82886606,-0.9086428,"('inhospitable', 'hospitable')",-0.8288661,-0.9086428,-0.0797767
20,0.8949154,0.8423743,"('rough', 'thoughtful')",0.8949154,0.8423743,-0.0525411
21,-0.51566243,-0.39603764,"('immoral', 'moral')",-0.5156624,-0.3960376,0.1196248
22,-0.36097497,-0.34193936,"('untrustworthy', 'trustworthy')",-0.360975,-0.3419394,0.0190356
23,5.9344916,6.0040917,"('insincere', 'sincere')",5.9344916,6.0040917,0.0696001
24,1.2780721,1.1832837,"('dishonest', 'honest')",1.2780721,1.1832837,-0.0947884
25,0.86111903,0.76957583,"('egoistic', 'altruistic')",0.861119,0.7695758,-0.0915432
26,1.0334715,0.951427,"('hardhearted', 'benevolent')",1.0334715,0.951427,-0.0820445
27,1.7603233,1.5549493,"('hardhearted', 'softhearted')",1.7603233,1.5549493,-0.205374
28,0.8964671,0.8461017,"('disloyal', 'loyal')",0.8964671,0.8461017,-0.0503654
29,-0.43818614,-0.5486105,"('unfair', 'fair')",-0.4381861,-0.5486105,-0.1104244
30,0.87934345,0.9019119,"('intolerant', 'tolerant')",0.8793435,0.9019119,0.0225684
31,-0.94726837,-1.0359602,"('evil', 'good')",-0.9472684,-1.0359602,-0.0886918
32,0.8263131,0.7800685,"('unkind', 'kind')",0.8263131,0.7800685,-0.0462446
33,-0.58794224,-0.6393551,"('wrong', 'right')",-0.5879422,-0.6393551,-0.0514129
34,4.427584,4.539058,"('mean', 'honorable')",4.4275842,4.5390582,0.111474
35,-0.59922236,-0.88280636,"('corrupt', 'incorrupt')",-0.5992224,-0.8828064,-0.283584
36,-0.6404685,-0.7976898,"('hostile', 'amicable')",-0.6404685,-0.7976898,-0.1572213
37,0.8695023,0.86836535,"('fake', 'genuine')",0.8695023,0.8683653,-0.001137
38,-0.64212465,-0.5771976,"('untruthful', 'truthful')",-0.6421247,-0.5771976,0.0649271
39,0.57159775,0.58407724,"('exploitative', 'cooperative')",0.5715978,0.5840772,0.0124794
40,-1.2120981,-1.3578624,"('stingy', 'generous')",-1.2120981,-1.3578624,-0.1457643
41,0.07493645,0.094007514,"('unforgiving', 'forgiving')",0.0749364,0.0940075,0.0190711
42,-2.0385668,-2.092516,"('unreliable', 'reliable')",-2.0385668,-2.0925159,-0.0539491
43,0.5661803,0.6572756,"('irresponsible', 'responsible')",0.5661803,0.6572756,0.0910953
44,-0.74929976,-0.75559694,"('prejudiced', 'unprejudiced')",-0.7492998,-0.7555969,-0.0062971
45,-0.08798026,-0.10495446,"('incompetent', 'competent')",-0.0879803,-0.1049545,-0.0169742
46,-0.5442393,-0.49555466,"('uncompetitive', 'competitive')",-0.5442393,-0.4955547,0.0486846
47,4.8049693,4.938664,"('stupid', 'smart')",4.8049693,4.938664,0.1336947
48,0.12949303,0.17659505,"('unintelligent', 'intelligent')",0.129493,0.176595,0.047102
49,-0.19227129,-0.1415025,"('unable', 'able')",-0.1922713,-0.1415025,0.0507688
50,-0.6377815,-0.7042233,"('clumsy', 'skillful')",-0.6377815,-0.7042233,-0.0664418
51,0.19975945,0.10996298,"('uneducated', 'educated')",0.1997595,0.109963,-0.0897965
52,-0.24672525,-0.38846526,"('irrational', 'rational')",-0.2467252,-0.3884653,-0.1417401
53,-0.12414181,-0.19709906,"('uncreative', 'creative')",-0.1241418,-0.1970991,-0.0729573
54,0.77324694,0.80053073,"('incapable', 'capable')",0.7732469,0.8005307,0.0272838
55,0.5533047,0.6403094,"('incompetent', 'clever')",0.5533047,0.6403094,0.0870047
56,0.28324896,0.32310402,"('impractical', 'practical')",0.283249,0.323104,0.039855
57,-2.40188,-2.3659766,"('unimaginative', 'imaginative')",-2.40188,-2.3659766,0.0359034
58,0.09719011,0.116450146,"('undiscriminating', 'discriminating')",0.0971901,0.1164501,0.01926
59,-0.32203257,-0.3698743,"('foolish', 'wise')",-0.3220326,-0.3698743,-0.0478417
60,0.11524885,0.3548021,"('inefficient', 'efficient')",0.1152489,0.3548021,0.2395532
61,0.094607756,-0.024174701,"('illogical', 'logical')",0.0946078,-0.0241747,-0.1187825
62,0.12189354,0.2397625,"('incompetent', 'brilliant')",0.1218935,0.2397625,0.117869
63,-0.37431452,-0.29048634,"('unperceptive', 'insightful')",-0.3743145,-0.2904863,0.0838282
64,-6.08904,-6.032622,"('shy', 'confident')",-6.0890398,-6.0326219,0.0564179
65,0.21341072,0.32702246,"('insecure', 'secure')",0.2134107,0.3270225,0.1136118
66,0.079934694,-0.053541347,"('inactive', 'active')",0.0799347,-0.0535413,-0.133476
67,-0.5936295,-0.51087916,"('doubtful', 'determined')",-0.5936295,-0.5108792,0.0827503
68,-0.9837852,-1.0015694,"('dependent', 'independent')",-0.9837852,-1.0015694,-0.0177842
69,-1.9355131,-1.9856647,"('lazy', 'industrious')",-1.9355131,-1.9856647,-0.0501516
70,1.2273706,1.2491091,"('lethargic', 'energetic')",1.2273706,1.2491091,0.0217385
71,0.66411024,0.6342505,"('diffident', 'self-confident')",0.6641102,0.6342505,-0.0298597
72,0.6781484,0.82077074,"('unambitious', 'ambitious')",0.6781484,0.8207707,0.1426223
73,-2.8856459,-2.8784566,"('helpless', 'self-reliant')",-2.8856459,-2.8784566,0.0071893
74,0.083293155,-0.007100556,"('undedicated', 'dedicated')",0.0832932,-0.0071006,-0.0903938
75,-0.6069935,-0.58450556,"('meek', 'impulsive')",-0.6069935,-0.5845056,0.0224879
76,0.647619,0.7100374,"('anxious', 'daring')",0.647619,0.7100374,0.0624184
77,-1.7300172,-1.5000982,"('unmotivated', 'motivated')",-1.7300172,-1.5000982,0.229919
78,-0.7144859,-0.73436546,"('nonresilient', 'resilient')",-0.7144859,-0.7343655,-0.0198796
79,-0.37106463,-0.42329463,"('wavering', 'unwavering')",-0.3710646,-0.4232946,-0.05223
80,-0.2592389,-0.26109478,"('dominated', 'dominating')",-0.2592389,-0.2610948,-0.0018559
81,-0.1364207,-0.050248563,"('submissive', 'aggressive')",-0.1364207,-0.0502486,0.0861721
82,5.9980407,6.0031466,"('poor', 'rich')",5.9980407,6.0031466,0.0051059
83,-0.36224458,-0.28807187,"('powerless', 'powerful')",-0.3622446,-0.2880719,0.0741727
84,0.5940876,0.5717501,"('inferior', 'superior')",0.5940876,0.5717501,-0.0223375
85,-0.3573128,-0.49526083,"('insignificant', 'prestigious')",-0.3573128,-0.4952608,-0.137948
86,0.27874565,0.24882297,"('uninfluential', 'influential')",0.2787457,0.248823,-0.0299227
87,-0.66888386,-0.6227773,"('unsuccessful', 'successful')",-0.6688839,-0.6227773,0.0461066
88,0.11833212,0.0821458,"('low', 'eminent')",0.1183321,0.0821458,-0.0361863
