,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
32,1.2363038,1.1949162,"('unkind', 'kind')",1.2363038,1.1949162,-0.0413876
33,0.1745435,0.03007856,"('wrong', 'right')",0.1745435,0.0300786,-0.1444649
34,4.1563582,4.258549,"('mean', 'honorable')",4.1563582,4.2585492,0.102191
35,-0.072728775,-0.44889134,"('corrupt', 'incorrupt')",-0.0727288,-0.4488913,-0.3761625
36,-0.1750389,-0.53837353,"('hostile', 'amicable')",-0.1750389,-0.5383735,-0.3633346
37,1.0201299,0.9242337,"('fake', 'genuine')",1.0201299,0.9242337,-0.0958962
38,0.194201,0.061582856,"('untruthful', 'truthful')",0.194201,0.0615829,-0.1326181
39,0.015263185,0.08543141,"('exploitative', 'cooperative')",0.0152632,0.0854314,0.0701682
40,-1.7416503,-1.8616216,"('stingy', 'generous')",-1.7416503,-1.8616216,-0.1199713
41,0.45658976,0.38288495,"('unforgiving', 'forgiving')",0.4565898,0.3828849,-0.0737049
42,-3.152762,-3.048967,"('unreliable', 'reliable')",-3.1527619,-3.0489669,0.103795
43,0.7169682,0.8208028,"('irresponsible', 'responsible')",0.7169682,0.8208028,0.1038346
44,-1.8547649,-1.8535212,"('prejudiced', 'unprejudiced')",-1.8547649,-1.8535212,0.0012437
45,0.2641943,0.24799404,"('incompetent', 'competent')",0.2641943,0.247994,-0.0162003
46,-0.9941827,-0.923396,"('uncompetitive', 'competitive')",-0.9941827,-0.923396,0.0707867
47,4.609465,4.7676063,"('stupid', 'smart')",4.6094651,4.7676063,0.1581412
48,-0.112847924,-0.039485008,"('unintelligent', 'intelligent')",-0.1128479,-0.039485,0.0733629
49,-0.804751,-0.6107528,"('unable', 'able')",-0.804751,-0.6107528,0.1939982
50,-0.5548249,-0.65248394,"('clumsy', 'skillful')",-0.5548249,-0.6524839,-0.097659
51,-0.2788741,-0.13516456,"('uneducated', 'educated')",-0.2788741,-0.1351646,0.1437095
52,0.30699655,0.033423305,"('irrational', 'rational')",0.3069966,0.0334233,-0.2735733
53,0.21101624,0.12193972,"('uncreative', 'creative')",0.2110162,0.1219397,-0.0890765
54,0.48627526,0.4352898,"('incapable', 'capable')",0.4862753,0.4352898,-0.0509855
55,-0.31320125,-0.056261633,"('incompetent', 'clever')",-0.3132012,-0.0562616,0.2569396
56,0.35483885,0.41812605,"('impractical', 'practical')",0.3548388,0.418126,0.0632872
57,-2.7944553,-2.8569982,"('unimaginative', 'imaginative')",-2.7944553,-2.8569982,-0.0625429
58,0.13765493,0.12962045,"('undiscriminating', 'discriminating')",0.1376549,0.1296204,-0.0080345
59,0.61385584,0.4208808,"('foolish', 'wise')",0.6138558,0.4208808,-0.192975
60,-0.65392315,-0.32906553,"('inefficient', 'efficient')",-0.6539232,-0.3290655,0.3248577
61,-0.03510409,-0.15461132,"('illogical', 'logical')",-0.0351041,-0.1546113,-0.1195072
62,-0.21361472,0.06137332,"('incompetent', 'brilliant')",-0.2136147,0.0613733,0.274988
63,0.24885452,0.26299047,"('unperceptive', 'insightful')",0.2488545,0.2629905,0.014136
64,-6.2652936,-6.2437854,"('shy', 'confident')",-6.2652936,-6.2437854,0.0215082
65,-0.6897186,-0.5079509,"('insecure', 'secure')",-0.6897186,-0.5079509,0.1817677
66,-0.0017528161,-0.23905265,"('inactive', 'active')",-0.0017528,-0.2390527,-0.2372999
67,-0.12750602,-0.079420954,"('doubtful', 'determined')",-0.127506,-0.079421,0.048085
68,-1.924795,-1.8876365,"('dependent', 'independent')",-1.924795,-1.8876365,0.0371585
69,-0.7356606,-0.89442986,"('lazy', 'industrious')",-0.7356606,-0.8944299,-0.1587693
70,0.517598,0.60034096,"('lethargic', 'energetic')",0.517598,0.600341,0.082743
71,0.68697804,0.54808116,"('diffident', 'self-confident')",0.686978,0.5480812,-0.1388968
72,0.24699834,0.41645652,"('unambitious', 'ambitious')",0.2469983,0.4164565,0.1694582
73,-3.2489295,-3.3200595,"('helpless', 'self-reliant')",-3.2489295,-3.3200595,-0.07113
74,0.34595004,0.25823787,"('undedicated', 'dedicated')",0.34595,0.2582379,-0.0877121
75,-0.492365,-0.51020217,"('meek', 'impulsive')",-0.492365,-0.5102022,-0.0178372
76,-0.81241477,-0.653833,"('anxious', 'daring')",-0.8124148,-0.653833,0.1585818
77,-1.3884159,-1.1896338,"('unmotivated', 'motivated')",-1.3884159,-1.1896338,0.1987821
78,-0.6051659,-0.7084675,"('nonresilient', 'resilient')",-0.6051659,-0.7084675,-0.1033016
79,0.44958475,0.2688058,"('wavering', 'unwavering')",0.4495848,0.2688058,-0.180779
80,-0.35766792,-0.2962166,"('dominated', 'dominating')",-0.3576679,-0.2962166,0.0614513
81,-0.9742844,-0.7769604,"('submissive', 'aggressive')",-0.9742844,-0.7769604,0.197324
82,5.869807,5.9921584,"('poor', 'rich')",5.8698068,5.9921584,0.1223516
83,-0.4060837,-0.34244964,"('powerless', 'powerful')",-0.4060837,-0.3424496,0.0636341
84,0.17484587,0.13227381,"('inferior', 'superior')",0.1748459,0.1322738,-0.0425721
85,0.12658912,-0.20273086,"('insignificant', 'prestigious')",0.1265891,-0.2027309,-0.32932
86,0.8438914,0.7766314,"('uninfluential', 'influential')",0.8438914,0.7766314,-0.06726
87,-0.21424182,-0.19532433,"('unsuccessful', 'successful')",-0.2142418,-0.1953243,0.0189175
88,0.12767312,0.12097028,"('low', 'eminent')",0.1276731,0.1209703,-0.0067028
