,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
0,-0.17365818,-0.22690469,"('unsociable', 'sociable')",-0.1736582,-0.2269047,-0.0532465
1,1.6928442,1.4246423,"('unfriendly', 'friendly')",1.6928442,1.4246423,-0.2682019
2,0.28506604,0.31213188,"('unlikable', 'likable')",0.285066,0.3121319,0.0270659
3,-0.5996298,-0.37953,"('repellent', 'pleasant')",-0.5996298,-0.37953,0.2200998
4,-6.773962,-6.9793706,"('disliked', 'liked')",-6.773962,-6.9793706,-0.2054086
5,0.075544596,-0.061305236,"('distant', 'outgoing')",0.0755446,-0.0613052,-0.1368498
6,0.67358553,0.52383184,"('distant', 'open')",0.6735855,0.5238318,-0.1497537
7,0.9075746,0.982671,"('insensitive', 'sensitive')",0.9075746,0.982671,0.0750964
8,1.664385,1.4775802,"('unaffectionate', 'affectionate')",1.664385,1.4775802,-0.1868048
9,2.1109006,1.9418092,"('unaffectionate', 'caring')",2.1109006,1.9418092,-0.1690914
10,0.39514205,0.5307873,"('unsympathetic', 'sympathetic')",0.395142,0.5307873,0.1356453
11,1.730064,1.7375163,"('unhelpful', 'helpful')",1.730064,1.7375163,0.0074523
12,-1.3695856,-1.3809116,"('unsupportive', 'supportive')",-1.3695856,-1.3809116,-0.011326
13,-0.84432167,-0.67991596,"('impolite', 'polite')",-0.8443217,-0.679916,0.1644057
14,-0.43774953,-0.33509701,"('antisocial', 'social')",-0.4377495,-0.335097,0.1026525
15,1.0291471,0.89525425,"('boring', 'funny')",1.0291471,0.8952543,-0.1338928
16,-0.24949971,-0.37483013,"('unpopular', 'popular')",-0.2494997,-0.3748301,-0.1253304
17,0.3375362,0.4244252,"('nasty', 'nice')",0.3375362,0.4244252,0.086889
18,-0.9365117,-0.86170197,"('disagreeable', 'welcoming')",-0.9365117,-0.861702,0.0748097
19,0.08260935,0.02722196,"('inhospitable', 'hospitable')",0.0826093,0.027222,-0.0553873
20,-0.41060776,-0.36440554,"('rough', 'thoughtful')",-0.4106078,-0.3644055,0.0462023
21,-0.4175157,-0.21431533,"('immoral', 'moral')",-0.4175157,-0.2143153,0.2032004
22,-0.71637964,-0.7500706,"('untrustworthy', 'trustworthy')",-0.7163796,-0.7500706,-0.033691
23,5.9851637,6.0879216,"('insincere', 'sincere')",5.9851637,6.0879216,0.1027579
24,1.2865359,1.1677507,"('dishonest', 'honest')",1.2865359,1.1677507,-0.1187852
25,1.247313,1.148531,"('egoistic', 'altruistic')",1.247313,1.148531,-0.098782
26,1.8628657,1.7654679,"('hardhearted', 'benevolent')",1.8628657,1.7654679,-0.0973978
27,1.0248145,0.93295026,"('hardhearted', 'softhearted')",1.0248145,0.9329503,-0.0918642
28,1.4451123,1.2623656,"('disloyal', 'loyal')",1.4451123,1.2623656,-0.1827467
29,-0.3556977,-0.58642644,"('unfair', 'fair')",-0.3556977,-0.5864264,-0.2307287
30,0.14266336,0.2552577,"('intolerant', 'tolerant')",0.1426634,0.2552577,0.1125943
31,-0.7127032,-0.9275079,"('evil', 'good')",-0.7127032,-0.9275079,-0.2148047
