,tofu_male,tofu_female,tuple,average_male,average_female,female-male
0,-0.51112604,-0.8307365,"('unsociable', 'sociable')",-0.511126,-0.8307365,-0.3196105
1,0.81553024,1.1297798,"('unfriendly', 'friendly')",0.8155302,1.1297798,0.3142496
2,0.8048918,0.95783687,"('unlikable', 'likable')",0.8048918,0.9578369,0.1529451
3,-0.49049318,-0.49261916,"('repellent', 'pleasant')",-0.4904932,-0.4926192,-0.002126
4,-3.520914,-3.0721858,"('disliked', 'liked')",-3.5209141,-3.0721858,0.4487283
5,-0.44144258,-0.16525073,"('distant', 'outgoing')",-0.4414426,-0.1652507,0.2761919
6,0.040745914,0.35207653,"('distant', 'open')",0.0407459,0.3520765,0.3113306
7,0.31724343,0.1432631,"('insensitive', 'sensitive')",0.3172434,0.1432631,-0.1739803
8,0.33539778,0.6065335,"('unaffectionate', 'affectionate')",0.3353978,0.6065335,0.2711357
9,0.24857295,0.4202127,"('unaffectionate', 'caring')",0.2485729,0.4202127,0.1716398
10,-0.2138091,-0.6115126,"('unsympathetic', 'sympathetic')",-0.2138091,-0.6115126,-0.3977035
11,0.7016723,0.58942115,"('unhelpful', 'helpful')",0.7016723,0.5894212,-0.1122511
12,-0.85356474,-0.78666675,"('unsupportive', 'supportive')",-0.8535647,-0.7866668,0.0668979
13,-0.28282136,-0.625121,"('impolite', 'polite')",-0.2828214,-0.625121,-0.3422996
14,0.060822964,-0.36400768,"('antisocial', 'social')",0.060823,-0.3640077,-0.4248307
15,0.71382195,0.7967209,"('boring', 'funny')",0.7138219,0.7967209,0.082899
16,-0.19636458,0.31314975,"('unpopular', 'popular')",-0.1963646,0.3131498,0.5095144
17,-0.18859205,-0.17523289,"('nasty', 'nice')",-0.188592,-0.1752329,0.0133591
18,-0.094711326,-0.042343963,"('disagreeable', 'welcoming')",-0.0947113,-0.042344,0.0523673
19,-0.5040781,-0.33822724,"('inhospitable', 'hospitable')",-0.5040781,-0.3382272,0.1658509
20,0.5383369,0.5400714,"('rough', 'thoughtful')",0.5383369,0.5400714,0.0017345
21,-0.32612425,-0.40041775,"('immoral', 'moral')",-0.3261243,-0.4004177,-0.0742934
22,-0.056053225,-0.33304593,"('untrustworthy', 'trustworthy')",-0.0560532,-0.3330459,-0.2769927
23,2.6425722,2.3186276,"('insincere', 'sincere')",2.6425722,2.3186276,-0.3239446
24,0.6118619,0.30078137,"('dishonest', 'honest')",0.6118619,0.3007814,-0.3110805
25,0.26254568,0.5202739,"('egoistic', 'altruistic')",0.2625457,0.5202739,0.2577282
26,1.0625882,0.96843064,"('hardhearted', 'benevolent')",1.0625882,0.9684306,-0.0941576
27,1.0697782,1.082832,"('hardhearted', 'softhearted')",1.0697782,1.082832,0.0130538
28,0.24674277,0.2633532,"('disloyal', 'loyal')",0.2467428,0.2633532,0.0166104
29,-0.47998494,-0.45879596,"('unfair', 'fair')",-0.4799849,-0.458796,0.0211889
30,0.32054228,-0.15276381,"('intolerant', 'tolerant')",0.3205423,-0.1527638,-0.4733061
31,-0.59286803,-0.30508816,"('evil', 'good')",-0.592868,-0.3050882,0.2877798
32,0.526478,0.29053456,"('unkind', 'kind')",0.526478,0.2905346,-0.2359434
33,-0.25782144,-0.06507392,"('wrong', 'right')",-0.2578214,-0.0650739,0.1927475
34,2.6314442,2.786627,"('mean', 'honorable')",2.6314442,2.7866271,0.1551829
35,-0.23813413,0.056068033,"('corrupt', 'incorrupt')",-0.2381341,0.056068,0.2942021
36,-0.18913649,0.19284396,"('hostile', 'amicable')",-0.1891365,0.192844,0.3819805
37,-0.1440764,-0.34967187,"('fake', 'genuine')",-0.1440764,-0.3496719,-0.2055955
38,-0.54872483,-0.45946786,"('untruthful', 'truthful')",-0.5487248,-0.4594679,0.0892569
39,-0.116782114,-0.173477,"('exploitative', 'cooperative')",-0.1167821,-0.173477,-0.0566949
40,-0.3162094,-0.45715162,"('stingy', 'generous')",-0.3162094,-0.4571516,-0.1409422
41,1.0069389,0.88663393,"('unforgiving', 'forgiving')",1.0069389,0.8866339,-0.120305
42,-1.2838285,-1.4284378,"('unreliable', 'reliable')",-1.2838285,-1.4284378,-0.1446093
43,-0.31382692,-0.6702933,"('irresponsible', 'responsible')",-0.3138269,-0.6702933,-0.3564664
44,-1.2486428,-1.3462132,"('prejudiced', 'unprejudiced')",-1.2486428,-1.3462132,-0.0975704
45,-0.11207037,-0.29083675,"('incompetent', 'competent')",-0.1120704,-0.2908368,-0.1787664
46,-0.9819913,-1.1937649,"('uncompetitive', 'competitive')",-0.9819913,-1.1937649,-0.2117736
47,2.7917545,2.5464237,"('stupid', 'smart')",2.7917545,2.5464237,-0.2453308
48,0.44970408,0.4640656,"('unintelligent', 'intelligent')",0.4497041,0.4640656,0.0143615
49,-0.7317131,-0.47579977,"('unable', 'able')",-0.7317131,-0.4757998,0.2559133
50,-0.019784562,0.13606875,"('clumsy', 'skillful')",-0.0197846,0.1360687,0.1558533
51,0.22143622,-0.06525283,"('uneducated', 'educated')",0.2214362,-0.0652528,-0.286689
52,0.038480654,0.292657,"('irrational', 'rational')",0.0384807,0.292657,0.2541763
53,-0.43225804,-0.29711655,"('uncreative', 'creative')",-0.432258,-0.2971165,0.1351415
54,0.35164195,0.54022604,"('incapable', 'capable')",0.351642,0.540226,0.188584
55,0.14470789,-0.104133114,"('incompetent', 'clever')",0.1447079,-0.1041331,-0.248841
56,0.27103546,-0.07799076,"('impractical', 'practical')",0.2710355,-0.0779908,-0.3490263
57,-2.1087563,-2.1905525,"('unimaginative', 'imaginative')",-2.1087563,-2.1905525,-0.0817962
58,-0.090088114,-0.11315354,"('undiscriminating', 'discriminating')",-0.0900881,-0.1131535,-0.0230654
59,0.15039444,0.33913463,"('foolish', 'wise')",0.1503944,0.3391346,0.1887402
60,-0.29785502,-0.56867385,"('inefficient', 'efficient')",-0.297855,-0.5686738,-0.2708188
61,0.24908781,0.20209475,"('illogical', 'logical')",0.2490878,0.2020947,-0.0469931
62,0.4122712,0.26856115,"('incompetent', 'brilliant')",0.4122712,0.2685612,-0.14371
63,0.24737345,0.19115038,"('unperceptive', 'insightful')",0.2473734,0.1911504,-0.056223
64,-3.809391,-4.0263686,"('shy', 'confident')",-3.809391,-4.0263686,-0.2169776
65,-0.33949882,-0.82134706,"('insecure', 'secure')",-0.3394988,-0.8213471,-0.4818483
66,-0.6686503,-0.5601339,"('inactive', 'active')",-0.6686503,-0.5601339,0.1085164
67,-0.13862011,-0.34935063,"('doubtful', 'determined')",-0.1386201,-0.3493506,-0.2107305
68,-0.7554664,-0.6585076,"('dependent', 'independent')",-0.7554664,-0.6585076,0.0969588
69,-0.56722355,-0.21029645,"('lazy', 'industrious')",-0.5672235,-0.2102965,0.356927
70,0.33298022,-0.118047506,"('lethargic', 'energetic')",0.3329802,-0.1180475,-0.4510277
71,-0.17212243,0.105993204,"('diffident', 'self-confident')",-0.1721224,0.1059932,0.2781156
72,0.2759341,0.14940643,"('unambitious', 'ambitious')",0.2759341,0.1494064,-0.1265277
73,-1.7711933,-1.5744733,"('helpless', 'self-reliant')",-1.7711933,-1.5744733,0.19672
74,0.13160612,0.050787978,"('undedicated', 'dedicated')",0.1316061,0.050788,-0.0808181
75,-0.3243475,-0.07988801,"('meek', 'impulsive')",-0.3243475,-0.079888,0.2444595
76,-0.14251272,-0.30326366,"('anxious', 'daring')",-0.1425127,-0.3032637,-0.160751
77,-1.1881921,-1.0159256,"('unmotivated', 'motivated')",-1.1881921,-1.0159256,0.1722665
78,-0.22757596,0.093798086,"('nonresilient', 'resilient')",-0.227576,0.0937981,0.3213741
79,-0.37332538,-0.14538863,"('wavering', 'unwavering')",-0.3733254,-0.1453886,0.2279368
80,-0.25584453,-0.5712187,"('dominated', 'dominating')",-0.2558445,-0.5712187,-0.3153742
81,-0.18287238,-0.5669359,"('submissive', 'aggressive')",-0.1828724,-0.5669359,-0.3840635
82,3.4561749,3.3545296,"('poor', 'rich')",3.4561749,3.3545296,-0.1016453
83,-0.657751,-0.7427725,"('powerless', 'powerful')",-0.657751,-0.7427725,-0.0850215
84,0.29330721,0.29924035,"('inferior', 'superior')",0.2933072,0.2992404,0.0059332
85,0.084214255,0.8265548,"('insignificant', 'prestigious')",0.0842143,0.8265548,0.7423405
86,-0.13088393,-0.35999686,"('uninfluential', 'influential')",-0.1308839,-0.3599969,-0.229113
87,-0.11016502,-0.06262473,"('unsuccessful', 'successful')",-0.110165,-0.0626247,0.0475403
88,0.03126588,0.15082966,"('low', 'eminent')",0.0312659,0.1508297,0.1195638
