,cell_male,cell_female,tuple,average_male,average_female,female-male
0,0.18867543,0.039274577,"('unsociable', 'sociable')",0.1886754,0.0392746,-0.1494008
1,1.5186687,1.4823629,"('unfriendly', 'friendly')",1.5186687,1.4823629,-0.0363058
2,0.13809334,0.18124267,"('unlikable', 'likable')",0.1380933,0.1812427,0.0431494
3,0.9811617,1.1147058,"('repellent', 'pleasant')",0.9811617,1.1147058,0.1335441
4,-7.402637,-7.4145103,"('disliked', 'liked')",-7.402637,-7.4145103,-0.0118733
5,-0.3587975,-0.21906857,"('distant', 'outgoing')",-0.3587975,-0.2190686,0.1397289
6,-0.1770817,-0.026671689,"('distant', 'open')",-0.1770817,-0.0266717,0.15041
7,1.1693698,1.2324198,"('insensitive', 'sensitive')",1.1693698,1.2324198,0.06305
8,1.2330621,1.1197395,"('unaffectionate', 'affectionate')",1.2330621,1.1197395,-0.1133226
9,1.9649318,2.0104568,"('unaffectionate', 'caring')",1.9649318,2.0104568,0.045525
10,1.0805198,1.0627806,"('unsympathetic', 'sympathetic')",1.0805198,1.0627806,-0.0177392
11,2.2182496,2.1868975,"('unhelpful', 'helpful')",2.2182496,2.1868975,-0.0313521
12,-1.3676909,-1.3393644,"('unsupportive', 'supportive')",-1.3676909,-1.3393644,0.0283265
13,0.22439614,0.12767038,"('impolite', 'polite')",0.2243961,0.1276704,-0.0967257
14,0.36476088,0.21906553,"('antisocial', 'social')",0.3647609,0.2190655,-0.1456954
15,0.38011,0.32910246,"('boring', 'funny')",0.38011,0.3291025,-0.0510075
16,-0.5064765,-0.4695761,"('unpopular', 'popular')",-0.5064765,-0.4695761,0.0369004
17,-0.07029098,-0.11811446,"('nasty', 'nice')",-0.070291,-0.1181145,-0.0478235
18,-0.18666947,-0.227417,"('disagreeable', 'welcoming')",-0.1866695,-0.227417,-0.0407475
19,-0.5243728,-0.31469098,"('inhospitable', 'hospitable')",-0.5243728,-0.314691,0.2096818
20,0.15769455,0.008050866,"('rough', 'thoughtful')",0.1576945,0.0080509,-0.1496436
