,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,female-male
0,1.6705137,1.5110116,"('unsociable', 'sociable')",-0.1882062,-0.3894078,-0.17375782,-0.31104043,0.4361833,0.2701878,-0.1659955
1,-0.31082955,-0.4545262,"('unfriendly', 'friendly')",-1.060748,-1.2631332,1.7316986,1.5463189,0.1200404,-0.0571135,-0.1771539
2,0.6279833,0.60855204,"('unlikable', 'likable')",0.5255351,0.48901325,0.46347582,0.40830186,0.5389981,0.5019557,-0.0370424
3,0.24409647,0.3925541,"('repellent', 'pleasant')",-0.5591011,-0.47360456,0.6926401,0.85080403,0.1258785,0.2565845,0.130706
4,-0.7358475,-0.95231164,"('disliked', 'liked')",0.10576303,-0.026088271,-6.9879274,-6.999119,-2.5393373,-2.6591729,-0.1198356
5,-0.31489605,-0.4911701,"('distant', 'outgoing')",-0.2402115,-0.26803455,-0.2040077,-0.11290611,-0.2530384,-0.2907036,-0.0376652
6,-0.4812852,-0.57508504,"('distant', 'open')",-0.56533337,-0.5348535,-0.15353149,-0.11803349,-0.40005,-0.409324,-0.009274
7,0.85235435,1.0590224,"('insensitive', 'sensitive')",-0.17931737,-0.05961034,0.4694016,0.51095957,0.3808129,0.5034572,0.1226443
8,-0.44379437,-0.61906826,"('unaffectionate', 'affectionate')",-0.644855,-0.8249597,1.2619283,1.0789554,0.0577596,-0.1216908,-0.1794504
9,0.8641467,0.80388105,"('unaffectionate', 'caring')",-0.8519738,-1.0383444,1.6932421,1.6330801,0.5684717,0.4662056,-0.1022661
10,1.3375328,1.2828946,"('unsympathetic', 'sympathetic')",-0.6821805,-0.81785536,-0.23567614,-0.40157402,0.139892,0.0211551,-0.1187369
11,0.2909554,0.368769,"('unhelpful', 'helpful')",-0.5454298,-0.5327665,1.7810231,1.8934369,0.5088496,0.5764798,0.0676302
12,1.5690962,1.5415714,"('unsupportive', 'supportive')",0.5238226,0.48860544,-1.9151644,-1.8981807,0.0592515,0.0439987,-0.0152528
13,1.5060354,1.4875438,"('impolite', 'polite')",0.06490869,-0.004001053,-0.8405822,-0.87491953,0.243454,0.2028744,-0.0405796
14,2.0226252,2.1119714,"('antisocial', 'social')",0.9057567,0.948501,-0.069805175,-0.08472914,0.9528589,0.9919144,0.0390555
15,0.18493053,0.021678798,"('boring', 'funny')",-0.12464464,-0.23508255,0.045686677,0.01900812,0.0353242,-0.0647985,-0.1001227
16,-2.294211,-2.3341677,"('unpopular', 'popular')",-1.2207558,-1.2703755,0.23371583,0.19952048,-1.0937503,-1.1350075,-0.0412572
17,0.2706859,0.20960182,"('nasty', 'nice')",-0.30884805,-0.31952205,-0.26483998,-0.29662487,-0.1010007,-0.135515,-0.0345143
18,-0.13784659,-0.12706265,"('disagreeable', 'welcoming')",-0.11244005,-0.012911361,-0.3726038,-0.34952798,-0.2076302,-0.1631673,0.0444629
19,0.0075083487,-0.06805408,"('inhospitable', 'hospitable')",-0.078620076,-0.21563613,-0.24727634,-0.32416108,-0.1061293,-0.2026171,-0.0964878
20,-0.21767503,-0.05922138,"('rough', 'thoughtful')",-0.29290757,-0.09523237,0.7152546,0.8224065,0.068224,0.2226509,0.1544269
21,1.8141868,1.9355867,"('immoral', 'moral')",0.21261525,0.24251018,-0.708779,-0.67637223,0.439341,0.5005748,0.0612338
22,0.18505535,0.20040849,"('untrustworthy', 'trustworthy')",0.55531037,0.6101626,-1.0337691,-0.9726841,-0.0978011,-0.0540377,0.0437634
23,0.7363106,0.8467133,"('insincere', 'sincere')",-0.4036251,-0.46064955,5.9900694,6.0942965,2.107585,2.16012,0.052535
24,1.1068937,1.0873228,"('dishonest', 'honest')",-0.5139088,-0.5274979,0.6844979,0.7204523,0.4258276,0.4267591,0.0009315
25,0.38832507,0.40739027,"('egoistic', 'altruistic')",0.48768204,0.4854993,1.3800433,1.3938597,0.7520168,0.7622498,0.010233
26,-0.23085693,-0.5476164,"('hardhearted', 'benevolent')",0.63171387,0.3322953,1.9524779,1.5824518,0.784445,0.4557103,-0.3287347
27,-0.21977666,-0.18495032,"('hardhearted', 'softhearted')",-0.49787498,-0.44099638,1.6242301,1.523418,0.3021928,0.2991571,-0.0030357
28,0.21925986,0.16346452,"('disloyal', 'loyal')",-0.4433901,-0.57311004,1.1675204,1.0616637,0.3144634,0.2173394,-0.097124
29,-0.32155374,-0.28735662,"('unfair', 'fair')",0.042760782,0.08447546,-0.17094791,-0.28077838,-0.1499136,-0.1612198,-0.0113062
30,1.1702001,1.2733514,"('intolerant', 'tolerant')",0.09814566,0.057618752,0.79033214,0.75684905,0.686226,0.6959397,0.0097137
31,-2.1135178,-2.2241304,"('evil', 'good')",0.10539528,0.06838648,-0.39671683,-0.4701095,-0.8016131,-0.8752844,-0.0736713
32,0.88731277,0.8194726,"('unkind', 'kind')",-0.0105502345,-0.23073456,0.8685834,0.5898602,0.5817819,0.3928661,-0.1889158
33,0.41589627,0.24944626,"('wrong', 'right')",0.8654841,0.83213973,-0.4364341,-0.42355618,0.2816488,0.2193433,-0.0623055
34,-1.2519072,-0.9435534,"('mean', 'honorable')",0.07568152,0.20450081,5.6322308,5.875906,1.485335,1.7122844,0.2269494
35,-1.0726264,-1.1956176,"('corrupt', 'incorrupt')",-0.008439219,-0.014880739,-0.36990237,-0.45783332,-0.483656,-0.5561105,-0.0724545
36,-1.1568726,-1.3305849,"('hostile', 'amicable')",-0.2435346,-0.38526708,0.026974939,-0.16357982,-0.4578108,-0.6264773,-0.1686665
37,1.28926,1.3431637,"('fake', 'genuine')",0.61738455,0.6458541,0.31473142,0.3352223,0.7404586,0.7747467,0.0342881
38,0.27229246,0.23440221,"('untruthful', 'truthful')",-0.07926046,-0.12840147,0.14918242,0.25733534,0.1140715,0.121112,0.0070405
39,1.3316908,1.4585793,"('exploitative', 'cooperative')",0.5460042,0.586361,0.09988004,0.12842965,0.6591917,0.7244566,0.0652649
40,0.30363438,0.2609554,"('stingy', 'generous')",0.60587883,0.64778155,-1.5015429,-1.4692694,-0.1973432,-0.1868442,0.010499
41,0.94701326,0.8786534,"('unforgiving', 'forgiving')",0.3196349,0.21417575,0.27254215,0.11715695,0.5130634,0.4033287,-0.1097347
42,0.7490008,0.6851956,"('unreliable', 'reliable')",0.93754196,0.97125685,-3.8262093,-3.8157535,-0.7132222,-0.719767,-0.0065448
43,1.1129161,1.1369705,"('irresponsible', 'responsible')",-0.079153605,-0.054021418,0.2326654,0.15879524,0.4221426,0.4139148,-0.0082278
44,-0.73036987,-0.7990448,"('prejudiced', 'unprejudiced')",0.10287333,0.098228,-1.8950905,-1.94677,-0.8408624,-0.8825289,-0.0416665
45,0.9163328,0.8410126,"('incompetent', 'competent')",0.5128793,0.31284732,0.05616218,-0.012293005,0.4951247,0.3805223,-0.1146024
46,0.94787455,0.8793854,"('uncompetitive', 'competitive')",-0.5741319,-0.63823915,-1.0478153,-1.0558609,-0.2246909,-0.2715715,-0.0468806
47,-0.16020279,0.0012836205,"('stupid', 'smart')",0.26403648,0.4205857,5.111739,5.250318,1.7385243,1.8907291,0.1522048
48,0.75269645,0.8604524,"('unintelligent', 'intelligent')",-0.6114612,-0.6121574,0.6174453,0.56775594,0.2528935,0.272017,0.0191235
49,-0.5310113,-0.3935274,"('unable', 'able')",-0.3032638,-0.24154271,-0.20790614,-0.109999,-0.3473938,-0.2483564,0.0990374
50,-0.66655916,-0.7316609,"('clumsy', 'skillful')",0.18812117,0.09770298,0.16445924,0.005010411,-0.1046596,-0.2096492,-0.1049896
51,0.7355395,0.64990497,"('uneducated', 'educated')",0.050896056,-0.061179064,0.25782266,0.16599074,0.3480861,0.2515722,-0.0965139
52,-1.0823821,-1.2538476,"('irrational', 'rational')",-0.30127043,-0.37034354,0.5484621,0.4580368,-0.2783968,-0.3887181,-0.1103213
53,-0.64152837,-0.67202973,"('uncreative', 'creative')",-1.4501979,-1.4876074,0.3912387,0.26364595,-0.5668292,-0.631997,-0.0651678
54,-1.0555186,-1.1178365,"('incapable', 'capable')",-0.43132153,-0.52777135,0.759612,0.72153306,-0.2424094,-0.3080249,-0.0656155
55,1.9883275,2.1041744,"('incompetent', 'clever')",-0.008220964,0.014159303,0.13624826,0.21156214,0.7054516,0.7766319,0.0711803
56,1.7954115,1.9204835,"('impractical', 'practical')",0.38355726,0.44034162,-1.0216019,-0.9148471,0.3857889,0.4819926,0.0962037
57,0.24548925,0.0015951619,"('unimaginative', 'imaginative')",-0.48749375,-0.61469066,-3.0419354,-3.1391268,-1.0946466,-1.2507408,-0.1560942
58,-0.51906496,-0.52574664,"('undiscriminating', 'discriminating')",-0.5480877,-0.5248399,0.36028838,0.3846759,-0.2356215,-0.2219702,0.0136513
59,-0.1850832,-0.29388085,"('foolish', 'wise')",0.40386364,0.40563226,0.22965115,0.29729056,0.1494772,0.1363473,-0.0131299
60,1.7972155,2.0569003,"('inefficient', 'efficient')",-0.15558001,-0.048020907,-0.32976747,-0.12657638,0.4372893,0.6274343,0.190145
61,0.65755934,0.59790444,"('illogical', 'logical')",-0.0783199,-0.18986286,0.6766444,0.4790078,0.4186279,0.2956831,-0.1229448
62,1.1306226,1.2662637,"('incompetent', 'brilliant')",-0.03454417,0.06937444,0.22830006,0.47534272,0.4414595,0.6036603,0.1622008
63,0.69615304,0.6790171,"('unperceptive', 'insightful')",0.08728126,0.044044532,0.50017524,0.57068354,0.4278698,0.4312484,0.0033786
64,0.6238911,0.4397565,"('shy', 'confident')",0.23629208,0.17003512,-6.7047625,-6.703426,-1.9481931,-2.0312114,-0.0830183
65,1.0200647,1.1101427,"('insecure', 'secure')",0.7279686,0.7053463,-0.6026871,-0.49592447,0.3817821,0.4398549,0.0580728
