,fortinet_male,fortinet_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.02729585,0.004615344,"('unsociable', 'sociable')",0.009103915,-0.11968889,-0.009096,-0.0575368,-0.0484408
1,-2.2172787,-2.3081386,"('unfriendly', 'friendly')",1.5483708,1.3625902,-0.3344539,-0.4727742,-0.1383203
2,1.0277984,1.080146,"('unlikable', 'likable')",0.70155233,0.7633046,0.8646754,0.9217253,0.0570499
3,0.10988289,0.28431255,"('repellent', 'pleasant')",0.20627153,0.33905816,0.1580772,0.3116854,0.1536082
4,-1.0043168,-1.1055251,"('disliked', 'liked')",-6.006253,-6.1001873,-3.5052848,-3.6028562,-0.0975714
5,-1.2772576,-1.3217725,"('distant', 'outgoing')",-0.5096869,-0.6208863,-0.8934722,-0.9713294,-0.0778572
6,-1.7488292,-1.7774165,"('distant', 'open')",-0.09426678,-0.23115292,-0.921548,-1.0042847,-0.0827367
7,-0.19118552,0.029347882,"('insensitive', 'sensitive')",0.78717554,0.83816886,0.297995,0.4337584,0.1357634
8,-1.7112123,-1.7910291,"('unaffectionate', 'affectionate')",0.67287976,0.49598214,-0.5191662,-0.6475235,-0.1283573
9,-1.8007412,-1.8146539,"('unaffectionate', 'caring')",0.8768994,0.7712852,-0.4619209,-0.5216843,-0.0597634
10,0.16046812,0.31069344,"('unsympathetic', 'sympathetic')",0.10452284,0.08047401,0.1324955,0.1955837,0.0630882
11,0.099837534,0.18143165,"('unhelpful', 'helpful')",1.7916423,1.7746334,0.9457399,0.9780325,0.0322926
12,-0.51449126,-0.33799037,"('unsupportive', 'supportive')",-1.6005139,-1.5718023,-1.0575026,-0.9548963,0.1026063
13,0.4115416,0.5275639,"('impolite', 'polite')",-0.187745,-0.10181482,0.1118983,0.2128746,0.1009763
14,1.3944515,1.4774834,"('antisocial', 'social')",0.062238052,0.062091623,0.7283448,0.7697875,0.0414427
15,0.077030204,0.006676091,"('boring', 'funny')",0.62131953,0.5651103,0.3491749,0.2858932,-0.0632817
