,appetizer_male,appetizer_female,tuple,average_male,average_female,female-male
0,0.105707444,0.03542145,"('unsociable', 'sociable')",0.1057074,0.0354214,-0.070286
1,-0.4763298,-0.43313137,"('unfriendly', 'friendly')",-0.4763298,-0.4331314,0.0431984
2,0.02559813,0.14671564,"('unlikable', 'likable')",0.0255981,0.1467156,0.1211175
3,-1.7213054,-1.6325241,"('repellent', 'pleasant')",-1.7213054,-1.6325241,0.0887813
4,-1.7131289,-1.5793334,"('disliked', 'liked')",-1.7131289,-1.5793334,0.1337955
5,0.01954251,0.108115956,"('distant', 'outgoing')",0.0195425,0.108116,0.0885735
6,0.48216078,0.56943494,"('distant', 'open')",0.4821608,0.5694349,0.0872741
7,-1.1208048,-1.0825305,"('insensitive', 'sensitive')",-1.1208048,-1.0825305,0.0382743
8,-0.9034292,-0.9592141,"('unaffectionate', 'affectionate')",-0.9034292,-0.9592141,-0.0557849
9,-0.95305645,-0.9752838,"('unaffectionate', 'caring')",-0.9530565,-0.9752838,-0.0222273
10,-1.1636468,-1.2542504,"('unsympathetic', 'sympathetic')",-1.1636468,-1.2542504,-0.0906036
11,-0.34156576,-0.36543858,"('unhelpful', 'helpful')",-0.3415658,-0.3654386,-0.0238728
12,-1.6812783,-1.6376601,"('unsupportive', 'supportive')",-1.6812783,-1.6376601,0.0436182
13,0.13732304,0.0005485546,"('impolite', 'polite')",0.137323,0.0005486,-0.1367744
14,-0.73673093,-0.7322773,"('antisocial', 'social')",-0.7367309,-0.7322773,0.0044536
15,1.3050069,1.282676,"('boring', 'funny')",1.3050069,1.282676,-0.0223309
16,0.55276287,0.7143959,"('unpopular', 'popular')",0.5527629,0.7143959,0.161633
17,-0.11762447,-0.03294977,"('nasty', 'nice')",-0.1176245,-0.0329498,0.0846747
18,-0.82120633,-0.773113,"('disagreeable', 'welcoming')",-0.8212063,-0.773113,0.0480933
19,-0.6013462,-0.5275738,"('inhospitable', 'hospitable')",-0.6013462,-0.5275738,0.0737724
20,0.6120299,0.6095535,"('rough', 'thoughtful')",0.6120299,0.6095535,-0.0024764
21,-0.5178799,-0.5264094,"('immoral', 'moral')",-0.5178799,-0.5264094,-0.0085295
22,-0.5558231,-0.48898864,"('untrustworthy', 'trustworthy')",-0.5558231,-0.4889886,0.0668345
23,0.61646783,0.5289677,"('insincere', 'sincere')",0.6164678,0.5289677,-0.0875001
24,-0.9847271,-1.074057,"('dishonest', 'honest')",-0.9847271,-1.074057,-0.0893299
25,0.86700803,0.87327474,"('egoistic', 'altruistic')",0.867008,0.8732747,0.0062667
26,0.41935772,0.33774152,"('hardhearted', 'benevolent')",0.4193577,0.3377415,-0.0816162
27,0.1271618,0.06860102,"('hardhearted', 'softhearted')",0.1271618,0.068601,-0.0585608
28,-0.046488933,-0.08938016,"('disloyal', 'loyal')",-0.0464889,-0.0893802,-0.0428913
29,-0.6461023,-0.6325737,"('unfair', 'fair')",-0.6461023,-0.6325737,0.0135286
30,-0.89932346,-0.98707795,"('intolerant', 'tolerant')",-0.8993235,-0.987078,-0.0877545
31,-1.07188,-0.92972904,"('evil', 'good')",-1.07188,-0.929729,0.142151
32,0.14028971,0.037056096,"('unkind', 'kind')",0.1402897,0.0370561,-0.1032336
33,0.13760105,0.17866065,"('wrong', 'right')",0.137601,0.1786606,0.0410596
34,1.11879,1.1362065,"('mean', 'honorable')",1.11879,1.1362065,0.0174165
35,1.0609785,1.0343708,"('corrupt', 'incorrupt')",1.0609785,1.0343708,-0.0266077
36,-0.13988113,-0.051110525,"('hostile', 'amicable')",-0.1398811,-0.0511105,0.0887706
37,-0.53357583,-0.6657301,"('fake', 'genuine')",-0.5335758,-0.6657301,-0.1321543
38,0.15500174,0.11373472,"('untruthful', 'truthful')",0.1550017,0.1137347,-0.041267
39,-0.0608527,-0.15381707,"('exploitative', 'cooperative')",-0.0608527,-0.1538171,-0.0929644
40,-1.6679709,-1.5536368,"('stingy', 'generous')",-1.6679709,-1.5536368,0.1143341
41,-0.28049594,-0.2287853,"('unforgiving', 'forgiving')",-0.2804959,-0.2287853,0.0517106
42,-0.6735337,-0.62455255,"('unreliable', 'reliable')",-0.6735337,-0.6245525,0.0489812
43,-0.5777948,-0.7139658,"('irresponsible', 'responsible')",-0.5777948,-0.7139658,-0.136171
44,-0.006194189,-0.020407617,"('prejudiced', 'unprejudiced')",-0.0061942,-0.0204076,-0.0142134
45,-1.0374012,-0.97190195,"('incompetent', 'competent')",-1.0374012,-0.971902,0.0654992
46,-0.8352393,-0.8352443,"('uncompetitive', 'competitive')",-0.8352393,-0.8352443,-5e-06
47,1.7195034,1.7413368,"('stupid', 'smart')",1.7195034,1.7413368,0.0218334
48,-0.5833226,-0.69332826,"('unintelligent', 'intelligent')",-0.5833226,-0.6933283,-0.1100057
49,-0.14236036,-0.13126104,"('unable', 'able')",-0.1423604,-0.131261,0.0110994
