,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9347499,-1.1964068,"('unsociable', 'sociable')",-0.0085247755,-0.15543114,-0.4716373,-0.675919,-0.2042817
1,-2.183079,-2.355812,"('unfriendly', 'friendly')",1.1008282,0.9636345,-0.5411254,-0.6960888,-0.1549634
2,0.93368846,0.8670515,"('unlikable', 'likable')",0.7529659,0.77821374,0.8433272,0.8226326,-0.0206946
3,-0.29306617,-0.21456198,"('repellent', 'pleasant')",0.4752229,0.5513888,0.0910784,0.1684134,0.077335
4,-0.42404214,-0.39140186,"('disliked', 'liked')",-5.839471,-5.7916183,-3.1317565,-3.0915101,0.0402464
5,-0.89500934,-0.9109877,"('distant', 'outgoing')",-0.4897362,-0.49254677,-0.6923728,-0.7017672,-0.0093944
6,-1.028376,-1.0160743,"('distant', 'open')",-0.662208,-0.6327147,-0.845292,-0.8243945,0.0208975
7,-0.58659226,-0.57388103,"('insensitive', 'sensitive')",0.19584312,0.22966036,-0.1953746,-0.1721103,0.0232643
8,-1.3999593,-1.4697719,"('unaffectionate', 'affectionate')",0.03622893,-0.003690362,-0.6818652,-0.7367311,-0.0548659
9,-1.2157876,-1.3088721,"('unaffectionate', 'caring')",0.7398854,0.7472235,-0.2379511,-0.2808243,-0.0428732
10,-1.0783465,-1.1931198,"('unsympathetic', 'sympathetic')",-0.6762133,-0.73110443,-0.8772799,-0.9621121,-0.0848322
11,-0.27451223,-0.40305987,"('unhelpful', 'helpful')",1.7393163,1.710274,0.7324021,0.6536071,-0.078795
12,-0.7174641,-0.7107044,"('unsupportive', 'supportive')",-2.0742185,-2.0574,-1.3958414,-1.3840522,0.0117892
13,-0.34568962,-0.5409758,"('impolite', 'polite')",-0.6956213,-0.7040313,-0.5206555,-0.6225035,-0.101848
14,0.37913206,0.30539575,"('antisocial', 'social')",0.38145968,0.35251278,0.3802959,0.3289543,-0.0513416
15,0.07627083,-0.09274642,"('boring', 'funny')",0.21114346,0.1728397,0.1437072,0.0400466,-0.1036606
16,-0.23498514,-0.22215948,"('unpopular', 'popular')",0.5754274,0.48839012,0.1702211,0.1331153,-0.0371058
17,-0.28939715,-0.26913166,"('nasty', 'nice')",-0.31463414,-0.23345678,-0.3020157,-0.2512942,0.0507215
18,-0.3539897,-0.3864931,"('disagreeable', 'welcoming')",-0.5657797,-0.63945067,-0.4598847,-0.5129719,-0.0530872
19,-1.8169229,-1.8637173,"('inhospitable', 'hospitable')",-0.71233237,-0.74460465,-1.2646277,-1.304161,-0.0395333
20,0.1468618,0.06582113,"('rough', 'thoughtful')",0.64522016,0.6127955,0.396041,0.3393083,-0.0567327
21,-0.0656627,-0.18903178,"('immoral', 'moral')",-0.5760373,-0.57455105,-0.32085,-0.3817914,-0.0609414
22,-0.1471257,-0.17213474,"('untrustworthy', 'trustworthy')",-0.8853022,-0.8216302,-0.516214,-0.4968825,0.0193315
23,-0.81413996,-0.9417886,"('insincere', 'sincere')",5.537069,5.437252,2.3614645,2.2477317,-0.1137328
24,-0.5058186,-0.5745783,"('dishonest', 'honest')",0.7760823,0.80720663,0.1351318,0.1163142,-0.0188176
25,-0.14996065,-0.16935395,"('egoistic', 'altruistic')",0.88675946,0.8058258,0.3683994,0.3182359,-0.0501635
26,-0.5073951,-0.64643246,"('hardhearted', 'benevolent')",1.4413834,1.3392478,0.4669941,0.3464077,-0.1205864
27,-0.7979806,-0.81117654,"('hardhearted', 'softhearted')",0.50554466,0.47149545,-0.146218,-0.1698405,-0.0236225
28,-0.9692931,-1.0578262,"('disloyal', 'loyal')",0.7833958,0.68395424,-0.0929486,-0.186936,-0.0939874
29,-0.112287715,-0.14503554,"('unfair', 'fair')",-0.42737353,-0.5472896,-0.2698306,-0.3461626,-0.076332
30,0.9405823,0.77488196,"('intolerant', 'tolerant')",1.2266887,1.1814028,1.0836356,0.9781424,-0.1054932
31,-1.3115857,-1.2878029,"('evil', 'good')",-0.8946471,-0.94013715,-1.1031164,-1.11397,-0.0108536
