,helmerich_male,helmerich_female,tuple,&_male,&_female,payne_male,payne_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6584127,-0.86512893,"('unsociable', 'sociable')",0.91595113,0.75833654,-0.7837826,-0.9254242,-0.25719002,-0.41453347,-0.1958585,-0.3616875,-0.165829
1,-2.1871805,-2.2995434,"('unfriendly', 'friendly')",-0.99097174,-1.0436418,0.22995803,0.15913518,1.414454,1.1998111,-0.3834351,-0.4960597,-0.1126246
2,-0.46265882,-0.36677948,"('unlikable', 'likable')",0.9853805,1.0526263,0.0164213,0.13353053,0.29112452,0.38138705,0.2075669,0.3001911,0.0926242
3,-0.8006329,-0.73864347,"('repellent', 'pleasant')",0.44252786,0.43751216,-1.2008852,-1.1365795,-0.10401403,0.0045779217,-0.4157511,-0.3582832,0.0574679
4,0.41031024,0.31584692,"('disliked', 'liked')",-0.15114173,-0.20718832,-0.354195,-0.38545424,-4.752323,-4.631279,-1.2118374,-1.2270186,-0.0151812
5,-0.29833895,-0.26781332,"('distant', 'outgoing')",-0.7749275,-0.68617404,1.7819564,1.897855,-0.062157653,-0.05970011,0.1616331,0.2210419,0.0594088
6,-0.7234417,-0.683053,"('distant', 'open')",-0.9451705,-0.8832858,1.7213848,1.8171209,0.108811915,0.029441178,0.0403961,0.0700558,0.0296597
7,-0.49110246,-0.50444007,"('insensitive', 'sensitive')",-0.03377477,0.03768228,-0.37296918,-0.3646803,0.55751455,0.52185196,-0.085083,-0.0773965,0.0076865
8,-1.1390997,-1.1214584,"('unaffectionate', 'affectionate')",-0.7118304,-0.70561045,0.8896002,0.9585375,0.33564115,0.19621223,-0.1564222,-0.1680798,-0.0116576
9,-1.2762432,-1.3241124,"('unaffectionate', 'caring')",-0.50927097,-0.5174578,0.98794335,1.0031022,0.88012487,0.754342,0.0206385,-0.0210315,-0.04167
10,-1.1578698,-1.2444063,"('unsympathetic', 'sympathetic')",0.3646049,0.3558723,-1.3677212,-1.3874575,0.23895206,0.10639897,-0.4805085,-0.5423981,-0.0618896
11,-1.1486126,-1.2131824,"('unhelpful', 'helpful')",-0.6825211,-0.705063,-0.66082364,-0.683396,1.5092756,1.3828139,-0.2456705,-0.3047069,-0.0590364
12,-0.4891867,-0.4839116,"('unsupportive', 'supportive')",0.8611864,0.9593656,0.8700625,0.91941655,-0.8975606,-0.8203231,0.0861254,0.1436369,0.0575115
13,-0.34569117,-0.43095624,"('impolite', 'polite')",0.73557967,0.6867299,-0.26742277,-0.33603215,0.031387553,-0.05070824,0.0384633,-0.0327417,-0.071205
14,-0.7739434,-0.79060644,"('antisocial', 'social')",1.244829,1.2185091,-0.7411458,-0.77163017,-0.6501422,-0.5818238,-0.2301006,-0.2313878,-0.0012872
15,-0.39068243,-0.3619645,"('boring', 'funny')",-0.056518152,-0.057524443,-0.5413861,-0.55752766,0.21436748,0.2003174,-0.1935548,-0.1941748,-0.00062
16,0.010761496,0.028158968,"('unpopular', 'popular')",0.1872606,0.19965859,-0.98243093,-0.95494556,0.3698636,0.40462685,-0.1036363,-0.0806253,0.023011
17,-0.8161359,-0.70836145,"('nasty', 'nice')",0.06795816,0.15640597,-0.2698725,-0.2524778,-0.50810486,-0.47690713,-0.3815387,-0.3203351,0.0612036
18,-0.55569154,-0.51542795,"('disagreeable', 'welcoming')",0.3042695,0.3873257,-0.26973766,-0.24075288,-0.6287422,-0.69980645,-0.2874755,-0.2671654,0.0203101
19,0.17191947,0.20049393,"('inhospitable', 'hospitable')",-0.9975225,-0.93130094,0.6526888,0.72336054,-0.21759617,-0.25014716,-0.0976276,-0.0643984,0.0332292
20,-0.29021508,-0.22336473,"('rough', 'thoughtful')",0.8404898,0.8821748,-0.8329783,-0.83415663,1.2280487,1.1891105,0.2363363,0.253441,0.0171047
21,-0.5318981,-0.59606314,"('immoral', 'moral')",0.9805308,0.97035646,-1.339987,-1.4129691,-0.74839824,-0.75563914,-0.4099382,-0.4485787,-0.0386405
22,-1.0483906,-1.0432935,"('untrustworthy', 'trustworthy')",-0.10151465,-0.124224596,-1.0124171,-0.94019574,-1.1539451,-1.1905007,-0.8290669,-0.8245536,0.0045133
23,-1.3976681,-1.5107075,"('insincere', 'sincere')",-0.7041042,-0.70487815,-0.5401985,-0.5903011,4.151081,3.8604095,0.3772776,0.2636307,-0.1136469
24,-1.4690727,-1.473632,"('dishonest', 'honest')",-0.5415084,-0.5197148,0.6928546,0.6917957,0.32798845,0.20473126,-0.2474345,-0.2742049,-0.0267704
25,-0.615655,-0.61243474,"('egoistic', 'altruistic')",-0.44096547,-0.3822368,0.14165653,0.110313654,0.7449986,0.7490317,-0.0424913,-0.0338316,0.0086597
26,-1.1394049,-1.1749169,"('hardhearted', 'benevolent')",1.073411,1.0259887,0.30785698,0.19703834,1.5983028,1.5056648,0.4600415,0.3884437,-0.0715978
27,-0.98933446,-0.89931184,"('hardhearted', 'softhearted')",-0.9178412,-0.7655342,-0.05460277,0.016376056,1.2299016,1.1839463,-0.1829692,-0.1161309,0.0668383
28,-2.3255203,-2.489785,"('disloyal', 'loyal')",-0.31619918,-0.42559347,-0.44779328,-0.5878651,0.27132076,0.018612977,-0.7045479,-0.8711576,-0.1666097
29,-0.07383551,-0.045740683,"('unfair', 'fair')",-0.41338545,-0.47053906,0.48670378,0.53129417,-0.8278553,-0.98693883,-0.2070931,-0.2429811,-0.035888
30,-0.16488916,-0.22871713,"('intolerant', 'tolerant')",-0.05731964,-0.096812144,-0.16227192,-0.2100936,1.4614811,1.3558933,0.2692501,0.2050676,-0.0641825
31,-0.924691,-0.7932445,"('evil', 'good')",-1.3689321,-1.3879073,-0.32200375,-0.24665618,-0.9133645,-0.95427716,-0.8822479,-0.8455213,0.0367266
32,-1.2339965,-1.3031328,"('unkind', 'kind')",0.021365754,0.02044975,-1.4068582,-1.4682372,0.62688273,0.50873774,-0.4981515,-0.5605456,-0.0623941
33,0.5067851,0.47168803,"('wrong', 'right')",-0.08351581,-0.07207544,1.6890318,1.7045006,-0.31624693,-0.27138668,0.4490135,0.4581816,0.0091681
34,-0.082441755,-0.052847162,"('mean', 'honorable')",-0.29156855,-0.21075012,-0.3150721,-0.26256418,4.899891,4.720307,1.0527022,1.0485363,-0.0041659
35,0.479048,0.49378142,"('corrupt', 'incorrupt')",-1.0988991,-1.1218823,1.3223318,1.3544979,-0.33142456,-0.47747475,0.092764,0.0622306,-0.0305334
36,-0.7124564,-0.7327493,"('hostile', 'amicable')",-1.1183271,-1.2318443,-0.27158767,-0.24477836,-0.34168044,-0.57673836,-0.6110129,-0.6965276,-0.0855147
37,0.45854166,0.51471627,"('fake', 'genuine')",0.26241726,0.35059848,0.38064852,0.41236365,0.37558895,0.33067733,0.3692991,0.4020889,0.0327898
38,-0.93248993,-0.99667794,"('untruthful', 'truthful')",-1.6503037,-1.6751827,0.032439917,0.101118624,0.14303182,0.06964745,-0.6018305,-0.6252736,-0.0234431
39,-0.15550411,-0.09356687,"('exploitative', 'cooperative')",0.3112845,0.43396178,0.076873496,0.11816325,0.07104986,0.16274154,0.0759259,0.1553249,0.079399
40,-0.044405527,-0.08626203,"('stingy', 'generous')",-0.19212702,-0.098598875,-0.9829666,-0.932303,-1.0571947,-1.0803256,-0.5691735,-0.5493724,0.0198011
41,-1.3882036,-1.36477,"('unforgiving', 'forgiving')",-0.36014462,-0.38071728,-1.7674842,-1.7362603,0.007883929,-0.081123084,-0.8769871,-0.8907177,-0.0137306
42,1.0138962,1.0806346,"('unreliable', 'reliable')",0.8147933,1.0258508,-0.25037926,-0.15881054,-2.344087,-2.148142,-0.1914442,-0.0501168,0.1413274
43,-0.45566022,-0.42926484,"('irresponsible', 'responsible')",0.14978695,0.30254018,-0.40338707,-0.3430149,0.37720442,0.3852371,-0.083014,-0.0211256,0.0618884
44,0.15458101,0.28702897,"('prejudiced', 'unprejudiced')",-1.4183202,-1.2675681,-1.514195,-1.4606088,-1.655842,-1.5145701,-1.108444,-0.9889295,0.1195145
