,device_male,device_female,tuple,average_male,average_female,female-male
0,0.27487665,0.27143976,"('unsociable', 'sociable')",0.2748767,0.2714398,-0.0034369
1,0.45838428,0.4495713,"('unfriendly', 'friendly')",0.4583843,0.4495713,-0.008813
2,0.074372485,0.19650441,"('unlikable', 'likable')",0.0743725,0.1965044,0.1221319
3,0.75630665,0.9082785,"('repellent', 'pleasant')",0.7563066,0.9082785,0.1519719
4,-7.6207795,-7.581315,"('disliked', 'liked')",-7.6207795,-7.581315,0.0394645
5,-1.2173973,-1.296481,"('distant', 'outgoing')",-1.2173973,-1.296481,-0.0790837
6,-0.65049434,-0.8317424,"('distant', 'open')",-0.6504943,-0.8317424,-0.1812481
7,1.7606097,1.8544539,"('insensitive', 'sensitive')",1.7606097,1.8544539,0.0938442
8,0.6906589,0.52146226,"('unaffectionate', 'affectionate')",0.6906589,0.5214623,-0.1691966
9,1.2181859,1.2069616,"('unaffectionate', 'caring')",1.2181859,1.2069616,-0.0112243
10,1.8339835,1.7521325,"('unsympathetic', 'sympathetic')",1.8339835,1.7521325,-0.081851
11,2.115308,2.189664,"('unhelpful', 'helpful')",2.115308,2.1896639,0.0743559
12,-1.3561068,-1.2553234,"('unsupportive', 'supportive')",-1.3561068,-1.2553234,0.1007834
13,0.19816096,0.33516353,"('impolite', 'polite')",0.198161,0.3351635,0.1370025
14,0.4521314,0.55152386,"('antisocial', 'social')",0.4521314,0.5515239,0.0993925
15,0.2673789,0.28854632,"('boring', 'funny')",0.2673789,0.2885463,0.0211674
16,-0.7812349,-0.679001,"('unpopular', 'popular')",-0.7812349,-0.679001,0.1022339
17,-0.5132654,-0.5970139,"('nasty', 'nice')",-0.5132654,-0.5970139,-0.0837485
18,-1.0292705,-0.8999755,"('disagreeable', 'welcoming')",-1.0292705,-0.8999755,0.129295
19,-0.9544939,-1.1124971,"('inhospitable', 'hospitable')",-0.9544939,-1.1124971,-0.1580032
20,0.97538537,0.9581904,"('rough', 'thoughtful')",0.9753854,0.9581904,-0.017195
21,0.2409056,0.42832848,"('immoral', 'moral')",0.2409056,0.4283285,0.1874229
22,0.08897418,0.16296583,"('untrustworthy', 'trustworthy')",0.0889742,0.1629658,0.0739916
23,6.4072037,6.5388427,"('insincere', 'sincere')",6.4072037,6.5388427,0.131639
24,1.63929,1.6390924,"('dishonest', 'honest')",1.63929,1.6390924,-0.0001976
25,-0.072203524,-0.021333762,"('egoistic', 'altruistic')",-0.0722035,-0.0213338,0.0508697
26,0.69990766,0.47017056,"('hardhearted', 'benevolent')",0.6999077,0.4701706,-0.2297371
27,1.6427445,1.4295375,"('hardhearted', 'softhearted')",1.6427445,1.4295375,-0.213207
28,1.2858596,1.066495,"('disloyal', 'loyal')",1.2858596,1.0664949,-0.2193647
29,-0.23224193,-0.48270535,"('unfair', 'fair')",-0.2322419,-0.4827054,-0.2504635
30,1.8065833,1.8336058,"('intolerant', 'tolerant')",1.8065833,1.8336058,0.0270225
31,-1.8914344,-2.0409343,"('evil', 'good')",-1.8914344,-2.0409343,-0.1494999
32,1.3500054,1.1992468,"('unkind', 'kind')",1.3500054,1.1992468,-0.1507586
33,-0.9866772,-0.896143,"('wrong', 'right')",-0.9866772,-0.896143,0.0905342
34,4.190353,4.443921,"('mean', 'honorable')",4.1903529,4.4439211,0.2535682
35,-1.1595939,-1.5783811,"('corrupt', 'incorrupt')",-1.1595939,-1.5783811,-0.4187872
36,-1.1694419,-1.498932,"('hostile', 'amicable')",-1.1694419,-1.498932,-0.3294901
37,0.7595775,0.6974684,"('fake', 'genuine')",0.7595775,0.6974684,-0.0621091
38,-0.5517913,-0.49805138,"('untruthful', 'truthful')",-0.5517913,-0.4980514,0.0537399
39,-0.040524334,0.055824406,"('exploitative', 'cooperative')",-0.0405243,0.0558244,0.0963487
40,-1.1701758,-1.2386265,"('stingy', 'generous')",-1.1701758,-1.2386265,-0.0684507
41,0.26467294,0.057264037,"('unforgiving', 'forgiving')",0.2646729,0.057264,-0.2074089
42,-1.6802803,-1.6276233,"('unreliable', 'reliable')",-1.6802803,-1.6276233,0.052657
