,fossil_male,fossil_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.16448502,-0.17387004,"('unsociable', 'sociable')",0.87154937,0.8129405,-0.624952,-0.72256494,0.0273708,-0.0278315,-0.0552023
1,0.9633618,0.6099525,"('unfriendly', 'friendly')",-0.3398418,-0.52501833,1.7621075,1.7093575,0.7952092,0.5980972,-0.197112
2,0.37388572,0.33367985,"('unlikable', 'likable')",1.4741378,1.4637455,0.5053853,0.58891964,0.7844696,0.7954483,0.0109787
3,-0.17574589,0.030783141,"('repellent', 'pleasant')",1.1618028,1.3049157,0.44755328,0.50014627,0.4778701,0.6119484,0.1340783
4,-0.08683029,-0.36034265,"('disliked', 'liked')",-0.43038708,-0.63462317,-6.8948183,-7.0108013,-2.4706786,-2.668589,-0.1979104
5,-0.71055204,-0.9669993,"('distant', 'outgoing')",-1.812129,-1.9136305,-0.1407558,-0.15040407,-0.8878123,-1.0103446,-0.1225323
6,-0.6400286,-0.9650575,"('distant', 'open')",-2.109951,-2.2162964,0.4703327,0.45161676,-0.7598823,-0.9099124,-0.1500301
7,0.9186881,1.0528488,"('insensitive', 'sensitive')",0.42618182,0.5977195,0.741906,0.77542865,0.695592,0.8086656,0.1130736
8,0.7458577,0.4345668,"('unaffectionate', 'affectionate')",-0.48189604,-0.5517554,0.9958288,0.92622304,0.4199301,0.2696781,-0.150252
9,0.98037434,0.7766737,"('unaffectionate', 'caring')",-0.46593368,-0.51704043,1.2358938,1.2486583,0.5834448,0.5027638,-0.080681
10,0.22692701,0.43235147,"('unsympathetic', 'sympathetic')",0.7843006,0.9441137,-0.20007284,-0.18881395,0.2703849,0.3958837,0.1254988
11,-0.37314752,-0.13842902,"('unhelpful', 'helpful')",-0.039044626,0.11684278,1.5826509,1.7192098,0.3901529,0.5658745,0.1757216
12,0.7116911,0.76319575,"('unsupportive', 'supportive')",0.7362367,0.9255812,-1.9039288,-1.8933916,-0.1520003,-0.0682049,0.0837954
13,-0.5741433,-0.34502605,"('impolite', 'polite')",0.065227,0.16503963,-0.77297056,-0.7704821,-0.4272956,-0.3168228,0.1104728
14,0.8115216,0.97528774,"('antisocial', 'social')",2.0958962,2.192338,-0.49636263,-0.5634242,0.803685,0.8680671,0.0643821
15,-0.18103628,-0.30532512,"('boring', 'funny')",-1.2337773,-1.3127439,0.24149668,0.18784879,-0.3911056,-0.4767401,-0.0856345
16,-0.7517121,-1.0496161,"('unpopular', 'popular')",-0.48776543,-0.6073476,0.5701054,0.5331704,-0.223124,-0.3745978,-0.1514738
17,-0.9110819,-0.87807316,"('nasty', 'nice')",-0.8819922,-0.85195595,-0.29880133,-0.25824147,-0.6972919,-0.6627568,0.0345351
18,-0.95558083,-1.0321286,"('disagreeable', 'welcoming')",-1.0688434,-1.013307,-0.5634332,-0.56318426,-0.8626191,-0.8695399,-0.0069208
19,-1.902385,-1.8738748,"('inhospitable', 'hospitable')",-2.0433228,-2.061486,-0.18683894,-0.057840466,-1.3775156,-1.3310671,0.0464485
20,-0.22415948,-0.011435937,"('rough', 'thoughtful')",1.240523,1.3781502,1.3432804,1.2697436,0.786548,0.8788193,0.0922713
21,0.52697176,0.69983417,"('immoral', 'moral')",1.1493152,1.2725298,-0.91363466,-0.8436292,0.2542174,0.3762449,0.1220275
22,0.5199657,0.5453179,"('untrustworthy', 'trustworthy')",1.2191792,1.2523352,-1.0068278,-1.048209,0.2441057,0.2498147,0.005709
23,0.08831605,0.22846091,"('insincere', 'sincere')",0.40311393,0.51330036,5.864973,5.847192,2.118801,2.1963177,0.0775167
24,1.3305172,1.3566023,"('dishonest', 'honest')",0.031141125,0.07640984,0.61393183,0.5451406,0.6585301,0.6593843,0.0008542
25,0.507833,0.25880745,"('egoistic', 'altruistic')",-0.5234459,-0.64383256,1.5366977,1.469259,0.5070283,0.3614113,-0.145617
26,1.0360266,0.8271144,"('hardhearted', 'benevolent')",1.0756701,1.0570576,1.7097411,1.6365205,1.2738126,1.1735641,-0.1002485
27,-0.15120718,-0.11586458,"('hardhearted', 'softhearted')",-0.5675307,-0.46521136,1.6079756,1.5083911,0.2964126,0.3091051,0.0126925
28,1.121694,0.922889,"('disloyal', 'loyal')",0.44245818,0.3411302,0.8858063,0.8256268,0.8166528,0.6965487,-0.1201041
29,0.36779228,0.34375927,"('unfair', 'fair')",-0.14332113,-0.13143122,-0.30132347,-0.45164979,-0.0256174,-0.0797739,-0.0541565
30,0.09719414,0.27044797,"('intolerant', 'tolerant')",0.65648544,0.6522249,0.8991174,0.89993435,0.5509323,0.6075358,0.0566035
31,-0.7428172,-0.9329812,"('evil', 'good')",-1.6436608,-1.7474433,-0.72249436,-0.80094475,-1.0363241,-1.1604564,-0.1241323
32,0.18437614,0.17572851,"('unkind', 'kind')",1.0574603,1.1138875,0.8749712,0.77183867,0.7056026,0.6871516,-0.018451
33,0.9059919,0.68129563,"('wrong', 'right')",-0.6057594,-0.7488849,-0.27415043,-0.37596947,0.008694,-0.1478529,-0.1565469
34,0.2613722,0.40907517,"('mean', 'honorable')",-0.330871,-0.14112788,5.932457,6.1113195,1.9543193,2.1264222,0.1721029
35,-1.4508615,-1.7979484,"('corrupt', 'incorrupt')",-2.102205,-2.3288107,0.025188223,-0.16355683,-1.1759594,-1.4301054,-0.254146
36,-1.1940349,-1.6993418,"('hostile', 'amicable')",-2.1327183,-2.4382887,0.32458025,0.14648136,-1.0007243,-1.3303831,-0.3296588
37,-0.27259305,-0.27074686,"('fake', 'genuine')",0.4967539,0.5670849,0.5339439,0.5870982,0.2527016,0.2944787,0.0417771
38,1.1271623,1.0343615,"('untruthful', 'truthful')",-0.6250805,-0.6722302,-0.25801733,-0.20179595,0.0813548,0.0534451,-0.0279097
39,0.52490085,0.76242435,"('exploitative', 'cooperative')",1.5979165,1.688957,0.062936194,0.032150917,0.7285845,0.8278441,0.0992596
40,0.9453336,0.7831592,"('stingy', 'generous')",0.20069377,0.2245888,-1.7460766,-1.8434618,-0.2000164,-0.2785712,-0.0785548
41,-0.11444917,-0.16321339,"('unforgiving', 'forgiving')",0.39396673,0.39988855,-0.04072037,-0.09755666,0.0795991,0.0463728,-0.0332263
42,0.36404067,0.47447032,"('unreliable', 'reliable')",1.3887002,1.5950367,-2.8507795,-2.7712104,-0.3660129,-0.2339011,0.1321118
43,0.7645172,1.0682478,"('irresponsible', 'responsible')",1.3430663,1.5594544,0.6607264,0.7091925,0.92277,1.1122983,0.1895283
44,-0.7247557,-0.610274,"('prejudiced', 'unprejudiced')",-0.23297164,-0.26130933,-1.2204745,-1.2338858,-0.7260672,-0.7018231,0.0242441
45,0.04000503,0.11409947,"('incompetent', 'competent')",1.0562204,1.125487,-0.22336379,-0.25934088,0.2909539,0.3267485,0.0357946
46,0.37776014,0.61437345,"('uncompetitive', 'competitive')",2.0249517,2.188186,-0.8564605,-0.8704442,0.5154171,0.6440384,0.1286213
47,0.30789033,0.39712512,"('stupid', 'smart')",1.0544444,1.1820036,5.7262363,5.828908,2.362857,2.4693456,0.1064886
48,0.7536509,0.7939731,"('unintelligent', 'intelligent')",-0.053021908,0.04242472,0.30249172,0.35365912,0.3343736,0.3966856,0.062312
49,-0.7628552,-0.63474464,"('unable', 'able')",-1.0618255,-0.92939025,-0.3707565,-0.20498909,-0.7318124,-0.589708,0.1421044
50,-0.8548684,-1.0017667,"('clumsy', 'skillful')",-0.37677792,-0.41161484,0.29805076,0.3040346,-0.3111985,-0.3697823,-0.0585838
51,-0.48699406,-0.38778505,"('uneducated', 'educated')",0.6109019,0.64987075,0.23992136,0.2555384,0.1212764,0.1725414,0.051265
52,0.0760333,-0.34617865,"('irrational', 'rational')",-1.0055337,-1.2768724,0.25994185,0.091972105,-0.2231862,-0.5103596,-0.2871734
53,-0.28167695,-0.38325763,"('uncreative', 'creative')",-0.44689393,-0.4938783,0.9137012,0.9051809,0.0617101,0.0093483,-0.0523618
54,-0.03912483,-0.15064321,"('incapable', 'capable')",-0.4338573,-0.48890722,1.1100302,1.1531582,0.2123494,0.1712026,-0.0411468
55,0.30519727,0.5444128,"('incompetent', 'clever')",1.6630211,1.8106422,-0.07611372,-0.058273792,0.6307015,0.7655938,0.1348923
56,0.59585255,0.8939447,"('impractical', 'practical')",1.3036637,1.3993808,-0.38339037,-0.356295,0.5053753,0.6456768,0.1403015
57,0.13676402,0.21505201,"('unimaginative', 'imaginative')",0.05507548,0.082942754,-2.7066617,-2.7163017,-0.8382741,-0.8061023,0.0321718
58,0.28375316,0.2377814,"('undiscriminating', 'discriminating')",1.1664248,1.1649199,0.19197217,0.18649273,0.5473833,0.5297313,-0.017652
59,0.6415455,0.37303877,"('foolish', 'wise')",-1.1076235,-1.276317,0.5444609,0.5261952,0.0261276,-0.1256943,-0.1518219
60,0.8775755,1.345665,"('inefficient', 'efficient')",2.0772977,2.3404295,-0.4376957,-0.2644293,0.8390591,1.1405551,0.301496
61,0.8830863,0.8525529,"('illogical', 'logical')",0.3090568,0.17078932,0.30219474,0.13205767,0.4981126,0.3851333,-0.1129793
62,0.5487576,0.91391444,"('incompetent', 'brilliant')",1.0689256,1.2466568,-0.0223633,0.116214514,0.5317733,0.7589285,0.2271552
63,0.5159213,0.6040862,"('unperceptive', 'insightful')",1.3804433,1.5263408,0.56376,0.71101844,0.8200416,0.9471485,0.1271069
64,-0.12118657,-0.09019764,"('shy', 'confident')",1.277742,1.2233428,-7.058463,-7.110681,-1.9673026,-1.9925121,-0.0252095
65,-0.4168591,-0.21777737,"('insecure', 'secure')",1.4899206,1.5103686,-0.40134755,-0.3943485,0.2239046,0.2994142,0.0755096
66,-0.76535404,-0.891472,"('inactive', 'active')",0.10890182,0.11235595,1.1893468,1.1207212,0.1776315,0.1138684,-0.0637631
67,-0.37053198,-0.31554362,"('doubtful', 'determined')",0.53985274,0.5996884,-0.6384824,-0.5478511,-0.1563872,-0.0879021,0.0684851
