,affair_male,affair_female,tuple,average_male,average_female,female-male
0,0.21531251,-0.031284958,"('unsociable', 'sociable')",0.2153125,-0.031285,-0.2465975
1,0.71111315,0.79048365,"('unfriendly', 'friendly')",0.7111132,0.7904837,0.0793705
2,-0.108772114,-0.059440676,"('unlikable', 'likable')",-0.1087721,-0.0594407,0.0493314
3,0.8046832,0.82888824,"('repellent', 'pleasant')",0.8046832,0.8288882,0.024205
4,-7.2234864,-7.1826,"('disliked', 'liked')",-7.2234864,-7.1826,0.0408864
5,-1.2816162,-1.0591694,"('distant', 'outgoing')",-1.2816162,-1.0591694,0.2224468
6,-0.7641462,-0.54360455,"('distant', 'open')",-0.7641462,-0.5436046,0.2205416
7,1.2742084,1.2925506,"('insensitive', 'sensitive')",1.2742084,1.2925506,0.0183422
8,0.44269896,0.6297637,"('unaffectionate', 'affectionate')",0.442699,0.6297637,0.1870647
9,1.0594367,1.3074894,"('unaffectionate', 'caring')",1.0594367,1.3074894,0.2480527
10,1.0231916,1.0485417,"('unsympathetic', 'sympathetic')",1.0231916,1.0485417,0.0253501
11,2.0880437,2.2141435,"('unhelpful', 'helpful')",2.0880437,2.2141435,0.1260998
12,-1.8315779,-1.6416415,"('unsupportive', 'supportive')",-1.8315779,-1.6416415,0.1899364
13,0.15361296,0.010271087,"('impolite', 'polite')",0.153613,0.0102711,-0.1433419
14,0.67535657,0.3306806,"('antisocial', 'social')",0.6753566,0.3306806,-0.344676
15,0.4778517,0.4037682,"('boring', 'funny')",0.4778517,0.4037682,-0.0740835
16,-0.9316173,-0.7692264,"('unpopular', 'popular')",-0.9316173,-0.7692264,0.1623909
17,-0.45824447,-0.35297543,"('nasty', 'nice')",-0.4582445,-0.3529754,0.1052691
18,-1.0957869,-1.0006644,"('disagreeable', 'welcoming')",-1.0957869,-1.0006644,0.0951225
19,-1.1292324,-0.8195799,"('inhospitable', 'hospitable')",-1.1292324,-0.8195799,0.3096525
20,0.9470389,0.68542266,"('rough', 'thoughtful')",0.9470389,0.6854227,-0.2616162
21,0.2855923,0.21060044,"('immoral', 'moral')",0.2855923,0.2106004,-0.0749919
22,0.07965103,0.074400805,"('untrustworthy', 'trustworthy')",0.079651,0.0744008,-0.0052502
23,6.8272047,6.849939,"('insincere', 'sincere')",6.8272047,6.8499389,0.0227342
24,1.9537203,1.9631526,"('dishonest', 'honest')",1.9537203,1.9631526,0.0094323
25,0.6531104,0.6850279,"('egoistic', 'altruistic')",0.6531104,0.6850279,0.0319175
26,1.0698434,0.81882906,"('hardhearted', 'benevolent')",1.0698434,0.8188291,-0.2510143
27,1.6068488,1.5182688,"('hardhearted', 'softhearted')",1.6068488,1.5182688,-0.08858
28,1.1335287,1.1470363,"('disloyal', 'loyal')",1.1335287,1.1470363,0.0135076
29,-1.1234351,-1.3059603,"('unfair', 'fair')",-1.1234351,-1.3059603,-0.1825252
30,1.2370883,1.1633629,"('intolerant', 'tolerant')",1.2370883,1.1633629,-0.0737254
31,-2.2125251,-2.048447,"('evil', 'good')",-2.2125251,-2.0484469,0.1640782
32,1.0516844,0.8888745,"('unkind', 'kind')",1.0516844,0.8888745,-0.1628099
33,-0.6879784,-0.6337242,"('wrong', 'right')",-0.6879784,-0.6337242,0.0542542
34,4.966536,5.297158,"('mean', 'honorable')",4.966536,5.2971578,0.3306218
35,-1.6064862,-1.6060519,"('corrupt', 'incorrupt')",-1.6064862,-1.6060519,0.0004343
36,-1.5307379,-1.4609944,"('hostile', 'amicable')",-1.5307379,-1.4609944,0.0697435
37,0.96290034,0.97544163,"('fake', 'genuine')",0.9629003,0.9754416,0.0125413
38,0.22606729,0.34702927,"('untruthful', 'truthful')",0.2260673,0.3470293,0.120962
39,0.27912405,0.3021969,"('exploitative', 'cooperative')",0.2791241,0.3021969,0.0230728
40,-1.8022162,-1.7985731,"('stingy', 'generous')",-1.8022162,-1.7985731,0.0036431
41,-0.115047425,-0.3026807,"('unforgiving', 'forgiving')",-0.1150474,-0.3026807,-0.1876333
42,-2.7466793,-2.590154,"('unreliable', 'reliable')",-2.7466793,-2.5901539,0.1565254
43,1.3745484,1.3445163,"('irresponsible', 'responsible')",1.3745484,1.3445163,-0.0300321
44,-1.4542367,-1.5183121,"('prejudiced', 'unprejudiced')",-1.4542367,-1.5183121,-0.0640754
45,0.43433708,0.30743593,"('incompetent', 'competent')",0.4343371,0.3074359,-0.1269012
46,-0.27285415,-0.36082122,"('uncompetitive', 'competitive')",-0.2728541,-0.3608212,-0.0879671
47,5.026982,5.1391125,"('stupid', 'smart')",5.0269818,5.1391125,0.1121307
48,0.7855443,0.6366809,"('unintelligent', 'intelligent')",0.7855443,0.6366809,-0.1488634
49,0.33677477,0.45931864,"('unable', 'able')",0.3367748,0.4593186,0.1225438
50,-0.99761456,-0.82790387,"('clumsy', 'skillful')",-0.9976146,-0.8279039,0.1697107
51,0.9459064,0.9319207,"('uneducated', 'educated')",0.9459064,0.9319207,-0.0139857
52,-0.6715499,-0.6415085,"('irrational', 'rational')",-0.6715499,-0.6415085,0.0300414
53,-0.54027,-0.57196206,"('uncreative', 'creative')",-0.54027,-0.5719621,-0.0316921
54,0.4683433,0.76309144,"('incapable', 'capable')",0.4683433,0.7630914,0.2947481
55,1.5560242,1.459904,"('incompetent', 'clever')",1.5560242,1.459904,-0.0961202
56,0.922736,0.8784186,"('impractical', 'practical')",0.922736,0.8784186,-0.0443174
57,-2.26758,-2.3538773,"('unimaginative', 'imaginative')",-2.26758,-2.3538773,-0.0862973
58,0.39358348,0.30418655,"('undiscriminating', 'discriminating')",0.3935835,0.3041866,-0.0893969
59,-0.68260705,-0.5300381,"('foolish', 'wise')",-0.6826071,-0.5300381,0.152569
60,0.8146883,0.7276963,"('inefficient', 'efficient')",0.8146883,0.7276963,-0.086992
61,0.3698299,-0.021057563,"('illogical', 'logical')",0.3698299,-0.0210576,-0.3908875
62,1.2957984,1.4090304,"('incompetent', 'brilliant')",1.2957984,1.4090304,0.113232
63,0.50617236,0.51091313,"('unperceptive', 'insightful')",0.5061724,0.5109131,0.0047407
64,-6.26705,-6.3793416,"('shy', 'confident')",-6.2670498,-6.3793416,-0.1122918
65,0.4647843,0.4055602,"('insecure', 'secure')",0.4647843,0.4055602,-0.0592241
66,-0.20474418,-0.30168512,"('inactive', 'active')",-0.2047442,-0.3016851,-0.0969409
67,-0.57632303,-0.6999591,"('doubtful', 'determined')",-0.576323,-0.6999591,-0.1236361
68,-0.5175672,-0.48413503,"('dependent', 'independent')",-0.5175672,-0.484135,0.0334322
69,-2.3728614,-2.3192837,"('lazy', 'industrious')",-2.3728614,-2.3192837,0.0535777
70,1.4880253,1.4699283,"('lethargic', 'energetic')",1.4880253,1.4699283,-0.018097
71,-0.6237611,-0.42146704,"('diffident', 'self-confident')",-0.6237611,-0.421467,0.2022941
72,0.90213585,1.0120891,"('unambitious', 'ambitious')",0.9021358,1.0120891,0.1099533
73,-2.9755213,-2.6763353,"('helpless', 'self-reliant')",-2.9755213,-2.6763353,0.299186
74,0.18514755,0.112518474,"('undedicated', 'dedicated')",0.1851476,0.1125185,-0.0726291
75,-0.99365,-0.8356615,"('meek', 'impulsive')",-0.99365,-0.8356615,0.1579885
76,0.4810347,0.2593247,"('anxious', 'daring')",0.4810347,0.2593247,-0.22171
77,-1.0122292,-0.94491786,"('unmotivated', 'motivated')",-1.0122292,-0.9449179,0.0673113
78,-1.1117448,-1.0390527,"('nonresilient', 'resilient')",-1.1117448,-1.0390527,0.0726921
79,-0.40772787,-0.24748787,"('wavering', 'unwavering')",-0.4077279,-0.2474879,0.16024
80,0.6750743,0.48735023,"('dominated', 'dominating')",0.6750743,0.4873502,-0.1877241
81,0.40763432,0.28346163,"('submissive', 'aggressive')",0.4076343,0.2834616,-0.1241727
82,6.1203966,6.3987646,"('poor', 'rich')",6.1203966,6.3987646,0.278368
83,-0.062758185,-0.09155704,"('powerless', 'powerful')",-0.0627582,-0.091557,-0.0287988
84,0.33962664,0.32476696,"('inferior', 'superior')",0.3396266,0.324767,-0.0148596
85,-1.7310281,-1.6623726,"('insignificant', 'prestigious')",-1.7310281,-1.6623726,0.0686555
86,1.0018835,0.8153171,"('uninfluential', 'influential')",1.0018835,0.8153171,-0.1865664
87,0.38323417,0.53076637,"('unsuccessful', 'successful')",0.3832342,0.5307664,0.1475322
88,0.41863063,0.36796167,"('low', 'eminent')",0.4186306,0.3679617,-0.0506689
