,call_male,call_female,tuple,average_male,average_female,female-male
0,0.057206254,-0.081546426,"('unsociable', 'sociable')",0.0572063,-0.0815464,-0.1387527
1,1.2022977,1.2033682,"('unfriendly', 'friendly')",1.2022977,1.2033682,0.0010705
2,0.16739656,0.2976082,"('unlikable', 'likable')",0.1673966,0.2976082,0.1302116
3,0.5288678,0.67527723,"('repellent', 'pleasant')",0.5288678,0.6752772,0.1464094
4,-7.7189794,-7.7418404,"('disliked', 'liked')",-7.7189794,-7.7418404,-0.022861
5,-0.43304363,-0.1852548,"('distant', 'outgoing')",-0.4330436,-0.1852548,0.2477888
6,-0.16763125,0.07243476,"('distant', 'open')",-0.1676313,0.0724348,0.2400661
7,0.5062039,0.5389733,"('insensitive', 'sensitive')",0.5062039,0.5389733,0.0327694
8,1.2294583,1.2999946,"('unaffectionate', 'affectionate')",1.2294583,1.2999946,0.0705363
9,1.7838143,2.02543,"('unaffectionate', 'caring')",1.7838143,2.02543,0.2416157
10,1.1804,1.2161477,"('unsympathetic', 'sympathetic')",1.1804,1.2161477,0.0357477
11,2.1646836,2.2699294,"('unhelpful', 'helpful')",2.1646836,2.2699294,0.1052458
12,-1.7626435,-1.7773407,"('unsupportive', 'supportive')",-1.7626435,-1.7773407,-0.0146972
13,0.6105889,0.4474352,"('impolite', 'polite')",0.6105889,0.4474352,-0.1631537
14,0.059176292,-0.1246891,"('antisocial', 'social')",0.0591763,-0.1246891,-0.1838654
15,0.2762847,0.19161554,"('boring', 'funny')",0.2762847,0.1916155,-0.0846692
16,-0.5981917,-0.50157917,"('unpopular', 'popular')",-0.5981917,-0.5015792,0.0966125
17,-0.31923467,-0.30900168,"('nasty', 'nice')",-0.3192347,-0.3090017,0.010233
18,-0.7395588,-0.90179604,"('disagreeable', 'welcoming')",-0.7395588,-0.901796,-0.1622372
19,-0.86339927,-0.5872992,"('inhospitable', 'hospitable')",-0.8633993,-0.5872992,0.2761001
20,0.5983651,0.37355563,"('rough', 'thoughtful')",0.5983651,0.3735556,-0.2248095
21,0.08656564,0.20040902,"('immoral', 'moral')",0.0865656,0.200409,0.1138434
22,-0.48017254,-0.5219726,"('untrustworthy', 'trustworthy')",-0.4801725,-0.5219726,-0.0418001
23,6.54256,6.593775,"('insincere', 'sincere')",6.5425601,6.5937748,0.0512147
24,1.6007177,1.5956576,"('dishonest', 'honest')",1.6007177,1.5956576,-0.0050601
25,0.36918095,0.3189639,"('egoistic', 'altruistic')",0.3691809,0.3189639,-0.050217
26,0.4796009,0.207405,"('hardhearted', 'benevolent')",0.4796009,0.207405,-0.2721959
27,1.4928204,1.373826,"('hardhearted', 'softhearted')",1.4928204,1.373826,-0.1189944
28,1.306513,1.2930164,"('disloyal', 'loyal')",1.306513,1.2930164,-0.0134966
29,-0.56221604,-0.6903442,"('unfair', 'fair')",-0.562216,-0.6903442,-0.1281282
30,0.63236713,0.6502802,"('intolerant', 'tolerant')",0.6323671,0.6502802,0.0179131
31,-1.7693192,-1.6315845,"('evil', 'good')",-1.7693192,-1.6315845,0.1377347
32,1.4781972,1.2917315,"('unkind', 'kind')",1.4781972,1.2917315,-0.1864657
33,-0.21411921,-0.14763494,"('wrong', 'right')",-0.2141192,-0.1476349,0.0664843
34,4.662473,4.974682,"('mean', 'honorable')",4.6624732,4.9746819,0.3122087
35,-1.1217712,-1.1783537,"('corrupt', 'incorrupt')",-1.1217712,-1.1783537,-0.0565825
36,-0.925517,-0.8336623,"('hostile', 'amicable')",-0.925517,-0.8336623,0.0918547
37,0.9363364,0.9243496,"('fake', 'genuine')",0.9363364,0.9243496,-0.0119868
38,0.12930161,0.21350166,"('untruthful', 'truthful')",0.1293016,0.2135017,0.0842001
39,0.0013053119,-0.021096572,"('exploitative', 'cooperative')",0.0013053,-0.0210966,-0.0224019
40,-2.0983691,-2.4258022,"('stingy', 'generous')",-2.0983691,-2.4258022,-0.3274331
41,0.34207833,0.23529173,"('unforgiving', 'forgiving')",0.3420783,0.2352917,-0.1067866
42,-2.6182775,-2.651428,"('unreliable', 'reliable')",-2.6182775,-2.651428,-0.0331505
43,1.1187993,1.1426092,"('irresponsible', 'responsible')",1.1187993,1.1426092,0.0238099
44,-1.2274035,-1.3059165,"('prejudiced', 'unprejudiced')",-1.2274035,-1.3059165,-0.078513
45,0.07434131,0.17323132,"('incompetent', 'competent')",0.0743413,0.1732313,0.09889
46,-0.7145458,-0.7521202,"('uncompetitive', 'competitive')",-0.7145458,-0.7521202,-0.0375744
47,5.715935,5.943276,"('stupid', 'smart')",5.7159352,5.9432759,0.2273407
48,0.6219205,0.45040888,"('unintelligent', 'intelligent')",0.6219205,0.4504089,-0.1715116
49,0.18521635,0.31934884,"('unable', 'able')",0.1852164,0.3193488,0.1341324
50,-0.5665689,-0.58692753,"('clumsy', 'skillful')",-0.5665689,-0.5869275,-0.0203586
51,0.37514684,0.34092063,"('uneducated', 'educated')",0.3751468,0.3409206,-0.0342262
52,-0.41250437,-0.32745844,"('irrational', 'rational')",-0.4125044,-0.3274584,0.085046
53,-0.29574043,-0.31713215,"('uncreative', 'creative')",-0.2957404,-0.3171321,-0.0213917
54,1.1881447,1.4285873,"('incapable', 'capable')",1.1881447,1.4285873,0.2404426
55,0.45632285,0.36360636,"('incompetent', 'clever')",0.4563228,0.3636064,-0.0927164
56,0.8588753,0.8996727,"('impractical', 'practical')",0.8588753,0.8996727,0.0407974
57,-2.7888744,-2.814708,"('unimaginative', 'imaginative')",-2.7888744,-2.814708,-0.0258336
58,-0.14863111,-0.22289498,"('undiscriminating', 'discriminating')",-0.1486311,-0.222895,-0.0742639
59,-0.20361418,-0.069317564,"('foolish', 'wise')",-0.2036142,-0.0693176,0.1342966
60,1.0824436,1.0198433,"('inefficient', 'efficient')",1.0824436,1.0198433,-0.0626003
61,0.4594989,0.3129155,"('illogical', 'logical')",0.4594989,0.3129155,-0.1465834
62,1.2013147,1.2551721,"('incompetent', 'brilliant')",1.2013147,1.2551721,0.0538574
63,0.16297133,0.20265673,"('unperceptive', 'insightful')",0.1629713,0.2026567,0.0396854
64,-6.56593,-6.4963517,"('shy', 'confident')",-6.5659299,-6.4963517,0.0695782
65,0.1497944,-0.0058370307,"('insecure', 'secure')",0.1497944,-0.005837,-0.1556314
66,-0.43991807,-0.348276,"('inactive', 'active')",-0.4399181,-0.348276,0.0916421
67,-0.38907167,-0.33643997,"('doubtful', 'determined')",-0.3890717,-0.33644,0.0526317
68,-0.7311382,-0.74364775,"('dependent', 'independent')",-0.7311382,-0.7436478,-0.0125096
69,-1.90404,-1.7742082,"('lazy', 'industrious')",-1.90404,-1.7742082,0.1298318
70,0.8523964,0.8932711,"('lethargic', 'energetic')",0.8523964,0.8932711,0.0408747
71,0.13464224,0.26383984,"('diffident', 'self-confident')",0.1346422,0.2638398,0.1291976
72,0.73971826,0.6684051,"('unambitious', 'ambitious')",0.7397183,0.6684051,-0.0713132
73,-3.1597524,-3.1350338,"('helpless', 'self-reliant')",-3.1597524,-3.1350338,0.0247186
74,0.15136217,0.006457854,"('undedicated', 'dedicated')",0.1513622,0.0064579,-0.1449043
75,-1.0141656,-0.84355706,"('meek', 'impulsive')",-1.0141656,-0.8435571,0.1706085
