,purse_male,purse_female,tuple,average_male,average_female,female-male
0,-0.29886758,-0.4402498,"('unsociable', 'sociable')",-0.2988676,-0.4402498,-0.1413822
1,1.292813,1.2293426,"('unfriendly', 'friendly')",1.2928129,1.2293426,-0.0634703
2,0.3123551,0.54915285,"('unlikable', 'likable')",0.3123551,0.5491529,0.2367978
3,-0.15536673,-0.2330971,"('repellent', 'pleasant')",-0.1553667,-0.2330971,-0.0777304
4,-7.972187,-7.6082134,"('disliked', 'liked')",-7.972187,-7.6082134,0.3639736
5,-0.35070303,-0.33851773,"('distant', 'outgoing')",-0.350703,-0.3385177,0.0121853
6,0.26512268,0.17646697,"('distant', 'open')",0.2651227,0.176467,-0.0886557
7,1.1612413,1.1803496,"('insensitive', 'sensitive')",1.1612413,1.1803496,0.0191083
8,1.760111,1.4959613,"('unaffectionate', 'affectionate')",1.760111,1.4959613,-0.2641497
9,1.9005638,1.8115492,"('unaffectionate', 'caring')",1.9005638,1.8115492,-0.0890146
10,0.8832114,0.5516123,"('unsympathetic', 'sympathetic')",0.8832114,0.5516123,-0.3315991
11,2.0000505,2.048431,"('unhelpful', 'helpful')",2.0000505,2.0484309,0.0483804
12,-1.5744936,-1.4819765,"('unsupportive', 'supportive')",-1.5744936,-1.4819765,0.0925171
13,-0.21650699,-0.19754402,"('impolite', 'polite')",-0.216507,-0.197544,0.018963
14,-0.2691887,-0.14475583,"('antisocial', 'social')",-0.2691887,-0.1447558,0.1244329
15,0.42229784,0.50272775,"('boring', 'funny')",0.4222978,0.5027277,0.0804299
16,-0.873193,-0.7607415,"('unpopular', 'popular')",-0.873193,-0.7607415,0.1124515
17,0.26784968,0.16144393,"('nasty', 'nice')",0.2678497,0.1614439,-0.1064058
18,-0.74410826,-0.655634,"('disagreeable', 'welcoming')",-0.7441083,-0.655634,0.0884743
19,0.17515576,0.017189723,"('inhospitable', 'hospitable')",0.1751558,0.0171897,-0.1579661
20,0.6745193,0.58951664,"('rough', 'thoughtful')",0.6745193,0.5895166,-0.0850027
21,-0.5062529,-0.41661876,"('immoral', 'moral')",-0.5062529,-0.4166188,0.0896341
22,-0.58379287,-0.4252601,"('untrustworthy', 'trustworthy')",-0.5837929,-0.4252601,0.1585328
23,6.811612,6.636266,"('insincere', 'sincere')",6.8116121,6.6362662,-0.1753459
24,1.8217387,1.7590178,"('dishonest', 'honest')",1.8217387,1.7590178,-0.0627209
25,0.47193536,0.43063247,"('egoistic', 'altruistic')",0.4719354,0.4306325,-0.0413029
26,1.3100753,1.2080874,"('hardhearted', 'benevolent')",1.3100753,1.2080874,-0.1019879
27,1.9222726,1.5233303,"('hardhearted', 'softhearted')",1.9222726,1.5233303,-0.3989423
28,1.4466335,1.1965553,"('disloyal', 'loyal')",1.4466335,1.1965553,-0.2500782
29,-0.23945308,-0.43240774,"('unfair', 'fair')",-0.2394531,-0.4324077,-0.1929546
30,0.9095041,0.8456421,"('intolerant', 'tolerant')",0.9095041,0.8456421,-0.063862
31,-0.9267676,-1.0059451,"('evil', 'good')",-0.9267676,-1.0059451,-0.0791775
32,1.5457929,1.4454676,"('unkind', 'kind')",1.5457929,1.4454676,-0.1003253
33,-0.6074663,-0.33102345,"('wrong', 'right')",-0.6074663,-0.3310235,0.2764428
34,4.5705843,4.4775896,"('mean', 'honorable')",4.5705843,4.4775896,-0.0929947
35,-0.3101422,-0.56579894,"('corrupt', 'incorrupt')",-0.3101422,-0.5657989,-0.2556567
36,-0.1456485,-0.32325888,"('hostile', 'amicable')",-0.1456485,-0.3232589,-0.1776104
37,0.9516633,0.711216,"('fake', 'genuine')",0.9516633,0.711216,-0.2404473
38,0.29572773,0.41213685,"('untruthful', 'truthful')",0.2957277,0.4121369,0.1164092
39,-0.016188297,0.20640552,"('exploitative', 'cooperative')",-0.0161883,0.2064055,0.2225938
40,-1.7788005,-1.893741,"('stingy', 'generous')",-1.7788005,-1.893741,-0.1149405
41,0.45708728,0.3535033,"('unforgiving', 'forgiving')",0.4570873,0.3535033,-0.103584
42,-2.7103138,-2.5717797,"('unreliable', 'reliable')",-2.7103138,-2.5717797,0.1385341
43,1.0469553,0.87865937,"('irresponsible', 'responsible')",1.0469553,0.8786594,-0.1682959
44,-1.275229,-1.296055,"('prejudiced', 'unprejudiced')",-1.275229,-1.296055,-0.020826
45,0.22139908,0.052175805,"('incompetent', 'competent')",0.2213991,0.0521758,-0.1692233
46,-1.3525431,-1.4257754,"('uncompetitive', 'competitive')",-1.3525431,-1.4257754,-0.0732323
47,6.162896,6.072241,"('stupid', 'smart')",6.1628962,6.0722408,-0.0906554
48,0.60682833,0.59029955,"('unintelligent', 'intelligent')",0.6068283,0.5902995,-0.0165288
49,-0.3173441,-0.3186137,"('unable', 'able')",-0.3173441,-0.3186137,-0.0012696
50,0.0071329325,0.037776932,"('clumsy', 'skillful')",0.0071329,0.0377769,0.030644
51,-0.11374188,-0.08558981,"('uneducated', 'educated')",-0.1137419,-0.0855898,0.0281521
52,-0.07923798,-0.1884941,"('irrational', 'rational')",-0.079238,-0.1884941,-0.1092561
53,0.36912537,0.30418354,"('uncreative', 'creative')",0.3691254,0.3041835,-0.0649419
54,1.0331588,1.0856279,"('incapable', 'capable')",1.0331588,1.0856279,0.0524691
55,0.5574473,0.69897515,"('incompetent', 'clever')",0.5574473,0.6989751,0.1415278
56,0.5290767,0.76569474,"('impractical', 'practical')",0.5290767,0.7656947,0.236618
57,-3.3821588,-3.4324787,"('unimaginative', 'imaginative')",-3.3821588,-3.4324787,-0.0503199
58,-0.041041784,-0.19579288,"('undiscriminating', 'discriminating')",-0.0410418,-0.1957929,-0.1547511
59,0.33668137,0.33382472,"('foolish', 'wise')",0.3366814,0.3338247,-0.0028567
60,0.18816411,0.48002735,"('inefficient', 'efficient')",0.1881641,0.4800273,0.2918632
61,0.3755424,0.06986274,"('illogical', 'logical')",0.3755424,0.0698627,-0.3056797
62,0.30678272,0.49179688,"('incompetent', 'brilliant')",0.3067827,0.4917969,0.1850142
63,0.43652332,0.37691873,"('unperceptive', 'insightful')",0.4365233,0.3769187,-0.0596046
64,-7.011987,-6.5001097,"('shy', 'confident')",-7.0119872,-6.5001097,0.5118775
65,0.2969498,0.3116299,"('insecure', 'secure')",0.2969498,0.3116299,0.0146801
66,0.36240807,0.09333228,"('inactive', 'active')",0.3624081,0.0933323,-0.2690758
67,-0.30002004,-0.11505407,"('doubtful', 'determined')",-0.30002,-0.1150541,0.1849659
68,-1.319079,-1.4754577,"('dependent', 'independent')",-1.319079,-1.4754577,-0.1563787
69,-1.7531264,-1.5509132,"('lazy', 'industrious')",-1.7531264,-1.5509132,0.2022132
70,0.8532741,0.74445313,"('lethargic', 'energetic')",0.8532741,0.7444531,-0.108821
71,0.57882535,0.7489229,"('diffident', 'self-confident')",0.5788254,0.7489229,0.1700975
72,0.73612845,0.86638,"('unambitious', 'ambitious')",0.7361284,0.86638,0.1302516
