,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.4238967,-0.5701736,"('unsociable', 'sociable')",-0.30914524,-0.46696153,-0.366521,-0.5185676,-0.1520466
1,2.4289315,2.3721428,"('unfriendly', 'friendly')",1.4335917,1.3415928,1.9312615,1.8568678,-0.0743937
2,0.89846957,1.0205225,"('unlikable', 'likable')",0.6027075,0.6701546,0.7505885,0.8453385,0.09475
3,-0.7290962,-0.6399836,"('repellent', 'pleasant')",0.38242042,0.42425522,-0.1733379,-0.1078642,0.0654737
4,-1.248619,-1.3300816,"('disliked', 'liked')",-6.3419833,-6.3718834,-3.7953012,-3.8509824,-0.0556812
5,1.6561269,1.6795081,"('distant', 'outgoing')",-0.14212224,-0.11701908,0.7570023,0.7812445,0.0242422
6,1.8253058,1.864055,"('distant', 'open')",-0.0659561,-0.053868834,0.8796749,0.9050931,0.0254182
7,0.028293986,0.022043565,"('insensitive', 'sensitive')",0.21755786,0.2068845,0.1229259,0.114464,-0.0084619
8,0.9331142,0.91076136,"('unaffectionate', 'affectionate')",-0.10184555,-0.14666712,0.4156343,0.3820471,-0.0335872
9,1.7561238,1.7419794,"('unaffectionate', 'caring')",0.40119246,0.39276266,1.0786581,1.067371,-0.0112871
10,-0.5559481,-0.62768394,"('unsympathetic', 'sympathetic')",-0.32194757,-0.41008785,-0.4389478,-0.5188859,-0.0799381
11,0.16139883,0.20905033,"('unhelpful', 'helpful')",1.9353935,1.9541298,1.0483961,1.0815901,0.033194
12,0.8022706,0.8432169,"('unsupportive', 'supportive')",-1.9522551,-1.928321,-0.5749923,-0.5425521,0.0324402
13,-1.2951485,-1.4403095,"('impolite', 'polite')",-0.59548956,-0.650204,-0.9453191,-1.0452567,-0.0999376
14,-1.0543725,-1.0789783,"('antisocial', 'social')",-0.7048026,-0.74703795,-0.8795875,-0.9130081,-0.0334206
15,1.4845161,1.421855,"('boring', 'funny')",0.19626708,0.18396431,0.8403916,0.8029096,-0.037482
16,-0.39550436,-0.33075184,"('unpopular', 'popular')",0.9315601,0.9157575,0.2680279,0.2925028,0.0244749
17,-0.24974269,-0.19123529,"('nasty', 'nice')",-0.02947687,0.03129117,-0.1396098,-0.0799721,0.0596377
18,0.43649253,0.39504716,"('disagreeable', 'welcoming')",-0.40826863,-0.47037432,0.014112,-0.0376636,-0.0517756
19,0.26505277,0.30060354,"('inhospitable', 'hospitable')",-0.09933377,-0.023996219,0.0828595,0.1383037,0.0554442
20,0.58321136,0.64128786,"('rough', 'thoughtful')",1.3656268,1.3376584,0.9744191,0.9894731,0.015054
