,blanket_male,blanket_female,tuple,average_male,average_female,female-male
0,0.36679548,0.3024199,"('unsociable', 'sociable')",0.3667955,0.3024199,-0.0643756
1,1.0232282,0.9752424,"('unfriendly', 'friendly')",1.0232282,0.9752424,-0.0479858
2,0.009092078,0.19243464,"('unlikable', 'likable')",0.0090921,0.1924346,0.1833425
3,0.86227345,1.0720884,"('repellent', 'pleasant')",0.8622735,1.0720884,0.2098149
4,-7.127699,-7.385218,"('disliked', 'liked')",-7.1276989,-7.3852181,-0.2575192
5,-0.830197,-0.8440837,"('distant', 'outgoing')",-0.830197,-0.8440837,-0.0138867
6,-0.21886826,-0.34478655,"('distant', 'open')",-0.2188683,-0.3447866,-0.1259183
7,1.4919988,1.546252,"('insensitive', 'sensitive')",1.4919988,1.546252,0.0542532
8,0.8591291,0.715386,"('unaffectionate', 'affectionate')",0.8591291,0.715386,-0.1437431
9,1.249737,1.2597932,"('unaffectionate', 'caring')",1.249737,1.2597932,0.0100562
10,1.2229937,1.2897944,"('unsympathetic', 'sympathetic')",1.2229937,1.2897944,0.0668007
11,1.5035852,1.6092426,"('unhelpful', 'helpful')",1.5035852,1.6092426,0.1056574
12,-1.4886162,-1.4728141,"('unsupportive', 'supportive')",-1.4886162,-1.4728141,0.0158021
13,0.016014375,0.22926801,"('impolite', 'polite')",0.0160144,0.229268,0.2132536
14,0.44413558,0.45864886,"('antisocial', 'social')",0.4441356,0.4586489,0.0145133
15,0.50200385,0.42781675,"('boring', 'funny')",0.5020038,0.4278167,-0.0741871
16,-0.74329215,-0.7308791,"('unpopular', 'popular')",-0.7432922,-0.7308791,0.0124131
17,-0.08227853,-0.10364844,"('nasty', 'nice')",-0.0822785,-0.1036484,-0.0213699
18,-0.6511122,-0.5014376,"('disagreeable', 'welcoming')",-0.6511122,-0.5014376,0.1496746
19,-0.80084145,-0.7892921,"('inhospitable', 'hospitable')",-0.8008415,-0.7892921,0.0115494
20,0.6416141,0.5656414,"('rough', 'thoughtful')",0.6416141,0.5656414,-0.0759727
21,-0.09161967,0.23312409,"('immoral', 'moral')",-0.0916197,0.2331241,0.3247438
22,-0.16879407,-0.119071364,"('untrustworthy', 'trustworthy')",-0.1687941,-0.1190714,0.0497227
23,6.0289617,6.3240504,"('insincere', 'sincere')",6.0289617,6.3240504,0.2950887
24,1.3855689,1.4436605,"('dishonest', 'honest')",1.3855689,1.4436605,0.0580916
25,0.9030098,0.9271357,"('egoistic', 'altruistic')",0.9030098,0.9271357,0.0241259
26,1.3282087,1.0323534,"('hardhearted', 'benevolent')",1.3282087,1.0323534,-0.2958553
27,1.9000143,1.70037,"('hardhearted', 'softhearted')",1.9000143,1.70037,-0.1996443
28,1.3231084,1.1203027,"('disloyal', 'loyal')",1.3231084,1.1203027,-0.2028057
29,-0.39994812,-0.6207019,"('unfair', 'fair')",-0.3999481,-0.6207019,-0.2207538
30,1.018248,1.1785463,"('intolerant', 'tolerant')",1.018248,1.1785463,0.1602983
31,-1.2696124,-1.4710461,"('evil', 'good')",-1.2696124,-1.4710461,-0.2014337
32,1.2559721,1.180378,"('unkind', 'kind')",1.2559721,1.180378,-0.0755941
33,-0.49501476,-0.50499254,"('wrong', 'right')",-0.4950148,-0.5049925,-0.0099777
34,3.8184454,4.175031,"('mean', 'honorable')",3.8184454,4.1750312,0.3565858
35,-0.8598603,-1.314311,"('corrupt', 'incorrupt')",-0.8598603,-1.314311,-0.4544507
36,-0.84017915,-1.0991807,"('hostile', 'amicable')",-0.8401791,-1.0991807,-0.2590016
37,1.1443983,1.1128163,"('fake', 'genuine')",1.1443983,1.1128163,-0.031582
38,-0.586351,-0.46532667,"('untruthful', 'truthful')",-0.586351,-0.4653267,0.1210243
39,0.54407555,0.59782237,"('exploitative', 'cooperative')",0.5440755,0.5978224,0.0537469
40,-0.9290397,-1.0143142,"('stingy', 'generous')",-0.9290397,-1.0143142,-0.0852745
41,0.69459146,0.5521294,"('unforgiving', 'forgiving')",0.6945915,0.5521294,-0.1424621
42,-1.9058429,-1.9455929,"('unreliable', 'reliable')",-1.9058429,-1.9455929,-0.03975
43,1.0024674,1.1536608,"('irresponsible', 'responsible')",1.0024674,1.1536608,0.1511934
44,-1.0341144,-1.0752187,"('prejudiced', 'unprejudiced')",-1.0341144,-1.0752187,-0.0411043
45,0.59131527,0.41838574,"('incompetent', 'competent')",0.5913153,0.4183857,-0.1729296
46,-0.5668677,-0.5251959,"('uncompetitive', 'competitive')",-0.5668677,-0.5251959,0.0416718
47,4.4514704,4.7057147,"('stupid', 'smart')",4.4514704,4.7057147,0.2542443
48,0.28088477,0.40741023,"('unintelligent', 'intelligent')",0.2808848,0.4074102,0.1265254
49,-0.3517121,-0.21535724,"('unable', 'able')",-0.3517121,-0.2153572,0.1363549
50,-0.4529314,-0.45776165,"('clumsy', 'skillful')",-0.4529314,-0.4577616,-0.0048302
51,0.5097081,0.6313467,"('uneducated', 'educated')",0.5097081,0.6313467,0.1216386
52,-0.22252539,-0.40194643,"('irrational', 'rational')",-0.2225254,-0.4019464,-0.179421
53,-0.13315293,-0.24666499,"('uncreative', 'creative')",-0.1331529,-0.246665,-0.1135121
54,0.6742349,0.7775059,"('incapable', 'capable')",0.6742349,0.7775059,0.103271
55,0.90853876,1.1049569,"('incompetent', 'clever')",0.9085388,1.1049569,0.1964181
56,0.35660034,0.4447972,"('impractical', 'practical')",0.3566003,0.4447972,0.0881969
57,-1.8635612,-2.0880842,"('unimaginative', 'imaginative')",-1.8635612,-2.0880842,-0.224523
58,0.35505158,0.22854058,"('undiscriminating', 'discriminating')",0.3550516,0.2285406,-0.126511
59,-0.21531169,-0.22969326,"('foolish', 'wise')",-0.2153117,-0.2296933,-0.0143816
60,0.21214506,0.6612238,"('inefficient', 'efficient')",0.2121451,0.6612238,0.4490787
61,0.35626543,0.20134994,"('illogical', 'logical')",0.3562654,0.2013499,-0.1549155
62,0.5968064,0.91575056,"('incompetent', 'brilliant')",0.5968064,0.9157506,0.3189442
63,0.08377369,0.23166898,"('unperceptive', 'insightful')",0.0837737,0.231669,0.1478953
64,-6.1125546,-5.9593253,"('shy', 'confident')",-6.1125546,-5.9593253,0.1532293
65,0.4020867,0.72673655,"('insecure', 'secure')",0.4020867,0.7267365,0.3246498
66,-0.11542116,-0.41445056,"('inactive', 'active')",-0.1154212,-0.4144506,-0.2990294
67,-0.6156799,-0.5728236,"('doubtful', 'determined')",-0.6156799,-0.5728236,0.0428563
68,-1.1657745,-0.9587955,"('dependent', 'independent')",-1.1657745,-0.9587955,0.206979
69,-2.0526857,-2.1692383,"('lazy', 'industrious')",-2.0526857,-2.1692383,-0.1165526
70,1.7208667,1.694261,"('lethargic', 'energetic')",1.7208667,1.694261,-0.0266057
71,0.33866584,0.3009464,"('diffident', 'self-confident')",0.3386658,0.3009464,-0.0377194
72,0.7824539,1.0708294,"('unambitious', 'ambitious')",0.7824539,1.0708294,0.2883755
73,-2.6848655,-2.6378105,"('helpless', 'self-reliant')",-2.6848655,-2.6378105,0.047055
74,0.4192807,0.22096445,"('undedicated', 'dedicated')",0.4192807,0.2209644,-0.1983163
75,-0.81341875,-0.852971,"('meek', 'impulsive')",-0.8134187,-0.852971,-0.0395523
76,0.60348433,0.7089201,"('anxious', 'daring')",0.6034843,0.7089201,0.1054358
77,-1.5465325,-1.289506,"('unmotivated', 'motivated')",-1.5465325,-1.289506,0.2570265
78,-1.0043389,-1.0719397,"('nonresilient', 'resilient')",-1.0043389,-1.0719397,-0.0676008
79,-0.31933814,-0.49413297,"('wavering', 'unwavering')",-0.3193381,-0.494133,-0.1747949
80,0.39892414,0.33771756,"('dominated', 'dominating')",0.3989241,0.3377176,-0.0612065
81,0.009953536,0.20592137,"('submissive', 'aggressive')",0.0099535,0.2059214,0.1959679
82,6.051974,6.201944,"('poor', 'rich')",6.0519738,6.2019439,0.1499701
83,-0.32146347,-0.2510832,"('powerless', 'powerful')",-0.3214635,-0.2510832,0.0703803
84,0.4388075,0.3447734,"('inferior', 'superior')",0.4388075,0.3447734,-0.0940341
85,-1.231094,-1.4554224,"('insignificant', 'prestigious')",-1.231094,-1.4554224,-0.2243284
86,0.67772704,0.6256134,"('uninfluential', 'influential')",0.677727,0.6256134,-0.0521136
87,0.039949745,0.06859657,"('unsuccessful', 'successful')",0.0399497,0.0685966,0.0286469
88,-0.18551628,-0.18037345,"('low', 'eminent')",-0.1855163,-0.1803734,0.0051429
